ListID,PropertyName,Type,Price,Bedrooms,Bathrooms,Sqft,Author,ListDate,Address,NearestMRT,DistanceToMRT,PricePerSqft,URL,Latitude,Longitude,Full Address
60126531,Zyon Grand,Sale,1700000.0,2,2,646,Annie Tan,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2631.58,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60126531,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
25638764,Riviere,Sale,3800000.0,3,3,1216,Serene Lim,24 Sep 2025,3 Jiak Kim Street,TE16 Havelock MRT Station,580.0,3125.0,https://www.propertyguru.com.sg/listing/for-sale-riviere-25638764,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802
60015541,Stirling Residences,Sale,1495000.0,2,1,624,Jean Tan,24 Sep 2025,21 Stirling Road,EW19 Queenstown MRT Station,540.0,2395.83,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-60015541,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959
25495940,The Metropolitan Condominium,Sale,1482888.0,2,1,721,Jane Ee,24 Sep 2025,6 Alexandra View,EW18 Redhill MRT Station,290.0,2056.71,https://www.propertyguru.com.sg/listing/for-sale-the-metropolitan-condominium-25495940,1.2904773422307,103.81601645096,8 ALEXANDRA VIEW THE METROPOLITAN CONDOMINIUM SINGAPORE 158747
60040859,Stirling Residences,Sale,1510000.0,2,1,635,Jane Ee,24 Sep 2025,23 Stirling Road,EW19 Queenstown MRT Station,540.0,2377.95,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-60040859,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959
25620747,Principal Garden,Sale,1020000.0,1,1,495,Xavier Tan,24 Sep 2025,97 Prince Charles Crescent,,,2060.61,https://www.propertyguru.com.sg/listing/for-sale-principal-garden-25620747,1.29237506748178,103.822836693912,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029
60133597,Penrith,Sale,3300000.0,4,3,1281,Jaslyn Kee,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2576.11,https://www.propertyguru.com.sg/listing/for-sale-penrith-60133597,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
60103531,Zyon Grand,Sale,1859000.0,2,2,715,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2600.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103531,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60103535,Zyon Grand,Sale,2379000.0,3,2,915,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2600.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103535,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60103536,Zyon Grand,Sale,3679000.0,4,4,1415,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2600.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103536,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60103539,Zyon Grand,Sale,7959000.0,5,4,2653,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,3000.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103539,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60029437,Avenue South Residence,Sale,1299999.0,1,1,527,Clifton Lee,24 Sep 2025,11 Silat Avenue,,,2466.79,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-60029437,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877
60135081,Penrith,Sale,2990000.0,4,3,1173,Kate Lin,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2549.02,https://www.propertyguru.com.sg/listing/for-sale-penrith-60135081,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
60135082,Penrith,Sale,2000000.0,3,2,850,Kate Lin,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2352.94,https://www.propertyguru.com.sg/listing/for-sale-penrith-60135082,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
60136629,River Place,Sale,4000000.0,4,3,2067,Claire Chua,24 Sep 2025,62 Havelock Road,DT20 Fort Canning MRT Station,660.0,1935.17,https://www.propertyguru.com.sg/listing/for-sale-river-place-60136629,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658
60129097,Zyon Grand,Sale,5250000.0,5,4,1819,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2886.2,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129097,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60127315,The Crest,Sale,2630000.0,3,3,1238,LING WANG,24 Sep 2025,105 Prince Charles Crescent,EW17 Tiong Bahru MRT Station,900.0,2124.39,https://www.propertyguru.com.sg/listing/for-sale-the-crest-60127315,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019
60098132,One Pearl Bank,Sale,1800000.0,2,1,700,Frederick Neo,24 Sep 2025,1 Pearl Bank,NE3 Outram Park MRT Station,480.0,2571.43,https://www.propertyguru.com.sg/listing/for-sale-one-pearl-bank-60098132,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016
60129089,Zyon Grand,Sale,4050000.0,4,3,1421,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2850.11,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129089,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60129088,Zyon Grand,Sale,4250000.0,4,3,1518,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2799.74,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129088,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
60129082,Zyon Grand,Sale,2800000.0,3,2,1055,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2654.03,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129082,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
25508101,River Place,Sale,1750000.0,2,2,969,Joanne Ang,24 Sep 2025,62 Havelock Road,DT20 Fort Canning MRT Station,660.0,1805.99,https://www.propertyguru.com.sg/listing/for-sale-river-place-25508101,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658
60133413,The Crest,Sale,1828000.0,2,2,936,Sherina Ng,24 Sep 2025,101 Prince Charles Crescent,EW18 Redhill MRT Station,800.0,1952.99,https://www.propertyguru.com.sg/listing/for-sale-the-crest-60133413,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019
60136876,Promenade Peak,Sale,4476200.0,4,4,1421,Tim Tay,24 Sep 2025,Zion Road,TE15 Great World MRT Station,430.0,3150.04,https://www.propertyguru.com.sg/listing/for-sale-promenade-peak-60136876,1.29157008048749,103.833142480825,1 ZION PROMENADE PROMENADE PEAK (U/C) SINGAPORE 169564
60136840,Zyon Grand,Sale,2650000.0,3,3,1055,Tim Tay,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2511.85,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60136840,1.29057222318949,103.833663072327,3 KIM SENG ROAD ZYON GRAND (U/C) SINGAPORE 169558
25612470,River Place,Sale,1430000.0,1,1,818,Alvin Kwa,24 Sep 2025,60 Havelock Road,DT20 Fort Canning MRT Station,660.0,1748.17,https://www.propertyguru.com.sg/listing/for-sale-river-place-25612470,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658
25137520,One Pearl Bank,Sale,3000000.0,3,3,1152,Jessie Tan éæ°è¯,24 Sep 2025,1 Pearl Bank,NE3 Outram Park MRT Station,480.0,2604.17,https://www.propertyguru.com.sg/listing/for-sale-one-pearl-bank-25137520,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016
60136843,River Place,Sale,3200000.0,2,2,1658,Kelvin Neo  å¯å°æ,24 Sep 2025,62 Havelock Road,DT20 Fort Canning MRT Station,660.0,1930.04,https://www.propertyguru.com.sg/listing/for-sale-river-place-60136843,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658
60119557,The Landmark,Sale,1300000.0,1,1,517,Joanna Lim,24 Sep 2025,173 Chin Swee Road,NE4 Chinatown MRT Station,690.0,2514.51,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-60119557,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878
60089899,Domain 21,Sale,1950000.0,2,2,926,Gary Chia,24 Sep 2025,21 Delta Road,EW17 Tiong Bahru MRT Station,850.0,2105.83,https://www.propertyguru.com.sg/listing/for-sale-domain-21-60089899,1.29181865625912,103.82516074139,21 DELTA ROAD DOMAIN 21 SINGAPORE 169813
60102391,Penrith,Sale,2280000.0,3,2,915,Sophie Toh,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2491.8,https://www.propertyguru.com.sg/listing/for-sale-penrith-60102391,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
60102420,Penrith,Sale,1515300.0,2,2,614,Sophie Toh,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2467.92,https://www.propertyguru.com.sg/listing/for-sale-penrith-60102420,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
60102435,Penrith,Sale,2859000.0,4,3,1173,Sophie Toh,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2437.34,https://www.propertyguru.com.sg/listing/for-sale-penrith-60102435,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
60100470,The Crest,Sale,1700000.0,2,2,904,Serene Lim,24 Sep 2025,103 Prince Charles Crescent,EW17 Tiong Bahru MRT Station,900.0,1880.53,https://www.propertyguru.com.sg/listing/for-sale-the-crest-60100470,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019
25617215,Alex Residences,Sale,2050888.0,3,2,926,Mun Ng,24 Sep 2025,28 Alexandra View,EW18 Redhill MRT Station,270.0,2214.78,https://www.propertyguru.com.sg/listing/for-sale-alex-residences-25617215,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744
24275664,Avenue South Residence,Sale,1420000.0,2,1,657,Christina Quek,24 Sep 2025,13 Silat Avenue,,,2161.34,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-24275664,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877
60136631,Stirling Residences,Sale,1908000.0,3,1,883,Daniel Ong,24 Sep 2025,21 Stirling Road,EW19 Queenstown MRT Station,540.0,2160.82,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-60136631,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959
25641618,The Crest,Sale,1800000.0,2,2,872,"Ethan, Chee Yong Koh",24 Sep 2025,103 Prince Charles Crescent,EW17 Tiong Bahru MRT Station,900.0,2064.22,https://www.propertyguru.com.sg/listing/for-sale-the-crest-25641618,1.29281920942183,103.819293138156,105 PRINCE CHARLES CRESCENT THE CREST SINGAPORE 159019
25074169,Stirling Residences,Sale,1580000.0,2,1,635,Vernus Lou,24 Sep 2025,25 Stirling Road,EW19 Queenstown MRT Station,540.0,2488.19,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-25074169,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959
24667244,Penrith,Sale,3300000.0,4,3,1270,Charlyene Choo æ±æ§ç²,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2598.43,https://www.propertyguru.com.sg/listing/for-sale-penrith-24667244,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
24667123,Penrith,Sale,1700000.0,2,2,646,Charlyene Choo æ±æ§ç²,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2631.58,https://www.propertyguru.com.sg/listing/for-sale-penrith-24667123,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
24667390,Penrith,Sale,2600000.0,3,2,990,Charlyene Choo æ±æ§ç²,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2626.26,https://www.propertyguru.com.sg/listing/for-sale-penrith-24667390,1.29617826940302,103.808766507183,70 MARGARET DRIVE PENRITH (U/C) SINGAPORE 149926
24668263,The Landmark,Sale,1150000.0,1,1,495,Vincent Chan Koon Koon,24 Sep 2025,173 Chin Swee Road,NE4 Chinatown MRT Station,690.0,2323.23,https://www.propertyguru.com.sg/listing/for-sale-the-landmark-24668263,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878
22991263,Riviere,Sale,3550000.0,3,2,1173,Linda Yang,24 Sep 2025,1 Jiak Kim Street,TE16 Havelock MRT Station,580.0,3026.43,https://www.propertyguru.com.sg/listing/for-sale-riviere-22991263,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802
