Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE RESERVE RESIDENCES,"1,469,446",613.55,"2,395",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,780",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,487,857",613.55,"2,425",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,103",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,469,446",613.55,"2,395",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,780",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"3,057,144","1,313.21","2,328",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,059",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,731,068",731.95,"2,365",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"25,457",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,572,568",656.6,"2,395",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"25,780",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,475,583",613.55,"2,405",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,887",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,493,986",613.55,"2,435",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,210",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,475,583",613.55,"2,405",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,887",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"3,067,650","1,313.21","2,336",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,145",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,738,386",731.95,"2,375",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"25,565",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,559,436",656.6,"2,375",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"25,565",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"3,813,100","1,625.36","2,346",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"25,252",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,481,720",613.55,"2,415",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,995",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,500,123",613.55,"2,445",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,318",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,481,720",613.55,"2,415",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,995",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,078,156","1,313.21","2,344",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,231",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,745,705",731.95,"2,385",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"25,672",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,585,701",656.6,"2,415",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"25,995",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,565,998",656.6,"2,385",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"25,672",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,736,079","1,625.36","2,299",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"24,742",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,487,857",613.55,"2,425",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,103",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,506,260",613.55,"2,455",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,426",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,487,857",613.55,"2,425",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,103",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,088,662","1,313.21","2,352",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,317",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,572,568",656.6,"2,395",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"25,780",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,839,110","1,625.36","2,362",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"25,425",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,493,986",613.55,"2,435",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,210",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,513,621",613.55,"2,467",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,555",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,495,218",613.55,"2,437",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,232",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,099,168","1,313.21","2,360",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,403",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,761,812",731.95,"2,407",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"25,909",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,580,448",656.6,"2,407",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"25,909",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,852,115","1,625.36","2,370",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"25,511",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,501,355",613.55,"2,447",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,340",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,520,982",613.55,"2,479",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,684",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,502,579",613.55,"2,449",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,361",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,109,674","1,313.21","2,368",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,489",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,770,593",731.95,"2,419",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"26,038",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,608,022",656.6,"2,449",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"26,361",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,588,327",656.6,"2,419",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"26,038",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,508,716",613.55,"2,459",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,469",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,509,940",613.55,"2,461",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,490",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"3,120,180","1,313.21","2,376",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,575",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,615,901",656.6,"2,461",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"26,490",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,596,207",656.6,"2,431",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"26,167",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE RESERVE RESIDENCES,"1,535,712",613.55,"2,503",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,942",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,517,301",613.55,"2,473",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,619",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,130,686","1,313.21","2,384",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"25,661",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,788,162",731.95,"2,443",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"26,297",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,623,781",656.6,"2,473",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"26,619",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,604,086",656.6,"2,443",May-23,JALAN ANAK BUKIT,New Sale,Strata,61,"26,296",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,891,122","1,625.36","2,394",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"25,769",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,523,438",613.55,"2,483",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"26,727",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"2,973,929","1,216.33","2,445",May-23,JALAN ANAK BUKIT,New Sale,Strata,113,"26,318",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,237,055","1,313.21","2,465",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"26,533",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,838,219",742.72,"2,475",May-23,JALAN ANAK BUKIT,New Sale,Strata,69,"26,641",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,806,573",721.19,"2,505",May-23,JALAN ANAK BUKIT,New Sale,Strata,67,"26,964",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,651,737",667.37,"2,475",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"26,641",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"4,071,534","1,625.36","2,505",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"26,964",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"2,158,074",882.65,"2,445",May-23,JALAN ANAK BUKIT,New Sale,Strata,82,"26,318",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"2,983,662","1,216.33","2,453",May-23,JALAN ANAK BUKIT,New Sale,Strata,113,"26,404",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,247,561","1,313.21","2,473",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"26,619",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,844,908",742.72,"2,484",May-23,JALAN ANAK BUKIT,New Sale,Strata,69,"26,738",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,815,226",721.19,"2,517",May-23,JALAN ANAK BUKIT,New Sale,Strata,67,"27,093",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,659,744",667.37,"2,487",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"26,770",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"2,165,137",882.65,"2,453",May-23,JALAN ANAK BUKIT,New Sale,Strata,82,"26,404",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,258,067","1,313.21","2,481",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"26,705",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,851,589",742.72,"2,493",May-23,JALAN ANAK BUKIT,New Sale,Strata,69,"26,835",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,823,888",721.19,"2,529",May-23,JALAN ANAK BUKIT,New Sale,Strata,67,"27,222",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"1,667,751",667.37,"2,499",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"26,899",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"4,097,544","1,625.36","2,521",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"27,136",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"2,172,201",882.65,"2,461",May-23,JALAN ANAK BUKIT,New Sale,Strata,82,"26,490",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,16 to 20
THE RESERVE RESIDENCES,"3,003,127","1,216.33","2,469",May-23,JALAN ANAK BUKIT,New Sale,Strata,113,"26,576",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"3,268,573","1,313.21","2,489",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"26,792",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,858,279",742.72,"2,502",May-23,JALAN ANAK BUKIT,New Sale,Strata,69,"26,932",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,832,541",721.19,"2,541",May-23,JALAN ANAK BUKIT,New Sale,Strata,67,"27,351",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,675,758",667.37,"2,511",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,028",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"4,110,549","1,625.36","2,529",May-23,JALAN ANAK BUKIT,New Sale,Strata,151,"27,222",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"2,179,256",882.65,"2,469",May-23,JALAN ANAK BUKIT,New Sale,Strata,82,"26,576",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"3,201,924","1,313.21","2,438",May-23,JALAN ANAK BUKIT,New Sale,Strata,122,"26,245",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,864,960",742.72,"2,511",May-23,JALAN ANAK BUKIT,New Sale,Strata,69,"27,028",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,841,194",721.19,"2,553",May-23,JALAN ANAK BUKIT,New Sale,Strata,67,"27,481",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,683,774",667.37,"2,523",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,158",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"2,186,319",882.65,"2,477",May-23,JALAN ANAK BUKIT,New Sale,Strata,82,"26,662",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,691,781",667.37,"2,535",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,287",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,699,788",667.37,"2,547",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,416",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,705,789",667.37,"2,556",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,513",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25
THE RESERVE RESIDENCES,"1,711,798",667.37,"2,565",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,610",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
THE RESERVE RESIDENCES,"1,717,808",667.37,"2,574",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,707",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
THE RESERVE RESIDENCES,"1,727,812",667.37,"2,589",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,868",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
THE RESERVE RESIDENCES,"1,733,822",667.37,"2,598",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"27,965",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
THE RESERVE RESIDENCES,"1,739,831",667.37,"2,607",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"28,062",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30
THE RESERVE RESIDENCES,"1,745,832",667.37,"2,616",May-23,JALAN ANAK BUKIT,New Sale,Strata,62,"28,159",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,31 to 35
THE RESERVE RESIDENCES,"2,904,986","1,119.46","2,595",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,933",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE LANDMARK,"1,883,693",678.13,"2,778",May-23,CHIN SWEE ROAD,New Sale,Strata,63,"29,900",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,36 to 40
THE RESERVE RESIDENCES,"2,860,208","1,119.46","2,555",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,502",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,970,215","1,162.51","2,555",May-23,JALAN ANAK BUKIT,New Sale,Strata,108,"27,502",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,877,004","1,119.46","2,570",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,664",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,893,791","1,119.46","2,585",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,825",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,970,215","1,162.51","2,555",May-23,JALAN ANAK BUKIT,New Sale,Strata,108,"27,502",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,877,004","1,119.46","2,570",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,664",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,987,657","1,162.51","2,570",May-23,JALAN ANAK BUKIT,New Sale,Strata,108,"27,663",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,893,791","1,119.46","2,585",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,825",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"3,005,090","1,162.51","2,585",May-23,JALAN ANAK BUKIT,New Sale,Strata,108,"27,825",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
TERRA HILL,"2,352,000",904.18,"2,601",May-23,YEW SIANG ROAD,New Sale,Strata,84,"28,000",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE RESERVE RESIDENCES,"2,849,013","1,119.46","2,545",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,394",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,871,402","1,119.46","2,565",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,610",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"3,016,718","1,162.51","2,595",May-23,JALAN ANAK BUKIT,New Sale,Strata,108,"27,933",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,888,198","1,119.46","2,580",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,771",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,904,986","1,119.46","2,595",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"27,933",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,921,782","1,119.46","2,610",May-23,JALAN ANAK BUKIT,New Sale,Strata,104,"28,094",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,11 to 15
THE BOTANY AT DAIRY FARM,"1,466,000",678.13,"2,162",May-23,DAIRY FARM WALK,New Sale,Strata,63,"23,270",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
THE BOTANY AT DAIRY FARM,"1,848,000",882.65,"2,094",May-23,DAIRY FARM WALK,New Sale,Strata,82,"22,537",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,06 to 10
PICCADILLY GRAND,"2,901,000","1,388.56","2,089",May-23,NORTHUMBERLAND ROAD,New Sale,Strata,129,"22,488",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
THE BOTANY AT DAIRY FARM,"1,918,000",882.65,"2,173",May-23,DAIRY FARM WALK,New Sale,Strata,82,"23,390",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,11 to 15
THE CONTINUUM,"2,037,000",721.19,"2,825",May-23,THIAM SIEW AVENUE,New Sale,Strata,67,"30,403",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE BOTANY AT DAIRY FARM,"1,421,000",678.13,"2,095",May-23,DAIRY FARM WALK,New Sale,Strata,63,"22,556",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,01 to 05
THE BOTANY AT DAIRY FARM,"1,215,000",505.91,"2,402",May-23,DAIRY FARM WALK,New Sale,Strata,47,"25,851",-,Condominium,1,99 yrs lease commencing from 2022,23,Outside Central Region,11 to 15
THE RESERVE RESIDENCES,"2,340,892","1,044.11","2,242",May-23,JALAN ANAK BUKIT,New Sale,Strata,97,"24,133",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,01 to 05
THE RESERVE RESIDENCES,"1,083,895",441.32,"2,456",May-23,JALAN ANAK BUKIT,New Sale,Strata,41,"26,436",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,01 to 05
THE RESERVE RESIDENCES,"1,423,436",613.55,"2,320",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"24,973",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,01 to 05
THE RESERVE RESIDENCES,"1,142,145",441.32,"2,588",May-23,JALAN ANAK BUKIT,New Sale,Strata,41,"27,857",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"2,349,247","1,044.11","2,250",May-23,JALAN ANAK BUKIT,New Sale,Strata,97,"24,219",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,188,343",495.14,"2,400",May-23,JALAN ANAK BUKIT,New Sale,Strata,46,"25,834",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,188,343",495.14,"2,400",May-23,JALAN ANAK BUKIT,New Sale,Strata,46,"25,834",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,429,564",613.55,"2,330",May-23,JALAN ANAK BUKIT,New Sale,Strata,57,"25,080",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,793,279",731.95,"2,450",May-23,JALAN ANAK BUKIT,New Sale,Strata,68,"26,372",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,142,145",441.32,"2,588",May-23,JALAN ANAK BUKIT,New Sale,Strata,41,"27,857",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
THE RESERVE RESIDENCES,"1,138,618",441.32,"2,580",May-23,JALAN ANAK BUKIT,New Sale,Strata,41,"27,771",-,Apartment,1,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10
