Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LENTOR CENTRAL RESIDENCES,"1,281,000",581.26,"2,204",Mar-25,LENTOR CENTRAL,New Sale,Strata,54,"23,722",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,658,000",785.77,"2,110",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,712",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,864,000","1,399.32","2,047",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,031",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,219,000","1,076.4","2,062",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,190",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,456,000",688.9,"2,114",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"22,750",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,423,000",678.13,"2,098",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"22,587",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,002,000",462.85,"2,165",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"23,302",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,813,000",914.94,"1,982",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"21,329",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,404,000","1,184.04","2,030",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"21,855",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,647,000",785.77,"2,096",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,562",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,860,000","1,399.32","2,044",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,000",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,445,000",688.9,"2,098",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"22,578",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,431,000",678.13,"2,110",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"22,714",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,005,000",462.85,"2,171",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"23,372",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,823,000",914.94,"1,992",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"21,447",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,417,000","1,184.04","2,041",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"21,973",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,660,000",785.77,"2,113",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,740",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,655,000",785.77,"2,106",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,671",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,218,000","1,076.4","2,061",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,180",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,453,000",688.9,"2,109",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"22,703",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,439,000",678.13,"2,122",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"22,841",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,011,000",462.85,"2,184",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"23,512",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,430,000","1,184.04","2,052",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"22,091",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,663,000",785.77,"2,116",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,781",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,663,000",785.77,"2,116",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,781",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,886,000","1,399.32","2,062",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,200",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,228,000","1,076.4","2,070",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,280",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,461,000",688.9,"2,121",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"22,828",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,447,000",678.13,"2,134",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"22,968",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,443,000","1,184.04","2,063",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"22,209",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,671,000",785.77,"2,127",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,890",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,671,000",785.77,"2,127",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"22,890",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,883,000","1,399.32","2,060",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,177",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,238,000","1,076.4","2,079",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,380",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"1,469,000",688.9,"2,132",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"22,953",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
LENTOR CENTRAL RESIDENCES,"2,456,000","1,184.04","2,074",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"22,327",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,679,000",785.77,"2,137",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,000",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,896,000","1,399.32","2,070",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,277",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,248,000","1,076.4","2,088",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,480",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,477,000",688.9,"2,144",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"23,078",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,463,000",678.13,"2,157",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"23,222",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,029,000",462.85,"2,223",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"23,930",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,687,000",785.77,"2,147",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,110",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,901,000","1,399.32","2,073",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,315",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,485,000",688.9,"2,156",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"23,203",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,487,000",678.13,"2,193",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"23,603",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,047,000",462.85,"2,262",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"24,349",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,503,000","1,184.04","2,114",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"22,755",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,711,000",785.77,"2,177",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,438",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,711,000",785.77,"2,177",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,438",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,932,000","1,399.32","2,095",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,554",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,287,000","1,076.4","2,125",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,870",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,509,000",688.9,"2,190",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"23,578",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,495,000",678.13,"2,205",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"23,730",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,053,000",462.85,"2,275",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"24,488",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,516,000","1,184.04","2,125",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"22,873",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,734,000",785.77,"2,207",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,753",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,719,000",785.77,"2,188",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,548",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,945,000","1,399.32","2,105",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,654",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,297,000","1,076.4","2,134",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"22,970",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,517,000",688.9,"2,202",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"23,703",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,503,000",678.13,"2,216",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"23,857",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,958,000","1,399.32","2,114",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,754",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"2,307,000","1,076.4","2,143",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,070",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,525,000",688.9,"2,214",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"23,828",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,06 to 10
LENTOR CENTRAL RESIDENCES,"1,511,000",678.13,"2,228",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"23,984",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,065,000",462.85,"2,301",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"24,767",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,542,000","1,184.04","2,147",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"23,109",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,740,000",785.77,"2,214",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,836",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,735,000",785.77,"2,208",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,767",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,971,000","1,399.32","2,123",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,854",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,317,000","1,076.4","2,153",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,170",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,533,000",688.9,"2,225",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"23,953",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,519,000",678.13,"2,240",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"24,111",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,071,000",462.85,"2,314",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"24,907",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,555,000","1,184.04","2,158",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"23,227",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,748,000",785.77,"2,225",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,945",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,743,000",785.77,"2,218",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,877",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,984,000","1,399.32","2,132",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"22,954",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,327,000","1,076.4","2,162",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,270",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,541,000",688.9,"2,237",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"24,078",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,527,000",678.13,"2,252",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"24,238",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,077,000",462.85,"2,327",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"25,047",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,756,000",785.77,"2,235",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,055",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,751,000",785.77,"2,228",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"23,986",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,337,000","1,076.4","2,171",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,370",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,549,000",688.9,"2,249",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"24,203",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,559,000",678.13,"2,299",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"24,746",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,104,000",462.85,"2,385",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"25,674",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,976,000",914.94,"2,160",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"23,247",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,613,000","1,184.04","2,207",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"23,755",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,785,000",785.77,"2,272",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,452",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,780,000",785.77,"2,265",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,384",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"3,068,000","1,399.32","2,192",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"23,600",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"2,384,000","1,076.4","2,215",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,840",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,581,000",688.9,"2,295",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"24,703",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,11 to 15
LENTOR CENTRAL RESIDENCES,"1,567,000",678.13,"2,311",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"24,873",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,110,000",462.85,"2,398",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"25,814",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,986,000",914.94,"2,171",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"23,365",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,626,000","1,184.04","2,218",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"23,873",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,793,000",785.77,"2,282",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,562",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,788,000",785.77,"2,275",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,493",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"3,048,000","1,399.32","2,178",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"23,446",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,394,000","1,076.4","2,224",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,940",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,589,000",688.9,"2,307",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"24,828",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,575,000",678.13,"2,323",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"25,000",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,996,000",914.94,"2,182",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"23,482",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,639,000","1,184.04","2,229",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"23,991",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,801,000",785.77,"2,292",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,671",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,801,000",785.77,"2,292",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,671",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"3,068,000","1,399.32","2,192",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"23,600",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,396,000","1,076.4","2,226",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"23,960",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,597,000",688.9,"2,318",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"24,953",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,583,000",678.13,"2,334",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"25,127",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,125,000",462.85,"2,431",Mar-25,LENTOR CENTRAL,New Sale,Strata,43,"26,163",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,006,000",914.94,"2,192",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"23,600",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,652,000","1,184.04","2,240",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"24,109",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,809,000",785.77,"2,302",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,781",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,804,000",785.77,"2,296",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,712",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"3,072,000","1,399.32","2,195",Mar-25,LENTOR CENTRAL,New Sale,Strata,130,"23,631",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,414,000","1,076.4","2,243",Mar-25,LENTOR CENTRAL,New Sale,Strata,100,"24,140",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,605,000",688.9,"2,330",Mar-25,LENTOR CENTRAL,New Sale,Strata,64,"25,078",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,591,000",678.13,"2,346",Mar-25,LENTOR CENTRAL,New Sale,Strata,63,"25,254",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,016,000",914.94,"2,203",Mar-25,LENTOR CENTRAL,New Sale,Strata,85,"23,718",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"2,665,000","1,184.04","2,251",Mar-25,LENTOR CENTRAL,New Sale,Strata,110,"24,227",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
LENTOR CENTRAL RESIDENCES,"1,817,000",785.77,"2,312",Mar-25,LENTOR CENTRAL,New Sale,Strata,73,"24,890",-,Condominium,1,99 yrs lease commencing from 2023,26,Outside Central Region,16 to 20
