Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BLOOMSBURY RESIDENCES,"1,742,000",688.9,"2,529",Apr-25,MEDIA CIRCLE,New Sale,Strata,64,"27,219",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,754,000",688.9,"2,546",Apr-25,MEDIA CIRCLE,New Sale,Strata,64,"27,406",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,533,700",645.84,"2,375",Apr-25,MEDIA CIRCLE,New Sale,Strata,60,"25,562",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"3,630,000","1,420.85","2,555",Apr-25,MEDIA CIRCLE,New Sale,Strata,132,"27,500",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
BLOOMSBURY RESIDENCES,"5,753,700","2,131.27","2,700",Apr-25,MEDIA CIRCLE,New Sale,Strata,198,"29,059",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,21 to 25
SAPPHIRE COURT,"1,840,000","1,442.38","1,276",Apr-25,LORONG K TELOK KURAU,Resale,Strata,134,"13,731",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARK COLONIAL,"945,000",462.85,"2,042",Apr-25,WOODLEIGH LANE,Resale,Strata,43,"21,977",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE MYST,"3,285,000","1,689.95","1,944",Apr-25,UPPER BUKIT TIMAH ROAD,New Sale,Strata,157,"20,924",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,06 to 10
NV RESIDENCES,"1,000,000",764.24,"1,308",Apr-25,PASIR RIS GROVE,Resale,Strata,71,"14,085",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
PARC ESTA,"1,180,000",527.44,"2,237",Apr-25,SIMS AVENUE,Resale,Strata,49,"24,082",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
PARC KOMO,"1,200,000",764.24,"1,570",Apr-25,UPPER CHANGI ROAD NORTH,Resale,Strata,71,"16,901",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
GLOUCESTER MANSIONS,"2,400,000","1,162.51","2,064",Apr-25,NEWTON ROAD,Resale,Strata,108,"22,222",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
GAMBIR RIDGE,"1,260,000",882.65,"1,428",Apr-25,GAMBIR WALK,Resale,Strata,82,"15,366",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PASIR RIS 8,"2,000,000","1,065.64","1,877",Apr-25,PASIR RIS DRIVE 8,Sub Sale,Strata,99,"20,202",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"1,588,000",979.52,"1,621",Apr-25,HAZEL PARK TERRACE,Resale,Strata,91,"17,451",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"920,000",462.85,"1,988",Apr-25,COMMONWEALTH AVENUE,Resale,Strata,43,"21,395",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
RIS GRANDEUR,"1,950,000","1,539.25","1,267",Apr-25,ELIAS ROAD,Resale,Strata,143,"13,636",-,Condominium,1,Freehold,18,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,113,800",613.55,"1,815",Apr-25,HOUGANG AVENUE 7,Resale,Strata,57,"19,540",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
EASTPOINT GREEN,"862,000",904.18,953,Apr-25,SIMEI STREET 3,Resale,Strata,84,"10,262",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
CANBERRA RESIDENCES,"1,260,000",904.18,"1,394",Apr-25,CANBERRA DRIVE,Resale,Strata,84,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
A TREASURE TROVE,"1,250,000",775.01,"1,613",Apr-25,PUNGGOL WALK,Resale,Strata,72,"17,361",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
KOVAN REGENCY,"1,980,000","1,054.87","1,877",Apr-25,KOVAN RISE,Resale,Strata,98,"20,204",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
TREASURE PLACE,"1,800,000","1,388.56","1,296",Apr-25,LORONG SARHAD,Resale,Strata,129,"13,953",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE TAPESTRY,"1,080,000",602.78,"1,792",Apr-25,TAMPINES STREET 86,Resale,Strata,56,"19,286",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,11 to 15
CHANGI COURT,"1,283,000",871.88,"1,472",Apr-25,UPPER CHANGI ROAD EAST,Resale,Strata,81,"15,840",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
DUO RESIDENCES,"3,310,888","1,614.6","2,051",Apr-25,FRASER STREET,Resale,Strata,150,"22,073",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
THE SAIL @ MARINA BAY,"4,200,000","1,657.66","2,534",Apr-25,MARINA BOULEVARD,Resale,Strata,154,"27,273",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,66 to 70
BOTANIQUE AT BARTLEY,"1,498,888",731.95,"2,048",Apr-25,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"22,042",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10
URBAN VISTA,"915,000",559.73,"1,635",Apr-25,TANAH MERAH KECHIL LINK,Resale,Strata,52,"17,596",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,150,000","1,302.44","1,651",Apr-25,KEPPEL BAY VIEW,Resale,Strata,121,"17,769",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
PARC RIVIERA,"1,050,000",645.84,"1,626",Apr-25,WEST COAST VALE,Resale,Strata,60,"17,500",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,06 to 10
THOMSON GROVE,"2,460,000","1,485.43","1,656",Apr-25,YIO CHU KANG ROAD,Resale,Strata,138,"17,826",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,260,000",688.9,"1,829",Apr-25,SERANGOON NORTH VIEW,Resale,Strata,64,"19,688",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
THE WISTERIA,"853,000",635.08,"1,343",Apr-25,YISHUN RING ROAD,Resale,Strata,59,"14,458",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
8 EDEN GROVE,"1,560,000","1,119.46","1,394",Apr-25,EDEN GROVE,Resale,Strata,104,"15,000",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
33 RESIDENCES,"1,070,000",699.66,"1,529",Apr-25,LORONG 30 GEYLANG,Resale,Strata,65,"16,462",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PARC ESTA,"2,200,888",914.94,"2,405",Apr-25,SIMS AVENUE,Resale,Strata,85,"25,893",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
THE COAST AT SENTOSA COVE,"3,187,200","2,023.63","1,575",Apr-25,OCEAN DRIVE,Resale,Strata,188,"16,953",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,06 to 10
SPRING @ KATONG,"2,088,888","1,097.93","1,903",Apr-25,CEYLON ROAD,Resale,Strata,102,"20,479",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SUITES @ TOPAZ,"1,138,000","1,054.87","1,079",Apr-25,TOPAZ ROAD,Resale,Strata,98,"11,612",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
THE SANTORINI,"1,150,000",775.01,"1,484",Apr-25,TAMPINES STREET 86,Resale,Strata,72,"15,972",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
SPACE @ KOVAN,"920,000",635.08,"1,449",Apr-25,YIO CHU KANG ROAD,Resale,Strata,59,"15,593",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
CITYLIGHTS,"2,560,000","1,313.21","1,949",Apr-25,JELLICOE ROAD,Resale,Strata,122,"20,984",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,26 to 30
PENROSE,"940,888",484.38,"1,942",Apr-25,SIMS DRIVE,Sub Sale,Strata,45,"20,909",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
91 MARSHALL,"688,000",376.74,"1,826",Apr-25,MARSHALL ROAD,Resale,Strata,35,"19,657",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
STELLAR RV,"1,030,000",538.2,"1,914",Apr-25,RIVER VALLEY ROAD,Resale,Strata,50,"20,600",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARK COLONIAL,"2,625,000","1,065.64","2,463",Apr-25,WOODLEIGH LANE,Resale,Strata,99,"26,515",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
IRWELL HILL RESIDENCES,"1,933,000",667.37,"2,896",Apr-25,IRWELL HILL,Sub Sale,Strata,62,"31,177",-,Apartment,1,99 yrs lease commencing from 2020,09,Core Central Region,06 to 10
SKY HABITAT,"3,980,000","2,055.92","1,936",Apr-25,BISHAN STREET 15,Resale,Strata,191,"20,838",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,31 to 35
LEEDON RESIDENCE,"6,000,000","2,131.27","2,815",Apr-25,LEEDON HEIGHTS,Resale,Strata,198,"30,303",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PARC RIVIERA,"778,000",462.85,"1,681",Apr-25,WEST COAST VALE,Resale,Strata,43,"18,093",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
SELETAR SPRINGS CONDOMINIUM,"1,318,000","1,302.44","1,012",Apr-25,GERALD DRIVE,Resale,Strata,121,"10,893",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
DAINTREE RESIDENCE,"1,530,000",742.72,"2,060",Apr-25,TOH TUCK ROAD,Resale,Strata,69,"22,174",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
SKYSUITES17,"1,256,000",678.13,"1,852",Apr-25,JALAN RAJAH,Resale,Strata,63,"19,937",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
PANDAN VALLEY,"2,800,000","1,668.42","1,678",Apr-25,PANDAN VALLEY,Resale,Strata,155,"18,065",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
21 ANDERSON,"20,969,060","4,488.59","4,672",Apr-25,ANDERSON ROAD,New Sale,Strata,417,"50,286",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HILLOCK GREEN,"2,305,000","1,033.34","2,231",Apr-25,LENTOR CENTRAL,New Sale,Strata,96,"24,010",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
THE SANTORINI,"1,300,000",914.94,"1,421",Apr-25,TAMPINES STREET 86,Resale,Strata,85,"15,294",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
ONE MARINA GARDENS,"2,006,065",688.9,"2,912",Apr-25,MARINA GARDENS LANE,New Sale,Strata,64,"31,345",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,11 to 15
THE ESTA,"3,260,000","1,313.21","2,482",Apr-25,AMBER GARDENS,Resale,Strata,122,"26,721",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
PARK COLONIAL,"2,440,000",979.52,"2,491",Apr-25,WOODLEIGH LANE,Resale,Strata,91,"26,813",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
SEASONS PARK,"1,830,000","1,291.68","1,417",Apr-25,YIO CHU KANG ROAD,Resale,Strata,120,"15,250",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
COSTA RHU,"4,300,000","2,088.22","2,059",Apr-25,RHU CROSS,Resale,Strata,194,"22,165",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
ONE MARINA GARDENS,"2,066,268",678.13,"3,047",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,798",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"2,054,578",678.13,"3,030",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,612",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
LAGUNA PARK,"1,898,000","1,453.14","1,306",Apr-25,MARINE PARADE ROAD,Resale,Strata,135,"14,059",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,21 to 25
DAIRY FARM RESIDENCES,"1,345,000",710.42,"1,893",Apr-25,DAIRY FARM LANE,Sub Sale,Strata,66,"20,379",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
CAVENAGH GARDENS,"1,720,000","1,162.51","1,480",Apr-25,CAVENAGH ROAD,Resale,Strata,108,"15,926",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
WATERTOWN,"980,000",570.49,"1,718",Apr-25,PUNGGOL CENTRAL,Resale,Strata,53,"18,491",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
HILLHAVEN,"1,702,272",699.66,"2,433",Apr-25,HILLVIEW RISE,New Sale,Strata,65,"26,189",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,21 to 25
LAKE GRANDE,"1,270,000",721.19,"1,761",Apr-25,JURONG LAKE LINK,Resale,Strata,67,"18,955",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"2,118,000","1,011.82","2,093",Apr-25,YUAN CHING ROAD,New Sale,Strata,94,"22,532",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
WILKIE 87,"2,250,000","1,334.74","1,686",Apr-25,WILKIE ROAD,Resale,Strata,124,"18,145",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CRYSTAL RHU,"2,800,000","1,280.92","2,186",Apr-25,TANJONG RHU ROAD,Resale,Strata,119,"23,529",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
D'LEEDON,"2,500,888","1,216.33","2,056",Apr-25,LEEDON HEIGHTS,Resale,Strata,113,"22,132",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,16 to 20
PRINCIPAL GARDEN,"968,000",484.38,"1,998",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,511",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
THE GARDEN RESIDENCES,"1,490,000",785.77,"1,896",Apr-25,SERANGOON NORTH VIEW,Resale,Strata,73,"20,411",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
WHISTLER GRAND,"2,360,000","1,270.15","1,858",Apr-25,WEST COAST VALE,Resale,Strata,118,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
THE MAKENA,"3,250,000","1,636.13","1,986",Apr-25,MEYER ROAD,Resale,Strata,152,"21,382",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
LANGSTON VILLE,"1,860,000",947.23,"1,964",Apr-25,KIM YAM ROAD,Resale,Strata,88,"21,136",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
BOTANNIA,"2,530,000","1,593.07","1,588",Apr-25,WEST COAST PARK,Resale,Strata,148,"17,095",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"1,180,000",656.6,"1,797",Apr-25,TAMPINES LANE,Resale,Strata,61,"19,344",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
VIVA VISTA,"657,000",344.45,"1,907",Apr-25,SOUTH BUONA VISTA ROAD,Resale,Strata,32,"20,531",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PRESTIGE HEIGHTS,"660,000",344.45,"1,916",Apr-25,BALESTIER ROAD,Resale,Strata,32,"20,625",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE SEAFRONT ON MEYER,"4,208,000","1,603.84","2,624",Apr-25,MEYER ROAD,Resale,Strata,149,"28,242",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
SUITES @ SURREY,"1,688,000",893.41,"1,889",Apr-25,SURREY ROAD,Resale,Strata,83,"20,337",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE PARC CONDOMINIUM,"2,930,000","1,517.72","1,931",Apr-25,WEST COAST WALK,Resale,Strata,141,"20,780",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
PARC ROSEWOOD,"668,888",430.56,"1,554",Apr-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,722",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"705,000",484.38,"1,455",Apr-25,FLORA DRIVE,Resale,Strata,45,"15,667",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
KINGSFORD WATERBAY,"953,888",688.9,"1,385",Apr-25,UPPER SERANGOON VIEW,Resale,Strata,64,"14,905",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,350,000","1,022.58","1,320",Apr-25,YISHUN CLOSE,Resale,Strata,95,"14,211",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10
LAKEHOLMZ,"2,050,000","1,506.96","1,360",Apr-25,CORPORATION ROAD,Resale,Strata,140,"14,643",-,Condominium,1,99 yrs lease commencing from 2001,22,Outside Central Region,06 to 10
PARC ESTA,"938,000",452.09,"2,075",Apr-25,SIMS AVENUE,Resale,Strata,42,"22,333",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,793,500",796.54,"2,252",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,236",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
ONE SHENTON,"1,168,000",581.26,"2,009",Apr-25,SHENTON WAY,Resale,Strata,54,"21,630",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,31 to 35
FERRARIA PARK CONDOMINIUM,"1,400,000","1,087.16","1,288",Apr-25,FLORA DRIVE,Resale,Strata,101,"13,861",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,950,000","1,237.86","1,575",Apr-25,FERNVALE CLOSE,Resale,Strata,115,"16,957",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
HORIZON TOWERS,"3,350,000","2,421.9","1,383",Apr-25,LEONIE HILL,Resale,Strata,225,"14,889",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,01 to 05
LAGUNA PARK,"1,900,000","1,614.6","1,177",Apr-25,MARINE PARADE ROAD,Resale,Strata,150,"12,667",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,16 to 20
THE METROPOLITAN CONDOMINIUM,"1,978,000","1,065.64","1,856",Apr-25,ALEXANDRA VIEW,Resale,Strata,99,"19,980",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,16 to 20
KENSINGTON SQUARE,"1,200,000",914.94,"1,312",Apr-25,JALAN LOKAM,Resale,Strata,85,"14,118",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PARADISE PALMS,"2,330,000","1,140.98","2,042",Apr-25,DUNMAN ROAD,Resale,Strata,106,"21,981",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE INFLORA,"1,290,000","1,033.34","1,248",Apr-25,FLORA DRIVE,Resale,Strata,96,"13,438",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
THE CASCADIA,"2,930,000","1,248.62","2,347",Apr-25,BUKIT TIMAH ROAD,Resale,Strata,116,"25,259",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
NORMANTON PARK,"1,820,000",914.94,"1,989",Apr-25,NORMANTON PARK,Sub Sale,Strata,85,"21,412",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
HILLVISTA,"2,000,000","1,140.98","1,753",Apr-25,ELIZABETH DRIVE,Resale,Strata,106,"18,868",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
JC RESIDENCE,"1,100,000",721.19,"1,525",Apr-25,JOO CHIAT LANE,Resale,Strata,67,"16,418",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE ANCHORAGE,"3,418,000","1,829.88","1,868",Apr-25,ALEXANDRA ROAD,Resale,Strata,170,"20,106",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
ESTA RUBY,"2,050,000","1,130.22","1,814",Apr-25,GUILLEMARD ROAD,Resale,Strata,105,"19,524",-,Apartment,1,Freehold,14,Rest of Central Region,11 to 15
MODENA,"1,765,000","1,399.32","1,261",Apr-25,SIMEI STREET 4,Resale,Strata,130,"13,577",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
HILLION RESIDENCES,"820,000",473.62,"1,731",Apr-25,JELEBU ROAD,Resale,Strata,44,"18,636",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
THREE THREE ROBIN,"3,250,000","1,367.03","2,377",Apr-25,ROBIN ROAD,Resale,Strata,127,"25,591",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
MIRAGE TOWER,"3,980,000","1,743.77","2,282",Apr-25,KIM SENG ROAD,Resale,Strata,162,"24,568",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
NEPTUNE COURT,"1,340,000","1,270.15","1,055",Apr-25,MARINE VISTA,Resale,Strata,118,"11,356",-,Apartment,1,99 yrs lease commencing from 1976,15,Outside Central Region,11 to 15
Q BAY RESIDENCES,"750,000",527.44,"1,422",Apr-25,TAMPINES STREET 86,Resale,Strata,49,"15,306",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
SIMS MEADOWS,"1,350,000","1,065.64","1,267",Apr-25,LORONG 33 GEYLANG,Resale,Strata,99,"13,636",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
RIVER ISLES,"1,565,000","1,065.64","1,469",Apr-25,EDGEDALE PLAINS,Resale,Strata,99,"15,808",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
PARKVIEW APARTMENTS,"1,210,000","1,119.46","1,081",Apr-25,BUKIT BATOK STREET 25,Resale,Strata,104,"11,635",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,500,000",785.77,"1,909",Apr-25,SERANGOON NORTH VIEW,Resale,Strata,73,"20,548",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
LE QUEST,"1,198,888",699.66,"1,714",Apr-25,BUKIT BATOK STREET 41,Resale,Strata,65,"18,444",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
CRADELS,"1,140,000",667.37,"1,708",Apr-25,LORONG LIMAU,Resale,Strata,62,"18,387",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ROBERTSON 100,"2,038,888",871.88,"2,338",Apr-25,ROBERTSON QUAY,Resale,Strata,81,"25,171",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE ORIE,"2,064,000",678.13,"3,044",Apr-25,LORONG 1 TOA PAYOH,New Sale,Strata,63,"32,762",-,Condominium,1,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40
PARKTOWN RESIDENCE,"2,225,000",947.23,"2,349",Apr-25,TAMPINES STREET 62,New Sale,Strata,88,"25,284",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
TANGLIN VIEW,"2,210,000","1,140.98","1,937",Apr-25,PRINCE CHARLES CRESCENT,Resale,Strata,106,"20,849",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,11 to 15
KOVAN MELODY,"2,188,000","1,291.68","1,694",Apr-25,KOVAN ROAD,Resale,Strata,120,"18,233",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
THE INTERLACE,"1,800,000","1,065.64","1,689",Apr-25,DEPOT ROAD,Resale,Strata,99,"18,182",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
THE ARCADY AT BOON KENG,"1,785,000",678.13,"2,632",Apr-25,SAINT BARNABAS LANE,New Sale,Strata,63,"28,333",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
ECO,"1,520,000",914.94,"1,661",Apr-25,BEDOK SOUTH AVENUE 3,Resale,Strata,85,"17,882",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
Q BAY RESIDENCES,"1,240,000",828.83,"1,496",Apr-25,TAMPINES STREET 86,Resale,Strata,77,"16,104",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
PINETREE HILL,"3,973,900","1,463.9","2,715",Apr-25,PINE GROVE,New Sale,Strata,136,"29,220",-,Condominium,1,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25
J C DRAYCOTT,"2,100,000","1,033.34","2,032",Apr-25,DRAYCOTT DRIVE,Resale,Strata,96,"21,875",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
HILLHAVEN,"1,702,976",699.66,"2,434",Apr-25,HILLVIEW RISE,New Sale,Strata,65,"26,200",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,26 to 30
THE TRE VER,"1,410,000",742.72,"1,898",Apr-25,POTONG PASIR AVENUE 1,Resale,Strata,69,"20,435",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
PARKTOWN RESIDENCE,"1,402,000",592.02,"2,368",Apr-25,TAMPINES STREET 62,New Sale,Strata,55,"25,491",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
THE LAKEGARDEN RESIDENCES,"1,315,500",527.44,"2,494",Apr-25,YUAN CHING ROAD,New Sale,Strata,49,"26,847",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
BAGNALL HAUS,"2,093,000",775.01,"2,701",Apr-25,UPPER EAST COAST ROAD,New Sale,Strata,72,"29,069",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
EAST GALLERIA,"2,150,000","1,130.22","1,902",Apr-25,SEA AVENUE,Resale,Strata,105,"20,476",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PALM GARDENS,"1,280,000","1,205.57","1,062",Apr-25,HONG SAN WALK,Resale,Strata,112,"11,429",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
RIVERFRONT RESIDENCES,"1,045,000",613.55,"1,703",Apr-25,HOUGANG AVENUE 7,Resale,Strata,57,"18,333",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
GRAMERCY PARK,"5,650,000","1,980.58","2,853",Apr-25,GRANGE ROAD,Resale,Strata,184,"30,707",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
