Model,Optimal_Alpha,Optimal_L1_Ratio,Train_RMSE,Test_RMSE,Train_MAE,Test_MAE,Train_R2,Test_R2,CV_Mean_R2,CV_Std_R2,Features_Selected,Total_Features,Training_Samples,Test_Samples
Elastic Net,0.0001,0.1,0.9580974181436287,0.8653822190902102,0.6301911169228452,0.62720616304426,0.1255754279702732,0.12340188229501536,0.12440379509617934,0.03851923497147365,14,14,86697,21675
