ListID,PropertyName,Type,Price,Bedrooms,Bathrooms,Sqft,Author,ListDate,Address,NearestMRT,DistanceToMRT,PricePerSqft,URL
24661127,Dorsett Residences,Sale,1218000.0,1,1,484,Andy Law,24 Sep 2025,331 New Bridge Road,TE17 Outram Park MRT Station,30.0,2516.53,https://www.propertyguru.com.sg/listing/for-sale-dorsett-residences-24661127
60078028,Skysuites @ Anson,Sale,2688000.0,3,2,1012,Edwin Wee,24 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2656.13,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-60078028
25459462,Skysuites @ Anson,Sale,1620000.0,2,2,667,Edwin Wee,24 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2428.79,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-25459462
60073454,Skysuites @ Anson,Sale,1480000.0,2,2,700,Meilinda Soetedjo,24 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2114.29,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-60073454
60070096,Skysuites @ Anson,Sale,1490000.0,2,2,699,Lorraine Tan Yu Lin,24 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2131.62,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-60070096
25610602,Wallich Residence,Sale,3650000.0,2,2,1098,Brandon Koh,23 Sep 2025,3 Wallich Street,EW15 Tanjong Pagar MRT Station,210.0,3324.23,https://www.propertyguru.com.sg/listing/for-sale-wallich-residence-25610602
25635366,Skysuites @ Anson,Sale,2888888.0,3,2,1011,Wendeline Goh,23 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2857.46,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-25635366
21963427,The Beacon,Sale,2880000.0,3,3,1485,Max Maran,23 Sep 2025,130 Cantonment Road,EW16 Outram Park MRT Station,530.0,1939.39,https://www.propertyguru.com.sg/listing/for-sale-the-beacon-21963427
60030244,Spottiswoode Residences,Sale,2388000.0,2,2,915,Katherine Lim,23 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2609.84,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-60030244
21159043,Eon Shenton,Sale,1850000.0,2,1,1045,Heng Heng,23 Sep 2025,70 Shenton Way,EW15 Tanjong Pagar MRT Station,350.0,1770.33,https://www.propertyguru.com.sg/listing/for-sale-eon-shenton-21159043
60043136,Sky Everton,Sale,1400000.0,1,1,463,Joseph Lim 林有利,23 Sep 2025,50 Everton Road,EW16 Outram Park MRT Station,680.0,3023.76,https://www.propertyguru.com.sg/listing/for-sale-sky-everton-60043136
60126996,One Bernam,Sale,1398888.0,1,1,463,K.S Tan,23 Sep 2025,1 Bernam Street,EW15 Tanjong Pagar MRT Station,500.0,3021.36,https://www.propertyguru.com.sg/listing/for-sale-one-bernam-60126996
60079658,Spottiswoode Residences,Sale,2399999.0,2,2,926,Gernie Leow,22 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2591.79,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-60079658
60019179,Wallich Residence,Sale,3980000.0,3,2,1195,Jimmy T C Chan,22 Sep 2025,3 Wallich Street,EW15 Tanjong Pagar MRT Station,210.0,3330.54,https://www.propertyguru.com.sg/listing/for-sale-wallich-residence-60019179
24709134,Eon Shenton,Sale,1950000.0,2,2,947,June Leng Yee Hoe,21 Sep 2025,70 Shenton Way,EW15 Tanjong Pagar MRT Station,350.0,2059.13,https://www.propertyguru.com.sg/listing/for-sale-eon-shenton-24709134
21526716,Altez,Sale,1388000.0,1,1,603,Jasmine Chan,20 Sep 2025,16 Enggor Street,EW15 Tanjong Pagar MRT Station,400.0,2301.82,https://www.propertyguru.com.sg/listing/for-sale-altez-21526716
24820119,Spottiswoode Residences,Sale,2400000.0,2,2,926,Clarie Lim,20 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2591.79,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-24820119
23323649,Skysuites @ Anson,Sale,888888.0,-1,1,365,Keith Yong,20 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2435.31,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-23323649
25336661,Eon Shenton,Sale,1781000.0,2,1,1087,Joy Toh,20 Sep 2025,70 Shenton Way,EW15 Tanjong Pagar MRT Station,350.0,1638.45,https://www.propertyguru.com.sg/listing/for-sale-eon-shenton-25336661
60054654,Skysuites @ Anson,Sale,1050000.0,1,1,398,Kristy Chan 陈妹份,20 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2638.19,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-60054654
25129426,Altez,Sale,1538000.0,1,1,861,Janet Leong,20 Sep 2025,16 Enggor Street,EW15 Tanjong Pagar MRT Station,400.0,1786.3,https://www.propertyguru.com.sg/listing/for-sale-altez-25129426
60113482,Wallich Residence,Sale,3980000.0,3,2,1195,Valerie Tan,19 Sep 2025,3 Wallich Street,EW15 Tanjong Pagar MRT Station,210.0,3330.54,https://www.propertyguru.com.sg/listing/for-sale-wallich-residence-60113482
25533143,Wallich Residence,Sale,1900000.0,1,1,614,Robin Loh K.B. 罗君彬,19 Sep 2025,3 Wallich Street,EW15 Tanjong Pagar MRT Station,210.0,3094.46,https://www.propertyguru.com.sg/listing/for-sale-wallich-residence-25533143
60029833,Spottiswoode Residences,Sale,2388000.0,2,2,915,Eugene Koh 许培杰,19 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2609.84,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-60029833
23390245,Wallich Residence,Sale,2100000.0,1,1,614,Jaeson Lin 林暉盛,19 Sep 2025,3 Wallich Street,EW15 Tanjong Pagar MRT Station,210.0,3420.2,https://www.propertyguru.com.sg/listing/for-sale-wallich-residence-23390245
60016385,Spottiswoode 18,Sale,1250000.0,2,1,506,Sze Chern Tay,18 Sep 2025,18 Spottiswoode Park Road,EW16 Outram Park MRT Station,740.0,2470.36,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-18-60016385
60090408,Spottiswoode Residences,Sale,1390000.0,1,1,603,Betty Ow,24 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2305.14,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-60090408
21059058,Spottiswoode Residences,Sale,1330000.0,1,1,603,Benny Lim Kok Boon,24 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2205.64,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-21059058
22229023,Altez,Sale,2250000.0,2,2,1012,Sam Chin,24 Sep 2025,16 Enggor Street,EW15 Tanjong Pagar MRT Station,400.0,2223.32,https://www.propertyguru.com.sg/listing/for-sale-altez-22229023
60043896,Spottiswoode 18,Sale,980000.0,1,1,387,Cyril Tuzemen,24 Sep 2025,18 Spottiswoode Park Road,EW16 Outram Park MRT Station,740.0,2532.3,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-18-60043896
24008043,Skysuites @ Anson,Sale,1600000.0,2,2,700,Jill Sim,23 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2285.71,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-24008043
24791160,Eon Shenton,Sale,1550000.0,2,1,603,Wendeline Goh,23 Sep 2025,70 Shenton Way,EW15 Tanjong Pagar MRT Station,350.0,2570.48,https://www.propertyguru.com.sg/listing/for-sale-eon-shenton-24791160
25056036,Eon Shenton,Sale,1800000.0,2,2,947,Lynn Tan,23 Sep 2025,70 Shenton Way,EW15 Tanjong Pagar MRT Station,350.0,1900.74,https://www.propertyguru.com.sg/listing/for-sale-eon-shenton-25056036
25613200,International Plaza,Sale,1468000.0,2,2,1033,Roland Tai,23 Sep 2025,10 Anson Road,EW15 Tanjong Pagar MRT Station,100.0,1421.1,https://www.propertyguru.com.sg/listing/for-sale-international-plaza-25613200
25628502,Icon,Sale,1338000.0,1,1,700,Suryani Haryono,22 Sep 2025,10 Gopeng Street,EW15 Tanjong Pagar MRT Station,310.0,1911.43,https://www.propertyguru.com.sg/listing/for-sale-icon-25628502
16444751,Spottiswoode Residences,Sale,2280000.0,2,2,926,Benny Lim Kok Boon,22 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2462.2,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-16444751
23853144,Spottiswoode Residences,Sale,2350000.0,2,2,936,Benny Lim Kok Boon,22 Sep 2025,48 Spottiswoode Park Road,EW16 Outram Park MRT Station,820.0,2510.68,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-residences-23853144
24331961,Skysuites @ Anson,Sale,899000.0,1,1,398,Evelyn Tan,22 Sep 2025,8 Enggor Street,EW15 Tanjong Pagar MRT Station,360.0,2258.79,https://www.propertyguru.com.sg/listing/for-sale-skysuites-anson-24331961
23786968,Spottiswoode Suites,Sale,1045000.0,1,1,452,Florence Tham,22 Sep 2025,16 Spottiswoode Park Road,EW16 Outram Park MRT Station,680.0,2311.95,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-suites-23786968
24409805,Wallich Residence,Sale,3488888.0,3,2,1098,Aric Lim,22 Sep 2025,3 Wallich Street,EW15 Tanjong Pagar MRT Station,210.0,3177.49,https://www.propertyguru.com.sg/listing/for-sale-wallich-residence-24409805
60103656,Spottiswoode Suites,Sale,1049000.0,1,1,441,Claudia Lim,22 Sep 2025,16 Spottiswoode Park Road,EW16 Outram Park MRT Station,680.0,2378.68,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-suites-60103656
21960306,Sky Everton,Sale,1349000.0,1,1,463,Patricia Chua,21 Sep 2025,50 Everton Road,EW16 Outram Park MRT Station,680.0,2913.61,https://www.propertyguru.com.sg/listing/for-sale-sky-everton-21960306
60061949,Altez,Sale,1600000.0,1,2,839,Jed Lin 林俊雄,21 Sep 2025,16 Enggor Street,EW15 Tanjong Pagar MRT Station,400.0,1907.03,https://www.propertyguru.com.sg/listing/for-sale-altez-60061949
21721990,Spottiswoode 18,Sale,960000.0,1,1,387,Benny Lim Kok Boon,20 Sep 2025,18 Spottiswoode Park Road,EW16 Outram Park MRT Station,740.0,2480.62,https://www.propertyguru.com.sg/listing/for-sale-spottiswoode-18-21721990
