ListID,PropertyName,Type,Price,Bedrooms,Bathrooms,Sqft,Author,ListDate,Address,NearestMRT,DistanceToMRT,PricePerSqft,URL
25547899,Park Colonial,Sale,2290000.0,3,2,936,Jasmine Chan,25 Sep 2025,6 Woodleigh Lane,NE11 Woodleigh MRT Station,280,2446.58,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-25547899
60059654,Park Colonial,Sale,1088888.0,1,1,463,Geraldine Koh,24 Sep 2025,10 Woodleigh Lane,NE11 Woodleigh MRT Station,280,2351.81,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-60059654
60057720,R Maisons (The Maisons),Sale,1200000.0,1,1,743,Vince Liaw,24 Sep 2025,1 Sommerville Walk,NE11 Woodleigh MRT Station,610,1615.07,https://www.propertyguru.com.sg/listing/for-sale-r-maisons-the-maisons-60057720
60095910,The Poiz Residences,Sale,840000.0,1,1,420,Ryan Lee 李嘉杰,24 Sep 2025,12 Meyappa Chettiar Road,NE10 Potong Pasir MRT Station,160,2000.0,https://www.propertyguru.com.sg/listing/for-sale-the-poiz-residences-60095910
60057628,Park Colonial,Sale,1745000.0,2,2,743,Ong Yu Rong,24 Sep 2025,2 Woodleigh Lane,NE11 Woodleigh MRT Station,280,2348.59,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-60057628
60069186,The Tre Ver,Sale,1450000.0,2,2,743,Denise Tan,24 Sep 2025,60 Potong Pasir Avenue 1,NE10 Potong Pasir MRT Station,760,1951.55,https://www.propertyguru.com.sg/listing/for-sale-the-tre-ver-60069186
60134150,Bartley Ridge,Sale,2650000.0,3,3,1227,Lorraine Tan Yu Lin,24 Sep 2025,36 Mount Vernon Road,CC12 Bartley MRT Station,260,2159.74,https://www.propertyguru.com.sg/listing/for-sale-bartley-ridge-60134150
60089643,Leicester Suites,Sale,899900.0,1,1,453,Boon Ng,24 Sep 2025,10 Leicester Road,NE10 Potong Pasir MRT Station,360,1986.53,https://www.propertyguru.com.sg/listing/for-sale-leicester-suites-60089643
60068068,8 @ Woodleigh,Sale,1650000.0,2,2,829,Tricia Low,23 Sep 2025,2 Woodleigh Close,NE11 Woodleigh MRT Station,460,1990.35,https://www.propertyguru.com.sg/listing/for-sale-8-woodleigh-60068068
25058198,Park Colonial,Sale,1330000.0,2,1,603,Paul Ang,23 Sep 2025,10 Woodleigh Lane,NE11 Woodleigh MRT Station,280,2205.64,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-25058198
60130529,The Tre Ver,Sale,1270000.0,2,1,635,Xavier Tan,23 Sep 2025,70 Potong Pasir Avenue 1,NE10 Potong Pasir MRT Station,760,2000.0,https://www.propertyguru.com.sg/listing/for-sale-the-tre-ver-60130529
25346733,Bartley Ridge,Sale,1799000.0,2,2,947,Alson Teo 張玹銘,23 Sep 2025,30 Mount Vernon Road,CC12 Bartley MRT Station,270,1899.68,https://www.propertyguru.com.sg/listing/for-sale-bartley-ridge-25346733
25612469,Park Colonial,Sale,1010000.0,1,1,463,Jennifer Tan C.H.,23 Sep 2025,10 Woodleigh Lane,NE11 Woodleigh MRT Station,280,2181.43,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-25612469
60051750,Sennett Residence,Sale,1580000.0,2,2,710,Fransiska Tan,23 Sep 2025,33 Pheng Geck Avenue,NE10 Potong Pasir MRT Station,150,2225.35,https://www.propertyguru.com.sg/listing/for-sale-sennett-residence-60051750
25493420,Sennett Residence,Sale,980000.0,1,1,506,Fransiska Tan,23 Sep 2025,31 Pheng Geck Avenue,NE10 Potong Pasir MRT Station,150,1936.76,https://www.propertyguru.com.sg/listing/for-sale-sennett-residence-25493420
25569048,Bartley Ridge,Sale,2199999.0,3,2,969,Brian Wong,23 Sep 2025,34 Mount Vernon Road,CC12 Bartley MRT Station,260,2270.38,https://www.propertyguru.com.sg/listing/for-sale-bartley-ridge-25569048
60112810,Park Colonial,Sale,2450000.0,3,2,936,Jack Goh,23 Sep 2025,6 Woodleigh Lane,NE11 Woodleigh MRT Station,280,2617.52,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-60112810
25157233,Park Colonial,Sale,1248000.0,1,1,667,Ivan Chong,23 Sep 2025,8 Woodleigh Lane,NE11 Woodleigh MRT Station,280,1871.06,https://www.propertyguru.com.sg/listing/for-sale-park-colonial-25157233
