ListID,PropertyName,Type,Price,Bedrooms,Bathrooms,Sqft,Author,ListDate,Address,NearestMRT,DistanceToMRT,PricePerSqft,URL
60126531,Zyon Grand,Sale,1700000.0,2,2,646,Annie Tan,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2631.58,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60126531
25638764,Riviere,Sale,3800000.0,3,3,1216,Serene Lim,24 Sep 2025,3 Jiak Kim Street,TE16 Havelock MRT Station,580.0,3125.0,https://www.propertyguru.com.sg/listing/for-sale-riviere-25638764
60015541,Stirling Residences,Sale,1495000.0,2,1,624,Jean Tan,24 Sep 2025,21 Stirling Road,EW19 Queenstown MRT Station,540.0,2395.83,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-60015541
25495940,The Metropolitan Condominium,Sale,1482888.0,2,1,721,Jane Ee,24 Sep 2025,6 Alexandra View,EW18 Redhill MRT Station,290.0,2056.71,https://www.propertyguru.com.sg/listing/for-sale-the-metropolitan-condominium-25495940
60040859,Stirling Residences,Sale,1510000.0,2,1,635,Jane Ee,24 Sep 2025,23 Stirling Road,EW19 Queenstown MRT Station,540.0,2377.95,https://www.propertyguru.com.sg/listing/for-sale-stirling-residences-60040859
25620747,Principal Garden,Sale,1020000.0,1,1,495,Xavier Tan,24 Sep 2025,97 Prince Charles Crescent,,,2060.61,https://www.propertyguru.com.sg/listing/for-sale-principal-garden-25620747
60133597,Penrith,Sale,3300000.0,4,3,1281,Jaslyn Kee,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2576.11,https://www.propertyguru.com.sg/listing/for-sale-penrith-60133597
60103531,Zyon Grand,Sale,1859000.0,2,2,715,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2600.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103531
60103535,Zyon Grand,Sale,2379000.0,3,2,915,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2600.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103535
60103536,Zyon Grand,Sale,3679000.0,4,4,1415,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2600.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103536
60103539,Zyon Grand,Sale,7959000.0,5,4,2653,Jaslyn Kee,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,3000.0,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60103539
60029437,Avenue South Residence,Sale,1299999.0,1,1,527,Clifton Lee,24 Sep 2025,11 Silat Avenue,,,2466.79,https://www.propertyguru.com.sg/listing/for-sale-avenue-south-residence-60029437
60135081,Penrith,Sale,2990000.0,4,3,1173,Kate Lin,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2549.02,https://www.propertyguru.com.sg/listing/for-sale-penrith-60135081
60135082,Penrith,Sale,2000000.0,3,2,850,Kate Lin,24 Sep 2025,Margaret Drive,EW19 Queenstown MRT Station,450.0,2352.94,https://www.propertyguru.com.sg/listing/for-sale-penrith-60135082
60136629,River Place,Sale,4000000.0,4,3,2067,Claire Chua,24 Sep 2025,62 Havelock Road,DT20 Fort Canning MRT Station,660.0,1935.17,https://www.propertyguru.com.sg/listing/for-sale-river-place-60136629
60129097,Zyon Grand,Sale,5250000.0,5,4,1819,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2886.2,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129097
60127315,The Crest,Sale,2630000.0,3,3,1238,LING WANG,24 Sep 2025,105 Prince Charles Crescent,EW17 Tiong Bahru MRT Station,900.0,2124.39,https://www.propertyguru.com.sg/listing/for-sale-the-crest-60127315
60098132,One Pearl Bank,Sale,1800000.0,2,1,700,Frederick Neo,24 Sep 2025,1 Pearl Bank,NE3 Outram Park MRT Station,480.0,2571.43,https://www.propertyguru.com.sg/listing/for-sale-one-pearl-bank-60098132
60129089,Zyon Grand,Sale,4050000.0,4,3,1421,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2850.11,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129089
60129088,Zyon Grand,Sale,4250000.0,4,3,1518,Yeo Shu Qian,24 Sep 2025,Zion Road,TE16 Havelock MRT Station,190.0,2799.74,https://www.propertyguru.com.sg/listing/for-sale-zyon-grand-60129088
