Unnamed: 0,Transacted Price ($),Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded,Type_of_Area_Encoded,District
0,-0.3467755145038617,2.382284334828152,-1.8747551796768605,0.1872074878860183,-0.3746062827064586,1.4386071765485704,-1.442505833544976,1.160222529204422,-2.002701140965716,-0.327003831323743,0.7949333798456364,0.6573101240438409,0.080720350806308,0.0,28
1,1.892527994633567,-0.6349298136753279,-1.8747551796768605,-1.2380946572384015,-0.3746062827064586,0.1108360875013835,0.4513678508453188,-0.126721205948631,0.4448329106160243,-1.0585188906323146,0.7949333798456364,0.6573101240438409,0.080720350806308,0.0,28
2,0.5583911060613554,-0.6076195738049553,-1.8747551796768605,-0.2878932271554549,-0.3746062827064586,0.1108360875013835,0.4513678508453188,-1.413664941101684,1.144128353925093,-1.0585188906323146,0.7949333798456364,0.6573101240438409,0.080720350806308,0.0,28
3,0.391132056609087,0.3064645385476018,-1.8747551796768605,1.6125096330104385,-0.3746062827064586,0.774721632024977,0.4513678508453188,1.160222529204422,0.4448329106160243,1.867541346601972,-1.2579670515209518,0.6573101240438409,0.080720350806308,0.0,28
4,-1.124038156076168,0.9274587632382282,-1.8747551796768605,2.0876103480519115,2.0933385876492228,2.102492721072164,-1.442505833544976,1.675000023265643,-1.6530534193111817,0.4045112279848286,0.7949333798456364,-1.5213518907146828,0.080720350806308,0.0,28
5,-1.0394247545885498,0.9274587632382282,-1.8747551796768605,2.0876103480519115,2.0933385876492228,2.102492721072164,-1.442505833544976,1.675000023265643,-1.6530534193111817,0.4045112279848286,0.7949333798456364,-1.5213518907146828,0.080720350806308,0.0,28
6,-0.1106450917477181,-0.2838046506190517,-1.8747551796768605,-0.2878932271554549,-0.3746062827064586,0.1108360875013835,0.4513678508453188,-0.3841099529792416,0.7944806322705587,-1.0585188906323146,0.7949333798456364,0.6573101240438409,0.080720350806308,0.0,28
7,-1.0354892475426138,-0.2838046506190517,-1.8747551796768605,-0.2878932271554549,-0.3746062827064586,0.1108360875013835,0.4513678508453188,-0.3841099529792416,0.7944806322705587,-0.327003831323743,0.7949333798456364,0.6573101240438409,0.080720350806308,0.0,28
8,0.174679169082622,-0.5373125270679182,-1.8747551796768605,-1.2380946572384015,-0.3746062827064586,-1.2169350015458034,0.4513678508453188,0.1306675410819795,0.0951851889614899,-0.327003831323743,0.7949333798456364,-1.5213518907146828,0.080720350806308,0.0,28
9,-1.1338769236910071,0.655798844538136,-1.8747551796768605,2.0876103480519115,-0.3746062827064586,1.4386071765485704,-1.442505833544976,1.160222529204422,-0.2544625326930443,0.4045112279848286,0.7949333798456364,-1.5213518907146828,0.080720350806308,0.0,28
