Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
WATER PLACE,"2,380,000","1,216.33","1,957",Aug-25,TANJONG RHU ROAD,Resale,Strata,113,"21,062",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
AMBER PARK,"2,120,000",753.48,"2,814",Aug-25,AMBER GARDENS,Resale,Strata,70,"30,286",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
THE MEDLEY,"1,280,000",807.3,"1,586",Aug-25,LORONG G TELOK KURAU,Resale,Strata,75,"17,067",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31698929672099,103.911237478839,68 LORONG G TELOK KURAU THE MEDLEY SINGAPORE 426258,KEMBANGAN MRT STATION; EUNOS MRT STATION,Eunos Crescent Blk 4A,
GRAND DUNMAN,"4,869,000","2,152.8","2,262",Aug-25,DUNMAN ROAD,New Sale,Strata,200,"24,345",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
AMBER HOUSE,"2,990,220",979.52,"3,053",Aug-25,AMBER GARDENS,New Sale,Strata,91,"32,860",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1.30158520286259,103.900558767807,30 AMBER GARDENS AMBER HOUSE (U/C) SINGAPORE 439964,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
DUNMAN VIEW,"2,050,000","1,345.5","1,524",Aug-25,HAIG ROAD,Resale,Strata,125,"16,400",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,16 to 20,1.30995369949672,103.897073886398,100 HAIG ROAD DUNMAN VIEW SINGAPORE 438797,DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Roxy Square; City Plaza
WATER PLACE,"2,170,000","1,216.33","1,784",Aug-25,TANJONG RHU ROAD,Resale,Strata,113,"19,204",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
THE SEAFRONT ON MEYER,"5,280,000","2,109.74","2,503",Aug-25,MEYER ROAD,Resale,Strata,196,"26,939",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.29688446089582,103.888584074842,57 MEYER ROAD THE SEAFRONT ON MEYER SINGAPORE 437878,KATONG PARK MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
HERITAGE EAST,"790,000",462.85,"1,707",Aug-25,EAST COAST ROAD,Resale,Strata,43,"18,372",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.30941222815181,103.912606742916,453 EAST COAST ROAD HERITAGE EAST SINGAPORE 429026,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),i12 Katong
ONE MEYER,"1,930,000",613.55,"3,146",Aug-25,MEYER PLACE,Resale,Strata,57,"33,860",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.29824018210274,103.886163635826,1 MEYER PLACE ONE MEYER SINGAPORE 437988,KATONG PARK MRT STATION; MOUNTBATTEN MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
GRAND DUNMAN,"4,308,000","1,689.95","2,549",Aug-25,DUNMAN ROAD,New Sale,Strata,157,"27,439",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
NEPTUNE COURT,"1,910,000","1,636.13","1,167",Aug-25,MARINE VISTA,Resale,Strata,152,"12,566",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,11 to 15,1.30583366077819,103.92143810385,1 MARINE VISTA NEPTUNE COURT SINGAPORE 449025,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
8M RESIDENCES,"1,570,000",645.84,"2,431",Aug-25,MARGATE ROAD,Resale,Strata,60,"26,167",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.29928948887162,103.888693485053,8 MARGATE ROAD 8M RESIDENCES SINGAPORE 438049,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
AMBER PARK,"3,788,888","1,302.44","2,909",Aug-25,AMBER GARDENS,Resale,Strata,121,"31,313",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
THE TREELINE,"2,210,000","1,453.14","1,521",Aug-25,LORONG G TELOK KURAU,Resale,Strata,135,"16,370",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31760861704211,103.913776798256,110 LORONG G TELOK KURAU THE TREELINE SINGAPORE 426313,KEMBANGAN MRT STATION,,
THE BELVEDERE,"3,620,000","1,377.79","2,627",Aug-25,MEYER ROAD,Resale,Strata,128,"28,281",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.29741052327556,103.887510877311,53 MEYER ROAD THE BELVEDERE SINGAPORE 437876,KATONG PARK MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
SEVENTY SAINT PATRICK'S,"1,680,000",731.95,"2,295",Aug-25,ST. PATRICK'S ROAD,Resale,Strata,68,"24,706",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.3083858414971,103.915269409353,70 SAINT PATRICK'S ROAD SEVENTY ST. PATRICKS SINGAPORE 424175,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
GRAND DUNMAN,"4,010,000","1,689.95","2,373",Aug-25,DUNMAN ROAD,New Sale,Strata,157,"25,541",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,DAKOTA MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Kallang Estate Fresh Market and Food Centre,City Plaza
COTE D'AZUR,"2,590,000","1,388.56","1,865",Aug-25,MARINE PARADE ROAD,Resale,Strata,129,"20,078",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10,1.30020054263455,103.903969872762,68 MARINE PARADE ROAD COTE D'AZUR SINGAPORE 449301,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
ELLIOT AT THE EAST COAST,"5,025,000","2,830.93","1,775",Aug-25,ELLIOT ROAD,Resale,Strata,263,"19,106",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31148172165744,103.930606478522,23 ELLIOT ROAD ELLIOT AT THE EAST COAST SINGAPORE 458704,SIGLAP MRT STATION,East Coast Lagoon Food Village,
THE SEA VIEW,"1,358,000",559.73,"2,426",Aug-25,AMBER ROAD,Resale,Strata,52,"26,115",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,1.30146373788307,103.902456466126,31 AMBER ROAD THE SEA VIEW SINGAPORE 439943,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
TAIPAN GRAND,"1,890,000","1,237.86","1,527",Aug-25,MARINE PARADE ROAD,Resale,Strata,115,"16,435",-,Apartment,1,Freehold,15,Outside Central Region,06 to 10,1.31152961287463,103.933508200344,501 MARINE PARADE ROAD TAIPAN GRAND SINGAPORE 449303,SIGLAP MRT STATION; BAYSHORE MRT STATION,East Coast Lagoon Food Village,
TEMBUSU GRAND,"4,136,000","1,711.48","2,417",Aug-25,JALAN TEMBUSU,New Sale,Strata,159,"26,013",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
KATONG REGENCY,"1,145,000",548.96,"2,086",Aug-25,TANJONG KATONG ROAD,Resale,Strata,51,"22,451",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,1.3143704796903,103.894529014229,17 TANJONG KATONG ROAD KATONG REGENCY SINGAPORE 437159,PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION; DAKOTA MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
SANCTUARY GREEN,"2,225,000","1,399.32","1,590",Aug-25,TANJONG RHU ROAD,Resale,Strata,130,"17,115",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05,1.29599148822782,103.870659351612,187 TANJONG RHU ROAD SANCTUARY GREEN SINGAPORE 436925,TANJONG RHU MRT STATION; NICOLL HIGHWAY MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
AMBER PARK,"3,580,000","1,302.44","2,749",Aug-25,AMBER GARDENS,Resale,Strata,121,"29,587",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
THE SEA VIEW,"3,990,000","1,410.08","2,830",Aug-25,AMBER ROAD,Resale,Strata,131,"30,458",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20,1.30146373788307,103.902456466126,31 AMBER ROAD THE SEA VIEW SINGAPORE 439943,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
THE SEAFRONT ON MEYER,"4,168,000","1,603.84","2,599",Aug-25,MEYER ROAD,Resale,Strata,149,"27,973",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.29688446089582,103.888584074842,57 MEYER ROAD THE SEAFRONT ON MEYER SINGAPORE 437878,KATONG PARK MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
COSTA RHU,"3,080,000","1,776.06","1,734",Aug-25,RHU CROSS,Resale,Strata,165,"18,667",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15,1.29708628576013,103.866898764032,9 RHU CROSS COSTA RHU SINGAPORE 437436,NICOLL HIGHWAY MRT STATION; TANJONG RHU MRT STATION; PROMENADE MRT STATION; PROMENADE MRT STATION,Golden Mile Food Centre,Duo; Millenia Walk; Kallang Wave Mall
FLAMINGO VALLEY,"2,580,000","1,388.56","1,858",Aug-25,SIGLAP ROAD,Resale,Strata,129,"20,000",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31861107149419,103.922558986674,478 SIGLAP ROAD FLAMINGO VALLEY SINGAPORE 454852,,,
K SUITES,"2,500,000","1,076.4","2,323",Aug-25,LORONG K TELOK KURAU,New Sale,Strata,100,"25,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31259475279896,103.907889140249,21 LORONG K TELOK KURAU K SUITES (U/C) SINGAPORE 425617,EUNOS MRT STATION,Eunos Crescent Blk 4A; Dunman Food Centre,Katong Square; i12 Katong
SYCAMORE TREE,"800,800",419.8,"1,908",Aug-25,FOWLIE ROAD,Resale,Strata,39,"20,533",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30756108101684,103.903479641307,2 FOWLIE ROAD SYCAMORE TREE SINGAPORE 428505,MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre); Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
PARC BLEU,"1,160,000",699.66,"1,658",Aug-25,JOO CHIAT PLACE,Resale,Strata,65,"17,846",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31417304336788,103.907608197555,262 JOO CHIAT PLACE PARC BLEU SINGAPORE 427944,EUNOS MRT STATION; KEMBANGAN MRT STATION,Eunos Crescent Blk 4A; Dunman Food Centre,
THE AMERY,"2,900,000","1,528.49","1,897",Aug-25,LORONG K TELOK KURAU,Resale,Strata,142,"20,423",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31208372170506,103.908643115632,18 LORONG K TELOK KURAU THE AMERY SINGAPORE 425781,MARINE TERRACE MRT STATION,Dunman Food Centre,Katong Square; i12 Katong
AMBER PARK,"2,090,000",699.66,"2,987",Aug-25,AMBER GARDENS,Resale,Strata,65,"32,154",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,TANJONG KATONG MRT STATION; MARINE PARADE MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
BLU CORAL,"1,750,000","1,140.98","1,534",Aug-25,LORONG L TELOK KURAU,Resale,Strata,106,"16,509",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31269286351102,103.91441930412,127 LORONG L TELOK KURAU BLU CORAL SINGAPORE 425562,MARINE TERRACE MRT STATION; KEMBANGAN MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
KATONG REGENCY,"1,060,000",559.73,"1,894",Aug-25,TANJONG KATONG ROAD,Resale,Strata,52,"20,385",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1.3143704796903,103.894529014229,17 TANJONG KATONG ROAD KATONG REGENCY SINGAPORE 437159,PAYA LEBAR MRT STATION; PAYA LEBAR MRT STATION; DAKOTA MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Paya Lebar Square; Singpost Centre; City Plaza
FLAMINGO VALLEY,"3,250,000","1,872.94","1,735",Aug-25,SIGLAP ROAD,Resale,Strata,174,"18,678",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31861107149419,103.922558986674,478 SIGLAP ROAD FLAMINGO VALLEY SINGAPORE 454852,,,
CELESTIA,"1,720,000","1,044.11","1,647",Aug-25,JOO CHIAT TERRACE,Resale,Strata,97,"17,732",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.31467316091814,103.9044149803,160 JOO CHIAT TERRACE CELESTIA SINGAPORE 427305,EUNOS MRT STATION,Eunos Crescent Blk 4A; Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,
MEIER SUITES,"4,660,000","2,206.62","2,112",Aug-25,MARGATE ROAD,Resale,Strata,205,"22,732",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10,1.29877526009797,103.888517626802,10 MARGATE ROAD MEIER SUITES SINGAPORE 438051,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
THE CONTINUUM,"3,710,000","1,237.86","2,997",Aug-25,THIAM SIEW AVENUE,New Sale,Strata,115,"32,261",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,PAYA LEBAR MRT STATION; DAKOTA MRT STATION; PAYA LEBAR MRT STATION,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Paya Lebar Square; Singpost Centre; City Plaza
TEMBUSU GRAND,"4,052,000","1,711.48","2,368",Aug-25,JALAN TEMBUSU,New Sale,Strata,159,"25,484",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
THE SOUND,"2,920,000","1,517.72","1,924",Aug-25,EAST COAST ROAD,Resale,Strata,141,"20,709",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.31020604772432,103.914763365301,539 EAST COAST ROAD THE SOUND SINGAPORE 429069,MARINE TERRACE MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
MEYER MANSION,"5,270,000","1,722.24","3,060",Aug-25,MEYER ROAD,Sub Sale,Strata,160,"32,938",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.29647219511777,103.891034649257,79 MEYER ROAD MEYER MANSION SINGAPORE 437906,KATONG PARK MRT STATION; TANJONG KATONG MRT STATION,,
LIVINGSTON MANSIONS,"2,880,000","2,034.4","1,416",Aug-25,LORONG L TELOK KURAU,Resale,Strata,189,"15,238",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,1.31295613447289,103.915002346739,135 LORONG L TELOK KURAU LIVINGSTON MANSIONS SINGAPORE 425571,MARINE TERRACE MRT STATION; KEMBANGAN MRT STATION,Marine Terrace Blk 50A (50A Marine Terrace),
MEYER RESIDENCE,"2,670,000","1,151.75","2,318",Aug-25,MEYER PLACE,Resale,Strata,107,"24,953",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20,1.29858791034804,103.88619459663,3 MEYER PLACE MEYER RESIDENCE SINGAPORE 437991,KATONG PARK MRT STATION; MOUNTBATTEN MRT STATION,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),
SILVERSEA,"3,600,000","1,689.95","2,130",Aug-25,MARINE PARADE ROAD,Resale,Strata,157,"22,930",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,11 to 15,1.2999959193995,103.903100616491,50 MARINE PARADE ROAD SILVERSEA SINGAPORE 449307,MARINE PARADE MRT STATION; TANJONG KATONG MRT STATION,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),Katong Shopping Centre; Katong Square; i12 Katong; Parkway Parade; Roxy Square
FERNWOOD TOWERS,"2,080,000","1,194.8","1,741",Aug-25,FERNWOOD TERRACE,Resale,Strata,111,"18,739",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,1.30942654360105,103.925248525251,22 FERNWOOD TERRACE FERNWOOD TOWERS SINGAPORE 458553,SIGLAP MRT STATION,,
WATER PLACE,"2,508,000","1,356.26","1,849",Aug-25,TANJONG RHU ROAD,Resale,Strata,126,"19,905",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,TANJONG RHU MRT STATION; STADIUM MRT STATION,,Kallang Wave Mall; Leisure Park Kallang
SANTA FE MANSIONS,"1,850,000","1,076.4","1,719",Aug-25,MARGATE ROAD,Resale,Strata,100,"18,500",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30013291374093,103.88876823652,2A MARGATE ROAD SANTA FE MANSIONS SINGAPORE 438073,KATONG PARK MRT STATION; DAKOTA MRT STATION; TANJONG KATONG MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Kallang Estate Fresh Market and Food Centre,
TEMBUSU GRAND,"4,136,000","1,711.48","2,417",Aug-25,JALAN TEMBUSU,New Sale,Strata,159,"26,013",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,TANJONG KATONG MRT STATION; DAKOTA MRT STATION,Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square
ARINA EAST RESIDENCES,"1,380,008",495.14,"2,787",Aug-25,TANJONG RHU ROAD,New Sale,Strata,46,"30,000",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.2994553262904,103.884343224781,6C TANJONG RHU ROAD ARINA EAST RESIDENCES (U/C) SINGAPORE 436885,KATONG PARK MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Kallang Estate Fresh Market and Food Centre,Leisure Park Kallang
ARINA EAST RESIDENCES,"2,561,475",861.12,"2,975",Aug-25,TANJONG RHU ROAD,New Sale,Strata,80,"32,018",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10,1.2994553262904,103.884343224781,6C TANJONG RHU ROAD ARINA EAST RESIDENCES (U/C) SINGAPORE 436885,KATONG PARK MRT STATION; MOUNTBATTEN MRT STATION,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall); Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market); Kallang Estate Fresh Market and Food Centre,Leisure Park Kallang
ROYAL HALLMARK,"2,850,000","1,291.68","2,206",Aug-25,HAIG LANE,Sub Sale,Strata,120,"23,750",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,1.30907421145446,103.898319919507,1 HAIG LANE ROYAL HALLMARK SINGAPORE 438803,,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre); Geylang Serai Market; Dunman Food Centre,Katong Shopping Centre; Katong Square; i12 Katong; Roxy Square; City Plaza
