Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
KOVAN RESIDENCES,"2,938,000","1,797.59","1,634",Dec-24,KOVAN ROAD,Resale,Strata,167,"17,593",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05,1.36156729111649,103.885363752044,1 KOVAN ROAD KOVAN RESIDENCES SINGAPORE 544915,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Heartland Mall; Hougang 1
A TREASURE TROVE,"1,800,000","1,205.57","1,493",Dec-24,PUNGGOL WALK,Resale,Strata,112,"16,071",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.40521350728059,103.899476595974,66 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828783,SOO TECK LRT STATION; PUNGGOL MRT STATION; PUNGGOL LRT STATION; SUMANG LRT STATION; NIBONG LRT STATION; SAM KEE LRT STATION; COVE LRT STATION,One Punggol Hawker Centre,Waterway Point
THE FLORENCE RESIDENCES,"1,070,000",635.08,"1,685",Dec-24,HOUGANG AVENUE 2,Sub Sale,Strata,59,"18,136",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
THE GARDEN RESIDENCES,"1,090,000",613.55,"1,777",Dec-24,SERANGOON NORTH VIEW,Resale,Strata,57,"19,123",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05,1.36620695987025,103.870405307735,1 SERANGOON NORTH VIEW THE GARDEN RESIDENCES SINGAPORE 554343,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
BOTANIQUE AT BARTLEY,"1,270,000",656.6,"1,934",Dec-24,UPPER PAYA LEBAR ROAD,Resale,Strata,61,"20,820",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05,1.34286199004577,103.88260647489,223 UPPER PAYA LEBAR ROAD BOTANIQUE AT BARTLEY SINGAPORE 533874,BARTLEY MRT STATION,,
CHUAN PARK,"3,257,925","1,205.57","2,702",Dec-24,LORONG CHUAN,New Sale,Strata,112,"29,089",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,16 to 20,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
CHUAN PARK,"3,167,496","1,205.57","2,627",Dec-24,LORONG CHUAN,New Sale,Strata,112,"28,281",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
CHUAN PARK,"1,904,098",699.66,"2,721",Dec-24,LORONG CHUAN,New Sale,Strata,65,"29,294",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
THE MINTON,"1,668,000","1,108.69","1,504",Dec-24,HOUGANG STREET 11,Resale,Strata,103,"16,194",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20,1.35286278249502,103.881483192765,12B HOUGANG STREET 11 THE MINTON SINGAPORE 534073,KOVAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Heartland Mall; Upper Serangoon Shopping Centre
CHUAN PARK,"1,982,040",731.95,"2,708",Dec-24,LORONG CHUAN,New Sale,Strata,68,"29,148",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
RIVER ISLES,"1,528,000","1,065.64","1,434",Dec-24,EDGEDALE PLAINS,Resale,Strata,99,"15,434",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10,1.39754493978614,103.912949838487,52 EDGEDALE PLAINS RIVER ISLES SINGAPORE 828820,CORAL EDGE LRT STATION; KADALOOR LRT STATION; MERIDIAN LRT STATION; RIVIERA LRT STATION; OASIS LRT STATION; COVE LRT STATION; DAMAI LRT STATION,,Oasis Terraces; Punggol Plaza
BOTANIQUE AT BARTLEY,"1,480,000",731.95,"2,022",Dec-24,UPPER PAYA LEBAR ROAD,Resale,Strata,68,"21,765",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15,1.34286199004577,103.88260647489,223 UPPER PAYA LEBAR ROAD BOTANIQUE AT BARTLEY SINGAPORE 533874,BARTLEY MRT STATION,,
RIVERFRONT RESIDENCES,"2,260,000","1,410.08","1,603",Dec-24,HOUGANG AVENUE 7,Resale,Strata,131,"17,252",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,HOUGANG MRT STATION,,Hougang Mall
RIVERSOUND RESIDENCE,"1,098,888",753.48,"1,458",Dec-24,SENGKANG EAST AVENUE,Resale,Strata,70,"15,698",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
KINGSFORD WATERBAY,"1,050,000",688.9,"1,524",Dec-24,UPPER SERANGOON VIEW,Resale,Strata,64,"16,406",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10,1.37578156689291,103.904196137886,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,KANGKAR LRT STATION,,
RIVERSAILS,"740,000",505.91,"1,463",Dec-24,UPPER SERANGOON CRESCENT,Resale,Strata,47,"15,745",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,1.37803339185646,103.902481480732,4 UPPER SERANGOON CRESCENT RIVERSAILS SINGAPORE 534034,KANGKAR LRT STATION; RANGGUNG LRT STATION,,Rivervale Plaza
THE MINTON,"1,650,000","1,108.69","1,488",Dec-24,HOUGANG STREET 11,Resale,Strata,103,"16,019",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10,1.35286278249502,103.881483192765,12B HOUGANG STREET 11 THE MINTON SINGAPORE 534073,KOVAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Heartland Mall; Upper Serangoon Shopping Centre
THE FLORENCE RESIDENCES,"833,000",484.38,"1,720",Dec-24,HOUGANG AVENUE 2,Sub Sale,Strata,45,"18,511",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
CARDIFF RESIDENCE,"1,600,000","1,280.92","1,249",Dec-24,CARDIFF GROVE,Resale,Strata,119,"13,445",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.35496246598975,103.865797958378,103 CARDIFF GROVE CARDIFF RESIDENCE SINGAPORE 558962,LORONG CHUAN MRT STATION; SERANGOON MRT STATION,Serangoon Garden Market,NEX
THE QUARTZ,"1,480,000","1,044.11","1,417",Dec-24,COMPASSVALE BOW,Resale,Strata,97,"15,258",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10,1.38081895046321,103.893210228781,71 COMPASSVALE BOW THE QUARTZ SINGAPORE 544994,BUANGKOK MRT STATION; RANGGUNG LRT STATION; RENJONG LRT STATION,Buangkok Hawker Centre,Hougang Mall; Hougang Green Shopping Mall
THE SPRINGBLOOM,"2,700,000","1,646.89","1,639",Dec-24,SERANGOON AVENUE 3,Resale,Strata,153,"17,647",-,Condominium,1,99 yrs lease commencing from 1995,19,Outside Central Region,06 to 10,1.35108426226767,103.864274038787,139 SERANGOON AVENUE 3 THE SPRINGBLOOM SINGAPORE 556119,LORONG CHUAN MRT STATION; SERANGOON MRT STATION,,NEX
THE GARDEN RESIDENCES,"1,375,000",796.54,"1,726",Dec-24,SERANGOON NORTH VIEW,Resale,Strata,74,"18,581",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05,1.36620695987025,103.870405307735,1 SERANGOON NORTH VIEW THE GARDEN RESIDENCES SINGAPORE 554343,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
THE MINTON,"1,415,000",979.52,"1,445",Dec-24,HOUGANG STREET 11,Resale,Strata,91,"15,549",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05,1.35286278249502,103.881483192765,12B HOUGANG STREET 11 THE MINTON SINGAPORE 534073,KOVAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Heartland Mall; Upper Serangoon Shopping Centre
RIVERSOUND RESIDENCE,"1,660,000","1,291.68","1,285",Dec-24,SENGKANG EAST AVENUE,Resale,Strata,120,"13,833",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.38118486664752,103.902575398366,3 SENGKANG EAST AVENUE RIVERSOUND RESIDENCE SINGAPORE 544813,KANGKAR LRT STATION; RANGGUNG LRT STATION; BAKAU LRT STATION,,Rivervale Plaza
KINGSFORD WATERBAY,"975,000",678.13,"1,438",Dec-24,UPPER SERANGOON VIEW,Resale,Strata,63,"15,476",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05,1.37578156689291,103.904196137886,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,KANGKAR LRT STATION,,
TRILIVE,"1,648,000",882.65,"1,867",Dec-24,TAMPINES ROAD,Resale,Strata,82,"20,098",-,Condominium,1,Freehold,19,Outside Central Region,06 to 10,1.36227688995884,103.89132907421,115 TAMPINES ROAD TRILIVE SINGAPORE 533901,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Heartland Mall; Hougang 1; Hougang Rivercourt
BOATHOUSE RESIDENCES,"1,950,000","1,463.9","1,332",Dec-24,UPPER SERANGOON VIEW,Resale,Strata,136,"14,338",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.37550739111956,103.902779987401,29 UPPER SERANGOON VIEW BOATHOUSE RESIDENCES SINGAPORE 534044,KANGKAR LRT STATION,,
THE FLORENCE RESIDENCES,"1,290,000",721.19,"1,789",Dec-24,HOUGANG AVENUE 2,Sub Sale,Strata,67,"19,254",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.36752903669964,103.885891297269,95 HOUGANG AVENUE 2 THE FLORENCE RESIDENCES SINGAPORE 533754,KOVAN MRT STATION; HOUGANG MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Ci Yuan Hawker Centre,Heartland Mall
RIVERFRONT RESIDENCES,"1,508,000",871.88,"1,730",Dec-24,HOUGANG AVENUE 7,Resale,Strata,81,"18,617",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,HOUGANG MRT STATION,,Hougang Mall
WATERTOWN,"973,000",570.49,"1,706",Dec-24,PUNGGOL CENTRAL,Resale,Strata,53,"18,358",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,1.40592308489822,103.901923944038,71 PUNGGOL CENTRAL WATERTOWN SINGAPORE 828755,PUNGGOL LRT STATION; PUNGGOL MRT STATION; SUMANG LRT STATION; SOO TECK LRT STATION; SAM KEE LRT STATION; NIBONG LRT STATION; DAMAI LRT STATION; COVE LRT STATION; TECK LEE LRT STATION,One Punggol Hawker Centre,Waterway Point
AFFINITY AT SERANGOON,"1,760,000",904.18,"1,947",Dec-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,84,"20,952",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,1.36618702976306,103.873674807486,26 SERANGOON NORTH AVENUE 1 AFFINITY AT SERANGOON SINGAPORE 554340,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
FONTAINE PARRY,"1,380,000",914.94,"1,508",Dec-24,POH HUAT ROAD,Resale,Strata,85,"16,235",-,Condominium,1,999 yrs lease commencing from 1877,19,Outside Central Region,01 to 05,1.36625198463687,103.879985448116,77 POH HUAT ROAD FONTAINE PARRY SINGAPORE 546785,KOVAN MRT STATION,,Heartland Mall
RIVERFRONT RESIDENCES,"1,448,000",914.94,"1,583",Dec-24,HOUGANG AVENUE 7,Resale,Strata,85,"17,035",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,HOUGANG MRT STATION,,Hougang Mall
EVERGREEN PARK,"1,070,000","1,065.64","1,004",Dec-24,HOUGANG AVENUE 7,Resale,Strata,99,"10,808",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05,1.36953376586593,103.899580575626,37 HOUGANG AVENUE 7 EVERGREEN PARK SINGAPORE 538803,HOUGANG MRT STATION,,Hougang Mall; Hougang Rivercourt
CHUAN PARK,"1,973,091",742.72,"2,657",Dec-24,LORONG CHUAN,New Sale,Strata,69,"28,596",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
CHUAN PARK,"2,556,037",958,"2,668",Nov-24,LORONG CHUAN,New Sale,Strata,89,"28,720",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,06 to 10,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
CHUAN PARK,"1,997,856",742.72,"2,690",Nov-24,LORONG CHUAN,New Sale,Strata,69,"28,954",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,11 to 15,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
RIVERVALE CREST,"1,270,000","1,216.33","1,044",Nov-24,RIVERVALE CRESCENT,Resale,Strata,113,"11,239",-,Apartment,1,99 yrs lease commencing from 1997,19,Outside Central Region,01 to 05,1.39175181491889,103.904254875951,9 RIVERVALE CRESCENT RIVERVALE CREST SINGAPORE 545086,RUMBIA LRT STATION; BAKAU LRT STATION; COMPASSVALE LRT STATION; MERIDIAN LRT STATION; COVE LRT STATION; KANGKAR LRT STATION; CORAL EDGE LRT STATION; SENGKANG MRT STATION; SENGKANG LRT STATION,,Rivervale Mall; Rivervale Plaza
RIVERFRONT RESIDENCES,"1,650,000",914.94,"1,803",Nov-24,HOUGANG AVENUE 7,Resale,Strata,85,"19,412",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,1.37017075252236,103.899998611766,41 HOUGANG AVENUE 7 RIVERFRONT RESIDENCES SINGAPORE 533813,HOUGANG MRT STATION,,Hougang Mall
KINGSFORD WATERBAY,"1,080,000",721.19,"1,498",Nov-24,UPPER SERANGOON VIEW,Resale,Strata,67,"16,119",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,06 to 10,1.37578156689291,103.904196137886,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,KANGKAR LRT STATION,,
THE GARDEN RESIDENCES,"1,250,000",688.9,"1,814",Nov-24,SERANGOON NORTH VIEW,Resale,Strata,64,"19,531",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15,1.36620695987025,103.870405307735,1 SERANGOON NORTH VIEW THE GARDEN RESIDENCES SINGAPORE 554343,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
FOREST WOODS,"1,860,000",914.94,"2,033",Nov-24,LORONG LEW LIAN,Resale,Strata,85,"21,882",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05,1.35166212277348,103.876667125341,15 LORONG LEW LIAN FOREST WOODS SINGAPORE 533853,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
SUNGLADE,"1,350,000",861.12,"1,568",Nov-24,SERANGOON AVENUE 2,Resale,Strata,80,"16,875",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05,1.34838632860248,103.870873748726,7 SERANGOON AVENUE 2 SUNGLADE SINGAPORE 556133,SERANGOON MRT STATION; SERANGOON MRT STATION; LORONG CHUAN MRT STATION,Woodleigh Village Hawker Centre,NEX
FONTAINE PARRY,"1,380,000",914.94,"1,508",Nov-24,POH HUAT ROAD,Resale,Strata,85,"16,235",-,Condominium,1,999 yrs lease commencing from 1877,19,Outside Central Region,01 to 05,1.36625198463687,103.879985448116,77 POH HUAT ROAD FONTAINE PARRY SINGAPORE 546785,KOVAN MRT STATION,,Heartland Mall
VIBES @ KOVAN,"760,000",516.67,"1,471",Nov-24,KOVAN ROAD,Resale,Strata,48,"15,833",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.35482511473466,103.877603175814,93 KOVAN ROAD VIBES @ KOVAN SINGAPORE 548178,SERANGOON MRT STATION; SERANGOON MRT STATION; KOVAN MRT STATION,,Heartland Mall; NEX; Upper Serangoon Shopping Centre
FLO RESIDENCE,"1,390,000","1,011.82","1,374",Nov-24,PUNGGOL FIELD WALK,Resale,Strata,94,"14,787",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20,1.39256213043102,103.91336149334,7 PUNGGOL FIELD WALK FLO RESIDENCE SINGAPORE 828742,CORAL EDGE LRT STATION; RIVIERA LRT STATION; MERIDIAN LRT STATION; RUMBIA LRT STATION; KADALOOR LRT STATION,,Punggol Plaza; Rivervale Mall
LA FIESTA,"1,242,888",753.48,"1,650",Nov-24,SENGKANG SQUARE,Resale,Strata,70,"17,756",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05,1.38957895514128,103.895480900558,66 SENGKANG SQUARE LA FIESTA SINGAPORE 544703,SENGKANG LRT STATION; SENGKANG MRT STATION; RANGGUNG LRT STATION; RENJONG LRT STATION; CHENG LIM LRT STATION; COMPASSVALE LRT STATION; BUANGKOK MRT STATION; KANGKAR LRT STATION,Buangkok Hawker Centre,Compass One; Rivervale Plaza
THE LUXURIE,"1,190,000",796.54,"1,494",Nov-24,COMPASSVALE ROAD,Resale,Strata,74,"16,081",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.38926443943236,103.896575260269,29 COMPASSVALE ROAD THE LUXURIE SINGAPORE 544758,SENGKANG LRT STATION; SENGKANG MRT STATION; RANGGUNG LRT STATION; COMPASSVALE LRT STATION; RENJONG LRT STATION; BUANGKOK MRT STATION; CHENG LIM LRT STATION; KANGKAR LRT STATION; BAKAU LRT STATION,Buangkok Hawker Centre,Compass One; Rivervale Mall; Rivervale Plaza
CHUAN PARK,"2,487,566",936.47,"2,656",Nov-24,LORONG CHUAN,New Sale,Strata,87,"28,593",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,06 to 10,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
KINGSFORD WATERBAY,"1,365,000",958,"1,425",Nov-24,UPPER SERANGOON VIEW,Resale,Strata,89,"15,337",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15,1.37578156689291,103.904196137886,80 UPPER SERANGOON VIEW KINGSFORD WATERBAY SINGAPORE 533878,KANGKAR LRT STATION,,
THE PROMENADE@PELIKAT,"710,000",452.09,"1,570",Nov-24,JALAN PELIKAT,Resale,Strata,42,"16,905",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.35530904178242,103.887857183262,183 JALAN PELIKAT THE PROMENADE@PELIKAT SINGAPORE 537643,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre); Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),Heartland Mall; Hougang 1
THE SCALA,"1,750,000",893.41,"1,959",Nov-24,SERANGOON AVENUE 3,Resale,Strata,83,"21,084",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15,1.35140655423301,103.865405170024,136 SERANGOON AVENUE 3 THE SCALA SINGAPORE 554476,LORONG CHUAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX
BARTLEY RESIDENCES,"2,120,000","1,076.4","1,970",Nov-24,LORONG HOW SUN,Resale,Strata,100,"21,200",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15,1.34313292040619,103.881774325529,3 LORONG HOW SUN BARTLEY RESIDENCES SINGAPORE 536560,BARTLEY MRT STATION,,
KOVAN REGENCY,"1,800,000",979.52,"1,838",Nov-24,KOVAN RISE,Resale,Strata,91,"19,780",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05,1.36333136264402,103.885624114451,4 KOVAN RISE KOVAN REGENCY SINGAPORE 544735,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Heartland Mall; Hougang 1
RIVER ISLES,"1,110,000",753.48,"1,473",Nov-24,EDGEDALE PLAINS,Resale,Strata,70,"15,857",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10,1.39754493978614,103.912949838487,52 EDGEDALE PLAINS RIVER ISLES SINGAPORE 828820,CORAL EDGE LRT STATION; KADALOOR LRT STATION; MERIDIAN LRT STATION; RIVIERA LRT STATION; OASIS LRT STATION; COVE LRT STATION; DAMAI LRT STATION,,Oasis Terraces; Punggol Plaza
A TREASURE TROVE,"1,648,888","1,044.11","1,579",Nov-24,PUNGGOL WALK,Resale,Strata,97,"16,999",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.40521350728059,103.899476595974,66 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828783,SOO TECK LRT STATION; PUNGGOL MRT STATION; PUNGGOL LRT STATION; SUMANG LRT STATION; NIBONG LRT STATION; SAM KEE LRT STATION; COVE LRT STATION,One Punggol Hawker Centre,Waterway Point
WATERTOWN,"942,888",592.02,"1,593",Nov-24,PUNGGOL CENTRAL,Resale,Strata,55,"17,143",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05,1.40592308489822,103.901923944038,71 PUNGGOL CENTRAL WATERTOWN SINGAPORE 828755,PUNGGOL LRT STATION; PUNGGOL MRT STATION; SUMANG LRT STATION; SOO TECK LRT STATION; SAM KEE LRT STATION; NIBONG LRT STATION; DAMAI LRT STATION; COVE LRT STATION; TECK LEE LRT STATION,One Punggol Hawker Centre,Waterway Point
PALM GROVE CONDOMINIUM,"1,980,000","1,388.56","1,426",Nov-24,PALM GROVE AVENUE,Resale,Strata,129,"15,349",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05,1.35956549448505,103.878616214848,19 PALM GROVE AVENUE PALM GROVE CONDOMINIUM SINGAPORE 547315,KOVAN MRT STATION,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),Heartland Mall; Upper Serangoon Shopping Centre
A TREASURE TROVE,"1,900,000","1,205.57","1,576",Nov-24,PUNGGOL WALK,Resale,Strata,112,"16,964",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10,1.40521350728059,103.899476595974,66 PUNGGOL WALK A TREASURE TROVE SINGAPORE 828783,SOO TECK LRT STATION; PUNGGOL MRT STATION; PUNGGOL LRT STATION; SUMANG LRT STATION; NIBONG LRT STATION; SAM KEE LRT STATION; COVE LRT STATION,One Punggol Hawker Centre,Waterway Point
AFFINITY AT SERANGOON,"1,340,000",731.95,"1,831",Nov-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,68,"19,706",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,1.36618702976306,103.873674807486,26 SERANGOON NORTH AVENUE 1 AFFINITY AT SERANGOON SINGAPORE 554340,,Serangoon Garden Market; Chomp Chomp Food Centre,myVillage At Serangoon Garden
RIVER ISLES,"1,283,000",893.41,"1,436",Nov-24,EDGEDALE PLAINS,Resale,Strata,83,"15,458",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05,1.39754493978614,103.912949838487,52 EDGEDALE PLAINS RIVER ISLES SINGAPORE 828820,CORAL EDGE LRT STATION; KADALOOR LRT STATION; MERIDIAN LRT STATION; RIVIERA LRT STATION; OASIS LRT STATION; COVE LRT STATION; DAMAI LRT STATION,,Oasis Terraces; Punggol Plaza
THE SCALA,"1,730,000",893.41,"1,936",Nov-24,SERANGOON AVENUE 3,Resale,Strata,83,"20,843",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10,1.35140655423301,103.865405170024,136 SERANGOON AVENUE 3 THE SCALA SINGAPORE 554476,LORONG CHUAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX
CHUAN PARK,"2,699,641","1,022.58","2,640",Nov-24,LORONG CHUAN,New Sale,Strata,95,"28,417",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,06 to 10,1.35175388172711,103.858086195677,CHUAN LANE PARK,LORONG CHUAN MRT STATION; BISHAN MRT STATION,,
8 EDEN GROVE,"1,660,000","1,184.04","1,402",Nov-24,EDEN GROVE,Resale,Strata,110,"15,091",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,1.34477300646021,103.872318867919,8 EDEN GROVE SINGAPORE 539060,SERANGOON MRT STATION; WOODLEIGH MRT STATION; SERANGOON MRT STATION; BARTLEY MRT STATION,Woodleigh Village Hawker Centre,NEX
THE SCALA,"1,950,000","1,044.11","1,868",Nov-24,SERANGOON AVENUE 3,Resale,Strata,97,"20,103",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10,1.35140655423301,103.865405170024,136 SERANGOON AVENUE 3 THE SCALA SINGAPORE 554476,LORONG CHUAN MRT STATION; SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX
