Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Nearest MRT Stations,Nearby Hawker Centers,Shopping Malls Within Radius of 1km
ALEX RESIDENCES,"960,000",473.62,"2,027",Jun-22,ALEXANDRA VIEW,Resale,Strata,44,"21,818",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,26 to 30,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
RIVIERE,"2,398,000",839.59,"2,856",Jun-22,JIAK KIM STREET,New Sale,Strata,78,"30,744",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
RIVIERE,"6,309,000","2,002.1","3,151",Jun-22,JIAK KIM STREET,New Sale,Strata,186,"33,919",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
AVENUE SOUTH RESIDENCE,"1,331,000",527.44,"2,524",Jun-22,SILAT AVENUE,New Sale,Strata,49,"27,163",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
ARTRA,"1,680,000",828.83,"2,027",Jun-22,ALEXANDRA VIEW,Sub Sale,Strata,77,"21,818",-,Apartment,1,99 yrs lease commencing from 2016,3,Rest of Central Region,06 to 10,1.29003067053998,103.817185273903,10 ALEXANDRA VIEW ARTRA SINGAPORE 158745,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),
COMMONWEALTH TOWERS,"865,000",452.09,"1,913",Jun-22,COMMONWEALTH AVENUE,Resale,Strata,42,"20,595",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
COMMONWEALTH TOWERS,"2,120,000","1,033.34","2,052",Jun-22,COMMONWEALTH AVENUE,Resale,Strata,96,"22,083",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,36 to 40,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
RIVER PLACE,"1,200,000",796.54,"1,507",Jun-22,HAVELOCK ROAD,Resale,Strata,74,"16,216",-,Condominium,1,99 yrs lease commencing from 1995,3,Rest of Central Region,06 to 10,1.2896097164683,103.841276389346,60 HAVELOCK ROAD RIVER PLACE SINGAPORE 169658,FORT CANNING MRT STATION; CLARKE QUAY MRT STATION; CHINATOWN MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),Funan; People's Park Centre; People's Park Complex; Singapore Shopping Centre
PRINCIPAL GARDEN,"1,647,500",807.3,"2,041",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,75,"21,967",-,Condominium,1,99 yrs lease commencing from 2014,3,Rest of Central Region,11 to 15,1.29237506748178,103.822836693912,99 PRINCE CHARLES CRESCENT PRINCIPAL GARDEN SINGAPORE 159029,REDHILL MRT STATION; TIONG BAHRU MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
RIVIERE,"2,485,000",839.59,"2,960",Jun-22,JIAK KIM STREET,New Sale,Strata,78,"31,859",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
RIVIERE,"2,930,000","1,173.28","2,497",Jun-22,JIAK KIM STREET,New Sale,Strata,109,"26,881",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,11 to 15,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
ONE PEARL BANK,"2,949,000","1,151.75","2,560",Jun-22,PEARL BANK,New Sale,Strata,107,"27,561",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
RIVIERE,"3,150,000","1,140.98","2,761",Jun-22,JIAK KIM STREET,New Sale,Strata,106,"29,717",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
AVENUE SOUTH RESIDENCE,"1,288,000",527.44,"2,442",Jun-22,SILAT AVENUE,New Sale,Strata,49,"26,286",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,56 to 60,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,715,000",656.6,"2,612",Jun-22,SILAT AVENUE,New Sale,Strata,61,"28,115",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,51 to 55,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
STIRLING RESIDENCES,"1,150,000",441.32,"2,606",Jun-22,STIRLING ROAD,New Sale,Strata,41,"28,049",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,36 to 40,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
ALEX RESIDENCES,"1,800,000",925.7,"1,944",Jun-22,ALEXANDRA VIEW,Resale,Strata,86,"20,930",-,Apartment,1,99 yrs lease commencing from 2013,3,Rest of Central Region,21 to 25,1.29056999681587,103.819000781728,28 ALEXANDRA VIEW ALEX RESIDENCES SINGAPORE 158744,REDHILL MRT STATION,Redhill Lane Blk 85 (Redhill Food Centre); Redhill Lane Blk 79 (Redhill Market); Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre); Beo Crescent Market,
HIGHLINE RESIDENCES,"2,419,000","1,151.75","2,100",Jun-22,KIM TIAN ROAD,Resale,Strata,107,"22,607",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,01 to 05,1.28416577731538,103.829816710958,11 KIM TIAN ROAD HIGHLINE RESIDENCES SINGAPORE 168594,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
THE ANCHORAGE,"2,175,000","1,237.86","1,757",Jun-22,ALEXANDRA ROAD,Resale,Strata,115,"18,913",-,Condominium,1,Freehold,3,Rest of Central Region,06 to 10,1.28900346226494,103.804329262814,370G ALEXANDRA ROAD THE ANCHORAGE SINGAPORE 159960,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
RIVIERE,"2,318,000",818.06,"2,834",Jun-22,JIAK KIM STREET,New Sale,Strata,76,"30,500",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,26 to 30,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
COMMONWEALTH TOWERS,"900,000",462.85,"1,944",Jun-22,COMMONWEALTH AVENUE,Resale,Strata,43,"20,930",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,11 to 15,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
AVENUE SOUTH RESIDENCE,"3,388,000","1,496.2","2,264",Jun-22,SILAT AVENUE,New Sale,Strata,139,"24,374",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,41 to 45,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
STIRLING RESIDENCES,"2,135,000","1,054.87","2,024",Jun-22,STIRLING ROAD,Sub Sale,Strata,98,"21,786",-,Apartment,1,99 yrs lease commencing from 2017,3,Rest of Central Region,11 to 15,1.29677202648703,103.800712927589,503 STIRLING ROAD MDIS RESIDENCES @ STIRLING SINGAPORE 148959,QUEENSTOWN MRT STATION; COMMONWEALTH MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Tanglin Halt Market; Mei Chin Road Blk 159 (Mei Chin Road Market),
RIVIERE,"2,411,000",839.59,"2,872",Jun-22,JIAK KIM STREET,New Sale,Strata,78,"30,910",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
CENTRAL GREEN CONDOMINIUM,"2,080,000","1,431.61","1,453",Jun-22,JALAN MEMBINA,Resale,Strata,133,"15,639",-,Condominium,1,99 yrs lease commencing from 1992,3,Rest of Central Region,06 to 10,1.28519576156367,103.827677219577,1 JALAN MEMBINA CENTRAL GREEN CONDOMINIUM SINGAPORE 169479,TIONG BAHRU MRT STATION; HAVELOCK MRT STATION,Zion Riverside Food Centre; Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market; Beo Crescent Market; Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),Tiong Bahru Plaza
COMMONWEALTH TOWERS,"2,008,888","1,033.34","1,944",Jun-22,COMMONWEALTH AVENUE,Resale,Strata,96,"20,926",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,16 to 20,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
QUEENS PEAK,"1,010,000",484.38,"2,085",Jun-22,DUNDEE ROAD,Resale,Strata,45,"22,444",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,21 to 25,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
AVENUE SOUTH RESIDENCE,"1,352,000",527.44,"2,563",May-22,SILAT AVENUE,New Sale,Strata,49,"27,592",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,46 to 50,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
AVENUE SOUTH RESIDENCE,"1,268,000",527.44,"2,404",May-22,SILAT AVENUE,New Sale,Strata,49,"25,878",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,51 to 55,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
THE LANDMARK,"1,280,600",495.14,"2,586",May-22,CHIN SWEE ROAD,New Sale,Strata,46,"27,839",-,Condominium,1,99 yrs lease commencing from 2020,3,Rest of Central Region,16 to 20,1.28616304514336,103.839553885885,173 CHIN SWEE ROAD THE LANDMARK (U/C) SINGAPORE 169878,CHINATOWN MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; OUTRAM PARK MRT STATION; MAXWELL MRT STATION; CLARKE QUAY MRT STATION; FORT CANNING MRT STATION,Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre
RIVIERE,"3,633,000","1,216.33","2,987",May-22,JIAK KIM STREET,New Sale,Strata,113,"32,150",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,21 to 25,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
COMMONWEALTH TOWERS,"1,460,000",753.48,"1,938",May-22,COMMONWEALTH AVENUE,Resale,Strata,70,"20,857",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,26 to 30,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
QUEENS PEAK,"1,408,000",775.01,"1,817",May-22,DUNDEE ROAD,Resale,Strata,72,"19,556",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,11 to 15,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
COMMONWEALTH TOWERS,"1,340,000",753.48,"1,778",May-22,COMMONWEALTH AVENUE,Resale,Strata,70,"19,143",-,Condominium,1,99 yrs lease commencing from 2013,3,Rest of Central Region,01 to 05,1.29573433474414,103.806030198974,230 COMMONWEALTH AVENUE COMMONWEALTH TOWERS SINGAPORE 149739,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Tanglin Halt Hawker Centre & Market; Mei Chin Road Blk 159 (Mei Chin Road Market),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ALEXIS,"735,000",430.56,"1,707",May-22,ALEXANDRA ROAD,Resale,Strata,40,"18,375",-,Apartment,1,Freehold,3,Rest of Central Region,01 to 05,1.29130379243474,103.807350978054,354 ALEXANDRA ROAD ALEXIS SINGAPORE 159948,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
ONE PEARL BANK,"3,030,000","1,194.8","2,536",May-22,PEARL BANK,New Sale,Strata,111,"27,297",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,11 to 15,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
RIVIERE,"4,520,000","1,711.48","2,641",May-22,JIAK KIM STREET,New Sale,Strata,159,"28,428",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,16 to 20,1.3546911714716,103.875392408709,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,SERANGOON MRT STATION; SERANGOON MRT STATION,,NEX; Upper Serangoon Shopping Centre
AVENUE SOUTH RESIDENCE,"2,943,000","1,496.2","1,967",May-22,SILAT AVENUE,New Sale,Strata,139,"21,173",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,01 to 05,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
ONE PEARL BANK,"2,037,000",839.59,"2,426",May-22,PEARL BANK,New Sale,Strata,78,"26,115",-,Apartment,1,99 yrs lease commencing from 2019,3,Rest of Central Region,16 to 20,1.28296148659589,103.839814598308,1 PEARL BANK ONE PEARL BANK SINGAPORE 169016,OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; OUTRAM PARK MRT STATION; CHINATOWN MRT STATION; MAXWELL MRT STATION; CHINATOWN MRT STATION; HAVELOCK MRT STATION; TELOK AYER MRT STATION; TANJONG PAGAR MRT STATION; CLARKE QUAY MRT STATION,Amoy Street Food Centre (Telok Ayer Food Centre); Tanjong Pagar Plaza Blk 6 (Blk 6 Tanjong Pagar Plaza Market and Food Centre); Upper Cross Street Blk 531A (Hong Lim Food Centre and Market); Maxwell Food Centre (Kim Hua Market); Jalan Kukoh Blk 1 (Kukoh 21 Food Centre); Tiong Bahru Market; Smith Street Blk 335 (Chinatown Complex Market); New Market Road Blk 32 (People's Park Food Centre),People's Park Centre; People's Park Complex; Singapore Shopping Centre; Tanjong Pagar Centre
AVENUE SOUTH RESIDENCE,"1,268,000",527.44,"2,404",May-22,SILAT AVENUE,New Sale,Strata,49,"25,878",-,Apartment,1,99 yrs lease commencing from 2018,3,Rest of Central Region,51 to 55,1.27662953410733,103.829105212029,11 SILAT AVENUE AVENUE SOUTH RESIDENCE SINGAPORE 168877,KEPPEL MRT STATION; CANTONMENT MRT STATION,Telok Blangah Rise Blk 36 (Telok Blangah Rise Market); Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre); Tiong Bahru Market,
QUEENS PEAK,"938,000",495.14,"1,894",May-22,DUNDEE ROAD,Resale,Strata,46,"20,391",-,Condominium,1,99 yrs lease commencing from 2015,3,Rest of Central Region,11 to 15,1.294336667463,103.807020127351,3 DUNDEE ROAD QUEENS PEAK SINGAPORE 149457,QUEENSTOWN MRT STATION,Margaret Drive Hawker Centre; Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre); Mei Chin Road Blk 159 (Mei Chin Road Market); Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),Alexandra Central; Anchorpoint; Queensway Shopping Centre
