Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ROYAL HALLMARK,"2,850,000","1,291.68","2,206",Aug-25,HAIG LANE,Sub Sale,Strata,120,"23,750",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CAVENAGH HOUSE,"2,950,000","1,700.71","1,735",Aug-25,CLEMENCEAU AVENUE NORTH,Resale,Strata,158,"18,671",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
D'NEST,"1,410,000",936.47,"1,506",Aug-25,PASIR RIS GROVE,Resale,Strata,87,"16,207",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
BALLOTA PARK CONDOMINIUM,"1,626,000","1,420.85","1,144",Aug-25,MARIAM WAY,Resale,Strata,132,"12,318",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
PENROSE,"1,680,000",807.3,"2,081",Aug-25,SIMS DRIVE,Sub Sale,Strata,75,"22,400",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,01 to 05
BLUWATERS 2,"1,110,000",871.88,"1,273",Aug-25,JALAN LOYANG BESAR,Resale,Strata,81,"13,704",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
BEDOK RESIDENCES,"1,760,000",936.47,"1,879",Aug-25,BEDOK NORTH DRIVE,Resale,Strata,87,"20,230",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
SCOTTS 28,"4,900,000","2,034.4","2,409",Aug-25,SCOTTS ROAD,Resale,Strata,189,"25,926",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
NORMANTON PARK,"2,380,000","1,097.93","2,168",Aug-25,NORMANTON PARK,Sub Sale,Strata,102,"23,333",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
SEASCAPE,"4,700,000","2,680.24","1,754",Aug-25,COVE WAY,Resale,Strata,249,"18,876",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
CASPIAN,"2,000,000","1,302.44","1,536",Aug-25,LAKESIDE DRIVE,Resale,Strata,121,"16,529",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,06 to 10
THE TRE VER,"1,388,000",753.48,"1,842",Aug-25,POTONG PASIR AVENUE 1,Resale,Strata,70,"19,829",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
ECHELON,"1,670,000",731.95,"2,282",Aug-25,ALEXANDRA VIEW,Resale,Strata,68,"24,559",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
THE METZ,"1,515,000",570.49,"2,656",Aug-25,DEVONSHIRE ROAD,Resale,Strata,53,"28,585",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
NIN RESIDENCE,"830,000",473.62,"1,752",Aug-25,PHENG GECK AVENUE,Resale,Strata,44,"18,864",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,11 to 15
BOULEVARD 88,"5,307,000","1,313.21","4,041",Aug-25,ORCHARD BOULEVARD,Resale,Strata,122,"43,500",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
PARC CLEMATIS,"2,030,000",893.41,"2,272",Aug-25,JALAN LEMPENG,Resale,Strata,83,"24,458",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"2,250,000","1,227.1","1,834",Aug-25,SIN MING WALK,Resale,Strata,114,"19,737",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
THE BLOSSOMVALE,"2,250,000","1,011.82","2,224",Aug-25,DUNEARN ROAD,Resale,Strata,94,"23,936",-,Condominium,1,999 yrs lease commencing from 1884,21,Rest of Central Region,01 to 05
MIDWOOD,"1,687,000",893.41,"1,888",Aug-25,HILLVIEW RISE,Resale,Strata,83,"20,325",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,06 to 10
THE LAKESHORE,"1,430,000",947.23,"1,510",Aug-25,JURONG WEST STREET 41,Resale,Strata,88,"16,250",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,11 to 15
HILLVIEW HEIGHTS,"1,830,000",958,"1,910",Aug-25,HILLVIEW AVENUE,Resale,Strata,89,"20,562",-,Condominium,1,Freehold,23,Outside Central Region,06 to 10
NORMANTON PARK,"1,325,000",656.6,"2,018",Aug-25,NORMANTON PARK,Sub Sale,Strata,61,"21,721",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
LIVIA,"1,980,000","1,539.25","1,286",Aug-25,PASIR RIS GROVE,Resale,Strata,143,"13,846",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
BAYWATER,"1,350,100","1,054.87","1,280",Aug-25,BEDOK RESERVOIR ROAD,Resale,Strata,98,"13,777",-,Condominium,1,99 yrs lease commencing from 2001,16,Outside Central Region,01 to 05
NV RESIDENCES,"1,658,000","1,227.1","1,351",Aug-25,PASIR RIS GROVE,Resale,Strata,114,"14,544",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
DUO RESIDENCES,"2,200,000","1,001.05","2,198",Aug-25,FRASER STREET,Resale,Strata,93,"23,656",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,31 to 35
NORTH PARK RESIDENCES,"1,358,000",699.66,"1,941",Aug-25,YISHUN CENTRAL 1,Resale,Strata,65,"20,892",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
MODA,"1,560,000",764.24,"2,041",Aug-25,EAST COAST ROAD,Resale,Strata,71,"21,972",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE TANAMERA,"1,660,888","1,323.97","1,254",Aug-25,TANAH MERAH KECHIL ROAD,Resale,Strata,123,"13,503",-,Condominium,1,99 yrs lease commencing from 1990,16,Outside Central Region,16 to 20
NORMANTON PARK,"1,180,000",581.26,"2,030",Aug-25,NORMANTON PARK,Sub Sale,Strata,54,"21,852",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
GRANDEUR 8,"2,129,888","1,410.08","1,510",Aug-25,ANG MO KIO CENTRAL 3,Resale,Strata,131,"16,259",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"3,090,000","1,625.36","1,901",Aug-25,KEPPEL BAY VIEW,Resale,Strata,151,"20,464",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
BOULEVARD 88,"11,079,000","2,798.64","3,959",Aug-25,ORCHARD BOULEVARD,Resale,Strata,260,"42,612",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SIMS URBAN OASIS,"2,050,000","1,065.64","1,924",Aug-25,SIMS DRIVE,Resale,Strata,99,"20,707",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
FERRARIA PARK CONDOMINIUM,"1,632,000","1,248.62","1,307",Aug-25,FLORA DRIVE,Resale,Strata,116,"14,069",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
FULCRUM,"1,880,000","1,173.28","1,602",Aug-25,FORT ROAD,Resale,Strata,109,"17,248",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
TREASURE AT TAMPINES,"2,000,000","1,087.16","1,840",Aug-25,TAMPINES LANE,Resale,Strata,101,"19,802",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
RIVER ISLES,"1,340,000",893.41,"1,500",Aug-25,EDGEDALE PLAINS,Resale,Strata,83,"16,145",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
BARTLEY RESIDENCES,"2,760,000","1,797.59","1,535",Aug-25,LORONG HOW SUN,Resale,Strata,167,"16,527",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
LAGUNA GREEN,"1,940,000","1,270.15","1,527",Aug-25,JALAN HAJIJAH,Resale,Strata,118,"16,441",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
DOUBLE BAY RESIDENCES,"2,160,000","1,367.03","1,580",Aug-25,SIMEI STREET 4,Resale,Strata,127,"17,008",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
SUNNY PALMS,"1,710,000","1,130.22","1,513",Aug-25,LORONG G TELOK KURAU,Resale,Strata,105,"16,286",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
JEWEL @ BUANGKOK,"1,280,000",775.01,"1,652",Aug-25,COMPASSVALE BOW,Resale,Strata,72,"17,778",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
BOULEVARD 88,"5,254,800","1,313.21","4,001",Aug-25,ORCHARD BOULEVARD,Resale,Strata,122,"43,072",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
THE DAIRY FARM,"2,330,000","1,517.72","1,535",Aug-25,DAIRY FARM ROAD,Resale,Strata,141,"16,525",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
SEVENTY SAINT PATRICK'S,"2,230,000",936.47,"2,381",Aug-25,ST. PATRICK'S ROAD,Resale,Strata,87,"25,632",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"2,380,000","1,270.15","1,874",Aug-25,TAMPINES LANE,Resale,Strata,118,"20,169",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
PASIR RIS 8,"2,138,000","1,022.58","2,091",Aug-25,PASIR RIS DRIVE 8,Sub Sale,Strata,95,"22,505",-,Apartment,1,99 yrs lease commencing from 2021,18,Outside Central Region,01 to 05
SUITES @ PAYA LEBAR,"660,000",376.74,"1,752",Aug-25,UPPER PAYA LEBAR ROAD,Resale,Strata,35,"18,857",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
D'LEEDON,"1,620,000",785.77,"2,062",Aug-25,LEEDON HEIGHTS,Resale,Strata,73,"22,192",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
URBAN VISTA,"975,000",624.31,"1,562",Aug-25,TANAH MERAH KECHIL LINK,Resale,Strata,58,"16,810",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
DAIRY FARM RESIDENCES,"1,250,000",710.42,"1,760",Aug-25,DAIRY FARM LANE,Sub Sale,Strata,66,"18,939",-,Apartment,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
RIVERFRONT RESIDENCES,"1,240,000",721.19,"1,719",Aug-25,HOUGANG AVENUE 7,Resale,Strata,67,"18,507",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
HILLTOPS,"3,965,000","1,270.15","3,122",Aug-25,CAIRNHILL CIRCLE,Resale,Strata,118,"33,602",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"1,670,000",731.95,"2,282",Aug-25,SILAT AVENUE,Resale,Strata,68,"24,559",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
REGENT HEIGHTS,"1,310,000","1,162.51","1,127",Aug-25,BUKIT BATOK EAST AVENUE 5,Resale,Strata,108,"12,130",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"1,450,000",775.01,"1,871",Aug-25,MARINA WAY,Resale,Strata,72,"20,139",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
WATERMARK ROBERTSON QUAY,"2,160,888",893.41,"2,419",Aug-25,RODYK STREET,Resale,Strata,83,"26,035",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
PROMENADE PEAK,"1,999,700",667.37,"2,996",Aug-25,ZION PROMENADE,New Sale,Strata,62,"32,253",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,26 to 30
RIVER GREEN,"1,253,000",419.8,"2,985",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"32,128",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,11 to 15
RIVER GREEN,"2,074,000",602.78,"3,441",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"37,036",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
SKYSUITES17,"1,170,000",613.55,"1,907",Aug-25,JALAN RAJAH,Resale,Strata,57,"20,526",-,Apartment,1,Freehold,12,Rest of Central Region,26 to 30
UPPERHOUSE AT ORCHARD BOULEVARD,"2,248,000",699.66,"3,213",Aug-25,ORCHARD BOULEVARD,New Sale,Strata,65,"34,585",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15
D'ECOSIA,"945,000",505.91,"1,868",Aug-25,STILL ROAD SOUTH,Resale,Strata,47,"20,106",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
CONCOURSE SKYLINE,"2,320,000","1,119.46","2,072",Aug-25,BEACH ROAD,Resale,Strata,104,"22,308",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,21 to 25
AMBER HOUSE,"3,014,042",979.52,"3,077",Aug-25,AMBER GARDENS,New Sale,Strata,91,"33,121",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
AMBER HOUSE,"2,320,194",731.95,"3,170",Aug-25,AMBER GARDENS,New Sale,Strata,68,"34,121",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
THE LUXURIE,"2,120,888","1,313.21","1,615",Aug-25,COMPASSVALE ROAD,Resale,Strata,122,"17,384",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
ST REGIS RESIDENCES SINGAPORE,"5,382,500","2,152.8","2,500",Aug-25,TANGLIN ROAD,Resale,Strata,200,"26,913",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,01 to 05
CITY GATE,"1,485,000",699.66,"2,122",Aug-25,BEACH ROAD,Resale,Strata,65,"22,846",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
THOMSON THREE,"1,550,000",731.95,"2,118",Aug-25,BRIGHT HILL DRIVE,Resale,Strata,68,"22,794",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
THE AXIS,"755,000",398.27,"1,896",Aug-25,MANDALAY ROAD,Resale,Strata,37,"20,405",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
BARTLEY RESIDENCES,"1,851,888","1,097.93","1,687",Aug-25,LORONG HOW SUN,Resale,Strata,102,"18,156",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
URBAN VISTA,"1,210,000",688.9,"1,756",Aug-25,TANAH MERAH KECHIL LINK,Resale,Strata,64,"18,906",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
CHERRY GARDENS,"1,880,000","2,163.56",869,Aug-25,LORONG LEW LIAN,Resale,Strata,201,"9,353",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
BLOOMSBURY RESIDENCES,"2,499,000",979.52,"2,551",Aug-25,MEDIA CIRCLE,New Sale,Strata,91,"27,462",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,06 to 10
THE GALE,"1,600,000","1,151.75","1,389",Aug-25,FLORA ROAD,Resale,Strata,107,"14,953",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,828,000",688.9,"2,654",Aug-25,MEDIA CIRCLE,New Sale,Strata,64,"28,563",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
GRANGE 1866,"2,809,000",925.7,"3,034",Aug-25,GRANGE ROAD,New Sale,Strata,86,"32,663",-,Apartment,1,Freehold,10,Core Central Region,16 to 20
PARC ROSEWOOD,"663,000",430.56,"1,540",Aug-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,575",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ONE-NORTH RESIDENCES,"1,180,000",602.78,"1,958",Aug-25,ONE-NORTH GATEWAY,Resale,Strata,56,"21,071",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,919,000",807.3,"2,377",Aug-25,PRINCE CHARLES CRESCENT,Resale,Strata,75,"25,587",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
EIGHT COURTYARDS,"1,582,000","1,151.75","1,374",Aug-25,CANBERRA DRIVE,Resale,Strata,107,"14,785",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
CASABLANCA,"1,059,000",947.23,"1,118",Aug-25,ROSEWOOD DRIVE,Resale,Strata,88,"12,034",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"3,368,000","1,743.77","1,931",Aug-25,ALEXANDRA VIEW,Resale,Strata,162,"20,790",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
ONE SHENTON,"1,165,888",570.49,"2,044",Aug-25,SHENTON WAY,Resale,Strata,53,"21,998",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
REGENCY PARK,"7,250,000","3,175.38","2,283",Aug-25,NATHAN ROAD,Resale,Strata,295,"24,576",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
CORALS AT KEPPEL BAY,"1,300,000",688.9,"1,887",Aug-25,KEPPEL BAY DRIVE,Resale,Strata,64,"20,313",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
NATURA@HILLVIEW,"1,058,000",635.08,"1,666",Aug-25,HILLVIEW TERRACE,Resale,Strata,59,"17,932",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
NATURALIS,"1,000,000",645.84,"1,548",Aug-25,LORONG M TELOK KURAU,Resale,Strata,60,"16,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
GUILIN VIEW,"1,628,000","1,280.92","1,271",Aug-25,BUKIT BATOK STREET 52,Resale,Strata,119,"13,681",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,16 to 20
SKIES MILTONIA,"1,130,000",968.76,"1,166",Aug-25,MILTONIA CLOSE,Resale,Strata,90,"12,556",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
ECO,"1,430,000",893.41,"1,601",Aug-25,BEDOK SOUTH AVENUE 3,Resale,Strata,83,"17,229",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
THE LINCOLN RESIDENCES,"4,380,000","1,980.58","2,211",Aug-25,SURREY ROAD,Resale,Strata,184,"23,804",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
JEWEL @ BUANGKOK,"1,300,000",839.59,"1,548",Aug-25,COMPASSVALE BOW,Resale,Strata,78,"16,667",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
19 NASSIM,"2,103,000",678.13,"3,101",Aug-25,NASSIM HILL,Resale,Strata,63,"33,381",-,Apartment,1,99 yrs lease commencing from 2019,10,Core Central Region,01 to 05
PALM GARDENS,"1,315,000","1,205.57","1,091",Aug-25,HONG SAN WALK,Resale,Strata,112,"11,741",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
ROYALGREEN,"1,860,000",667.37,"2,787",Aug-25,ANAMALAI AVENUE,Resale,Strata,62,"30,000",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HERITAGE VIEW,"1,948,000","1,162.51","1,676",Aug-25,DOVER RISE,Resale,Strata,108,"18,037",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
H2O RESIDENCES,"1,068,000",753.48,"1,417",Aug-25,FERNVALE LINK,Resale,Strata,70,"15,257",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,06 to 10
THE CALROSE,"2,510,000","1,237.86","2,028",Aug-25,YIO CHU KANG ROAD,Resale,Strata,115,"21,826",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
BIJOU,"1,130,000",570.49,"1,981",Aug-25,JALAN MAT JAMBOL,Resale,Strata,53,"21,321",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
CITY SQUARE RESIDENCES,"1,905,000","1,216.33","1,566",Aug-25,KITCHENER LINK,Resale,Strata,113,"16,858",-,Condominium,1,Freehold,08,Rest of Central Region,01 to 05
NORMANTON PARK,"2,760,000","1,313.21","2,102",Aug-25,NORMANTON PARK,Sub Sale,Strata,122,"22,623",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
PENROSE,"2,638,000","1,184.04","2,228",Aug-25,SIMS DRIVE,Sub Sale,Strata,110,"23,982",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20
EASTWOOD REGENCY,"680,000",387.5,"1,755",Aug-25,EASTWOOD ROAD,Resale,Strata,36,"18,889",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
TERRASSE,"1,355,000",850.36,"1,593",Aug-25,TERRASSE LANE,Resale,Strata,79,"17,152",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
KINGSFORD WATERBAY,"1,008,000",678.13,"1,486",Aug-25,UPPER SERANGOON VIEW,Resale,Strata,63,"16,000",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
THE CONTINUUM,"3,584,000","1,291.68","2,775",Aug-25,THIAM SIEW AVENUE,New Sale,Strata,120,"29,867",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE TEMBUSU,"3,000,008","1,367.03","2,195",Aug-25,TAMPINES ROAD,Resale,Strata,127,"23,622",-,Condominium,1,Freehold,19,Outside Central Region,16 to 20
RIVER GREEN,"1,967,000",602.78,"3,263",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"35,125",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"2,183,000",656.6,"3,325",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,61,"35,787",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,16 to 20
RIVER GREEN,"3,348,000",979.52,"3,418",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,91,"36,791",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,21 to 25
RIVER GREEN,"1,363,000",419.8,"3,247",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,39,"34,949",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,26 to 30
RIVER GREEN,"1,984,000",602.78,"3,291",Aug-25,RIVER VALLEY GREEN,New Sale,Strata,56,"35,429",-,Apartment,1,99 yrs lease commencing from 2024,09,Core Central Region,31 to 35
THE LINQ @ BEAUTY WORLD,"1,838,000",667.37,"2,754",Aug-25,UPPER BUKIT TIMAH ROAD,Sub Sale,Strata,62,"29,645",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
ARTHUR 118,"2,120,000",893.41,"2,373",Aug-25,ARTHUR ROAD,Resale,Strata,83,"25,542",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
HILLOCK GREEN,"1,904,000",785.77,"2,423",Aug-25,LENTOR CENTRAL,New Sale,Strata,73,"26,082",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
HILLOCK GREEN,"2,760,000","1,184.04","2,331",Aug-25,LENTOR CENTRAL,New Sale,Strata,110,"25,091",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
HILLOCK GREEN,"3,088,000","1,345.5","2,295",Aug-25,LENTOR CENTRAL,New Sale,Strata,125,"24,704",-,Apartment,1,99 years leasehold,26,Outside Central Region,21 to 25
AFFINITY AT SERANGOON,"1,440,000",731.95,"1,967",Aug-25,SERANGOON NORTH AVENUE 1,Resale,Strata,68,"21,176",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
KERRISDALE,"2,130,000","1,259.39","1,691",Aug-25,STURDEE ROAD,Resale,Strata,117,"18,205",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,21 to 25
VERSILIA ON HAIG,"2,000,000","1,022.58","1,956",Aug-25,IPOH LANE,Resale,Strata,95,"21,053",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
LENTOR HILLS RESIDENCES,"1,280,000",581.26,"2,202",Aug-25,LENTOR HILLS ROAD,New Sale,Strata,54,"23,704",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,16 to 20
LENTOR HILLS RESIDENCES,"1,280,000",581.26,"2,202",Aug-25,LENTOR HILLS ROAD,New Sale,Strata,54,"23,704",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,21 to 25
LENTORIA,"2,783,000","1,205.57","2,308",Aug-25,LENTOR HILLS ROAD,New Sale,Strata,112,"24,848",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,06 to 10
RIVERSOUND RESIDENCE,"1,050,000",753.48,"1,394",Aug-25,SENGKANG EAST AVENUE,Resale,Strata,70,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
CANBERRA CRESCENT RESIDENCES,"2,420,200","1,216.33","1,990",Aug-25,CANBERRA CRESCENT,New Sale,Strata,113,"21,418",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15
THE WISTERIA,"838,000",635.08,"1,320",Aug-25,YISHUN RING ROAD,Resale,Strata,59,"14,203",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
CLAVON,"1,535,000",764.24,"2,009",Aug-25,CLEMENTI AVENUE 1,Sub Sale,Strata,71,"21,620",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
THE CENTRIS,"2,085,000","1,237.86","1,684",Aug-25,JURONG WEST CENTRAL 3,Resale,Strata,115,"18,130",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,11 to 15
SEAHILL,"810,000",505.91,"1,601",Aug-25,WEST COAST CRESCENT,Resale,Strata,47,"17,234",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
SEAHILL,"1,460,000",861.12,"1,695",Aug-25,WEST COAST CRESCENT,Resale,Strata,80,"18,250",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
RIPPLE BAY,"1,530,000","1,065.64","1,436",Aug-25,PASIR RIS LINK,Resale,Strata,99,"15,455",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,11 to 15
KI RESIDENCES AT BROOKVALE,"2,146,000",979.52,"2,191",Aug-25,BROOKVALE DRIVE,Sub Sale,Strata,91,"23,582",-,Condominium,1,999 yrs lease commencing from 1885,21,Outside Central Region,01 to 05
COMMONWEALTH TOWERS,"2,730,000","1,076.4","2,536",Aug-25,COMMONWEALTH AVENUE,Resale,Strata,100,"27,300",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
BEDOK RESIDENCES,"945,500",581.26,"1,627",Aug-25,BEDOK NORTH DRIVE,Resale,Strata,54,"17,509",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,06 to 10
EASTPOINT GREEN,"1,250,000","1,130.22","1,106",Aug-25,SIMEI STREET 3,Resale,Strata,105,"11,905",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
FINLAND GARDENS,"2,830,000","1,722.24","1,643",Aug-25,EAST COAST TERRACE,Resale,Strata,160,"17,688",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
