Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
GRAND DUNMAN,"4,478,000","1,786.82","2,506",Sep-25,DUNMAN ROAD,New Sale,Strata,166,"26,976",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
UPPERHOUSE AT ORCHARD BOULEVARD,"1,495,000",473.62,"3,157",Sep-25,ORCHARD BOULEVARD,New Sale,Strata,44,"33,977",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,11 to 15
UPPERHOUSE AT ORCHARD BOULEVARD,"2,402,000",699.66,"3,433",Sep-25,ORCHARD BOULEVARD,New Sale,Strata,65,"36,954",-,Apartment,1,99 yrs lease commencing from 2024,10,Core Central Region,21 to 25
CANBERRA CRESCENT RESIDENCES,"1,336,200",667.37,"2,002",Sep-25,CANBERRA CRESCENT,New Sale,Strata,62,"21,552",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05
THE ROBERTSON OPUS,"2,378,000",688.9,"3,452",Sep-25,UNITY STREET,New Sale,Strata,64,"37,156",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
MEYER BLUE,"3,028,000",990.29,"3,058",Sep-25,MEYER ROAD,New Sale,Strata,92,"32,913",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
NAVA GROVE,"3,334,600","1,334.74","2,498",Sep-25,PINE GROVE,New Sale,Strata,124,"26,892",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"3,040,071","1,011.82","3,005",Sep-25,MARINA GARDENS LANE,New Sale,Strata,94,"32,341",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
CANBERRA CRESCENT RESIDENCES,"2,031,400",990.29,"2,051",Sep-25,CANBERRA CRESCENT,New Sale,Strata,92,"22,080",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10
BLOOMSBURY RESIDENCES,"1,805,000",688.9,"2,620",Sep-25,MEDIA CIRCLE,New Sale,Strata,64,"28,203",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,11 to 15
THE ROBERTSON OPUS,"3,429,000","1,044.11","3,284",Sep-25,UNITY STREET,New Sale,Strata,97,"35,351",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
BAGNALL HAUS,"3,678,000","1,528.49","2,406",Sep-25,UPPER EAST COAST ROAD,New Sale,Strata,142,"25,901",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
BAGNALL HAUS,"1,987,000",764.24,"2,600",Sep-25,UPPER EAST COAST ROAD,New Sale,Strata,71,"27,986",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"2,670,100","1,334.74","2,000",Sep-25,YUAN CHING ROAD,New Sale,Strata,124,"21,533",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"1,590,000",678.13,"2,345",Sep-25,YUAN CHING ROAD,New Sale,Strata,63,"25,238",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,16 to 20
THE HORIZON,"3,420,000","1,560.78","2,191",Sep-25,HOLT ROAD,Resale,Strata,145,"23,586",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
TREASURE AT TAMPINES,"1,125,000",613.55,"1,834",Sep-25,TAMPINES LANE,Resale,Strata,57,"19,737",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
THE CLEARWATER,"1,865,000","1,377.79","1,354",Sep-25,BEDOK RESERVOIR VIEW,Resale,Strata,128,"14,570",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
HILLION RESIDENCES,"808,000",462.85,"1,746",Sep-25,JELEBU ROAD,Resale,Strata,43,"18,791",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,16 to 20
WHISTLER GRAND,"910,000",505.91,"1,799",Sep-25,WEST COAST VALE,Resale,Strata,47,"19,362",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,11 to 15
CLEMENTI PARK,"2,880,000","1,754.53","1,641",Sep-25,SUNSET WAY,Resale,Strata,163,"17,669",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
PINE GROVE,"1,758,000","1,754.53","1,002",Sep-25,PINE GROVE,Resale,Strata,163,"10,785",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,01 to 05
J'DEN,"3,371,000","1,485.43","2,269",Sep-25,JURONG EAST CENTRAL 1,New Sale,Strata,138,"24,428",-,Apartment,1,99 years leasehold,22,Outside Central Region,01 to 05
SELETAR PARK RESIDENCE,"2,125,000","1,377.79","1,542",Sep-25,SELETAR ROAD,Resale,Strata,128,"16,602",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"3,048,000","1,119.46","2,723",Sep-25,BIDADARI PARK DRIVE,Sub Sale,Strata,104,"29,308",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE HILLSHORE,"1,945,000",807.3,"2,409",Sep-25,PASIR PANJANG ROAD,New Sale,Strata,75,"25,933",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
MY MANHATTAN,"1,450,000","1,076.4","1,347",Sep-25,SIMEI STREET 3,Resale,Strata,100,"14,500",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE LAURELS,"3,650,000","1,302.44","2,802",Sep-25,CAIRNHILL ROAD,Resale,Strata,121,"30,165",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
MANDARIN GARDENS,"1,028,000",731.95,"1,404",Sep-25,SIGLAP ROAD,Resale,Strata,68,"15,118",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15
CANBERRA CRESCENT RESIDENCES,"1,622,200",796.54,"2,037",Sep-25,CANBERRA CRESCENT,New Sale,Strata,74,"21,922",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10
KOPAR AT NEWTON,"2,810,000","1,054.87","2,664",Sep-25,MAKEWAY AVENUE,Resale,Strata,98,"28,673",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,06 to 10
RIVER PLACE,"1,388,000",796.54,"1,743",Sep-25,HAVELOCK ROAD,Resale,Strata,74,"18,757",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
VERDURE,"3,200,000","1,420.85","2,252",Sep-25,HOLLAND ROAD,Resale,Strata,132,"24,242",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
BLOOMSBURY RESIDENCES,"2,151,000",904.18,"2,379",Sep-25,MEDIA CIRCLE,New Sale,Strata,84,"25,607",-,Apartment,1,99 yrs lease commencing from 2024,05,Rest of Central Region,01 to 05
THE ROBERTSON OPUS,"3,509,000","1,044.11","3,361",Sep-25,UNITY STREET,New Sale,Strata,97,"36,175",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
GRAND DUNMAN,"4,004,000","1,679.18","2,384",Sep-25,DUNMAN ROAD,New Sale,Strata,156,"25,667",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
THE SEAWIND,"1,150,000",635.08,"1,811",Sep-25,LORONG M TELOK KURAU,Resale,Strata,59,"19,492",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"1,020,000",958,"1,065",Sep-25,YISHUN STREET 81,Resale,Strata,89,"11,461",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
PARC ESTA,"2,300,000",925.7,"2,485",Sep-25,SIMS AVENUE,Resale,Strata,86,"26,744",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
QUEENS PEAK,"1,880,000",807.3,"2,329",Sep-25,DUNDEE ROAD,Resale,Strata,75,"25,067",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
STURDEE RESIDENCES,"1,390,000",656.6,"2,117",Sep-25,BEATTY ROAD,Resale,Strata,61,"22,787",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,01 to 05
DAINTREE RESIDENCE,"2,218,000","1,108.69","2,001",Sep-25,TOH TUCK ROAD,Resale,Strata,103,"21,534",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,520,000",548.96,"2,769",Sep-25,DUNMAN ROAD,New Sale,Strata,51,"29,804",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
LIV ON SOPHIA,"1,280,000",538.2,"2,378",Sep-25,ADIS ROAD,Resale,Strata,50,"25,600",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE ROBERTSON OPUS,"1,398,000",430.56,"3,247",Sep-25,UNITY STREET,New Sale,Strata,40,"34,950",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,06 to 10
GRAND DUNMAN,"4,302,000","1,689.95","2,546",Sep-25,DUNMAN ROAD,New Sale,Strata,157,"27,401",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,733,000","1,420.85","2,627",Sep-25,DUNMAN ROAD,New Sale,Strata,132,"28,280",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"4,420,000","1,926.76","2,294",Sep-25,DUNMAN ROAD,New Sale,Strata,179,"24,693",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"4,426,000","1,926.76","2,297",Sep-25,DUNMAN ROAD,New Sale,Strata,179,"24,726",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
THE TRIZON,"4,400,000","2,012.87","2,186",Sep-25,RIDGEWOOD CLOSE,Resale,Strata,187,"23,529",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,602,800",667.37,"2,402",Sep-25,BIDADARI PARK DRIVE,Sub Sale,Strata,62,"25,852",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,828,888",678.13,"2,697",Sep-25,STIRLING ROAD,Resale,Strata,63,"29,030",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
D'ECOSIA,"1,030,000",538.2,"1,914",Sep-25,STILL ROAD SOUTH,Resale,Strata,50,"20,600",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"2,088,000","1,097.93","1,902",Sep-25,YISHUN CENTRAL 1,Resale,Strata,102,"20,471",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
MONT BOTANIK RESIDENCE,"1,380,000",775.01,"1,781",Sep-25,JALAN REMAJA,Resale,Strata,72,"19,167",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
JADESCAPE,"1,760,000",764.24,"2,303",Sep-25,SHUNFU ROAD,Resale,Strata,71,"24,789",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
RIVERFRONT RESIDENCES,"1,050,000",613.55,"1,711",Sep-25,HOUGANG AVENUE 7,Resale,Strata,57,"18,421",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
NAVA GROVE,"4,051,700","1,550.02","2,614",Sep-25,PINE GROVE,New Sale,Strata,144,"28,137",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,16 to 20
VACANZA @ EAST,"1,060,000",731.95,"1,448",Sep-25,LENGKONG TUJOH,Resale,Strata,68,"15,588",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
V ON SHENTON,"2,020,000","1,097.93","1,840",Sep-25,SHENTON WAY,Resale,Strata,102,"19,804",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,16 to 20
GRAND DUNMAN,"2,861,000","1,227.1","2,332",Sep-25,DUNMAN ROAD,New Sale,Strata,114,"25,096",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
LENTOR MANSION,"3,219,000","1,506.96","2,136",Sep-25,LENTOR GARDENS,New Sale,Strata,140,"22,993",-,Apartment,1,99 yrs lease commencing from 2023,26,Outside Central Region,01 to 05
WATERSCAPE AT CAVENAGH,"1,140,000",581.26,"1,961",Sep-25,CAVENAGH ROAD,Resale,Strata,54,"21,111",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE ROBERTSON OPUS,"2,545,000",742.72,"3,427",Sep-25,UNITY STREET,New Sale,Strata,69,"36,884",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"2,414,600","1,108.69","2,178",Sep-25,YUAN CHING ROAD,New Sale,Strata,103,"23,443",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,11 to 15
TEMBUSU GRAND,"4,052,000","1,711.48","2,368",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,484",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"4,064,000","1,711.48","2,375",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,560",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,630,000",936.47,"1,741",Sep-25,WHAMPOA EAST,Resale,Strata,87,"18,736",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,06 to 10
REGENTVILLE,"1,430,000","1,151.75","1,242",Sep-25,HOUGANG STREET 92,Resale,Strata,107,"13,364",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
SOHO 188,"1,350,000",688.9,"1,960",Sep-25,RACE COURSE ROAD,Resale,Strata,64,"21,094",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
RIS GRANDEUR,"1,441,880","1,065.64","1,353",Sep-25,ELIAS ROAD,Resale,Strata,99,"14,564",-,Condominium,1,Freehold,18,Outside Central Region,06 to 10
AFFINITY AT SERANGOON,"1,425,000",731.95,"1,947",Sep-25,SERANGOON NORTH AVENUE 1,Resale,Strata,68,"20,956",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
DENG FU VILLE,"1,830,000","1,119.46","1,635",Sep-25,KAMPONG EUNOS,Resale,Strata,104,"17,596",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
BARTLEY RIDGE,"880,000",495.14,"1,777",Sep-25,MOUNT VERNON ROAD,Resale,Strata,46,"19,130",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
CITY GATE,"1,570,000",710.42,"2,210",Sep-25,BEACH ROAD,Resale,Strata,66,"23,788",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
RIVERSOUND RESIDENCE,"720,000",473.62,"1,520",Sep-25,SENGKANG EAST AVENUE,Resale,Strata,44,"16,364",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
ELTA,"3,088,000","1,184.04","2,608",Sep-25,CLEMENTI AVENUE 1,New Sale,Strata,110,"28,073",-,Apartment,1,99 yrs lease commencing from 2024,05,Outside Central Region,16 to 20
GRAND DUNMAN,"4,527,000","1,786.82","2,534",Sep-25,DUNMAN ROAD,New Sale,Strata,166,"27,271",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15
EUHABITAT,"735,000",527.44,"1,394",Sep-25,JALAN EUNOS,Resale,Strata,49,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
EUHABITAT,"748,000",527.44,"1,418",Sep-25,JALAN EUNOS,Resale,Strata,49,"15,265",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
STIRLING RESIDENCES,"1,025,000",441.32,"2,323",Sep-25,STIRLING ROAD,Resale,Strata,41,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
SKIES MILTONIA,"943,000",742.72,"1,270",Sep-25,MILTONIA CLOSE,Resale,Strata,69,"13,667",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
ONE MARINA GARDENS,"1,799,999",645.84,"2,787",Sep-25,MARINA GARDENS LANE,New Sale,Strata,60,"30,000",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,01 to 05
OUE TWIN PEAKS,"1,250,000",570.49,"2,191",Sep-25,LEONIE HILL ROAD,Resale,Strata,53,"23,585",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,21 to 25
THE ROCHESTER RESIDENCES,"2,200,000","1,302.44","1,689",Sep-25,ROCHESTER DRIVE,Resale,Strata,121,"18,182",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,26 to 30
NAVA GROVE,"3,309,100","1,334.74","2,479",Sep-25,PINE GROVE,New Sale,Strata,124,"26,686",-,Condominium,1,99 yrs lease commencing from 2024,21,Rest of Central Region,11 to 15
ONE MARINA GARDENS,"1,899,982",656.6,"2,894",Sep-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,147",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,06 to 10
CENTRAL MEADOWS,"1,240,000","1,001.05","1,239",Sep-25,LORONG 34 GEYLANG,Resale,Strata,93,"13,333",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CANBERRA CRESCENT RESIDENCES,"1,522,900",796.54,"1,912",Sep-25,CANBERRA CRESCENT,New Sale,Strata,74,"20,580",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05
CANBERRA CRESCENT RESIDENCES,"1,367,000",667.37,"2,048",Sep-25,CANBERRA CRESCENT,New Sale,Strata,62,"22,048",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15
ELIAS GREEN,"1,480,000","1,528.49",968,Sep-25,ELIAS GREEN,Resale,Strata,142,"10,423",-,Condominium,1,99 yrs lease commencing from 1991,18,Outside Central Region,11 to 15
PARC ESTA,"2,250,000",925.7,"2,431",Sep-25,SIMS AVENUE,Resale,Strata,86,"26,163",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
TEMBUSU GRAND,"4,076,000","1,711.48","2,382",Sep-25,JALAN TEMBUSU,New Sale,Strata,159,"25,635",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
SANT RITZ,"950,000",527.44,"1,801",Sep-25,PHENG GECK AVENUE,Resale,Strata,49,"19,388",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
QUEENS PEAK,"948,000",430.56,"2,202",Sep-25,DUNDEE ROAD,Resale,Strata,40,"23,700",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
FAR HORIZON GARDENS,"2,243,888","1,948.28","1,152",Sep-25,ANG MO KIO AVENUE 9,Resale,Strata,181,"12,397",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,06 to 10
LE WOOD,"1,618,000","1,270.15","1,274",Sep-25,HINDHEDE DRIVE,Resale,Strata,118,"13,712",-,Condominium,1,99 yrs lease commencing from 1999,21,Outside Central Region,01 to 05
THE ORIENT,"1,310,000",721.19,"1,816",Sep-25,PASIR PANJANG ROAD,Resale,Strata,67,"19,552",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
ST THOMAS SUITES,"5,900,000","2,604.89","2,265",Sep-25,ST. THOMAS WALK,Resale,Strata,242,"24,380",-,Condominium,1,Freehold,09,Core Central Region,21 to 25
THE SANTORINI,"1,120,000",764.24,"1,466",Sep-25,TAMPINES STREET 86,Resale,Strata,71,"15,775",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,11 to 15
NEPTUNE COURT,"1,843,888","1,636.13","1,127",Sep-25,MARINE VISTA,Resale,Strata,152,"12,131",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,16 to 20
NORMANTON PARK,"1,780,000",828.83,"2,148",Sep-25,NORMANTON PARK,Sub Sale,Strata,77,"23,117",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
BAYSHORE PARK,"1,618,000","1,173.28","1,379",Sep-25,BAYSHORE ROAD,Resale,Strata,109,"14,844",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,21 to 25
PARK PLACE RESIDENCES AT PLQ,"1,080,000",484.38,"2,230",Sep-25,PAYA LEBAR ROAD,Resale,Strata,45,"24,000",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,11 to 15
PARC CLEMATIS,"925,000",505.91,"1,828",Sep-25,JALAN LEMPENG,Resale,Strata,47,"19,681",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
PARC ESTA,"1,100,000",527.44,"2,086",Sep-25,SIMS AVENUE,Resale,Strata,49,"22,449",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
LEEDON RESIDENCE,"7,500,000","2,669.47","2,810",Sep-25,LEEDON HEIGHTS,Resale,Strata,248,"30,242",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
EMERALD PARK,"2,000,000","1,560.78","1,281",Sep-25,INDUS ROAD,Resale,Strata,145,"13,793",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
THE ARRIS,"2,100,000",947.23,"2,217",Sep-25,YAN KIT ROAD,Resale,Strata,88,"23,864",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
THE SPRINGS,"2,190,000",990.29,"2,211",Sep-25,MOULMEIN RISE,Resale,Strata,92,"23,804",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
MERA EAST,"1,920,000","1,205.57","1,593",Sep-25,CHANGI ROAD,Resale,Strata,112,"17,143",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
THE TRE VER,"890,000",495.14,"1,797",Sep-25,POTONG PASIR AVENUE 1,Resale,Strata,46,"19,348",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
PARK INFINIA AT WEE NAM,"1,210,000",559.73,"2,162",Sep-25,LINCOLN ROAD,Resale,Strata,52,"23,269",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
STARS OF KOVAN,"1,450,000",742.72,"1,952",Sep-25,UPPER SERANGOON ROAD,Resale,Strata,69,"21,014",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,11 to 15
WHISTLER GRAND,"1,182,888",613.55,"1,928",Sep-25,WEST COAST VALE,Resale,Strata,57,"20,752",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
TREASURE AT TAMPINES,"1,955,000","1,033.34","1,892",Sep-25,TAMPINES LANE,Resale,Strata,96,"20,365",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
URBAN EDGE @ HOLLAND V,"1,850,000",968.76,"1,910",Sep-25,FORD AVENUE,Resale,Strata,90,"20,556",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
IRESIDENCES,"2,650,000","1,345.5","1,970",Sep-25,IRRAWADDY ROAD,Resale,Strata,125,"21,200",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,485,000",656.6,"2,262",Sep-25,STIRLING ROAD,Resale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
L'VIV,"1,475,000",656.6,"2,246",Sep-25,NEWTON ROAD,Resale,Strata,61,"24,180",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
CHUAN PARK,"2,467,300",936.47,"2,635",Sep-25,LORONG CHUAN,New Sale,Strata,87,"28,360",-,Condominium,1,99 yrs lease commencing from 2024,19,Outside Central Region,01 to 05
SCENECA RESIDENCE,"2,170,860","1,044.11","2,079",Sep-25,TANAH MERAH KECHIL LINK,New Sale,Strata,97,"22,380",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,06 to 10
SCENECA RESIDENCE,"3,028,000","1,517.72","1,995",Sep-25,TANAH MERAH KECHIL LINK,New Sale,Strata,141,"21,475",-,Apartment,1,99 yrs lease commencing from 2021,16,Outside Central Region,11 to 15
UNION SQUARE RESIDENCES,"2,331,000",721.19,"3,232",Sep-25,HAVELOCK ROAD,New Sale,Strata,67,"34,791",-,Apartment,1,99 yrs lease commencing from 2024,01,Rest of Central Region,26 to 30
THE GARDEN RESIDENCES,"1,128,000",613.55,"1,838",Sep-25,SERANGOON NORTH VIEW,Resale,Strata,57,"19,789",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
RIVIERA 38,"1,160,000",742.72,"1,562",Sep-25,MAR THOMA ROAD,Resale,Strata,69,"16,812",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
STRATFORD COURT,"1,980,000","1,872.94","1,057",Sep-25,BEDOK RIA CRESCENT,Resale,Strata,174,"11,379",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
CANBERRA CRESCENT RESIDENCES,"1,731,400",882.65,"1,962",Sep-25,CANBERRA CRESCENT,New Sale,Strata,82,"21,115",-,Apartment,1,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10
THE LINE @ TANJONG RHU,"2,738,000","1,065.64","2,569",Sep-25,TANJONG RHU ROAD,Resale,Strata,99,"27,657",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
THE LINE @ TANJONG RHU,"1,400,000",581.26,"2,409",Sep-25,TANJONG RHU ROAD,Resale,Strata,54,"25,926",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
CLOVER BY THE PARK,"2,750,000","1,291.68","2,129",Sep-25,BISHAN STREET 25,Resale,Strata,120,"22,917",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,31 to 35
PARKTOWN RESIDENCE,"2,955,000","1,334.74","2,214",Sep-25,TAMPINES STREET 62,New Sale,Strata,124,"23,831",-,Apartment,1,99 yrs lease commencing from 2023,18,Outside Central Region,06 to 10
RIPPLE BAY,"1,050,000",775.01,"1,355",Sep-25,PASIR RIS LINK,Resale,Strata,72,"14,583",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
THE LAKEGARDEN RESIDENCES,"2,330,000","1,108.69","2,102",Sep-25,YUAN CHING ROAD,New Sale,Strata,103,"22,621",-,Apartment,1,99 yrs lease commencing from 2023,22,Outside Central Region,06 to 10
SOMMERVILLE PARK,"4,628,000","2,508.01","1,845",Sep-25,FARRER DRIVE,Resale,Strata,233,"19,863",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARC ESTA,"2,045,000",839.59,"2,436",Sep-25,SIMS AVENUE,Resale,Strata,78,"26,218",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,11 to 15
D'LEEDON,"3,420,000","1,614.6","2,118",Sep-25,LEEDON HEIGHTS,Resale,Strata,150,"22,800",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
HIGH PARK RESIDENCES,"625,000",387.5,"1,613",Sep-25,FERNVALE ROAD,Resale,Strata,36,"17,361",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
FULCRUM,"1,139,999",473.62,"2,407",Sep-25,FORT ROAD,Resale,Strata,44,"25,909",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
