Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
DAISY SUITES,"1,080,000",861.12,"1,254",Nov-20,DAISY ROAD,Resale,Strata,80,"13,500",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"800,000",667.37,"1,199",Nov-20,FERNVALE ROAD,Resale,Strata,62,"12,903",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
SEASONS PARK,"1,050,000","1,345.5",780,Nov-20,YIO CHU KANG ROAD,Resale,Strata,125,"8,400",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,01 to 05
THE MEZZO,"1,180,000",839.59,"1,405",Nov-20,BALESTIER ROAD,Resale,Strata,78,"15,128",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
HIGH PARK RESIDENCES,"1,000,000",893.41,"1,119",Nov-20,FERNVALE ROAD,Resale,Strata,83,"12,048",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
CLEMENTIWOODS CONDOMINIUM,"1,460,000","1,388.56","1,051",Nov-20,WEST COAST ROAD,Resale,Strata,129,"11,318",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
WHISTLER GRAND,"816,000",505.91,"1,613",Nov-20,WEST COAST VALE,New Sale,Strata,47,"17,362",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
JUI RESIDENCES,"1,381,600",710.42,"1,945",Nov-20,SERANGOON ROAD,New Sale,Strata,66,"20,933",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
THE JOVELL,"819,000",635.08,"1,290",Nov-20,FLORA DRIVE,New Sale,Strata,59,"13,881",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
AMBER PARK,"1,718,010",678.13,"2,533",Nov-20,AMBER GARDENS,New Sale,Strata,63,"27,270",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
UPTOWN @ FARRER,"1,738,000","1,033.34","1,682",Nov-20,PERUMAL ROAD,New Sale,Strata,96,"18,104",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,06 to 10
AFFINITY AT SERANGOON,"739,000",473.62,"1,560",Nov-20,SERANGOON NORTH AVENUE 1,New Sale,Strata,44,"16,795",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
TREASURE AT TAMPINES,"1,000,000",678.13,"1,475",Nov-20,TAMPINES LANE,New Sale,Strata,63,"15,873",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
LEEDON GREEN,"1,530,000",538.2,"2,843",Nov-20,LEEDON HEIGHTS,New Sale,Strata,50,"30,600",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,756,000",947.23,"1,854",Nov-20,TOH TUCK ROAD,New Sale,Strata,88,"19,955",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,870,000",979.52,"1,909",Nov-20,TOH TUCK ROAD,New Sale,Strata,91,"20,549",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
FORETT@BUKIT TIMAH,"2,072,000","1,194.8","1,734",Nov-20,TOH TUCK ROAD,New Sale,Strata,111,"18,667",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,441,000",731.95,"1,969",Nov-20,TOH TUCK ROAD,New Sale,Strata,68,"21,191",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
PARK COLONIAL,"2,148,300","1,184.04","1,814",Nov-20,WOODLEIGH LANE,New Sale,Strata,110,"19,530",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"1,400,000",742.72,"1,885",Nov-20,SOUTH BUONA VISTA ROAD,New Sale,Strata,69,"20,290",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
JADESCAPE,"1,379,000",764.24,"1,804",Nov-20,SHUNFU ROAD,New Sale,Strata,71,"19,423",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,21 to 25
SENGKANG GRAND RESIDENCES,"902,400",473.62,"1,905",Nov-20,COMPASSVALE BOW,New Sale,Strata,44,"20,509",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TREASURE AT TAMPINES,"1,250,000",914.94,"1,366",Nov-20,TAMPINES LANE,New Sale,Strata,85,"14,706",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
THE GARDEN RESIDENCES,"881,500",516.67,"1,706",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,48,"18,365",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
FOURTH AVENUE RESIDENCES,"1,628,000",688.9,"2,363",Nov-20,FOURTH AVENUE,New Sale,Strata,64,"25,438",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,06 to 10
JADESCAPE,"2,863,080","1,646.89","1,738",Nov-20,SHUNFU ROAD,New Sale,Strata,153,"18,713",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
JUI RESIDENCES,"1,697,800",947.23,"1,792",Nov-20,SERANGOON ROAD,New Sale,Strata,88,"19,293",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
DAINTREE RESIDENCE,"1,858,670","1,054.87","1,762",Nov-20,TOH TUCK ROAD,New Sale,Strata,98,"18,966",-,Condominium,1,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05
THE JOVELL,"815,700",635.08,"1,284",Nov-20,FLORA DRIVE,New Sale,Strata,59,"13,825",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
THE ANTARES,"943,860",602.78,"1,566",Nov-20,MATTAR ROAD,New Sale,Strata,56,"16,855",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
THE JOVELL,"1,109,000",904.18,"1,227",Nov-20,FLORA DRIVE,New Sale,Strata,84,"13,202",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
UPTOWN @ FARRER,"1,150,000",538.2,"2,137",Nov-20,PERUMAL ROAD,New Sale,Strata,50,"23,000",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,21 to 25
VIEW AT KISMIS,"1,207,000",699.66,"1,725",Nov-20,LORONG KISMIS,New Sale,Strata,65,"18,569",-,Apartment,1,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,537,000",721.19,"2,131",Nov-20,BIDADARI PARK DRIVE,New Sale,Strata,67,"22,940",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
TREASURE AT TAMPINES,"2,030,000","1,711.48","1,186",Nov-20,TAMPINES LANE,New Sale,Strata,159,"12,767",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05
THE GARDEN RESIDENCES,"1,299,300",807.3,"1,609",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,75,"17,324",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
PENROSE,"1,591,000",968.76,"1,642",Nov-20,SIMS DRIVE,New Sale,Strata,90,"17,678",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,06 to 10
TREASURE AT TAMPINES,"1,427,000","1,087.16","1,313",Nov-20,TAMPINES LANE,New Sale,Strata,101,"14,129",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE GARDEN RESIDENCES,"1,738,900","1,162.51","1,496",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,108,"16,101",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,005,000",635.08,"1,582",Nov-20,HOUGANG AVENUE 2,New Sale,Strata,59,"17,034",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
PARC ESTA,"1,792,000","1,108.69","1,616",Nov-20,SIMS AVENUE,New Sale,Strata,103,"17,398",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
SIMS EDGE,"739,999",473.62,"1,562",Nov-20,GEYLANG EAST AVENUE 2,Resale,Strata,44,"16,818",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
RIVIERE,"2,069,430",818.06,"2,530",Nov-20,JIAK KIM STREET,New Sale,Strata,76,"27,229",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,11 to 15
MARYMOUNT VIEW,"1,680,000","1,259.39","1,334",Nov-20,PEMIMPIN DRIVE,Resale,Strata,117,"14,359",-,Condominium,1,Freehold,20,Rest of Central Region,11 to 15
THE PANORAMA,"1,880,000","1,334.74","1,409",Nov-20,ANG MO KIO AVENUE 2,Resale,Strata,124,"15,161",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
THE ANTARES,"834,000",452.09,"1,845",Nov-20,MATTAR ROAD,New Sale,Strata,42,"19,857",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
KOVAN MELODY,"1,438,000","1,291.68","1,113",Nov-20,KOVAN ROAD,Resale,Strata,120,"11,983",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,06 to 10
THE INTERLACE,"2,550,000","2,142.04","1,190",Nov-20,DEPOT ROAD,Resale,Strata,199,"12,814",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,11 to 15
THE GLADES,"945,000",624.31,"1,514",Nov-20,BEDOK RISE,Resale,Strata,58,"16,293",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
LEEDON GREEN,"1,920,000",699.66,"2,744",Nov-20,LEEDON HEIGHTS,New Sale,Strata,65,"29,538",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
RV ALTITUDE,"1,376,000",441.32,"3,118",Nov-20,RIVER VALLEY ROAD,New Sale,Strata,41,"33,561",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
FORETT@BUKIT TIMAH,"1,424,000",721.19,"1,975",Nov-20,TOH TUCK ROAD,New Sale,Strata,67,"21,254",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
TREASURE AT TAMPINES,"896,000",581.26,"1,541",Nov-20,TAMPINES LANE,New Sale,Strata,54,"16,593",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15
AMBER 45,"2,510,000","1,130.22","2,221",Nov-20,AMBER ROAD,New Sale,Strata,105,"23,905",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
AMBER 45,"2,530,000","1,130.22","2,239",Nov-20,AMBER ROAD,New Sale,Strata,105,"24,095",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
CARIBBEAN AT KEPPEL BAY,"2,000,000","1,334.74","1,498",Nov-20,KEPPEL BAY DRIVE,Resale,Strata,124,"16,129",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
THE GARDEN RESIDENCES,"1,852,300","1,194.8","1,550",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,111,"16,687",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
TREASURE AT TAMPINES,"770,000",462.85,"1,664",Nov-20,TAMPINES LANE,New Sale,Strata,43,"17,907",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10
THE TREVOSE,"2,680,800","1,991.34","1,346",Nov-20,TREVOSE CRESCENT,Resale,Strata,185,"14,491",-,Condominium,1,99 yrs lease commencing from 1996,11,Core Central Region,01 to 05
KINGS APARTMENTS,"1,270,000","1,151.75","1,103",Nov-20,LORONG K TELOK KURAU,Resale,Strata,107,"11,869",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
VERDALE,"861,900",462.85,"1,862",Nov-20,DE SOUZA AVENUE,New Sale,Strata,43,"20,044",-,Apartment,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
MAYFAIR MODERN,"1,548,000",850.36,"1,820",Nov-20,RIFLE RANGE ROAD,New Sale,Strata,79,"19,595",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,06 to 10
NORTHVALE,"910,000","1,291.68",705,Nov-20,CHOA CHU KANG LOOP,Resale,Strata,120,"7,583",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
COTE D'AZUR,"2,290,000","1,679.18","1,364",Nov-20,MARINE PARADE ROAD,Resale,Strata,156,"14,679",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
ONE-NORTH RESIDENCES,"2,000,000","1,420.85","1,408",Nov-20,ONE-NORTH GATEWAY,Resale,Strata,132,"15,152",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
THE GARDEN RESIDENCES,"1,831,200","1,119.46","1,636",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,104,"17,608",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,06 to 10
ONE-NORTH RESIDENCES,"1,580,000","1,108.69","1,425",Nov-20,ONE-NORTH GATEWAY,Resale,Strata,103,"15,340",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,11 to 15
THE WATER EDGE,"654,000",430.56,"1,519",Nov-20,LORONG 38 GEYLANG,Resale,Strata,40,"16,350",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SENGKANG GRAND RESIDENCES,"896,800",473.62,"1,894",Nov-20,COMPASSVALE BOW,New Sale,Strata,44,"20,382",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15
TWIN VEW,"1,971,000","1,377.79","1,431",Nov-20,WEST COAST VALE,New Sale,Strata,128,"15,398",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
STRATUM,"545,000",452.09,"1,206",Nov-20,ELIAS ROAD,Resale,Strata,42,"12,976",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
ESPIRA SUITES,"660,000",473.62,"1,394",Nov-20,LORONG H TELOK KURAU,Resale,Strata,44,"15,000",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TERRENE AT BUKIT TIMAH,"1,930,000","1,270.15","1,520",Nov-20,JALAN JURONG KECHIL,Resale,Strata,118,"16,356",-,Condominium,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
GRANDEUR 8,"1,120,000","1,108.69","1,010",Nov-20,ANG MO KIO CENTRAL 3,Resale,Strata,103,"10,874",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
STRAITS RESIDENCES,"538,000",344.45,"1,562",Nov-20,JOO CHIAT PLACE,Resale,Strata,32,"16,813",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
DOMAIN 21,"2,875,000","1,862.17","1,544",Nov-20,DELTA ROAD,Resale,Strata,173,"16,618",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,21 to 25
CENTURY MANSIONS,"978,888","1,011.82",967,Nov-20,JALAN REMAJA,Resale,Strata,94,"10,414",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE WISTERIA,"565,000",441.32,"1,280",Nov-20,YISHUN RING ROAD,Sub Sale,Strata,41,"13,780",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10
BAYSHORE PARK,"635,000",624.31,"1,017",Nov-20,BAYSHORE ROAD,Resale,Strata,58,"10,948",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
CAIRNHILL ASTORIA,"2,700,000","1,700.71","1,588",Nov-20,CAIRNHILL RISE,Resale,Strata,158,"17,089",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
8@WOODLEIGH,"1,450,000","1,076.4","1,347",Nov-20,WOODLEIGH CLOSE,Resale,Strata,100,"14,500",-,Condominium,1,99 yrs lease commencing from 2008,13,Rest of Central Region,01 to 05
THE ESTUARY,"1,480,000","1,528.49",968,Nov-20,YISHUN AVENUE 1,Resale,Strata,142,"10,423",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
THE FORESTA @ MOUNT FABER,"1,160,000",667.37,"1,738",Nov-20,WISHART ROAD,Resale,Strata,62,"18,710",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
LA FIESTA,"995,000",893.41,"1,114",Nov-20,SENGKANG SQUARE,Resale,Strata,83,"11,988",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
SUITES AT BUKIT TIMAH,"638,000",430.56,"1,482",Nov-20,JALAN JURONG KECHIL,Resale,Strata,40,"15,950",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
MIDTOWN RESIDENCES,"668,000",452.09,"1,478",Nov-20,UPPER SERANGOON ROAD,Resale,Strata,42,"15,905",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,01 to 05
CENTRA HEIGHTS,"500,000",409.03,"1,222",Nov-20,SIMS AVENUE,Resale,Strata,38,"13,158",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
HILLSTA,"1,200,000","1,205.57",995,Nov-20,PHOENIX ROAD,Resale,Strata,112,"10,714",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
SCOTTS SQUARE,"2,133,300",624.31,"3,417",Nov-20,SCOTTS ROAD,Resale,Strata,58,"36,781",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
SCOTTS SQUARE,"2,143,800",624.31,"3,434",Nov-20,SCOTTS ROAD,Resale,Strata,58,"36,962",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
SCOTTS SQUARE,"2,223,000",624.31,"3,561",Nov-20,SCOTTS ROAD,Resale,Strata,58,"38,328",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
SHEARES VILLE,"2,470,000","1,474.67","1,675",Nov-20,HOLT ROAD,Resale,Strata,137,"18,029",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE LUXURIE,"1,150,000",968.76,"1,187",Nov-20,COMPASSVALE ROAD,Resale,Strata,90,"12,778",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
GRAND REGENCY,"1,340,000","1,119.46","1,197",Nov-20,JALAN RAJAWALI,Resale,Strata,104,"12,885",-,Apartment,1,Freehold,21,Rest of Central Region,06 to 10
CENTURY MANSIONS,"985,000","1,001.05",984,Nov-20,JALAN REMAJA,Resale,Strata,93,"10,591",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
SUNHAVEN,"1,055,000","1,065.64",990,Nov-20,UPPER CHANGI ROAD EAST,Resale,Strata,99,"10,657",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
THE MINTON,"695,000",548.96,"1,266",Nov-20,HOUGANG STREET 11,Resale,Strata,51,"13,627",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
HILLVIEW GREEN,"1,144,500","1,001.05","1,143",Nov-20,HUME AVENUE,Resale,Strata,93,"12,306",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,06 to 10
WATERVIEW,"1,180,000","1,130.22","1,044",Nov-20,TAMPINES AVENUE 1,Resale,Strata,105,"11,238",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
LANDBAY CONDOMINIUM,"1,399,800",968.76,"1,445",Nov-20,JALAN HAJIJAH,Resale,Strata,90,"15,553",-,Condominium,1,Freehold,16,Outside Central Region,06 to 10
BOTANNIA,"1,140,000",904.18,"1,261",Nov-20,WEST COAST PARK,Resale,Strata,84,"13,571",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
TANJONG RIA CONDOMINIUM,"760,000",613.55,"1,239",Nov-20,TANJONG RHU ROAD,Resale,Strata,57,"13,333",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
PAPILLON,"1,600,000","1,786.82",895,Nov-20,JALAN RAMA RAMA,Resale,Strata,166,"9,639",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
Q BAY RESIDENCES,"835,000",796.54,"1,048",Nov-20,TAMPINES STREET 86,Resale,Strata,74,"11,284",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
CRADELS,"788,000",581.26,"1,356",Nov-20,LORONG LIMAU,Resale,Strata,54,"14,593",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
BRADDELL VIEW,"1,200,000","1,614.6",743,Nov-20,BRADDELL HILL,Resale,Strata,150,"8,000",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05
WATERFRONT GOLD,"1,050,000",871.88,"1,204",Nov-20,BEDOK RESERVOIR ROAD,Resale,Strata,81,"12,963",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
SOPHIA RESIDENCE,"1,320,000",796.54,"1,657",Nov-20,SOPHIA ROAD,Resale,Strata,74,"17,838",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
COSTA DEL SOL,"2,050,000","1,474.67","1,390",Nov-20,BAYSHORE ROAD,Resale,Strata,137,"14,964",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,21 to 25
BLUWATERS 2,"1,640,000","2,755.58",595,Nov-20,JALAN LOYANG BESAR,Resale,Strata,256,"6,406",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
OASIS GARDEN,"1,525,000","1,216.33","1,254",Nov-20,JALAN BUNGA RAMPAI,Resale,Strata,113,"13,496",-,Condominium,1,Freehold,19,Rest of Central Region,06 to 10
SKIES MILTONIA,"965,000",968.76,996,Nov-20,MILTONIA CLOSE,Resale,Strata,90,"10,722",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
THE HILLIER,"845,000",559.73,"1,510",Nov-20,HILLVIEW RISE,Resale,Strata,52,"16,250",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
ONE ROSYTH,"675,000",570.49,"1,183",Nov-20,ROSYTH ROAD,Resale,Strata,53,"12,736",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
CHELSEA LODGE,"1,430,000","1,227.1","1,165",Nov-20,TANJONG KATONG ROAD,Resale,Strata,114,"12,544",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
NOUVEL 18,"5,696,000","1,862.17","3,059",Nov-20,ANDERSON ROAD,Resale,Strata,173,"32,925",-,Condominium,1,Freehold,10,Core Central Region,26 to 30
CASPIAN,"1,388,000","1,237.86","1,121",Nov-20,LAKESIDE DRIVE,Resale,Strata,115,"12,070",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,01 to 05
ORCHID PARK CONDOMINIUM,"710,000",979.52,725,Nov-20,YISHUN STREET 81,Resale,Strata,91,"7,802",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
THE TENNERY,"926,000",871.88,"1,062",Nov-20,WOODLANDS ROAD,Resale,Strata,81,"11,432",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,11 to 15
TANGLIN RESIDENCES,"8,000,000","5,048.32","1,585",Nov-20,ST. MARTIN'S DRIVE,Resale,Strata,469,"17,058",-,Condominium,1,Freehold,10,Core Central Region,-
THE GARDEN RESIDENCES,"873,000",548.96,"1,590",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,51,"17,118",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,01 to 05
RIVIERE,"2,026,660",818.06,"2,477",Nov-20,JIAK KIM STREET,New Sale,Strata,76,"26,667",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
RIVIERE,"2,047,590",818.06,"2,503",Nov-20,JIAK KIM STREET,New Sale,Strata,76,"26,942",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
RIVIERE,"4,197,600","1,711.48","2,453",Nov-20,JIAK KIM STREET,New Sale,Strata,159,"26,400",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
ONE PEARL BANK,"1,979,000",893.41,"2,215",Nov-20,PEARL BANK,New Sale,Strata,83,"23,843",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,11 to 15
THE GARDEN RESIDENCES,"876,400",516.67,"1,696",Nov-20,SERANGOON NORTH VIEW,New Sale,Strata,48,"18,258",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
MIDWOOD,"778,400",484.38,"1,607",Nov-20,HILLVIEW RISE,New Sale,Strata,45,"17,298",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
MIDWOOD,"1,128,900",688.9,"1,639",Nov-20,HILLVIEW RISE,New Sale,Strata,64,"17,639",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,11 to 15
FOUR SEASONS PARK,"5,780,000","2,260.44","2,557",Nov-20,CUSCADEN WALK,Resale,Strata,210,"27,524",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
MARTIN MODERN,"2,094,100",764.24,"2,625",Nov-20,MARTIN PLACE,New Sale,Strata,71,"28,255","2,006,100",Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,21 to 25
FORESQUE RESIDENCES,"1,410,000","1,270.15","1,110",Nov-20,PETIR ROAD,Resale,Strata,118,"11,949",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,01 to 05
BRADDELL VIEW,"1,450,000","1,700.71",853,Nov-20,BRADDELL HILL,Resale,Strata,158,"9,177",-,Apartment,1,103 yrs lease commencing from 1977,20,Rest of Central Region,16 to 20
PARK COLONIAL,"2,429,000","1,410.08","1,723",Nov-20,WOODLEIGH LANE,New Sale,Strata,131,"18,542",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"782,000","1,022.58",765,Nov-20,SIMEI RISE,Resale,Strata,95,"8,232",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
D'LEEDON,"1,083,000",635.08,"1,705",Nov-20,LEEDON HEIGHTS,Resale,Strata,59,"18,356",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
JADESCAPE,"924,000",527.44,"1,752",Nov-20,SHUNFU ROAD,New Sale,Strata,49,"18,857",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
THE HILLFORD,"490,000",398.27,"1,230",Nov-20,JALAN JURONG KECHIL,Resale,Strata,37,"13,243",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,06 to 10
SUITES@CHANGI,"525,000",409.03,"1,284",Nov-20,CHANGI ROAD,Resale,Strata,38,"13,816",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,050,000",731.95,"1,435",Nov-20,UPPER PAYA LEBAR ROAD,Sub Sale,Strata,68,"15,441",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
THE TESSARINA,"2,280,000","1,313.21","1,736",Nov-20,WILBY ROAD,Resale,Strata,122,"18,689",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
LEEDON GREEN,"3,029,000","1,044.11","2,901",Nov-20,LEEDON HEIGHTS,New Sale,Strata,97,"31,227",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PENROSE,"2,025,000","1,184.04","1,710",Nov-20,SIMS DRIVE,New Sale,Strata,110,"18,409",-,Apartment,1,99 yrs lease commencing from 2019,14,Rest of Central Region,16 to 20
