Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
CLAVON,"1,583,000",958,"1,652",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"17,787",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,118,000",678.13,"1,649",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"17,746",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,251,000",764.24,"1,637",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,620",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,297,000",764.24,"1,697",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,268",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,308,000",764.24,"1,711",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,423",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"902,000",527.44,"1,710",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,408",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,255,000",764.24,"1,642",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,676",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,301,000",764.24,"1,702",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,324",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,312,000",764.24,"1,717",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,479",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"906,000",527.44,"1,718",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,490",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,598,000",958,"1,668",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"17,955",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,126,000",678.13,"1,660",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"17,873",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,259,000",764.24,"1,647",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,732",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,305,000",764.24,"1,708",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,380",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,316,000",764.24,"1,722",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,535",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"910,000",527.44,"1,725",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,571",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,603,000",958,"1,673",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,011",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,130,000",678.13,"1,666",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"17,937",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,263,000",764.24,"1,653",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,789",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,309,000",764.24,"1,713",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,437",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,320,000",764.24,"1,727",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,592",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"914,000",527.44,"1,733",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,653",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,608,000",958,"1,679",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,067",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,134,000",678.13,"1,672",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,000",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,267,000",764.24,"1,658",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,845",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,313,000",764.24,"1,718",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,493",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,324,000",764.24,"1,732",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,648",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"918,000",527.44,"1,740",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,735",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
CLAVON,"1,613,000",958,"1,684",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,124",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,138,000",678.13,"1,678",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,063",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,271,000",764.24,"1,663",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,901",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,317,000",764.24,"1,723",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,549",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,328,000",764.24,"1,738",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,704",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"922,000",527.44,"1,748",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,816",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,618,000",958,"1,689",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,180",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,142,000",678.13,"1,684",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,127",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,275,000",764.24,"1,668",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,958",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"2,187,000","1,356.26","1,613",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,126,"17,357",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,321,000",764.24,"1,729",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,606",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,337,000",764.24,"1,749",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,831",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"926,000",527.44,"1,756",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,898",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,150,000",678.13,"1,696",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,254",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,283,000",764.24,"1,679",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,070",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"2,537,000","1,582.31","1,603",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,147,"17,259",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,329,000",764.24,"1,739",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,718",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,345,000",764.24,"1,760",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,944",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,628,000",958,"1,699",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,292",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,150,000",678.13,"1,696",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,254",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,283,000",764.24,"1,679",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,070",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,329,000",764.24,"1,739",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,718",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,340,000",764.24,"1,753",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,873",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"934,000",527.44,"1,771",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,061",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,633,000",958,"1,705",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"18,348",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,159,000",678.13,"1,709",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,397",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,287,000",764.24,"1,684",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,127",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,349,000",764.24,"1,765",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,000",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,365,000",764.24,"1,786",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,225",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"952,000",527.44,"1,805",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,429",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
CLAVON,"1,163,000",678.13,"1,715",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,460",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,291,000",764.24,"1,689",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,183",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,353,000",764.24,"1,770",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,056",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,369,000",764.24,"1,791",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,282",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"956,000",527.44,"1,813",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,510",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,167,000",678.13,"1,721",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,524",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,295,000",764.24,"1,694",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,239",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,373,000",764.24,"1,797",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,338",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"960,000",527.44,"1,820",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,592",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,171,000",678.13,"1,727",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,587",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"2,561,000","1,582.31","1,619",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,147,"17,422",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,361,000",764.24,"1,781",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,169",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"964,000",527.44,"1,828",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,673",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,175,000",678.13,"1,733",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,651",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,303,000",764.24,"1,705",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,352",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"2,567,000","1,582.31","1,622",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,147,"17,463",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,365,000",764.24,"1,786",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,225",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,381,000",764.24,"1,807",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,451",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"968,000",527.44,"1,835",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,755",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,179,000",678.13,"1,739",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,714",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,307,000",764.24,"1,710",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,408",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"2,573,000","1,582.31","1,626",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,147,"17,503",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,369,000",764.24,"1,791",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,282",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,380,000",764.24,"1,806",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,437",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"972,000",527.44,"1,843",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,837",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
CLAVON,"1,183,000",678.13,"1,744",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"18,778",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
CLAVON,"1,311,000",764.24,"1,715",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"18,465",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
CLAVON,"2,579,000","1,582.31","1,630",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,147,"17,544",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
CLAVON,"976,000",527.44,"1,850",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,918",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
CLAVON,"1,388,000",764.24,"1,816",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,549",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
CLAVON,"980,000",527.44,"1,858",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"20,000",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,36 to 40
KENT RIDGE HILL RESIDENCES,"1,507,000",775.01,"1,944",Dec-20,SOUTH BUONA VISTA ROAD,New Sale,Strata,72,"20,931",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
KENT RIDGE HILL RESIDENCES,"1,386,000",785.77,"1,764",Dec-20,SOUTH BUONA VISTA ROAD,New Sale,Strata,73,"18,986",-,Apartment,1,99 yrs lease commencing from 2018,05,Rest of Central Region,01 to 05
THE GARDEN RESIDENCES,"1,919,500","1,119.46","1,715",Dec-20,SERANGOON NORTH VIEW,New Sale,Strata,104,"18,457",-,Apartment,1,99 yrs lease commencing from 2017,19,Outside Central Region,11 to 15
SENGKANG GRAND RESIDENCES,"1,539,600",936.47,"1,644",Dec-20,COMPASSVALE BOW,New Sale,Strata,87,"17,697",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
CLAVON,"1,157,000",764.24,"1,514",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,296",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,042,000",678.13,"1,537",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"16,540",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,478,000",958,"1,543",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"16,607",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"831,000",527.44,"1,576",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"16,959",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,210,000",764.24,"1,583",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,042",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,205,000",764.24,"1,577",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,972",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,160,000",764.24,"1,518",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,338",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,046,000",678.13,"1,542",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"16,603",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,478,000",958,"1,543",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"16,607",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,950,000","1,280.92","1,522",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,119,"16,387",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"828,000",527.44,"1,570",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"16,898",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,214,000",764.24,"1,588",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,099",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,209,000",764.24,"1,582",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,028",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"2,518,000","1,689.95","1,490",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,157,"16,038",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,723,000","1,130.22","1,524",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,105,"16,410",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,163,000",764.24,"1,522",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,380",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,483,000",958,"1,548",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"16,663",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"831,000",527.44,"1,576",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"16,959",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,218,000",764.24,"1,594",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,155",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,213,000",764.24,"1,587",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,085",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,166,000",764.24,"1,526",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,423",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,054,000",678.13,"1,554",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"16,730",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,503,000",958,"1,569",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"16,888",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,962,000","1,280.92","1,532",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,119,"16,487",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"834,000",527.44,"1,581",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"17,020",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,222,000",764.24,"1,599",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,211",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,217,000",764.24,"1,592",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,141",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
MIDWOOD,"885,100",548.96,"1,612",Dec-20,HILLVIEW RISE,New Sale,Strata,51,"17,355",-,Condominium,1,99 yrs lease commencing from 2018,23,Outside Central Region,01 to 05
CLAVON,"1,733,000","1,130.22","1,533",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,105,"16,505",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,169,000",764.24,"1,530",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,465",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,058,000",678.13,"1,560",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"16,794",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,968,000","1,280.92","1,536",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,119,"16,538",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"837,000",527.44,"1,587",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"17,082",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,226,000",764.24,"1,604",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,268",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,221,000",764.24,"1,598",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,197",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,172,000",764.24,"1,534",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,507",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,062,000",678.13,"1,566",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"16,857",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,513,000",958,"1,579",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"17,000",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,974,000","1,280.92","1,541",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,119,"16,588",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"840,000",527.44,"1,593",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,49,"17,143",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,230,000",764.24,"1,609",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,324",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,225,000",764.24,"1,603",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"17,254",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,748,000","1,130.22","1,547",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,105,"16,648",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,178,000",764.24,"1,541",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,71,"16,592",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,070,000",678.13,"1,578",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,63,"16,984",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,523,000",958,"1,590",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,89,"17,112",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
CLAVON,"1,986,000","1,280.92","1,550",Dec-20,CLEMENTI AVENUE 1,New Sale,Strata,119,"16,689",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
