Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
PARC ROSEWOOD,1585000.0,1765.3,898.0,2025-04-01,Resale,Strata,164.0,9665.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,56.0,2,1,4,2,16,1
PARC ROSEWOOD,810000.0,602.78,1344.0,2025-04-01,Resale,Strata,56.0,14464.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,56.0,2,1,4,2,16,1
CASABLANCA,1010000.0,893.41,1130.0,2025-04-01,Resale,Strata,83.0,12169.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,56.0,3,1,4,2,17,1
PARC ROSEWOOD,668888.0,430.56,1554.0,2025-04-01,Resale,Strata,40.0,16722.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,56.0,2,1,4,2,16,1
PARC ROSEWOOD,700000.0,505.91,1384.0,2025-04-01,Resale,Strata,47.0,14894.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,56.0,2,1,4,2,16,1
PARC ROSEWOOD,840000.0,602.78,1394.0,2025-04-01,Resale,Strata,56.0,15000.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,56.0,2,1,4,2,16,1
ROSEWOOD SUITES,870000.0,925.7,940.0,2025-04-01,Resale,Strata,86.0,10116.0,Condominium,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05,1.4294460758585,103.786304785772,63 ROSEWOOD DRIVE ROSEWOOD SUITES SINGAPORE 737874,56.0,3,1,4,2,17,1
PARC ROSEWOOD,870000.0,807.3,1078.0,2025-04-01,Resale,Strata,75.0,11600.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,56.0,2,1,4,2,16,1
WOODHAVEN,1086000.0,850.36,1277.0,2025-03-01,Resale,Strata,79.0,13747.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.43004999083757,103.784677595901,73 WOODGROVE AVENUE WOODHAVEN SINGAPORE 737809,55.0,2,1,3,2,17,1
PARC ROSEWOOD,690000.0,430.56,1603.0,2025-03-01,Resale,Strata,40.0,17250.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,55.0,2,1,4,2,16,1
ROSEWOOD,1270000.0,1173.28,1082.0,2025-03-01,Resale,Strata,109.0,11651.0,Condominium,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10,1.43111592652524,103.785617730116,3 ROSEWOOD DRIVE ROSEWOOD SINGAPORE 737935,55.0,2,1,4,2,17,1
PARC ROSEWOOD,830000.0,581.26,1428.0,2025-03-01,Resale,Strata,54.0,15370.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,55.0,2,1,4,2,16,1
PARC ROSEWOOD,668000.0,505.91,1320.0,2025-03-01,Resale,Strata,47.0,14213.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,55.0,2,1,4,2,16,1
THE WOODGROVE,950000.0,1033.34,919.0,2025-03-01,Resale,Strata,96.0,9896.0,Apartment,99 yrs lease commencing from 1996,25,Outside Central Region,01 to 05,1.42879898582682,103.781495092242,3 WOODGROVE DRIVE THE WOODGROVE SINGAPORE 738230,55.0,1,1,3,2,16,1
PARC ROSEWOOD,670000.0,430.56,1556.0,2025-02-01,Resale,Strata,40.0,16750.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,54.0,2,1,4,2,16,1
NORWOOD GRAND,2707000.0,1313.21,2061.0,2025-02-01,New Sale,Strata,122.0,22189.0,Apartment,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05,1.42853654796474,103.79083669818,8 CHAMPIONS WAY NORWOOD GRAND (U/C) SINGAPORE 738974,54.0,2,0,3,2,19,1
PARC ROSEWOOD,652000.0,430.56,1514.0,2025-02-01,Resale,Strata,40.0,16300.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,54.0,2,1,4,2,16,1
PARC ROSEWOOD,1088000.0,1259.39,864.0,2025-02-01,Resale,Strata,117.0,9299.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,54.0,2,1,4,2,16,1
PARC ROSEWOOD,680000.0,516.67,1316.0,2025-02-01,Resale,Strata,48.0,14167.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,54.0,2,1,4,2,16,1
ROSEWOOD SUITES,1880000.0,1894.46,992.0,2025-02-01,Resale,Strata,176.0,10682.0,Condominium,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05,1.4294460758585,103.786304785772,63 ROSEWOOD DRIVE ROSEWOOD SUITES SINGAPORE 737874,54.0,3,1,4,2,17,1
PARC ROSEWOOD,825000.0,602.78,1369.0,2025-02-01,Resale,Strata,56.0,14732.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,54.0,2,1,4,2,16,1
WOODGROVE CONDOMINIUM,1171000.0,1184.04,989.0,2025-02-01,Resale,Strata,110.0,10645.0,Condominium,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05,1.4290046460223,103.7823694182,2 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738207,54.0,1,1,3,2,16,1
WOODGROVE CONDOMINIUM,1580000.0,1614.6,979.0,2025-01-01,Resale,Strata,150.0,10533.0,Condominium,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05,1.4290046460223,103.7823694182,2 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738207,53.0,1,1,3,2,16,1
CASABLANCA,1320000.0,1184.04,1115.0,2025-01-01,Resale,Strata,110.0,12000.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,53.0,3,1,4,2,17,1
PARC ROSEWOOD,1160000.0,968.76,1197.0,2025-01-01,Resale,Strata,90.0,12889.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,53.0,2,1,4,2,16,1
WOODGROVE CONDOMINIUM,1950000.0,1980.58,985.0,2025-01-01,Resale,Strata,184.0,10598.0,Condominium,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05,1.4290046460223,103.7823694182,2 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738207,53.0,1,1,3,2,16,1
CASABLANCA,1035000.0,925.7,1118.0,2024-12-01,Resale,Strata,86.0,12035.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,16 to 20,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,52.0,3,1,4,2,17,1
PARC ROSEWOOD,640800.0,430.56,1488.0,2024-12-01,Resale,Strata,40.0,16020.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,52.0,2,1,4,2,16,1
PARC ROSEWOOD,665000.0,430.56,1545.0,2024-12-01,Resale,Strata,40.0,16625.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,52.0,2,1,4,2,16,1
WOODGROVE CONDOMINIUM,1200000.0,1184.04,1013.0,2024-12-01,Resale,Strata,110.0,10909.0,Condominium,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05,1.4290046460223,103.7823694182,2 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738207,52.0,1,1,3,2,16,1
WOODHAVEN,890000.0,699.66,1272.0,2024-12-01,Resale,Strata,65.0,13692.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.43004999083757,103.784677595901,73 WOODGROVE AVENUE WOODHAVEN SINGAPORE 737809,52.0,2,1,3,2,17,1
CASABLANCA,1240000.0,1130.22,1097.0,2024-12-01,Resale,Strata,105.0,11810.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,52.0,3,1,4,2,17,1
PARC ROSEWOOD,780000.0,581.26,1342.0,2024-12-01,Resale,Strata,54.0,14444.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,52.0,2,1,4,2,16,1
ROSEWOOD SUITES,1060000.0,990.29,1070.0,2024-12-01,Resale,Strata,92.0,11522.0,Condominium,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05,1.4294460758585,103.786304785772,63 ROSEWOOD DRIVE ROSEWOOD SUITES SINGAPORE 737874,52.0,3,1,4,2,17,1
NORWOOD GRAND,2142000.0,1044.11,2052.0,2024-12-01,New Sale,Strata,97.0,22082.0,Apartment,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05,1.42853654796474,103.79083669818,8 CHAMPIONS WAY NORWOOD GRAND (U/C) SINGAPORE 738974,52.0,2,0,3,2,19,1
PARC ROSEWOOD,640000.0,430.56,1486.0,2024-11-01,Resale,Strata,40.0,16000.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,51.0,2,1,4,2,16,1
NORWOOD GRAND,2331000.0,1173.28,1987.0,2024-11-01,New Sale,Strata,109.0,21385.0,Apartment,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05,1.42853654796474,103.79083669818,8 CHAMPIONS WAY NORWOOD GRAND (U/C) SINGAPORE 738974,51.0,2,0,3,2,19,1
CASABLANCA,980000.0,925.7,1059.0,2024-11-01,Resale,Strata,86.0,11395.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,51.0,3,1,4,2,17,1
CASABLANCA,1200000.0,1130.22,1062.0,2024-11-01,Resale,Strata,105.0,11429.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,51.0,3,1,4,2,17,1
WOODHAVEN,785000.0,624.31,1257.0,2024-11-01,Resale,Strata,58.0,13534.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.43004999083757,103.784677595901,73 WOODGROVE AVENUE WOODHAVEN SINGAPORE 737809,51.0,2,1,3,2,17,1
CASABLANCA,1150000.0,1130.22,1018.0,2024-11-01,Resale,Strata,105.0,10952.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,51.0,3,1,4,2,17,1
PARC ROSEWOOD,690000.0,430.56,1603.0,2024-11-01,Resale,Strata,40.0,17250.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,51.0,2,1,4,2,16,1
WOODGROVE CONDOMINIUM,1650000.0,1603.84,1029.0,2024-11-01,Resale,Strata,149.0,11074.0,Condominium,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05,1.4290046460223,103.7823694182,2 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738207,51.0,1,1,3,2,16,1
ROSEWOOD,1090000.0,1011.82,1077.0,2024-11-01,Resale,Strata,94.0,11596.0,Condominium,99 yrs lease commencing from 2000,25,Outside Central Region,11 to 15,1.43111592652524,103.785617730116,3 ROSEWOOD DRIVE ROSEWOOD SINGAPORE 737935,51.0,2,1,4,2,17,1
PARC ROSEWOOD,1140000.0,968.76,1177.0,2024-10-01,Resale,Strata,90.0,12667.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,50.0,2,1,4,2,16,1
CASABLANCA,980000.0,893.41,1097.0,2024-10-01,Resale,Strata,83.0,11807.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,50.0,3,1,4,2,17,1
NORWOOD GRAND,2657000.0,1313.21,2023.0,2024-10-01,New Sale,Strata,122.0,21779.0,Apartment,99 yrs lease commencing from 2023,25,Outside Central Region,11 to 15,1.42853654796474,103.79083669818,8 CHAMPIONS WAY NORWOOD GRAND (U/C) SINGAPORE 738974,50.0,2,0,3,2,19,1
CASABLANCA,1358000.0,1184.04,1147.0,2024-10-01,Resale,Strata,110.0,12345.0,Condominium,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15,1.43060312864496,103.786524230753,25 ROSEWOOD DRIVE CASABLANCA SINGAPORE 737919,50.0,3,1,4,2,17,1
ROSEWOOD,1480888.0,1550.02,955.0,2024-10-01,Resale,Strata,144.0,10284.0,Condominium,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05,1.43111592652524,103.785617730116,3 ROSEWOOD DRIVE ROSEWOOD SINGAPORE 737935,50.0,2,1,4,2,17,1
PARC ROSEWOOD,660000.0,430.56,1533.0,2024-10-01,Resale,Strata,40.0,16500.0,Condominium,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,1.42728727458399,103.786050332413,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,50.0,2,1,4,2,16,1
