Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
ONE MARINA GARDENS,2096461.0,710.42,2951.0,2025-04-01,66.0,31765.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2072371.0,678.13,3056.0,2025-04-01,63.0,32895.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1216989.0,419.8,2899.0,2025-04-01,39.0,31205.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2106590.0,721.19,2921.0,2025-04-01,67.0,31442.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1264555.0,430.56,2937.0,2025-04-01,40.0,31614.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1265846.0,430.56,2940.0,2025-04-01,40.0,31646.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2074406.0,678.13,3059.0,2025-04-01,63.0,32927.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2108754.0,721.19,2924.0,2025-04-01,67.0,31474.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1988089.0,667.37,2979.0,2025-04-01,62.0,32066.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1267138.0,430.56,2943.0,2025-04-01,40.0,31678.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2076440.0,678.13,3062.0,2025-04-01,63.0,32959.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2110917.0,721.19,2927.0,2025-04-01,67.0,31506.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1267138.0,430.56,2943.0,2025-04-01,40.0,31678.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1268430.0,430.56,2946.0,2025-04-01,40.0,31711.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2078475.0,678.13,3065.0,2025-04-01,63.0,32992.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2113081.0,721.19,2930.0,2025-04-01,67.0,31539.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1268430.0,430.56,2946.0,2025-04-01,40.0,31711.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,2914030.0,1011.82,2880.0,2025-04-01,94.0,31000.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,5,0,0,1
ONE MARINA GARDENS,1269721.0,430.56,2949.0,2025-04-01,40.0,31743.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2080509.0,678.13,3068.0,2025-04-01,63.0,33024.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2115244.0,721.19,2933.0,2025-04-01,67.0,31571.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1269721.0,430.56,2949.0,2025-04-01,40.0,31743.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1994096.0,667.37,2988.0,2025-04-01,62.0,32163.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1271013.0,430.56,2952.0,2025-04-01,40.0,31775.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2082543.0,678.13,3071.0,2025-04-01,63.0,33056.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2117408.0,721.19,2936.0,2025-04-01,67.0,31603.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1271013.0,430.56,2952.0,2025-04-01,40.0,31775.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1272305.0,430.56,2955.0,2025-04-01,40.0,31808.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1933042.0,656.6,2944.0,2025-04-01,61.0,31689.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2119572.0,721.19,2939.0,2025-04-01,67.0,31635.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1272305.0,430.56,2955.0,2025-04-01,40.0,31808.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2923136.0,1011.82,2889.0,2025-04-01,94.0,31097.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1273596.0,430.56,2958.0,2025-04-01,40.0,31840.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2086612.0,678.13,3077.0,2025-04-01,63.0,33121.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2121735.0,721.19,2942.0,2025-04-01,67.0,31668.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1273596.0,430.56,2958.0,2025-04-01,40.0,31840.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1274888.0,430.56,2961.0,2025-04-01,40.0,31872.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1936982.0,656.6,2950.0,2025-04-01,61.0,31754.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,2123899.0,721.19,2945.0,2025-04-01,67.0,31700.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1274888.0,430.56,2961.0,2025-04-01,40.0,31872.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1969812.0,656.6,3000.0,2025-04-01,61.0,32292.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,6,0,0,1
ONE MARINA GARDENS,1276180.0,430.56,2964.0,2025-04-01,40.0,31905.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1938952.0,656.6,2953.0,2025-04-01,61.0,31786.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2126062.0,721.19,2948.0,2025-04-01,67.0,31732.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1276180.0,430.56,2964.0,2025-04-01,40.0,31905.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1277472.0,430.56,2967.0,2025-04-01,40.0,31937.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2092715.0,678.13,3086.0,2025-04-01,63.0,33218.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1229582.0,419.8,2929.0,2025-04-01,39.0,31528.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1940921.0,656.6,2956.0,2025-04-01,61.0,31818.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2128226.0,721.19,2951.0,2025-04-01,67.0,31765.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1277472.0,430.56,2967.0,2025-04-01,40.0,31937.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2119905.0,710.42,2984.0,2025-04-01,66.0,32120.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1278763.0,430.56,2970.0,2025-04-01,40.0,31969.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,3631881.0,1237.86,2934.0,2025-04-01,115.0,31582.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2094750.0,678.13,3089.0,2025-04-01,63.0,33250.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,4922560.0,1646.89,2989.0,2025-04-01,153.0,32174.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1942891.0,656.6,2959.0,2025-04-01,61.0,31851.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2130389.0,721.19,2954.0,2025-04-01,67.0,31797.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1278763.0,430.56,2970.0,2025-04-01,40.0,31969.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1287374.0,430.56,2990.0,2025-04-01,40.0,32184.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,3656638.0,1237.86,2954.0,2025-04-01,115.0,31797.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2111703.0,678.13,3114.0,2025-04-01,63.0,33519.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,4947264.0,1646.89,3004.0,2025-04-01,153.0,32335.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1237139.0,419.8,2947.0,2025-04-01,39.0,31722.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1959306.0,656.6,2984.0,2025-04-01,61.0,32120.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2148419.0,721.19,2979.0,2025-04-01,67.0,32066.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1287374.0,430.56,2990.0,2025-04-01,40.0,32184.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,2953491.0,1011.82,2919.0,2025-04-01,94.0,31420.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1988854.0,656.6,3029.0,2025-04-01,61.0,32604.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,7,0,0,1
ONE MARINA GARDENS,1288666.0,430.56,2993.0,2025-04-01,40.0,32217.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,3659114.0,1237.86,2956.0,2025-04-01,115.0,31818.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2113059.0,678.13,3116.0,2025-04-01,63.0,33541.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,4950557.0,1646.89,3006.0,2025-04-01,153.0,32357.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1237978.0,419.8,2949.0,2025-04-01,39.0,31743.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1961276.0,656.6,2987.0,2025-04-01,61.0,32152.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2150583.0,721.19,2982.0,2025-04-01,67.0,32098.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1288666.0,430.56,2993.0,2025-04-01,40.0,32217.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1990167.0,656.6,3031.0,2025-04-01,61.0,32626.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,3661590.0,1237.86,2958.0,2025-04-01,115.0,31840.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,4953851.0,1646.89,3008.0,2025-04-01,153.0,32378.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1238818.0,419.8,2951.0,2025-04-01,39.0,31765.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1963246.0,656.6,2990.0,2025-04-01,61.0,32184.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2152746.0,721.19,2985.0,2025-04-01,67.0,32131.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1289958.0,430.56,2996.0,2025-04-01,40.0,32249.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2024127.0,667.37,3033.0,2025-04-01,62.0,32647.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1991480.0,656.6,3033.0,2025-04-01,61.0,32647.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2138376.0,710.42,3010.0,2025-04-01,66.0,32400.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1290388.0,430.56,2997.0,2025-04-01,40.0,32260.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,3664066.0,1237.86,2960.0,2025-04-01,115.0,31861.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2115772.0,678.13,3120.0,2025-04-01,63.0,33584.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,4957145.0,1646.89,3010.0,2025-04-01,153.0,32400.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1239658.0,419.8,2953.0,2025-04-01,39.0,31786.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2154910.0,721.19,2988.0,2025-04-01,67.0,32163.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1291249.0,430.56,2999.0,2025-04-01,40.0,32281.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,3147889.0,1065.64,2954.0,2025-04-01,99.0,31797.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2025462.0,667.37,3035.0,2025-04-01,62.0,32669.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,2139797.0,710.42,3012.0,2025-04-01,66.0,32421.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1291249.0,430.56,2999.0,2025-04-01,40.0,32281.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,3666541.0,1237.86,2962.0,2025-04-01,115.0,31883.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,4960439.0,1646.89,3012.0,2025-04-01,153.0,32421.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1240497.0,419.8,2955.0,2025-04-01,39.0,31808.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
ONE MARINA GARDENS,1292541.0,430.56,3002.0,2025-04-01,40.0,32314.0,1.27580060851268,103.862936192351,3 MARINA GARDENS LANE ONE MARINA GARDENS (U/C) SINGAPORE 019916,1.5486707863458422,5.0,7,0,0,7,0,0,8,0,0,1
