Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
GRAND DUNMAN,2622000.0,1044.11,2511.0,2025-09-01,New Sale,Strata,97.0,27031.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,61.0,2,4,1,5,10,7
THE CONTINUUM,3901000.0,1270.15,3071.0,2025-09-01,New Sale,Strata,118.0,33059.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,5.861226836376596,61.0,3,3,4,3,12,10
TEMBUSU GRAND,4124000.0,1711.48,2410.0,2025-09-01,New Sale,Strata,159.0,25937.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,61.0,2,1,4,3,10,10
TEMBUSU GRAND,4100000.0,1711.48,2396.0,2025-09-01,New Sale,Strata,159.0,25786.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,61.0,2,1,4,3,10,10
TIVOLI GRANDE,1140000.0,699.66,1629.0,2025-09-01,Resale,Strata,65.0,17538.0,Apartment,Freehold,15,Rest of Central Region,01 to 05,1.31265222713663,103.906189486223,126 KOON SENG ROAD TIVOLI GRANDE SINGAPORE 427059,6.962460658295796,61.0,1,3,3,1,14,12
AMBER HOUSE,3854606.0,1237.86,3114.0,2025-09-01,New Sale,Strata,115.0,33518.0,Apartment,Freehold,15,Rest of Central Region,11 to 15,1.30158520286259,103.900558767807,30 AMBER GARDENS AMBER HOUSE (U/C) SINGAPORE 439964,5.885880240471186,61.0,2,2,5,2,11,7
GRAND DUNMAN,2628000.0,1044.11,2517.0,2025-09-01,New Sale,Strata,97.0,27093.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,61.0,2,4,1,5,10,7
GRAND DUNMAN,2690000.0,1044.11,2576.0,2025-09-01,New Sale,Strata,97.0,27732.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,61.0,2,4,1,5,10,7
8M RESIDENCES,1975000.0,1334.74,1480.0,2025-09-01,Resale,Strata,124.0,15927.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.29928948887162,103.888693485053,8 MARGATE ROAD 8M RESIDENCES SINGAPORE 438049,4.565309342803848,61.0,2,1,0,4,7,6
TEMBUSU GRAND,4148000.0,1711.48,2424.0,2025-09-01,New Sale,Strata,159.0,26088.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,61.0,2,1,4,3,10,10
TEMBUSU GRAND,4220000.0,1711.48,2466.0,2025-09-01,New Sale,Strata,159.0,26541.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,61.0,2,1,4,3,10,10
SANTA FE MANSIONS,2100000.0,1162.51,1806.0,2025-09-01,Resale,Strata,108.0,19444.0,Apartment,Freehold,15,Rest of Central Region,01 to 05,1.30013291374093,103.88876823652,2A MARGATE ROAD SANTA FE MANSIONS SINGAPORE 438073,4.610485313753071,61.0,4,3,0,4,7,6
GRAND DUNMAN,3594000.0,1431.61,2510.0,2025-09-01,New Sale,Strata,133.0,27023.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,61.0,2,4,1,5,10,7
EAST GALLERIA,1950000.0,904.18,2157.0,2025-09-01,Resale,Strata,84.0,23214.0,Apartment,Freehold,15,Rest of Central Region,01 to 05,1.3057998737184,103.907284703752,19 SEA AVENUE EAST GALLERIA SINGAPORE 424239,6.752300182580937,61.0,2,3,5,1,11,7
THE MAKENA,2510000.0,1151.75,2179.0,2025-09-01,Resale,Strata,107.0,23458.0,Condominium,Freehold,15,Rest of Central Region,06 to 10,1.2976926630287,103.89444607007,121 MEYER ROAD THE MAKENA SINGAPORE 437932,5.10082149740611,61.0,2,0,0,3,8,6
CRYSTAL RHU,1750000.0,1054.87,1659.0,2025-09-01,Resale,Strata,98.0,17857.0,Apartment,Freehold,15,Rest of Central Region,01 to 05,1.29884376283001,103.883834793855,8A TANJONG RHU ROAD CRYSTAL RHU SINGAPORE 436889,4.052484841808622,61.0,2,2,1,6,7,4
GRAND DUNMAN,2684000.0,1044.11,2571.0,2025-08-01,New Sale,Strata,97.0,27670.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
GRAND DUNMAN,2696000.0,1044.11,2582.0,2025-08-01,New Sale,Strata,97.0,27794.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
TEMBUSU GRAND,4196000.0,1711.48,2452.0,2025-08-01,New Sale,Strata,159.0,26390.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,60.0,2,1,4,3,10,10
HERITAGE RESIDENCES,2000000.0,1291.68,1548.0,2025-08-01,Resale,Strata,120.0,16667.0,Apartment,Freehold,15,Outside Central Region,01 to 05,1.31255760997324,103.912955503031,101 LORONG L TELOK KURAU HERITAGE RESIDENCES SINGAPORE 425537,7.630487600484406,60.0,2,1,0,1,12,4
THE CONTINUUM,2150000.0,807.3,2663.0,2025-08-01,New Sale,Strata,75.0,28667.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,5.861226836376596,60.0,3,3,4,3,12,10
GRAND DUNMAN,2702000.0,1044.11,2588.0,2025-08-01,New Sale,Strata,97.0,27856.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
OLA RESIDENCES,4000000.0,3229.2,1239.0,2025-08-01,Resale,Strata,300.0,13333.0,Condominium,Freehold,15,Rest of Central Region,01 to 05,1.30303635048621,103.898813054006,839 MOUNTBATTEN ROAD OLA RESIDENCES SINGAPORE 437831,5.763978988445877,60.0,2,2,5,2,9,9
TEMBUSU GRAND,4208000.0,1711.48,2459.0,2025-08-01,New Sale,Strata,159.0,26465.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,60.0,2,1,4,3,10,10
TIERRA VUE,3500000.0,1915.99,1827.0,2025-08-01,Resale,Strata,178.0,19663.0,Condominium,Freehold,15,Outside Central Region,01 to 05,1.30773844361744,103.913791889509,38 SAINT PATRICK'S ROAD TIERRA VUE SINGAPORE 424162,7.504494492941626,60.0,1,1,0,1,12,6
THE ATRIA AT MEYER,3498000.0,1474.67,2372.0,2025-08-01,Resale,Strata,137.0,25533.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.29668185515836,103.889100113074,61 MEYER ROAD THE ATRIA AT MEYER SINGAPORE 437885,4.502023821026861,60.0,2,1,0,4,7,5
HAIG COURT,3300000.0,1550.02,2129.0,2025-08-01,Resale,Strata,144.0,22917.0,Condominium,Freehold,15,Rest of Central Region,01 to 05,1.30634911317443,103.897807932637,160 HAIG ROAD HAIG COURT SINGAPORE 438795,5.814014879185774,60.0,2,1,4,3,10,10
AMBER HOUSE,5305608.0,1743.77,3043.0,2025-08-01,New Sale,Strata,162.0,32751.0,Apartment,Freehold,15,Rest of Central Region,11 to 15,1.30158520286259,103.900558767807,30 AMBER GARDENS AMBER HOUSE (U/C) SINGAPORE 439964,5.885880240471186,60.0,2,2,5,2,11,7
MEYER BLUE,3658000.0,1140.98,3206.0,2025-08-01,New Sale,Strata,106.0,34509.0,Apartment,Freehold,15,Rest of Central Region,11 to 15,1.29658307180925,103.891682981836,83 MEYER ROAD MEYER BLUE (U/C) SINGAPORE 437910,4.770286022410277,60.0,2,0,0,3,7,6
TIERRA VUE,3630000.0,1915.99,1895.0,2025-08-01,Resale,Strata,178.0,20393.0,Condominium,Freehold,15,Outside Central Region,01 to 05,1.30773844361744,103.913791889509,38 SAINT PATRICK'S ROAD TIERRA VUE SINGAPORE 424162,7.504494492941626,60.0,1,1,0,1,12,6
THE GERANIUM,2300000.0,1582.31,1454.0,2025-08-01,Resale,Strata,147.0,15646.0,Condominium,Freehold,15,Rest of Central Region,01 to 05,1.31332303646481,103.904360402368,31 MANGIS ROAD THE GERANIUM SINGAPORE 424980,6.819722331741546,60.0,1,4,2,1,14,10
GRAND DUNMAN,3714000.0,1474.67,2519.0,2025-08-01,New Sale,Strata,137.0,27109.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
FULCRUM,1820000.0,828.83,2196.0,2025-08-01,Resale,Strata,77.0,23636.0,Condominium,Freehold,15,Rest of Central Region,11 to 15,1.29868831359876,103.884853403453,33 FORT ROAD FULCRUM SINGAPORE 439092,4.147777674119167,60.0,2,2,0,5,7,4
8M RESIDENCES,1560000.0,645.84,2415.0,2025-08-01,Resale,Strata,60.0,26000.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.29928948887162,103.888693485053,8 MARGATE ROAD 8M RESIDENCES SINGAPORE 438049,4.565309342803848,60.0,2,1,0,4,7,6
ONE AMBER,3638888.0,1657.66,2195.0,2025-08-01,Resale,Strata,154.0,23629.0,Condominium,Freehold,15,Rest of Central Region,01 to 05,1.30137638010264,103.898166752118,1 AMBER GARDENS ONE AMBER SINGAPORE 439957,5.628812895299078,60.0,2,2,5,2,9,5
THE LINE @ TANJONG RHU,3328000.0,1377.79,2415.0,2025-08-01,Resale,Strata,128.0,26000.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.29843730060613,103.884408021083,6 TANJONG RHU ROAD THE LINE @ TANJONG RHU SINGAPORE 436883,4.091148044178251,60.0,2,2,0,5,7,4
MANDARIN GARDENS,2010000.0,1571.54,1279.0,2025-08-01,Resale,Strata,146.0,13767.0,Condominium,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15,1.3074064044012,103.923481752402,5 SIGLAP ROAD MANDARIN GARDENS SINGAPORE 448908,8.50605341026803,60.0,2,1,0,2,8,9
THE SEA VIEW,4428000.0,1646.89,2689.0,2025-08-01,Resale,Strata,153.0,28941.0,Condominium,Freehold,15,Rest of Central Region,01 to 05,1.30146373788307,103.902456466126,31 AMBER ROAD THE SEA VIEW SINGAPORE 439943,6.079709945009326,60.0,2,2,5,1,11,7
THE CONTINUUM,3165000.0,1087.16,2911.0,2025-08-01,New Sale,Strata,101.0,31337.0,Apartment,Freehold,15,Rest of Central Region,11 to 15,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,5.861226836376596,60.0,3,3,4,3,12,10
MANDARIN GARDENS,980000.0,731.95,1339.0,2025-08-01,Resale,Strata,68.0,14412.0,Condominium,99 yrs lease commencing from 1982,15,Outside Central Region,16 to 20,1.3074064044012,103.923481752402,5 SIGLAP ROAD MANDARIN GARDENS SINGAPORE 448908,8.50605341026803,60.0,2,1,0,2,8,9
91 MARSHALL,705000.0,376.74,1871.0,2025-08-01,Resale,Strata,35.0,20143.0,Apartment,Freehold,15,Rest of Central Region,01 to 05,1.30653182398713,103.900986985644,91 MARSHALL ROAD 91 MARSHALL SINGAPORE 424887,6.141562617532214,60.0,2,2,5,2,11,9
GRAND DUCHESS AT ST PATRICK'S,3118888.0,1356.26,2300.0,2025-08-01,Resale,Strata,126.0,24753.0,Condominium,Freehold,15,Outside Central Region,01 to 05,1.3073937730944,103.916059969778,136 SAINT PATRICK'S ROAD GRAND DUCHESS AT SAINT PATRICK'S SINGAPORE 424214,7.726706022035162,60.0,1,1,0,1,10,7
8M RESIDENCES,1538000.0,645.84,2381.0,2025-08-01,Resale,Strata,60.0,25633.0,Apartment,Freehold,15,Rest of Central Region,06 to 10,1.29928948887162,103.888693485053,8 MARGATE ROAD 8M RESIDENCES SINGAPORE 438049,4.565309342803848,60.0,2,1,0,4,7,6
GOODWILL COURT,2180000.0,1496.2,1457.0,2025-08-01,Resale,Strata,139.0,15683.0,Apartment,Freehold,15,Outside Central Region,01 to 05,1.31337428440382,103.927628915233,81 UPPER EAST COAST ROAD GOODWILL COURT SINGAPORE 455220,9.165652466124714,60.0,1,0,0,2,10,11
THE CONTINUUM,3388000.0,1087.16,3116.0,2025-08-01,New Sale,Strata,101.0,33545.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.31099710605752,103.895720193717,3 THIAM SIEW AVENUE THE CONTINUUM (U/C) SINGAPORE 436841,5.861226836376596,60.0,3,3,4,3,12,10
TEMBUSU GRAND,4184000.0,1711.48,2445.0,2025-08-01,New Sale,Strata,159.0,26314.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,11 to 15,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,60.0,2,1,4,3,10,10
CASUARINA COVE,2400000.0,1496.2,1604.0,2025-08-01,Resale,Strata,139.0,17266.0,Condominium,99 yrs lease commencing from 1993,15,Rest of Central Region,06 to 10,1.29751430565974,103.874514479809,120 TANJONG RHU ROAD CASUARINA COVE SINGAPORE 436904,3.069892785466576,60.0,2,0,2,12,2,1
WATER PLACE,2380000.0,1216.33,1957.0,2025-08-01,Resale,Strata,113.0,21062.0,Condominium,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,2.7780859802574627,60.0,2,0,2,12,1,1
AMBER PARK,2120000.0,753.48,2814.0,2025-08-01,Resale,Strata,70.0,30286.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,5.699009915230255,60.0,2,1,5,2,9,4
THE MEDLEY,1280000.0,807.3,1586.0,2025-08-01,Resale,Strata,75.0,17067.0,Apartment,Freehold,15,Outside Central Region,01 to 05,1.31698929672099,103.911237478839,68 LORONG G TELOK KURAU THE MEDLEY SINGAPORE 426258,7.68553406499886,60.0,2,1,0,2,14,12
GRAND DUNMAN,4869000.0,2152.8,2262.0,2025-08-01,New Sale,Strata,200.0,24345.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
AMBER HOUSE,2990220.0,979.52,3053.0,2025-08-01,New Sale,Strata,91.0,32860.0,Apartment,Freehold,15,Rest of Central Region,06 to 10,1.30158520286259,103.900558767807,30 AMBER GARDENS AMBER HOUSE (U/C) SINGAPORE 439964,5.885880240471186,60.0,2,2,5,2,11,7
DUNMAN VIEW,2050000.0,1345.5,1524.0,2025-08-01,Resale,Strata,125.0,16400.0,Condominium,99 yrs lease commencing from 1997,15,Rest of Central Region,16 to 20,1.30995369949672,103.897073886398,100 HAIG ROAD DUNMAN VIEW SINGAPORE 438797,5.9308726380157895,60.0,2,3,3,3,11,10
WATER PLACE,2170000.0,1216.33,1784.0,2025-08-01,Resale,Strata,113.0,19204.0,Condominium,99 yrs lease commencing from 1998,15,Rest of Central Region,01 to 05,1.29599038601325,103.872366565317,177 TANJONG RHU ROAD WATER PLACE SINGAPORE 436607,2.7780859802574627,60.0,2,0,2,12,1,1
THE SEAFRONT ON MEYER,5280000.0,2109.74,2503.0,2025-08-01,Resale,Strata,196.0,26939.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.29688446089582,103.888584074842,57 MEYER ROAD THE SEAFRONT ON MEYER SINGAPORE 437878,4.455644310464007,60.0,1,1,0,4,7,4
HERITAGE EAST,790000.0,462.85,1707.0,2025-08-01,Resale,Strata,43.0,18372.0,Apartment,Freehold,15,Outside Central Region,01 to 05,1.30941222815181,103.912606742916,453 EAST COAST ROAD HERITAGE EAST SINGAPORE 429026,7.452393532916374,60.0,1,1,1,1,12,5
ONE MEYER,1930000.0,613.55,3146.0,2025-08-01,Resale,Strata,57.0,33860.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.29824018210274,103.886163635826,1 MEYER PLACE ONE MEYER SINGAPORE 437988,4.2608243903526235,60.0,2,1,0,5,7,5
GRAND DUNMAN,4308000.0,1689.95,2549.0,2025-08-01,New Sale,Strata,157.0,27439.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
NEPTUNE COURT,1910000.0,1636.13,1167.0,2025-08-01,Resale,Strata,152.0,12566.0,Apartment,99 yrs lease commencing from 1975,15,Outside Central Region,11 to 15,1.30583366077819,103.92143810385,1 MARINE VISTA NEPTUNE COURT SINGAPORE 449025,8.235713245291974,60.0,1,1,0,1,8,6
8M RESIDENCES,1570000.0,645.84,2431.0,2025-08-01,Resale,Strata,60.0,26167.0,Apartment,Freehold,15,Rest of Central Region,16 to 20,1.29928948887162,103.888693485053,8 MARGATE ROAD 8M RESIDENCES SINGAPORE 438049,4.565309342803848,60.0,2,1,0,4,7,6
AMBER PARK,3788888.0,1302.44,2909.0,2025-08-01,Resale,Strata,121.0,31313.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,5.699009915230255,60.0,2,1,5,2,9,4
THE TREELINE,2210000.0,1453.14,1521.0,2025-08-01,Resale,Strata,135.0,16370.0,Apartment,Freehold,15,Outside Central Region,01 to 05,1.31760861704211,103.913776798256,110 LORONG G TELOK KURAU THE TREELINE SINGAPORE 426313,7.965915933054809,60.0,1,0,0,2,12,12
THE BELVEDERE,3620000.0,1377.79,2627.0,2025-08-01,Resale,Strata,128.0,28281.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.29741052327556,103.887510877311,53 MEYER ROAD THE BELVEDERE SINGAPORE 437876,4.3646143038412175,60.0,1,1,0,4,7,4
SEVENTY SAINT PATRICK'S,1680000.0,731.95,2295.0,2025-08-01,Resale,Strata,68.0,24706.0,Condominium,Freehold,15,Outside Central Region,01 to 05,1.3083858414971,103.915269409353,70 SAINT PATRICK'S ROAD SEVENTY ST. PATRICKS SINGAPORE 424175,7.683712147308035,60.0,1,1,0,1,10,7
GRAND DUNMAN,4010000.0,1689.95,2373.0,2025-08-01,New Sale,Strata,157.0,25541.0,Apartment,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,1.30793011957246,103.890384748086,2 DUNMAN ROAD GRAND DUNMAN (U/C) SINGAPORE 439188,5.177965497038236,60.0,2,4,1,5,10,7
COTE D'AZUR,2590000.0,1388.56,1865.0,2025-08-01,Resale,Strata,129.0,20078.0,Condominium,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10,1.30020054263455,103.903969872762,68 MARINE PARADE ROAD COTE D'AZUR SINGAPORE 449301,6.1943120934158795,60.0,2,1,5,1,10,5
ELLIOT AT THE EAST COAST,5025000.0,2830.93,1775.0,2025-08-01,Resale,Strata,263.0,19106.0,Condominium,Freehold,15,Outside Central Region,01 to 05,1.31148172165744,103.930606478522,23 ELLIOT ROAD ELLIOT AT THE EAST COAST SINGAPORE 458704,9.402614474444675,60.0,1,1,0,2,10,11
THE SEA VIEW,1358000.0,559.73,2426.0,2025-08-01,Resale,Strata,52.0,26115.0,Condominium,Freehold,15,Rest of Central Region,11 to 15,1.30146373788307,103.902456466126,31 AMBER ROAD THE SEA VIEW SINGAPORE 439943,6.079709945009326,60.0,2,2,5,1,11,7
TAIPAN GRAND,1890000.0,1237.86,1527.0,2025-08-01,Resale,Strata,115.0,16435.0,Apartment,Freehold,15,Outside Central Region,06 to 10,1.31152961287463,103.933508200344,501 MARINE PARADE ROAD TAIPAN GRAND SINGAPORE 449303,9.709218727523384,60.0,2,1,0,2,11,8
TEMBUSU GRAND,4136000.0,1711.48,2417.0,2025-08-01,New Sale,Strata,159.0,26013.0,Condominium,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10,1.30564484991169,103.896865551663,92 JALAN TEMBUSU TEMBUSU GRAND (U/C) SINGAPORE 439142,5.685510906049411,60.0,2,1,4,3,10,10
KATONG REGENCY,1145000.0,548.96,2086.0,2025-08-01,Resale,Strata,51.0,22451.0,Apartment,Freehold,15,Rest of Central Region,11 to 15,1.3143704796903,103.894529014229,17 TANJONG KATONG ROAD KATONG REGENCY SINGAPORE 437159,5.958238234571408,60.0,3,3,3,3,12,9
SANCTUARY GREEN,2225000.0,1399.32,1590.0,2025-08-01,Resale,Strata,130.0,17115.0,Condominium,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05,1.29599148822782,103.870659351612,187 TANJONG RHU ROAD SANCTUARY GREEN SINGAPORE 436925,2.617367124345526,60.0,3,0,2,12,1,1
AMBER PARK,3580000.0,1302.44,2749.0,2025-08-01,Resale,Strata,121.0,29587.0,Condominium,Freehold,15,Rest of Central Region,06 to 10,1.30037788595042,103.899209385533,16 AMBER GARDENS AMBER PARK SINGAPORE 439961,5.699009915230255,60.0,2,1,5,2,9,4
THE SEA VIEW,3990000.0,1410.08,2830.0,2025-08-01,Resale,Strata,131.0,30458.0,Condominium,Freehold,15,Rest of Central Region,16 to 20,1.30146373788307,103.902456466126,31 AMBER ROAD THE SEA VIEW SINGAPORE 439943,6.079709945009326,60.0,2,2,5,1,11,7
THE SEAFRONT ON MEYER,4168000.0,1603.84,2599.0,2025-08-01,Resale,Strata,149.0,27973.0,Condominium,Freehold,15,Rest of Central Region,06 to 10,1.29688446089582,103.888584074842,57 MEYER ROAD THE SEAFRONT ON MEYER SINGAPORE 437878,4.455644310464007,60.0,1,1,0,4,7,4
COSTA RHU,3080000.0,1776.06,1734.0,2025-08-01,Resale,Strata,165.0,18667.0,Condominium,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15,1.29708628576013,103.866898764032,9 RHU CROSS COSTA RHU SINGAPORE 437436,2.357296663024058,60.0,4,1,3,11,2,3
FLAMINGO VALLEY,2580000.0,1388.56,1858.0,2025-08-01,Resale,Strata,129.0,20000.0,Condominium,Freehold,15,Outside Central Region,01 to 05,1.31861107149419,103.922558986674,478 SIGLAP ROAD FLAMINGO VALLEY SINGAPORE 454852,8.884178599064636,60.0,0,0,0,2,12,12
