Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
RIVERBAY,1543888.0,947.23,1630.0,2025-08-01,Resale,Strata,88.0,17544.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20,1.32798732117053,103.862540519298,23 MAR THOMA ROAD RIVERBAY SINGAPORE 328704,60.0,2,1,1,10,12,4
KALLANG RIVERSIDE,1168000.0,516.67,2261.0,2025-08-01,Resale,Strata,48.0,24333.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.30710474181654,103.867087818477,51 KAMPONG BUGIS KALLANG RIVERSIDE SINGAPORE 338986,60.0,4,2,2,12,5,3
EIGHT RIVERSUITES,1398000.0,699.66,1998.0,2025-08-01,Resale,Strata,65.0,21508.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,26 to 30,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,60.0,3,2,0,10,10,4
DE ROYALE,1830000.0,1054.87,1735.0,2025-08-01,Resale,Strata,98.0,18673.0,Condominium,Freehold,12,Rest of Central Region,01 to 05,1.32789799979738,103.849310947037,31 JALAN RAMA RAMA DE ROYALE SINGAPORE 329111,60.0,1,4,3,12,21,3
THE ORIE,3617000.0,1367.03,2646.0,2025-08-01,New Sale,Strata,127.0,28480.0,Condominium,99 yrs lease commencing from 2024,12,Rest of Central Region,26 to 30,1.33970675433727,103.850057290416,10 LORONG 1 TOA PAYOH THE ORIE (U/C) SINGAPORE 319974,60.0,2,6,1,12,17,0
CRADELS,980000.0,581.26,1686.0,2025-08-01,Resale,Strata,54.0,18148.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32467146475006,103.853910277516,10 LORONG LIMAU CRADELS SINGAPORE 328754,60.0,0,2,2,12,15,2
D'LOTUS,1750000.0,1065.64,1642.0,2025-08-01,Resale,Strata,99.0,17677.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.326118367553,103.853496019619,10 LORONG AMPAS D'LOTUS SINGAPORE 328784,60.0,1,3,2,12,15,2
THE ARCADY AT BOON KENG,2598000.0,979.52,2652.0,2025-08-01,New Sale,Strata,91.0,28549.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32327389691932,103.86384639614,2 SAINT BARNABAS LANE THE ARCADY AT BOON KENG (U/C) SINGAPORE 329353,60.0,2,3,0,10,11,4
DOMUS,1660000.0,1001.05,1658.0,2025-08-01,Resale,Strata,93.0,17849.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32571303801229,103.845508907095,8 IRRAWADDY ROAD DOMUS SINGAPORE 329564,60.0,2,1,5,12,17,4
ST FRANCIS COURT,1508000.0,1270.15,1187.0,2025-08-01,Resale,Strata,118.0,12780.0,Apartment,99 yrs lease commencing from 1992,12,Rest of Central Region,06 to 10,1.32437966274857,103.863833862679,90 SAINT FRANCIS ROAD ST FRANCIS COURT SINGAPORE 328071,60.0,3,3,0,10,12,4
CASA FORTUNA,835000.0,505.91,1650.0,2025-08-01,Resale,Strata,47.0,17766.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32849358847465,103.848169401956,36 AH HOOD ROAD CASA FORTUNA SINGAPORE 329980,60.0,1,4,3,12,20,3
THE ARCADY AT BOON KENG,2600000.0,968.76,2684.0,2025-08-01,New Sale,Strata,90.0,28889.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32327389691932,103.86384639614,2 SAINT BARNABAS LANE THE ARCADY AT BOON KENG (U/C) SINGAPORE 329353,60.0,2,3,0,10,11,4
THE ARTE,2965000.0,1528.49,1940.0,2025-08-01,Resale,Strata,142.0,20880.0,Condominium,Freehold,12,Rest of Central Region,26 to 30,1.32853196508959,103.842421864888,23 JALAN RAJA UDANG THE ARTE SINGAPORE 329216,60.0,3,0,4,12,17,4
OKIO,763000.0,419.8,1818.0,2025-08-01,Resale,Strata,39.0,19564.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32213342822747,103.853199661872,262 BALESTIER ROAD OKIO SINGAPORE 329714,60.0,1,3,1,12,16,1
EIGHT RIVERSUITES,1680000.0,936.47,1794.0,2025-08-01,Resale,Strata,87.0,19310.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,60.0,3,2,0,10,10,4
SCENIC HEIGHTS,2200000.0,1377.79,1597.0,2025-08-01,Resale,Strata,128.0,17188.0,Apartment,Freehold,12,Rest of Central Region,01 to 05,1.3216258845396,103.852170059769,245 BALESTIER ROAD SCENIC HEIGHTS SINGAPORE 329929,60.0,1,3,2,12,17,1
ASCENT @ 456,1020000.0,688.9,1481.0,2025-08-01,Resale,Strata,64.0,15938.0,Apartment,Freehold,12,Rest of Central Region,01 to 05,1.32657360790909,103.848359893837,456 BALESTIER ROAD ASCENT @ 456 SINGAPORE 329832,60.0,2,3,4,12,20,3
CITY REGENCY,1325000.0,871.88,1520.0,2025-08-01,Resale,Strata,81.0,16358.0,Apartment,Freehold,12,Rest of Central Region,01 to 05,1.32638091456349,103.86384065497,18 SAINT MICHAEL'S ROAD CITY REGENCY SINGAPORE 327977,60.0,2,2,1,10,11,4
BEACON HEIGHTS,1850000.0,1108.69,1669.0,2025-08-01,Resale,Strata,103.0,17961.0,Condominium,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20,1.32637508646677,103.8621423703,8 MAR THOMA ROAD BEACON HEIGHTS SINGAPORE 328689,60.0,2,3,1,10,11,4
CRADELS,800000.0,441.32,1813.0,2025-08-01,Resale,Strata,41.0,19512.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32467146475006,103.853910277516,10 LORONG LIMAU CRADELS SINGAPORE 328754,60.0,0,2,2,12,15,2
EIGHT RIVERSUITES,1448000.0,807.3,1794.0,2025-08-01,Resale,Strata,75.0,19307.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,60.0,3,2,0,10,10,4
THE MEZZO,1700000.0,1625.36,1046.0,2025-08-01,Resale,Strata,151.0,11258.0,Apartment,Freehold,12,Rest of Central Region,26 to 30,1.32052452699851,103.852447326986,205 BALESTIER ROAD THE MEZZO SINGAPORE 329682,60.0,2,3,2,13,18,2
SKYSUITES17,1170000.0,613.55,1907.0,2025-08-01,Resale,Strata,57.0,20526.0,Apartment,Freehold,12,Rest of Central Region,26 to 30,1.32761026033247,103.847605847436,17 JALAN RAJAH SKYSUITES 17 SINGAPORE 329137,60.0,2,3,4,12,19,3
TREVISTA,2400000.0,1108.69,2165.0,2025-08-01,Resale,Strata,103.0,23301.0,Condominium,99 yrs lease commencing from 2008,12,Rest of Central Region,21 to 25,1.33809505753531,103.846775797512,25 LORONG 3 TOA PAYOH TREVISTA SINGAPORE 319583,60.0,4,5,1,12,16,1
THE ARTE,2850000.0,1399.32,2037.0,2025-08-01,Resale,Strata,130.0,21923.0,Condominium,Freehold,12,Rest of Central Region,16 to 20,1.32853196508959,103.842421864888,23 JALAN RAJA UDANG THE ARTE SINGAPORE 329216,60.0,3,0,4,12,17,4
EIGHT RIVERSUITES,1760000.0,936.47,1879.0,2025-08-01,Resale,Strata,87.0,20230.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,60.0,3,2,0,10,10,4
SUNVILLE,1368888.0,936.47,1462.0,2025-08-01,Resale,Strata,87.0,15734.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32688549589761,103.864133218493,22 SAINT MICHAEL'S ROAD SUNVILLE SINGAPORE 327981,60.0,2,2,1,10,11,4
DOMUS,2650000.0,1367.03,1939.0,2025-08-01,Resale,Strata,127.0,20866.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32571303801229,103.845508907095,8 IRRAWADDY ROAD DOMUS SINGAPORE 329564,60.0,2,1,5,12,17,4
EIGHT RIVERSUITES,2045000.0,1076.4,1900.0,2025-07-01,Resale,Strata,100.0,20450.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,59.0,3,2,0,10,10,4
THE ORIE,4050000.0,1453.14,2787.0,2025-07-01,New Sale,Strata,135.0,30000.0,Condominium,99 yrs lease commencing from 2024,12,Rest of Central Region,36 to 40,1.33970675433727,103.850057290416,10 LORONG 1 TOA PAYOH THE ORIE (U/C) SINGAPORE 319974,59.0,2,6,1,12,17,0
VISTA RESIDENCES,2500000.0,1205.57,2074.0,2025-07-01,Resale,Strata,112.0,22321.0,Condominium,Freehold,12,Rest of Central Region,06 to 10,1.32792812694096,103.843273141429,26 JALAN DATOH VISTA RESIDENCES SINGAPORE 329425,59.0,3,0,4,12,18,4
GEM RESIDENCES,1700000.0,947.23,1795.0,2025-07-01,Resale,Strata,88.0,19318.0,Condominium,99 yrs lease commencing from 2015,12,Rest of Central Region,01 to 05,1.33933820986766,103.851224736347,3 LORONG 5 TOA PAYOH GEM RESIDENCES SINGAPORE 319459,59.0,2,6,1,12,19,0
THE CALLISTA,1730000.0,1302.44,1328.0,2025-07-01,Resale,Strata,121.0,14298.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05,1.32751519175502,103.86282558481,22 MAR THOMA ROAD THE CALLISTA SINGAPORE 328702,59.0,2,1,1,10,12,4
CASA FORTUNA,978888.0,710.42,1378.0,2025-07-01,Resale,Strata,66.0,14832.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32849358847465,103.848169401956,36 AH HOOD ROAD CASA FORTUNA SINGAPORE 329980,59.0,1,4,3,12,20,3
SHAW PLAZA - TWIN HEIGHTS,2408000.0,1420.85,1695.0,2025-07-01,Resale,Strata,132.0,18242.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32497382746308,103.851426970348,352 BALESTIER ROAD SHAW PLAZA - TWIN HEIGHTS SINGAPORE 329780,59.0,2,3,3,12,18,2
TREVISTA,3230000.0,1560.78,2069.0,2025-07-01,Resale,Strata,145.0,22276.0,Condominium,99 yrs lease commencing from 2008,12,Rest of Central Region,26 to 30,1.33809505753531,103.846775797512,25 LORONG 3 TOA PAYOH TREVISTA SINGAPORE 319583,59.0,4,5,1,12,16,1
PRESTIGE HEIGHTS,760000.0,430.56,1765.0,2025-07-01,Resale,Strata,40.0,19000.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32532977793951,103.852411690265,348 BALESTIER ROAD PRESTIGE HEIGHTS SINGAPORE 329778,59.0,1,2,2,12,17,1
BEACON HEIGHTS,1740000.0,1065.64,1633.0,2025-07-01,Resale,Strata,99.0,17576.0,Condominium,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15,1.32637508646677,103.8621423703,8 MAR THOMA ROAD BEACON HEIGHTS SINGAPORE 328689,59.0,2,3,1,10,11,4
OLEANDER TOWERS,1800000.0,1151.75,1563.0,2025-07-01,Resale,Strata,107.0,16822.0,Apartment,99 yrs lease commencing from 1995,12,Rest of Central Region,11 to 15,1.33335004690133,103.844102860065,911 LORONG 1 TOA PAYOH OLEANDER TOWERS SINGAPORE 319771,59.0,4,3,3,12,15,2
THE INTERWEAVE,700000.0,387.5,1806.0,2025-07-01,Resale,Strata,36.0,19444.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32538080526177,103.853111878947,21 KIM KEAT ROAD THE INTERWEAVE SINGAPORE 328805,59.0,1,2,2,12,15,1
GEM RESIDENCES,2138888.0,1011.82,2114.0,2025-07-01,Resale,Strata,94.0,22754.0,Condominium,99 yrs lease commencing from 2015,12,Rest of Central Region,26 to 30,1.33933820986766,103.851224736347,3 LORONG 5 TOA PAYOH GEM RESIDENCES SINGAPORE 319459,59.0,2,6,1,12,19,0
BLISS LOFT,725000.0,452.09,1604.0,2025-07-01,Resale,Strata,42.0,17262.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32322945510697,103.852929261304,25 KIM KEAT CLOSE BLISS LOFT SINGAPORE 328933,59.0,0,3,1,12,17,2
BEACON HEIGHTS,1675000.0,1108.69,1511.0,2025-07-01,Resale,Strata,103.0,16262.0,Condominium,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20,1.32637508646677,103.8621423703,8 MAR THOMA ROAD BEACON HEIGHTS SINGAPORE 328689,59.0,2,3,1,10,11,4
ST MICHAEL REGENCY,1508888.0,925.7,1630.0,2025-07-01,Resale,Strata,86.0,17545.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32791955421654,103.86384632382,38 SAINT MICHAEL'S ROAD SAINT MICHAEL REGENCY SINGAPORE 328008,59.0,2,2,1,10,11,4
BEACON HEIGHTS,940000.0,667.37,1409.0,2025-07-01,Resale,Strata,62.0,15161.0,Condominium,999 yrs lease commencing from 1882,12,Rest of Central Region,01 to 05,1.32637508646677,103.8621423703,8 MAR THOMA ROAD BEACON HEIGHTS SINGAPORE 328689,59.0,2,3,1,10,11,4
DE PARADISO,1800888.0,1130.22,1593.0,2025-07-01,Resale,Strata,105.0,17151.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32408289110494,103.85062927516,20 MARTABAN ROAD DE PARADISO SINGAPORE 328644,59.0,2,3,4,12,19,4
DOMUS,2730000.0,1367.03,1997.0,2025-07-01,Resale,Strata,127.0,21496.0,Apartment,Freehold,12,Rest of Central Region,21 to 25,1.32571303801229,103.845508907095,8 IRRAWADDY ROAD DOMUS SINGAPORE 329564,59.0,2,1,5,12,17,4
THE ORIE,3595000.0,1367.03,2630.0,2025-07-01,New Sale,Strata,127.0,28307.0,Condominium,99 yrs lease commencing from 2024,12,Rest of Central Region,26 to 30,1.33970675433727,103.850057290416,10 LORONG 1 TOA PAYOH THE ORIE (U/C) SINGAPORE 319974,59.0,2,6,1,12,17,0
RIVIERA 38,880000.0,548.96,1603.0,2025-07-01,Resale,Strata,51.0,17255.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20,1.32816337851711,103.863446045125,38 MAR THOMA ROAD RIVIERA 38 SINGAPORE 328712,59.0,2,1,1,10,12,4
THE RICHMOND,1950000.0,1248.62,1562.0,2025-07-01,Resale,Strata,116.0,16810.0,Apartment,Freehold,12,Rest of Central Region,01 to 05,1.32492428414092,103.86440663349,7 SAINT MICHAEL'S ROAD THE RICHMOND SINGAPORE 327950,59.0,3,2,1,10,12,4
EIGHT RIVERSUITES,824000.0,441.32,1867.0,2025-07-01,Resale,Strata,41.0,20098.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,59.0,3,2,0,10,10,4
OKIO,810000.0,430.56,1881.0,2025-07-01,Resale,Strata,40.0,20250.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32213342822747,103.853199661872,262 BALESTIER ROAD OKIO SINGAPORE 329714,59.0,1,3,1,12,16,1
M66,1520000.0,1356.26,1121.0,2025-07-01,Resale,Strata,126.0,12063.0,Apartment,Freehold,12,Rest of Central Region,01 to 05,1.32873367272575,103.864762336397,64 MOONSTONE LANE M66 SINGAPORE 328489,59.0,1,1,1,10,12,5
EIGHT RIVERSUITES,844888.0,441.32,1914.0,2025-07-01,Resale,Strata,41.0,20607.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,59.0,3,2,0,10,10,4
THE ORIE,3930000.0,1453.14,2704.0,2025-07-01,New Sale,Strata,135.0,29111.0,Condominium,99 yrs lease commencing from 2024,12,Rest of Central Region,31 to 35,1.33970675433727,103.850057290416,10 LORONG 1 TOA PAYOH THE ORIE (U/C) SINGAPORE 319974,59.0,2,6,1,12,17,0
TREVISTA,3250000.0,1700.71,1911.0,2025-07-01,Resale,Strata,158.0,20570.0,Condominium,99 yrs lease commencing from 2008,12,Rest of Central Region,06 to 10,1.33809505753531,103.846775797512,25 LORONG 3 TOA PAYOH TREVISTA SINGAPORE 319583,59.0,4,5,1,12,16,1
CRADELS,1160800.0,667.37,1739.0,2025-07-01,Resale,Strata,62.0,18723.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32467146475006,103.853910277516,10 LORONG LIMAU CRADELS SINGAPORE 328754,59.0,0,2,2,12,15,2
THE ORIE,2984000.0,1130.22,2640.0,2025-07-01,New Sale,Strata,105.0,28419.0,Condominium,99 yrs lease commencing from 2024,12,Rest of Central Region,21 to 25,1.33970675433727,103.850057290416,10 LORONG 1 TOA PAYOH THE ORIE (U/C) SINGAPORE 319974,59.0,2,6,1,12,17,0
EIGHT RIVERSUITES,866800.0,441.32,1964.0,2025-07-01,Resale,Strata,41.0,21141.0,Condominium,99 yrs lease commencing from 2011,12,Rest of Central Region,21 to 25,1.32161511306166,103.864370653972,10 WHAMPOA EAST EIGHT RIVERSUITES SINGAPORE 338521,59.0,3,2,0,10,10,4
VERTICUS,1790000.0,775.01,2310.0,2025-07-01,Resale,Strata,72.0,24861.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32635638132432,103.850660162189,3 JALAN KEMAMAN VERTICUS SINGAPORE 329343,59.0,1,3,3,12,20,3
AVA TOWERS,1930000.0,1227.1,1573.0,2025-07-01,Resale,Strata,114.0,16930.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32222530186955,103.851774865079,10 AVA ROAD AVA TOWERS SINGAPORE 329949,59.0,1,3,2,12,17,2
EASTPAC BUILDING,2000000.0,1980.58,1010.0,2025-07-01,Resale,Strata,184.0,10870.0,Apartment,Freehold,12,Rest of Central Region,01 to 05,1.32683327677098,103.843349169664,586 BALESTIER ROAD EASTPAC BUILDING SINGAPORE 329898,59.0,3,0,4,12,17,4
RIVERBAY,1030000.0,656.6,1569.0,2025-07-01,Resale,Strata,61.0,16885.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15,1.32798732117053,103.862540519298,23 MAR THOMA ROAD RIVERBAY SINGAPORE 328704,59.0,2,1,1,10,12,4
VETRO,918000.0,613.55,1496.0,2025-07-01,Resale,Strata,57.0,16105.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,11 to 15,1.32751884756176,103.862564898481,22A MAR THOMA ROAD VETRO SINGAPORE 328703,59.0,2,2,1,10,12,4
RIVIERA 38,720000.0,548.96,1312.0,2025-07-01,Resale,Strata,51.0,14118.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10,1.32816337851711,103.863446045125,38 MAR THOMA ROAD RIVIERA 38 SINGAPORE 328712,59.0,2,1,1,10,12,4
RIVERBAY,1222000.0,785.77,1555.0,2025-07-01,Resale,Strata,73.0,16740.0,Apartment,999 yrs lease commencing from 1882,12,Rest of Central Region,21 to 25,1.32798732117053,103.862540519298,23 MAR THOMA ROAD RIVERBAY SINGAPORE 328704,59.0,2,1,1,10,12,4
ST FRANCIS COURT,975000.0,818.06,1192.0,2025-07-01,Resale,Strata,76.0,12829.0,Apartment,99 yrs lease commencing from 1992,12,Rest of Central Region,06 to 10,1.32437966274857,103.863833862679,90 SAINT FRANCIS ROAD ST FRANCIS COURT SINGAPORE 328071,59.0,3,3,0,10,12,4
PRESTIGE HEIGHTS,728000.0,409.03,1780.0,2025-07-01,Resale,Strata,38.0,19158.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32532977793951,103.852411690265,348 BALESTIER ROAD PRESTIGE HEIGHTS SINGAPORE 329778,59.0,1,2,2,12,17,1
THE ARTE,2038888.0,1054.87,1933.0,2025-07-01,Resale,Strata,98.0,20805.0,Condominium,Freehold,12,Rest of Central Region,11 to 15,1.32853196508959,103.842421864888,23 JALAN RAJA UDANG THE ARTE SINGAPORE 329216,59.0,3,0,4,12,17,4
TREVISTA,2460000.0,1119.46,2197.0,2025-07-01,Resale,Strata,104.0,23654.0,Condominium,99 yrs lease commencing from 2008,12,Rest of Central Region,26 to 30,1.33809505753531,103.846775797512,25 LORONG 3 TOA PAYOH TREVISTA SINGAPORE 319583,59.0,4,5,1,12,16,1
SCENIC HEIGHTS,1575000.0,914.94,1721.0,2025-07-01,Resale,Strata,85.0,18529.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.3216258845396,103.852170059769,245 BALESTIER ROAD SCENIC HEIGHTS SINGAPORE 329929,59.0,1,3,2,12,17,1
MOONSTONE RESIDENCES,2050000.0,1237.86,1656.0,2025-07-01,Resale,Strata,115.0,17826.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32709863575898,103.86606572723,25 MOONSTONE LANE MOONSTONE RESIDENCES SINGAPORE 328465,59.0,3,2,1,11,12,5
SHAW PLAZA - TWIN HEIGHTS,2350000.0,1420.85,1654.0,2025-07-01,Resale,Strata,132.0,17803.0,Apartment,Freehold,12,Rest of Central Region,11 to 15,1.32497382746308,103.851426970348,352 BALESTIER ROAD SHAW PLAZA - TWIN HEIGHTS SINGAPORE 329780,59.0,2,3,3,12,18,2
THE ARCADY AT BOON KENG,2478000.0,968.76,2558.0,2025-07-01,New Sale,Strata,90.0,27533.0,Apartment,Freehold,12,Rest of Central Region,06 to 10,1.32327389691932,103.86384639614,2 SAINT BARNABAS LANE THE ARCADY AT BOON KENG (U/C) SINGAPORE 329353,59.0,2,3,0,10,11,4
THE VIRIDIAN,1550000.0,893.41,1735.0,2025-07-01,Resale,Strata,83.0,18675.0,Apartment,Freehold,12,Rest of Central Region,16 to 20,1.32601051852888,103.851626759554,6 JALAN AMPAS THE VIRIDIAN SINGAPORE 329507,59.0,1,3,2,12,18,2
