Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
SEASTRAND,1145000.0,882.65,1297.0,2025-09-01,Resale,Strata,82.0,13963.0,Condominium,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10,1.37608146342971,103.961037855893,7 PASIR RIS LINK SEASTRAND SINGAPORE 518188,15.996920374547033,61.0,0,0,1,1,9,0
THE ALPS RESIDENCES,708000.0,441.32,1604.0,2025-09-01,Resale,Strata,41.0,17268.0,Condominium,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05,1.35487857823309,103.929231871684,107 TAMPINES STREET 86 THE ALPS RESIDENCES SINGAPORE 528533,11.788648089191154,61.0,0,0,0,2,9,0
D'NEST,1318000.0,936.47,1407.0,2025-09-01,Resale,Strata,87.0,15149.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15,1.36857369907868,103.945571141969,139 PASIR RIS GROVE D'NEST SINGAPORE 518134,14.152977797391486,61.0,1,2,1,1,20,4
TREASURE AT TAMPINES,1210000.0,678.13,1784.0,2025-09-01,Resale,Strata,63.0,19206.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,61.0,2,1,3,1,25,3
TREASURE AT TAMPINES,1655000.0,914.94,1809.0,2025-09-01,Resale,Strata,85.0,19471.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,61.0,2,1,3,1,25,3
NV RESIDENCES,1105000.0,764.24,1446.0,2025-09-01,Resale,Strata,71.0,15563.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10,1.37141634507612,103.943621458548,91 PASIR RIS GROVE NV RESIDENCES SINGAPORE 518190,14.206817819323495,61.0,1,2,2,1,13,4
Q BAY RESIDENCES,745000.0,516.67,1442.0,2025-09-01,Resale,Strata,48.0,15521.0,Condominium,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,1.35021013028761,103.927274573665,1 TAMPINES STREET 86 Q BAY RESIDENCES SINGAPORE 528583,11.282179908087134,61.0,0,0,1,2,14,1
COCO PALMS,1750000.0,1097.93,1594.0,2025-09-01,Resale,Strata,102.0,17157.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05,1.37234730448592,103.945605890775,27 PASIR RIS GROVE COCO PALMS SINGAPORE 518073,14.438100076822437,61.0,1,1,2,1,16,3
THE PALETTE,1590000.0,1194.8,1331.0,2025-09-01,Resale,Strata,111.0,14324.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05,1.36958134322046,103.94398139213,111 PASIR RIS GROVE THE PALETTE SINGAPORE 518170,14.097335613754234,61.0,1,2,2,1,16,4
SEA ESTA,1055000.0,818.06,1290.0,2025-09-01,Resale,Strata,76.0,13882.0,Condominium,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05,1.3775253897225,103.960239292361,20 PASIR RIS LINK SEA ESTA SINGAPORE 518157,16.032614675301506,61.0,0,0,1,1,9,1
TREASURE AT TAMPINES,1550000.0,839.59,1846.0,2025-09-01,Resale,Strata,78.0,19872.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,61.0,2,1,3,1,25,3
EASTPOINT GREEN,1280000.0,1130.22,1133.0,2025-09-01,Resale,Strata,105.0,12190.0,Condominium,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10,1.33897480949132,103.951514766597,3 SIMEI STREET 3 EASTPOINT GREEN SINGAPORE 529891,12.784483601514248,61.0,1,0,1,1,20,6
WATERVIEW,1300000.0,925.7,1404.0,2025-09-01,Resale,Strata,86.0,15116.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05,1.34859310445471,103.92558950228,81 TAMPINES AVENUE 1 WATERVIEW SINGAPORE 528685,11.023309808637508,61.0,0,0,1,2,11,1
OASIS @ ELIAS,1130000.0,979.52,1154.0,2025-09-01,Resale,Strata,91.0,12418.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,16 to 20,1.37712493426284,103.942367369104,66 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519941,14.550485298547288,61.0,1,0,2,1,10,2
SEA ESTA,1700000.0,1119.46,1519.0,2025-09-01,Resale,Strata,104.0,16346.0,Condominium,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10,1.3775253897225,103.960239292361,20 PASIR RIS LINK SEA ESTA SINGAPORE 518157,16.032614675301506,61.0,0,0,1,1,9,1
TREASURE AT TAMPINES,1188888.0,678.13,1753.0,2025-09-01,Resale,Strata,63.0,18871.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,01 to 05,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,61.0,2,1,3,1,25,3
TREASURE AT TAMPINES,2540000.0,1323.97,1918.0,2025-08-01,Resale,Strata,123.0,20650.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,60.0,2,1,3,1,25,3
MY MANHATTAN,1860000.0,1151.75,1615.0,2025-08-01,Resale,Strata,107.0,17383.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10,1.34174041054666,103.953414624264,35 SIMEI STREET 3 MY MANHATTAN SINGAPORE 529904,13.118575030459024,60.0,2,0,1,1,19,8
NV RESIDENCES,1010000.0,742.72,1360.0,2025-08-01,Resale,Strata,69.0,14638.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05,1.37141634507612,103.943621458548,91 PASIR RIS GROVE NV RESIDENCES SINGAPORE 518190,14.206817819323495,60.0,1,2,2,1,13,4
NV RESIDENCES,1540000.0,1184.04,1301.0,2025-08-01,Resale,Strata,110.0,14000.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05,1.37141634507612,103.943621458548,91 PASIR RIS GROVE NV RESIDENCES SINGAPORE 518190,14.206817819323495,60.0,1,2,2,1,13,4
EASTPOINT GREEN,1129000.0,968.76,1165.0,2025-08-01,Resale,Strata,90.0,12544.0,Condominium,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05,1.33897480949132,103.951514766597,3 SIMEI STREET 3 EASTPOINT GREEN SINGAPORE 529891,12.784483601514248,60.0,1,0,1,1,20,6
SEASTRAND,720000.0,570.49,1262.0,2025-08-01,Resale,Strata,53.0,13585.0,Condominium,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05,1.37608146342971,103.961037855893,7 PASIR RIS LINK SEASTRAND SINGAPORE 518188,15.996920374547033,60.0,0,0,1,1,9,0
DOUBLE BAY RESIDENCES,1820000.0,1270.15,1433.0,2025-08-01,Resale,Strata,118.0,15424.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10,1.34052918054906,103.9567769669,19C SIMEI STREET 4 DOUBLE BAY RESIDENCES SINGAPORE 528715,13.380778332497949,60.0,4,0,2,1,16,8
TREASURE AT TAMPINES,1550000.0,850.36,1823.0,2025-08-01,Resale,Strata,79.0,19620.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,60.0,2,1,3,1,25,3
DOUBLE BAY RESIDENCES,2348000.0,1560.78,1504.0,2025-08-01,Resale,Strata,145.0,16193.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10,1.34052918054906,103.9567769669,19C SIMEI STREET 4 DOUBLE BAY RESIDENCES SINGAPORE 528715,13.380778332497949,60.0,4,0,2,1,16,8
THE ALPS RESIDENCES,1000088.0,688.9,1452.0,2025-08-01,Resale,Strata,64.0,15626.0,Condominium,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05,1.35487857823309,103.929231871684,107 TAMPINES STREET 86 THE ALPS RESIDENCES SINGAPORE 528533,11.788648089191154,60.0,0,0,0,2,9,0
TREASURE AT TAMPINES,1570000.0,861.12,1823.0,2025-08-01,Resale,Strata,80.0,19625.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,60.0,2,1,3,1,25,3
RIPPLE BAY,1400000.0,1076.4,1301.0,2025-08-01,Resale,Strata,100.0,14000.0,Condominium,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05,1.37861744601968,103.961665376747,16 PASIR RIS LINK RIPPLE BAY SINGAPORE 518166,16.23168547168109,60.0,0,0,1,1,8,0
THE SANTORINI,1710000.0,1184.04,1444.0,2025-08-01,Resale,Strata,110.0,15545.0,Condominium,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10,1.35190778651282,103.927623961465,25 TAMPINES STREET 86 THE SANTORINI SINGAPORE 528569,11.43567081518909,60.0,0,0,1,2,11,1
WATERVIEW,1870000.0,1130.22,1655.0,2025-08-01,Resale,Strata,105.0,17810.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10,1.34859310445471,103.92558950228,81 TAMPINES AVENUE 1 WATERVIEW SINGAPORE 528685,11.023309808637508,60.0,0,0,1,2,11,1
MY MANHATTAN,790000.0,495.14,1595.0,2025-08-01,Resale,Strata,46.0,17174.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05,1.34174041054666,103.953414624264,35 SIMEI STREET 3 MY MANHATTAN SINGAPORE 529904,13.118575030459024,60.0,2,0,1,1,19,8
PARKTOWN RESIDENCE,3841000.0,1679.18,2287.0,2025-08-01,New Sale,Strata,156.0,24622.0,Apartment,99 yrs lease commencing from 2023,18,Outside Central Region,01 to 05,1.36684842281087,103.937776357215,21 TAMPINES STREET 62 PARKTOWN RESIDENCE (U/C) SINGAPORE 529382,13.387506623002212,60.0,0,1,0,1,14,2
WATERVIEW,1228000.0,785.77,1563.0,2025-08-01,Resale,Strata,73.0,16822.0,Condominium,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15,1.34859310445471,103.92558950228,81 TAMPINES AVENUE 1 WATERVIEW SINGAPORE 528685,11.023309808637508,60.0,0,0,1,2,11,1
COCO PALMS,1600000.0,904.18,1770.0,2025-08-01,Resale,Strata,84.0,19048.0,Condominium,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10,1.37234730448592,103.945605890775,27 PASIR RIS GROVE COCO PALMS SINGAPORE 518073,14.438100076822437,60.0,1,1,2,1,16,3
PASIR RIS 8,1510000.0,710.42,2125.0,2025-08-01,Sub Sale,Strata,66.0,22879.0,Apartment,99 yrs lease commencing from 2021,18,Outside Central Region,06 to 10,1.37373920985698,103.948257336533,12 PASIR RIS DRIVE 8 PASIR RIS 8 SINGAPORE 519469,14.758866071041089,60.0,1,1,3,1,15,4
TREASURE AT TAMPINES,1190000.0,678.13,1755.0,2025-08-01,Resale,Strata,63.0,18889.0,Condominium,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,1.34508561453648,103.947950954374,7 TAMPINES LANE TREASURE AT TAMPINES SINGAPORE 528487,12.788572060788068,60.0,2,1,3,1,25,3
