Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
8@BT,2057000.0,731.95,2810.0,2024-09-01,New Sale,Strata,68.0,30250.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1567000.0,516.67,3033.0,2024-09-01,New Sale,Strata,48.0,32646.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,2068000.0,731.95,2825.0,2024-09-01,New Sale,Strata,68.0,30412.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,2026000.0,731.95,2768.0,2024-09-01,New Sale,Strata,68.0,29794.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1808000.0,624.31,2896.0,2024-09-01,New Sale,Strata,58.0,31172.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,2047000.0,731.95,2797.0,2024-09-01,New Sale,Strata,68.0,30103.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1819000.0,624.31,2914.0,2024-09-01,New Sale,Strata,58.0,31362.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1859000.0,624.31,2978.0,2024-09-01,New Sale,Strata,58.0,32052.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1481000.0,516.67,2866.0,2024-09-01,New Sale,Strata,48.0,30854.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1860000.0,624.31,2979.0,2024-09-01,New Sale,Strata,58.0,32069.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1488000.0,516.67,2880.0,2024-09-01,New Sale,Strata,48.0,31000.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1495000.0,516.67,2894.0,2024-09-01,New Sale,Strata,48.0,31146.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1502000.0,516.67,2907.0,2024-09-01,New Sale,Strata,48.0,31292.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,2157000.0,731.95,2947.0,2024-09-01,New Sale,Strata,68.0,31721.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1509000.0,516.67,2921.0,2024-09-01,New Sale,Strata,48.0,31438.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1536000.0,516.67,2973.0,2024-09-01,New Sale,Strata,48.0,32000.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,16 to 20,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
CAVENDISH PARK,1943888.0,1270.15,1530.0,2024-09-01,Resale,Strata,118.0,16474.0,Condominium,99 yrs lease commencing from 1991,21,Rest of Central Region,01 to 05,1.3165509201045,103.775401158619,18 PINE GROVE CAVENDISH PARK SINGAPORE 597594,49.0,1,1,0,5,12,6
HUME PARK II,2550000.0,1474.67,1729.0,2024-09-01,Resale,Strata,137.0,18613.0,Condominium,Freehold,21,Outside Central Region,06 to 10,1.35341263561796,103.768701565397,1 HUME AVENUE HUME PARK I SINGAPORE 598718,49.0,0,0,1,3,9,6
PINETREE HILL,2038000.0,796.54,2559.0,2024-09-01,New Sale,Strata,74.0,27541.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
8@BT,1922000.0,731.95,2626.0,2024-09-01,New Sale,Strata,68.0,28265.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,01 to 05,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,1387000.0,516.67,2684.0,2024-09-01,New Sale,Strata,48.0,28896.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,06 to 10,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
8@BT,2016000.0,731.95,2754.0,2024-09-01,New Sale,Strata,68.0,29647.0,Condominium,99 yrs lease commencing from 2023,21,Rest of Central Region,11 to 15,1.34137140164237,103.776905804914,8 BUKIT TIMAH LINK 8@BT (U/C) SINGAPORE 589944,49.0,1,2,3,4,2,6
SOUTHAVEN II,2300000.0,1313.21,1751.0,2024-09-01,Resale,Strata,122.0,18852.0,Condominium,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10,1.34694658217219,103.772158776058,33 HINDHEDE WALK SOUTHAVEN II SINGAPORE 587968,49.0,1,2,2,3,3,4
THE CREEK @ BUKIT,1388000.0,785.77,1766.0,2024-09-01,Resale,Strata,73.0,19014.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.34004658950475,103.770121496506,13 TOH TUCK ROAD THE CREEK @ BUKIT SINGAPORE 596196,49.0,1,2,3,3,4,9
TERRENE AT BUKIT TIMAH,1810000.0,914.94,1978.0,2024-09-01,Resale,Strata,85.0,21294.0,Condominium,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05,1.34101528932946,103.77097733992,111 JALAN JURONG KECHIL TERRENE AT BUKIT TIMAH SINGAPORE 598674,49.0,1,2,3,4,4,10
PINETREE HILL,2021000.0,796.54,2537.0,2024-09-01,New Sale,Strata,74.0,27311.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,2065000.0,796.54,2592.0,2024-09-01,New Sale,Strata,74.0,27905.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
SIGNATURE PARK,2470000.0,1420.85,1738.0,2024-09-01,Resale,Strata,132.0,18712.0,Condominium,Freehold,21,Rest of Central Region,06 to 10,1.34159407830701,103.769364834248,54 TOH TUCK ROAD SIGNATURE PARK SINGAPORE 596745,49.0,1,2,2,3,5,10
DAINTREE RESIDENCE,2100000.0,1001.05,2098.0,2024-09-01,Resale,Strata,93.0,22581.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,49.0,1,2,3,4,3,10
PINETREE HILL,1901000.0,764.24,2487.0,2024-09-01,New Sale,Strata,71.0,26775.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
DAINTREE RESIDENCE,1670000.0,775.01,2155.0,2024-09-01,Resale,Strata,72.0,23194.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,49.0,1,2,3,4,3,10
ENG KONG GREEN,1260000.0,839.59,1501.0,2024-09-01,Resale,Strata,78.0,16154.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33595570623066,103.769290320199,33 ENG KONG CRESCENT ENG KONG GREEN SINGAPORE 599426,49.0,1,2,0,5,3,9
THE STERLING,3294000.0,1463.9,2250.0,2024-09-01,Resale,Strata,136.0,24221.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33575596517088,103.782110387097,1001 BUKIT TIMAH ROAD THE STERLING SINGAPORE 596288,49.0,2,2,3,5,2,6
PINETREE HILL,1909000.0,764.24,2498.0,2024-09-01,New Sale,Strata,71.0,26887.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
SYMPHONY HEIGHTS,2580000.0,1539.25,1676.0,2024-09-01,Resale,Strata,143.0,18042.0,Condominium,Freehold,21,Outside Central Region,01 to 05,1.35601306530537,103.766973048822,33 HUME AVENUE SYMPHONY HEIGHTS SINGAPORE 598734,49.0,1,0,2,3,9,6
SIGNATURE PARK,2320000.0,1356.26,1711.0,2024-09-01,Resale,Strata,126.0,18413.0,Condominium,Freehold,21,Rest of Central Region,06 to 10,1.34159407830701,103.769364834248,54 TOH TUCK ROAD SIGNATURE PARK SINGAPORE 596745,49.0,1,2,2,3,5,10
GARDENVISTA,2200000.0,1173.28,1875.0,2024-09-01,Resale,Strata,109.0,20183.0,Condominium,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05,1.3379303694628,103.780475005793,962 DUNEARN ROAD GARDENVISTA SINGAPORE 589487,49.0,2,2,3,5,2,4
THE RESERVE RESIDENCES,3472000.0,1377.79,2520.0,2024-09-01,New Sale,Strata,128.0,27125.0,Apartment,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10,1.34084176825735,103.777682636132,15 JALAN ANAK BUKIT THE RESERVE RESIDENCES (U/C) SINGAPORE 589770,49.0,2,2,3,4,2,7
PINETREE HILL,2436000.0,968.76,2515.0,2024-09-01,New Sale,Strata,90.0,27067.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,2498000.0,968.76,2579.0,2024-09-01,New Sale,Strata,90.0,27756.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,2507000.0,968.76,2588.0,2024-09-01,New Sale,Strata,90.0,27856.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
BUKIT REGENCY,2410000.0,1528.49,1577.0,2024-09-01,Resale,Strata,142.0,16972.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.34640805888769,103.770877232011,7 UPPER BUKIT TIMAH VIEW BUKIT REGENCY SINGAPORE 588135,49.0,1,1,2,3,4,5
THE HILLFORD,598000.0,398.27,1502.0,2024-09-01,Resale,Strata,37.0,16162.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,49.0,1,2,2,3,5,6
KI RESIDENCES AT BROOKVALE,2492888.0,1108.69,2248.0,2024-09-01,Sub Sale,Strata,103.0,24203.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,49.0,0,0,0,5,7,10
PINETREE HILL,1934000.0,764.24,2531.0,2024-09-01,New Sale,Strata,71.0,27239.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
VIEW AT KISMIS,1378000.0,699.66,1970.0,2024-09-01,Sub Sale,Strata,65.0,21200.0,Apartment,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05,1.33804783376219,103.769813016884,23 LORONG KISMIS VIEW AT KISMIS SINGAPORE 596188,49.0,1,2,3,4,4,9
FORETT@BUKIT TIMAH,2430000.0,979.52,2481.0,2024-09-01,Sub Sale,Strata,91.0,26703.0,Apartment,Freehold,21,Rest of Central Region,01 to 05,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,49.0,1,2,1,3,5,10
MAPLE WOODS,3820000.0,1786.82,2138.0,2024-09-01,Resale,Strata,166.0,23012.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,49.0,1,1,1,6,3,6
MAPLE WOODS,5000000.0,3003.16,1665.0,2024-09-01,Resale,Strata,279.0,17921.0,Condominium,Freehold,21,Rest of Central Region,06 to 10,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,49.0,1,1,1,6,3,6
PINETREE HILL,3249000.0,1291.68,2515.0,2024-09-01,New Sale,Strata,120.0,27075.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,01 to 05,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,2047000.0,796.54,2570.0,2024-09-01,New Sale,Strata,74.0,27662.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
SPRINGDALE CONDOMINIUM,1820000.0,1130.22,1610.0,2024-09-01,Resale,Strata,105.0,17333.0,Condominium,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05,1.34845492707782,103.771463266561,49 HINDHEDE WALK SPRINGDALE CONDOMINIUM SINGAPORE 587976,49.0,1,1,2,3,4,4
PINETREE HILL,1942000.0,764.24,2541.0,2024-09-01,New Sale,Strata,71.0,27352.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,1402000.0,538.2,2605.0,2024-09-01,New Sale,Strata,50.0,28040.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,2530000.0,1173.28,2156.0,2024-09-01,New Sale,Strata,109.0,23211.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,21 to 25,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,1353000.0,538.2,2514.0,2024-09-01,New Sale,Strata,50.0,27060.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,1722000.0,699.66,2461.0,2024-09-01,New Sale,Strata,65.0,26492.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,11 to 15,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,1357000.0,538.2,2521.0,2024-09-01,New Sale,Strata,50.0,27140.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,16 to 20,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
PINETREE HILL,1929000.0,775.01,2489.0,2024-09-01,New Sale,Strata,72.0,26792.0,Condominium,99 yrs lease commencing from 2022,21,Rest of Central Region,06 to 10,1.31987177689792,103.776658479925,36 PINE GROVE PINETREE HILL (U/C) SINGAPORE 598444,49.0,1,1,0,6,10,5
SPRINGDALE CONDOMINIUM,1900000.0,1227.1,1548.0,2024-09-01,Resale,Strata,114.0,16667.0,Condominium,999 yrs lease commencing from 1877,21,Outside Central Region,01 to 05,1.34845492707782,103.771463266561,49 HINDHEDE WALK SPRINGDALE CONDOMINIUM SINGAPORE 587976,49.0,1,1,2,3,4,4
VERDALE,1160000.0,613.55,1891.0,2024-09-01,Resale,Strata,57.0,20351.0,Apartment,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05,1.34487621617488,103.769099813375,12 DE SOUZA AVENUE VERDALE SINGAPORE 599462,49.0,1,1,2,3,7,6
KI RESIDENCES AT BROOKVALE,1700000.0,742.72,2289.0,2024-09-01,Sub Sale,Strata,69.0,24638.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,11 to 15,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,49.0,0,0,0,5,7,10
FORETT@BUKIT TIMAH,3300000.0,1560.78,2114.0,2024-09-01,Sub Sale,Strata,145.0,22759.0,Apartment,Freehold,21,Rest of Central Region,01 to 05,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,49.0,1,2,1,3,5,10
VIEW AT KISMIS,1440000.0,699.66,2058.0,2024-09-01,Sub Sale,Strata,65.0,22154.0,Apartment,99 yrs lease commencing from 2019,21,Rest of Central Region,01 to 05,1.33804783376219,103.769813016884,23 LORONG KISMIS VIEW AT KISMIS SINGAPORE 596188,49.0,1,2,3,4,4,9
FORETT@BUKIT TIMAH,1830000.0,764.24,2395.0,2024-09-01,Sub Sale,Strata,71.0,25775.0,Apartment,Freehold,21,Rest of Central Region,06 to 10,1.33990853882395,103.767523150763,32 TOH TUCK ROAD FORETT@BUKIT TIMAH SINGAPORE 596710,49.0,1,2,1,3,5,10
THE RESERVE RESIDENCES,4170667.0,1625.36,2566.0,2024-08-01,New Sale,Strata,151.0,27620.0,Apartment,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25,1.34084176825735,103.777682636132,15 JALAN ANAK BUKIT THE RESERVE RESIDENCES (U/C) SINGAPORE 589770,48.0,2,2,3,4,2,7
THE RESERVE RESIDENCES,4200000.0,1625.36,2584.0,2024-08-01,New Sale,Strata,151.0,27815.0,Apartment,99 yrs lease commencing from 2021,21,Rest of Central Region,21 to 25,1.34084176825735,103.777682636132,15 JALAN ANAK BUKIT THE RESERVE RESIDENCES (U/C) SINGAPORE 589770,48.0,2,2,3,4,2,7
THE RESERVE RESIDENCES,5080000.0,1894.46,2681.0,2024-08-01,New Sale,Strata,176.0,28864.0,Apartment,99 yrs lease commencing from 2021,21,Rest of Central Region,06 to 10,1.34084176825735,103.777682636132,15 JALAN ANAK BUKIT THE RESERVE RESIDENCES (U/C) SINGAPORE 589770,48.0,2,2,3,4,2,7
THE HILLFORD,860000.0,656.6,1310.0,2024-08-01,Resale,Strata,61.0,14098.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,48.0,1,2,2,3,5,6
THE BLOSSOMVALE,1900000.0,839.59,2263.0,2024-08-01,Resale,Strata,78.0,24359.0,Condominium,999 yrs lease commencing from 1884,21,Rest of Central Region,01 to 05,1.33673935083253,103.782820735846,900 DUNEARN ROAD THE BLOSSOMVALE SINGAPORE 589473,48.0,2,2,3,5,2,4
HILLVIEW GREEN,2100000.0,1474.67,1424.0,2024-08-01,Resale,Strata,137.0,15328.0,Condominium,999 yrs lease commencing from 1883,21,Outside Central Region,01 to 05,1.35806133765122,103.764596484652,63 HUME AVENUE HILLVIEW GREEN SINGAPORE 598742,48.0,1,0,2,3,12,8
THE HILLFORD,600000.0,398.27,1507.0,2024-08-01,Resale,Strata,37.0,16216.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,48.0,1,2,2,3,5,6
PANDAN VALLEY,3920000.0,2884.75,1359.0,2024-08-01,Resale,Strata,268.0,14627.0,Condominium,Freehold,21,Rest of Central Region,16 to 20,1.31914163941165,103.777127110124,PANDAN VALLEY,48.0,1,1,0,6,10,7
SUMMERHILL,2770000.0,1603.84,1727.0,2024-08-01,Resale,Strata,149.0,18591.0,Condominium,Freehold,21,Outside Central Region,06 to 10,1.3582606053054,103.766168368351,50 HUME AVENUE SUMMERHILL SINGAPORE 596229,48.0,1,0,2,3,11,8
GARDENVISTA,2080000.0,1248.62,1666.0,2024-08-01,Resale,Strata,116.0,17931.0,Condominium,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05,1.3379303694628,103.780475005793,962 DUNEARN ROAD GARDENVISTA SINGAPORE 589487,48.0,2,2,3,5,2,4
FLORIDIAN,3880000.0,1679.18,2311.0,2024-08-01,Resale,Strata,156.0,24872.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33302890934461,103.786004688074,967 BUKIT TIMAH ROAD FLORIDIAN SINGAPORE 589663,48.0,1,0,0,5,4,5
SHERWOOD TOWER,1468000.0,1420.85,1033.0,2024-08-01,Resale,Strata,132.0,11121.0,Apartment,99 yrs lease commencing from 1976,21,Rest of Central Region,26 to 30,1.33950014743524,103.778815124223,3 JALAN ANAK BUKIT SHERWOOD TOWERS SINGAPORE 588998,48.0,2,2,3,5,2,6
KI RESIDENCES AT BROOKVALE,1928000.0,861.12,2239.0,2024-08-01,Sub Sale,Strata,80.0,24100.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,48.0,0,0,0,5,7,10
DAINTREE RESIDENCE,1375000.0,678.13,2028.0,2024-08-01,Resale,Strata,63.0,21825.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,48.0,1,2,3,4,3,10
THE RESERVE RESIDENCES,4223900.0,1625.36,2599.0,2024-08-01,New Sale,Strata,151.0,27973.0,Apartment,99 yrs lease commencing from 2021,21,Rest of Central Region,26 to 30,1.34084176825735,103.777682636132,15 JALAN ANAK BUKIT THE RESERVE RESIDENCES (U/C) SINGAPORE 589770,48.0,2,2,3,4,2,7
DAINTREE RESIDENCE,1635000.0,775.01,2110.0,2024-08-01,Resale,Strata,72.0,22708.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,48.0,1,2,3,4,3,10
JARDIN,2150000.0,1130.22,1902.0,2024-08-01,Resale,Strata,105.0,20476.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.337684398384,103.780147954617,968 DUNEARN ROAD JARDIN SINGAPORE 589489,48.0,2,2,3,5,2,5
DAINTREE RESIDENCE,1543000.0,742.72,2078.0,2024-08-01,Resale,Strata,69.0,22362.0,Condominium,99 yrs lease commencing from 2017,21,Rest of Central Region,01 to 05,1.33968671314796,103.770941441195,11C TOH TUCK ROAD DAINTREE RESIDENCE SINGAPORE 596159,48.0,1,2,3,4,3,10
MAPLE WOODS,2070000.0,914.94,2262.0,2024-08-01,Resale,Strata,85.0,24353.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.33405738767157,103.783567190752,991 BUKIT TIMAH ROAD MAPLE WOODS SINGAPORE 589630,48.0,1,1,1,6,3,6
HIGHGATE,2080000.0,1463.9,1421.0,2024-08-01,Resale,Strata,136.0,15294.0,Condominium,Freehold,21,Rest of Central Region,01 to 05,1.34183859405778,103.766292641702,66 TOH TUCK ROAD HIGHGATE SINGAPORE 596730,48.0,0,1,0,3,7,10
NOTTINGHILL SUITES,1000000.0,785.77,1273.0,2024-08-01,Resale,Strata,73.0,13699.0,Apartment,Freehold,21,Rest of Central Region,01 to 05,1.33885390897837,103.769182996429,29A TOH TUCK ROAD NOTTINGHILL SUITES SINGAPORE 596195,48.0,1,2,2,3,4,10
HIGHGATE,2588000.0,1636.13,1582.0,2024-08-01,Resale,Strata,152.0,17026.0,Condominium,Freehold,21,Rest of Central Region,06 to 10,1.34183859405778,103.766292641702,66 TOH TUCK ROAD HIGHGATE SINGAPORE 596730,48.0,0,1,0,3,7,10
MEADOWLODGE,1970000.0,1345.5,1464.0,2024-08-01,Resale,Strata,125.0,15760.0,Condominium,99 yrs lease commencing from 1997,21,Rest of Central Region,01 to 05,1.34148201148685,103.773378872351,31 CHUN TIN ROAD MEADOWLODGE SINGAPORE 599717,48.0,1,2,3,4,3,8
THE HILLFORD,615000.0,398.27,1544.0,2024-08-01,Resale,Strata,37.0,16622.0,Apartment,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05,1.34472304227811,103.769622200349,172 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596182,48.0,1,2,2,3,5,6
MAYFAIR GARDENS,2320000.0,1011.82,2293.0,2024-08-01,Resale,Strata,94.0,24681.0,Condominium,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05,1.33822248553508,103.781375965144,8 RIFLE RANGE ROAD MAYFAIR GARDENS SINGAPORE 588376,48.0,2,2,3,5,2,4
KI RESIDENCES AT BROOKVALE,1620000.0,753.48,2150.0,2024-08-01,Sub Sale,Strata,70.0,23143.0,Condominium,999 yrs lease commencing from 1885,21,Outside Central Region,06 to 10,1.32939185596503,103.769843706752,20 BROOKVALE DRIVE KI RESIDENCES AT BROOKVALE SINGAPORE 599982,48.0,0,0,0,5,7,10
