Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
BREEZE BY THE EAST,3360000.0,1776.06,1892.0,2025-09-01,Resale,Strata,165.0,20364.0,Condominium,Freehold,16,Outside Central Region,01 to 05,1.31385758590782,103.937503004333,326 UPPER EAST COAST ROAD BREEZE BY THE EAST SINGAPORE 465523,10.213796782533532,61.0,2,2,0,2,9,7
BAYSHORE PARK,1150000.0,936.47,1228.0,2025-09-01,Resale,Strata,87.0,13218.0,Condominium,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10,1.31134348854577,103.935243980507,60 BAYSHORE ROAD BAYSHORE PARK SINGAPORE 469982,9.885570018733784,61.0,2,1,0,2,8,9
WATERFRONT GOLD,2300000.0,1291.68,1781.0,2025-09-01,Resale,Strata,120.0,19167.0,Condominium,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15,1.33787070972746,103.928514706964,758 BEDOK RESERVOIR ROAD WATERFRONT GOLD SINGAPORE 479260,10.546637888561468,61.0,1,2,0,2,16,2
COSTA DEL SOL,2880000.0,1560.78,1845.0,2025-09-01,Resale,Strata,145.0,19862.0,Condominium,99 yrs lease commencing from 1997,16,Outside Central Region,01 to 05,1.31179905604909,103.939434253217,68 BAYSHORE ROAD COSTA DEL SOL SINGAPORE 469986,10.344307170347928,61.0,1,1,0,2,7,6
AQUARIUS BY THE PARK,1200000.0,1097.93,1093.0,2025-09-01,Resale,Strata,102.0,11765.0,Condominium,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05,1.33804063619654,103.935353282268,3 BEDOK RESERVOIR VIEW AQUARIUS BY THE PARK SINGAPORE 478927,11.187944756655956,61.0,2,2,1,2,21,0
WATERFRONT KEY,2460000.0,1442.38,1706.0,2025-09-01,Resale,Strata,134.0,18358.0,Condominium,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05,1.33750931676913,103.93139040424,772 BEDOK RESERVOIR ROAD WATERFRONT KEY SINGAPORE 479251,10.78760428455734,61.0,1,2,0,2,18,1
BAGNALL HAUS,1371000.0,495.14,2769.0,2025-08-01,New Sale,Strata,46.0,29804.0,Apartment,Freehold,16,Outside Central Region,01 to 05,1.32027552345902,103.954833082378,811 UPPER EAST COAST ROAD BAGNALL HAUS (U/C) SINGAPORE 466608,12.268761658800743,60.0,2,1,0,1,6,10
BEDOK RESIDENCES,1226800.0,602.78,2035.0,2025-08-01,Resale,Strata,56.0,21907.0,Apartment,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15,1.32533624438993,103.929756064868,22 BEDOK NORTH DRIVE BEDOK RESIDENCES SINGAPORE 465497,9.936650372951014,60.0,1,5,3,2,16,4
WATERFRONT ISLE,2020000.0,1151.75,1754.0,2025-08-01,Resale,Strata,107.0,18879.0,Condominium,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10,1.33872443741358,103.927577934044,730 BEDOK RESERVOIR ROAD WATERFRONT ISLE SINGAPORE 479261,10.516564087217327,60.0,1,2,0,2,15,2
THE TANAMERA,1180000.0,958.0,1232.0,2025-08-01,Resale,Strata,89.0,13258.0,Condominium,99 yrs lease commencing from 1990,16,Outside Central Region,01 to 05,1.32645360666448,103.942524576662,3 TANAH MERAH KECHIL ROAD THE TANAMERA SINGAPORE 466664,11.2622500615508,60.0,1,2,0,2,15,12
