Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
THE WISTERIA,830000.0,548.96,1512.0,2025-09-01,Resale,Strata,51.0,16275.0,Apartment,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15,1.41844703579357,103.841112412447,590 YISHUN RING ROAD THE WISTERIA SINGAPORE 768694,61.0,1,1,1,3,17,1
CANBERRA CRESCENT RESIDENCES,1761900.0,882.65,1996.0,2025-09-01,New Sale,Strata,82.0,21487.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,61.0,1,1,1,4,12,4
THE NAUTICAL,1340000.0,990.29,1353.0,2025-09-01,Resale,Strata,92.0,14565.0,Condominium,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05,1.4428170077791,103.824737654777,97 JALAN SENDUDOK THE NAUTICAL SINGAPORE 769474,61.0,2,1,3,4,16,6
YISHUN EMERALD,1030000.0,990.29,1040.0,2025-09-01,Resale,Strata,92.0,11196.0,Condominium,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15,1.43911656257616,103.830253676903,20 CANBERRA DRIVE YISHUN EMERALD SINGAPORE 768425,61.0,1,2,2,4,13,6
KANDIS RESIDENCE,950000.0,764.24,1243.0,2025-09-01,Resale,Strata,71.0,13380.0,Condominium,99 yrs lease commencing from 2016,27,Outside Central Region,01 to 05,1.45643625409312,103.837218581465,2 KANDIS LINK KANDIS RESIDENCE SINGAPORE 756967,61.0,0,0,0,2,1,4
THE WISTERIA,1280000.0,968.76,1321.0,2025-09-01,Resale,Strata,90.0,14222.0,Apartment,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10,1.41844703579357,103.841112412447,590 YISHUN RING ROAD THE WISTERIA SINGAPORE 768694,61.0,1,1,1,3,17,1
ORCHID PARK CONDOMINIUM,1383000.0,1248.62,1108.0,2025-09-01,Resale,Strata,116.0,11922.0,Condominium,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10,1.4123301076417,103.834893081979,93 YISHUN STREET 81 ORCHID PARK CONDOMINIUM SINGAPORE 768451,61.0,1,0,1,5,11,1
CANBERRA CRESCENT RESIDENCES,1744400.0,882.65,1976.0,2025-08-01,New Sale,Strata,82.0,21273.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1372500.0,667.37,2057.0,2025-08-01,New Sale,Strata,62.0,22137.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1340100.0,667.37,2008.0,2025-08-01,New Sale,Strata,62.0,21615.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
SYMPHONY SUITES,1411888.0,1022.58,1381.0,2025-08-01,Resale,Strata,95.0,14862.0,Condominium,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10,1.43537726152559,103.844165552611,13 YISHUN CLOSE SYMPHONY SUITES SINGAPORE 768010,60.0,0,0,1,2,15,1
CANBERRA CRESCENT RESIDENCES,1999800.0,990.29,2019.0,2025-08-01,New Sale,Strata,92.0,21737.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
SYMPHONY SUITES,942000.0,688.9,1367.0,2025-08-01,Resale,Strata,64.0,14719.0,Condominium,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10,1.43537726152559,103.844165552611,13 YISHUN CLOSE SYMPHONY SUITES SINGAPORE 768010,60.0,0,0,1,2,15,1
THE NAUTICAL,1550000.0,1388.56,1116.0,2025-08-01,Resale,Strata,129.0,12016.0,Condominium,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05,1.4428170077791,103.824737654777,97 JALAN SENDUDOK THE NAUTICAL SINGAPORE 769474,60.0,2,1,3,4,16,6
CANBERRA CRESCENT RESIDENCES,2391000.0,1216.33,1966.0,2025-08-01,New Sale,Strata,113.0,21159.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA RESIDENCES,1730000.0,1431.61,1208.0,2025-08-01,Resale,Strata,133.0,13008.0,Condominium,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,2588900.0,1323.97,1955.0,2025-08-01,New Sale,Strata,123.0,21048.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
SYMPHONY SUITES,1220000.0,893.41,1366.0,2025-08-01,Resale,Strata,83.0,14699.0,Condominium,99 yrs lease commencing from 2014,27,Outside Central Region,06 to 10,1.43537726152559,103.844165552611,13 YISHUN CLOSE SYMPHONY SUITES SINGAPORE 768010,60.0,0,0,1,2,15,1
CANBERRA CRESCENT RESIDENCES,1731700.0,882.65,1962.0,2025-08-01,New Sale,Strata,82.0,21118.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1598300.0,796.54,2007.0,2025-08-01,New Sale,Strata,74.0,21599.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1330300.0,667.37,1993.0,2025-08-01,New Sale,Strata,62.0,21456.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1356900.0,667.37,2033.0,2025-08-01,New Sale,Strata,62.0,21885.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1350400.0,667.37,2023.0,2025-08-01,New Sale,Strata,62.0,21781.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1333100.0,667.37,1998.0,2025-08-01,New Sale,Strata,62.0,21502.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1974000.0,990.29,1993.0,2025-08-01,New Sale,Strata,92.0,21457.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1519000.0,796.54,1907.0,2025-08-01,New Sale,Strata,74.0,20527.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1988000.0,990.29,2007.0,2025-08-01,New Sale,Strata,92.0,21609.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1704525.0,871.88,1955.0,2025-08-01,New Sale,Strata,81.0,21044.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1597400.0,796.54,2005.0,2025-08-01,New Sale,Strata,74.0,21586.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1586400.0,796.54,1992.0,2025-08-01,New Sale,Strata,74.0,21438.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1757300.0,882.65,1991.0,2025-08-01,New Sale,Strata,82.0,21430.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1629600.0,796.54,2046.0,2025-08-01,New Sale,Strata,74.0,22022.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1523600.0,796.54,1913.0,2025-08-01,New Sale,Strata,74.0,20589.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1993000.0,990.29,2013.0,2025-08-01,New Sale,Strata,92.0,21663.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1359100.0,667.37,2037.0,2025-08-01,New Sale,Strata,62.0,21921.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
EIGHT COURTYARDS,1568888.0,1140.98,1375.0,2025-08-01,Resale,Strata,106.0,14801.0,Condominium,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05,1.43843379610326,103.830692080977,8 CANBERRA DRIVE EIGHT COURTYARDS SINGAPORE 768141,60.0,1,2,2,4,14,4
CANBERRA CRESCENT RESIDENCES,1326000.0,667.37,1987.0,2025-08-01,New Sale,Strata,62.0,21387.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1362500.0,667.37,2042.0,2025-08-01,New Sale,Strata,62.0,21976.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1347000.0,667.37,2018.0,2025-08-01,New Sale,Strata,62.0,21726.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
YISHUN SAPPHIRE,2095000.0,2045.16,1024.0,2025-08-01,Resale,Strata,190.0,11026.0,Condominium,99 yrs lease commencing from 1998,27,Outside Central Region,11 to 15,1.44018414065859,103.8305722683,48 CANBERRA DRIVE YISHUN SAPPHIRE SINGAPORE 768437,60.0,1,1,2,4,13,5
ORCHID PARK CONDOMINIUM,1928000.0,1733.0,1113.0,2025-08-01,Resale,Strata,161.0,11975.0,Condominium,99 yrs lease commencing from 1991,27,Outside Central Region,11 to 15,1.4123301076417,103.834893081979,93 YISHUN STREET 81 ORCHID PARK CONDOMINIUM SINGAPORE 768451,60.0,1,0,1,5,11,1
CANBERRA CRESCENT RESIDENCES,1985200.0,990.29,2005.0,2025-08-01,New Sale,Strata,92.0,21578.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1530000.0,796.54,1921.0,2025-08-01,New Sale,Strata,74.0,20676.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,2151700.0,1162.51,1851.0,2025-08-01,New Sale,Strata,108.0,19923.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,2229500.0,1162.51,1918.0,2025-08-01,New Sale,Strata,108.0,20644.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1337000.0,667.37,2003.0,2025-08-01,New Sale,Strata,62.0,21565.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
THE ESTUARY,1540000.0,1184.04,1301.0,2025-08-01,Resale,Strata,110.0,14000.0,Condominium,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10,1.41089990166431,103.832147431721,97 YISHUN AVENUE 1 THE ESTUARY SINGAPORE 769138,60.0,1,0,0,5,10,1
SUN PLAZA,1200000.0,1022.58,1174.0,2025-08-01,Resale,Strata,95.0,12632.0,Apartment,99 yrs lease commencing from 1996,27,Outside Central Region,06 to 10,1.44819535371132,103.819502127155,30 SEMBAWANG DRIVE SUN PLAZA SINGAPORE 757713,60.0,1,1,2,4,11,3
CANBERRA CRESCENT RESIDENCES,1527000.0,796.54,1917.0,2025-08-01,New Sale,Strata,74.0,20635.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1701700.0,882.65,1928.0,2025-08-01,New Sale,Strata,82.0,20752.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1606300.0,796.54,2017.0,2025-08-01,New Sale,Strata,74.0,21707.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1597400.0,796.54,2005.0,2025-08-01,New Sale,Strata,74.0,21586.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
EIGHT COURTYARDS,1600000.0,1151.75,1389.0,2025-08-01,Resale,Strata,107.0,14953.0,Condominium,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15,1.43843379610326,103.830692080977,8 CANBERRA DRIVE EIGHT COURTYARDS SINGAPORE 768141,60.0,1,2,2,4,14,4
THE NAUTICAL,1048000.0,785.77,1334.0,2025-08-01,Resale,Strata,73.0,14356.0,Condominium,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05,1.4428170077791,103.824737654777,97 JALAN SENDUDOK THE NAUTICAL SINGAPORE 769474,60.0,2,1,3,4,16,6
CANBERRA CRESCENT RESIDENCES,1090000.0,570.49,1911.0,2025-08-01,New Sale,Strata,53.0,20566.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1554600.0,796.54,1952.0,2025-08-01,New Sale,Strata,74.0,21008.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1362500.0,667.37,2042.0,2025-08-01,New Sale,Strata,62.0,21976.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1333600.0,667.37,1998.0,2025-08-01,New Sale,Strata,62.0,21510.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
SYMPHONY SUITES,1080000.0,796.54,1356.0,2025-08-01,Resale,Strata,74.0,14595.0,Condominium,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15,1.43537726152559,103.844165552611,13 YISHUN CLOSE SYMPHONY SUITES SINGAPORE 768010,60.0,0,0,1,2,15,1
CANBERRA CRESCENT RESIDENCES,1527400.0,796.54,1918.0,2025-08-01,New Sale,Strata,74.0,20641.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1330100.0,667.37,1993.0,2025-08-01,New Sale,Strata,62.0,21453.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1340100.0,667.37,2008.0,2025-08-01,New Sale,Strata,62.0,21615.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1093100.0,570.49,1916.0,2025-08-01,New Sale,Strata,53.0,20625.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1743612.0,871.88,2000.0,2025-08-01,New Sale,Strata,81.0,21526.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1601400.0,796.54,2010.0,2025-08-01,New Sale,Strata,74.0,21641.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1372700.0,667.37,2057.0,2025-08-01,New Sale,Strata,62.0,22140.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,06 to 10,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1736000.0,882.65,1967.0,2025-08-01,New Sale,Strata,82.0,21171.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1327000.0,667.37,1988.0,2025-08-01,New Sale,Strata,62.0,21403.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,01 to 05,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
CANBERRA CRESCENT RESIDENCES,1787200.0,871.88,2050.0,2025-08-01,New Sale,Strata,81.0,22064.0,Apartment,99 yrs lease commencing from 2024,27,Outside Central Region,11 to 15,1.44992123026952,103.829397162646,51 CANBERRA CRESCENT CANBERRA CRESCENT RESIDENCES (U/C) SINGAPORE 759827,60.0,1,1,1,4,12,4
