Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
PARC CLEMATIS,990000.0,505.91,1957.0,2025-09-01,Resale,Strata,47.0,21064.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,61.0,1,3,3,4,11,6
VILLAGE @ PASIR PANJANG,1808888.0,1108.69,1632.0,2025-09-01,Resale,Strata,103.0,17562.0,Condominium,Freehold,5,Rest of Central Region,01 to 05,1.29087074155662,103.770066563415,463 PASIR PANJANG ROAD VILLAGE @ PASIR PANJANG SINGAPORE 118797,9.04915977933313,61.0,0,0,0,2,5,1
THE SORRENTO,1400000.0,807.3,1734.0,2025-09-01,Resale,Strata,75.0,18667.0,Condominium,Freehold,5,Outside Central Region,01 to 05,1.29576313642746,103.766122279701,55 WEST COAST ROAD THE SORRENTO SINGAPORE 127365,9.551010922672251,61.0,0,1,1,4,5,2
CLAVON,1370000.0,678.13,2020.0,2025-09-01,Sub Sale,Strata,63.0,21746.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,11 to 15,1.30851237701867,103.767085975457,8 CLEMENTI AVENUE 1 CLAVON SINGAPORE 129964,9.755671661178775,61.0,1,5,4,4,11,3
WHISTLER GRAND,1192000.0,613.55,1943.0,2025-09-01,Resale,Strata,57.0,20912.0,Apartment,99 yrs lease commencing from 2018,5,Outside Central Region,21 to 25,1.31961164929376,103.754330936499,109 WEST COAST VALE WHISTLER GRAND SINGAPORE 126752,11.494868248120447,61.0,0,0,0,4,6,6
THE SORRENTO,788000.0,452.09,1743.0,2025-09-01,Resale,Strata,42.0,18762.0,Condominium,Freehold,5,Outside Central Region,01 to 05,1.29576313642746,103.766122279701,55 WEST COAST ROAD THE SORRENTO SINGAPORE 127365,9.551010922672251,61.0,0,1,1,4,5,2
BLOOMSBURY RESIDENCES,1397000.0,570.49,2449.0,2025-08-01,New Sale,Strata,53.0,26358.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,11 to 15,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
CLAVON,1300000.0,678.13,1917.0,2025-08-01,Sub Sale,Strata,63.0,20635.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,01 to 05,1.30851237701867,103.767085975457,8 CLEMENTI AVENUE 1 CLAVON SINGAPORE 129964,9.755671661178775,60.0,1,5,4,4,11,3
BLOOMSBURY RESIDENCES,2406000.0,979.52,2456.0,2025-08-01,New Sale,Strata,91.0,26440.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,06 to 10,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
LYNDENWOODS,3198000.0,1291.68,2476.0,2025-08-01,New Sale,Strata,120.0,26650.0,Apartment,99 yrs lease commencing from 2025,5,Rest of Central Region,11 to 15,1.29132682464133,103.788260858007,69 SCIENCE PARK DRIVE LYNDENWOODS (U/C) SINGAPORE 119317,7.04278442034435,60.0,2,0,0,4,6,1
VIVA VISTA,1120000.0,742.72,1508.0,2025-08-01,Resale,Strata,69.0,16232.0,Apartment,Freehold,5,Rest of Central Region,01 to 05,1.27980322314972,103.78590960328,3 SOUTH BUONA VISTA ROAD VIVA VISTA SINGAPORE 118136,7.252649147857052,60.0,2,1,0,3,0,5
CLAVON,1550000.0,764.24,2028.0,2025-08-01,Sub Sale,Strata,71.0,21831.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,1.30851237701867,103.767085975457,8 CLEMENTI AVENUE 1 CLAVON SINGAPORE 129964,9.755671661178775,60.0,1,5,4,4,11,3
PARC CLEMATIS,922000.0,452.09,2039.0,2025-08-01,Resale,Strata,42.0,21952.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,06 to 10,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
VARSITY PARK CONDOMINIUM,2460000.0,1614.6,1524.0,2025-08-01,Resale,Strata,150.0,16400.0,Condominium,99 yrs lease commencing from 2004,5,Outside Central Region,01 to 05,1.29520356745891,103.768206962861,64 WEST COAST ROAD VARSITY PARK CONDOMINIUM SINGAPORE 126832,9.312447388634393,60.0,0,0,1,4,6,2
ELTA,3275000.0,1313.21,2494.0,2025-08-01,New Sale,Strata,122.0,26844.0,Apartment,99 yrs lease commencing from 2024,5,Outside Central Region,16 to 20,1.30755639835754,103.767613229026,10 CLEMENTI AVENUE 1 ELTA (U/C) SINGAPORE 129633,9.669301178869278,60.0,1,4,4,4,12,4
KENT RIDGE HILL RESIDENCES,1288000.0,645.84,1994.0,2025-08-01,Resale,Strata,60.0,21467.0,Apartment,99 yrs lease commencing from 2018,5,Rest of Central Region,01 to 05,1.28094577183233,103.789866097721,50 SOUTH BUONA VISTA ROAD KENT RIDGE HILL RESIDENCES SINGAPORE 118167,6.80749351601826,60.0,2,1,0,3,0,6
PARC IMPERIAL,1648888.0,1194.8,1380.0,2025-08-01,Resale,Strata,111.0,14855.0,Condominium,Freehold,5,Rest of Central Region,01 to 05,1.28119672755422,103.783478346718,253A PASIR PANJANG ROAD PARC IMPERIAL SINGAPORE 117422,7.5172518767829475,60.0,1,0,0,3,0,4
BIJOU,1368888.0,602.78,2271.0,2025-08-01,Resale,Strata,56.0,24444.0,Apartment,Freehold,5,Rest of Central Region,01 to 05,1.27685386379359,103.791742171785,2 JALAN MAT JAMBOL BIJOU SINGAPORE 119554,6.62984082970595,60.0,1,1,0,5,1,6
NORMANTON PARK,994000.0,527.44,1885.0,2025-08-01,Sub Sale,Strata,49.0,20286.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,11 to 15,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
LYNDENWOODS,2469000.0,1022.58,2414.0,2025-08-01,New Sale,Strata,95.0,25989.0,Apartment,99 yrs lease commencing from 2025,5,Rest of Central Region,06 to 10,1.29132682464133,103.788260858007,69 SCIENCE PARK DRIVE LYNDENWOODS (U/C) SINGAPORE 119317,7.04278442034435,60.0,2,0,0,4,6,1
PARC CLEMATIS,1630000.0,721.19,2260.0,2025-08-01,Resale,Strata,67.0,24328.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,21 to 25,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
BLOSSOMS BY THE PARK,3751000.0,1506.96,2489.0,2025-08-01,New Sale,Strata,140.0,26793.0,Apartment,99 yrs lease commencing from 2022,5,Rest of Central Region,21 to 25,1.30439407816407,103.789298243056,9 SLIM BARRACKS RISE BLOSSOMS BY THE PARK (U/C) SINGAPORE 139742,7.262931573341931,60.0,3,3,2,4,9,1
ONE-NORTH RESIDENCES,3950000.0,2691.0,1468.0,2025-08-01,Resale,Strata,250.0,15800.0,Apartment,99 yrs lease commencing from 2005,5,Rest of Central Region,11 to 15,1.30220440131525,103.789907530412,7 ONE-NORTH GATEWAY ONE-NORTH RESIDENCES SINGAPORE 138642,7.122964121550753,60.0,4,4,2,4,7,1
ONE-NORTH RESIDENCES,2650000.0,1431.61,1851.0,2025-08-01,Resale,Strata,133.0,19925.0,Apartment,99 yrs lease commencing from 2005,5,Rest of Central Region,06 to 10,1.30220440131525,103.789907530412,7 ONE-NORTH GATEWAY ONE-NORTH RESIDENCES SINGAPORE 138642,7.122964121550753,60.0,4,4,2,4,7,1
PARC CLEMATIS,2170000.0,904.18,2400.0,2025-08-01,Resale,Strata,84.0,25833.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
BLOSSOMS BY THE PARK,3388000.0,1506.96,2248.0,2025-08-01,New Sale,Strata,140.0,24200.0,Apartment,99 yrs lease commencing from 2022,5,Rest of Central Region,06 to 10,1.30439407816407,103.789298243056,9 SLIM BARRACKS RISE BLOSSOMS BY THE PARK (U/C) SINGAPORE 139742,7.262931573341931,60.0,3,3,2,4,9,1
ONE-NORTH EDEN,1250000.0,516.67,2419.0,2025-08-01,Resale,Strata,48.0,26042.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,06 to 10,1.3034460248358,103.789068096096,10 SLIM BARRACKS RISE ONE-NORTH EDEN SINGAPORE 138493,7.25380037125974,60.0,3,2,2,4,9,1
PARC CLEMATIS,1590000.0,721.19,2205.0,2025-08-01,Resale,Strata,67.0,23731.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,11 to 15,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
PARC CLEMATIS,3500000.0,1496.2,2339.0,2025-08-01,Resale,Strata,139.0,25180.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,11 to 15,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
BLOOMSBURY RESIDENCES,1852000.0,688.9,2688.0,2025-08-01,New Sale,Strata,64.0,28938.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,16 to 20,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
NORMANTON PARK,1510000.0,721.19,2094.0,2025-08-01,Sub Sale,Strata,67.0,22537.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,06 to 10,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
THE PEAK@BALMEG,2820000.0,1506.96,1871.0,2025-08-01,Resale,Strata,140.0,20143.0,Condominium,Freehold,5,Rest of Central Region,01 to 05,1.28278472053125,103.784045865274,15 BALMEG HILL THE PEAK@BALMEG SINGAPORE 119918,7.451482456279635,60.0,1,0,0,3,0,4
THE TRILINQ,2500000.0,1603.84,1559.0,2025-08-01,Resale,Strata,149.0,16779.0,Condominium,99 yrs lease commencing from 2012,5,Outside Central Region,01 to 05,1.31882205054253,103.761925431231,28A JALAN LEMPENG THE TRILINQ SINGAPORE 128808,10.675257958544092,60.0,1,3,3,4,11,5
BLOOMSBURY RESIDENCES,1679000.0,678.13,2476.0,2025-08-01,New Sale,Strata,63.0,26651.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,06 to 10,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
TERRA HILL,2698000.0,1076.4,2507.0,2025-08-01,New Sale,Strata,100.0,26980.0,Apartment,Freehold,5,Rest of Central Region,01 to 05,1.2779499342871,103.79332825563,18 YEW SIANG ROAD TERRA HILL (U/C) SINGAPORE 117755,6.4426422271154005,60.0,1,1,0,5,1,5
BLOOMSBURY RESIDENCES,1858000.0,688.9,2697.0,2025-08-01,New Sale,Strata,64.0,29031.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,16 to 20,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
CLAVON,1550888.0,764.24,2029.0,2025-08-01,Sub Sale,Strata,71.0,21843.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,01 to 05,1.30851237701867,103.767085975457,8 CLEMENTI AVENUE 1 CLAVON SINGAPORE 129964,9.755671661178775,60.0,1,5,4,4,11,3
NORMANTON PARK,956000.0,516.67,1850.0,2025-08-01,Sub Sale,Strata,48.0,19917.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,01 to 05,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
PARC CLEMATIS,1980000.0,968.76,2044.0,2025-08-01,Resale,Strata,90.0,22000.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,06 to 10,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
WESTCOVE CONDOMINIUM,1600000.0,1227.1,1304.0,2025-08-01,Resale,Strata,114.0,14035.0,Condominium,99 yrs lease commencing from 1995,5,Outside Central Region,06 to 10,1.29823590886073,103.766234635617,16 WEST COAST CRESCENT WESTCOVE CONDOMINIUM SINGAPORE 128044,9.582910349006111,60.0,0,1,1,4,9,2
CARABELLE,1630000.0,882.65,1847.0,2025-08-01,Resale,Strata,82.0,19878.0,Condominium,956 yrs lease commencing from 1928,5,Outside Central Region,06 to 10,1.31749930127757,103.756436980208,67 WEST COAST WAY CARABELLE SINGAPORE 127023,11.194071663701726,60.0,0,2,1,4,8,6
TERRA HILL,1928000.0,678.13,2843.0,2025-08-01,New Sale,Strata,63.0,30603.0,Apartment,Freehold,5,Rest of Central Region,01 to 05,1.2779499342871,103.79332825563,18 YEW SIANG ROAD TERRA HILL (U/C) SINGAPORE 117755,6.4426422271154005,60.0,1,1,0,5,1,5
BLOOMSBURY RESIDENCES,1654000.0,678.13,2439.0,2025-08-01,New Sale,Strata,63.0,26254.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,01 to 05,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
BLOOMSBURY RESIDENCES,2848000.0,1173.28,2427.0,2025-08-01,New Sale,Strata,109.0,26128.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,01 to 05,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
BLOOMSBURY RESIDENCES,3804000.0,1420.85,2677.0,2025-08-01,New Sale,Strata,132.0,28818.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,16 to 20,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
NORMANTON PARK,2500000.0,1097.93,2277.0,2025-08-01,Sub Sale,Strata,102.0,24510.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,16 to 20,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
THE MAYLEA,2630000.0,1657.66,1587.0,2025-08-01,Resale,Strata,154.0,17078.0,Condominium,Freehold,5,Rest of Central Region,01 to 05,1.28070938808957,103.785323249072,242K PASIR PANJANG ROAD THE MAYLEA SINGAPORE 117489,7.313672196128381,60.0,2,1,0,3,0,5
BLUE HORIZON,1328000.0,968.76,1371.0,2025-08-01,Resale,Strata,90.0,14756.0,Condominium,99 yrs lease commencing from 2000,5,Outside Central Region,01 to 05,1.29695100013987,103.765436140212,21 WEST COAST CRESCENT BLUE HORIZON SINGAPORE 128045,9.64666965397277,60.0,0,1,1,4,5,2
DOVER PARKVIEW,1380000.0,936.47,1474.0,2025-08-01,Resale,Strata,87.0,15862.0,Condominium,99 yrs lease commencing from 1993,5,Rest of Central Region,11 to 15,1.3053498941342,103.784318660605,38 DOVER RISE DOVER PARKVIEW SINGAPORE 138684,7.821733338871109,60.0,4,2,2,4,10,4
NORMANTON PARK,1938000.0,968.76,2000.0,2025-08-01,Sub Sale,Strata,90.0,21533.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,16 to 20,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
PARC CLEMATIS,2630000.0,1044.11,2519.0,2025-08-01,Resale,Strata,97.0,27113.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,01 to 05,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
BLOSSOMS BY THE PARK,3438000.0,1506.96,2281.0,2025-08-01,New Sale,Strata,140.0,24557.0,Apartment,99 yrs lease commencing from 2022,5,Rest of Central Region,06 to 10,1.30439407816407,103.789298243056,9 SLIM BARRACKS RISE BLOSSOMS BY THE PARK (U/C) SINGAPORE 139742,7.262931573341931,60.0,3,3,2,4,9,1
WHISTLER GRAND,1468000.0,764.24,1921.0,2025-08-01,Resale,Strata,71.0,20676.0,Apartment,99 yrs lease commencing from 2018,5,Outside Central Region,26 to 30,1.31961164929376,103.754330936499,109 WEST COAST VALE WHISTLER GRAND SINGAPORE 126752,11.494868248120447,60.0,0,0,0,4,6,6
THE SORRENTO,1800000.0,1377.79,1306.0,2025-08-01,Resale,Strata,128.0,14063.0,Condominium,Freehold,5,Outside Central Region,01 to 05,1.29576313642746,103.766122279701,55 WEST COAST ROAD THE SORRENTO SINGAPORE 127365,9.551010922672251,60.0,0,1,1,4,5,2
ONE-NORTH EDEN,1850000.0,785.77,2354.0,2025-08-01,Resale,Strata,73.0,25342.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,06 to 10,1.3034460248358,103.789068096096,10 SLIM BARRACKS RISE ONE-NORTH EDEN SINGAPORE 138493,7.25380037125974,60.0,3,2,2,4,9,1
TERRA HILL,2245000.0,807.3,2781.0,2025-08-01,New Sale,Strata,75.0,29933.0,Apartment,Freehold,5,Rest of Central Region,01 to 05,1.2779499342871,103.79332825563,18 YEW SIANG ROAD TERRA HILL (U/C) SINGAPORE 117755,6.4426422271154005,60.0,1,1,0,5,1,5
THE TRILINQ,1730000.0,1108.69,1560.0,2025-08-01,Resale,Strata,103.0,16796.0,Condominium,99 yrs lease commencing from 2012,5,Outside Central Region,11 to 15,1.31882205054253,103.761925431231,28A JALAN LEMPENG THE TRILINQ SINGAPORE 128808,10.675257958544092,60.0,1,3,3,4,11,5
NORMANTON PARK,2280000.0,1065.64,2140.0,2025-08-01,Sub Sale,Strata,99.0,23030.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,11 to 15,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
CLAVON,3650000.0,1689.95,2160.0,2025-08-01,Sub Sale,Strata,157.0,23248.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,1.30851237701867,103.767085975457,8 CLEMENTI AVENUE 1 CLAVON SINGAPORE 129964,9.755671661178775,60.0,1,5,4,4,11,3
PARC CLEMATIS,900000.0,452.09,1991.0,2025-08-01,Resale,Strata,42.0,21429.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,1.31687599476889,103.759288539801,8F JALAN LEMPENG PARC CLEMATIS SINGAPORE 126740,10.872314993350024,60.0,1,3,3,4,11,6
NORMANTON PARK,1307888.0,656.6,1992.0,2025-08-01,Sub Sale,Strata,61.0,21441.0,Apartment,99 yrs lease commencing from 2019,5,Rest of Central Region,16 to 20,1.28736530376366,103.792142440238,61 NORMANTON PARK NORMANTON PARK SINGAPORE 117286,6.568117035220756,60.0,0,0,0,6,6,4
WESTCOVE CONDOMINIUM,1588888.0,1216.33,1306.0,2025-08-01,Resale,Strata,113.0,14061.0,Condominium,99 yrs lease commencing from 1995,5,Outside Central Region,06 to 10,1.29823590886073,103.766234635617,16 WEST COAST CRESCENT WESTCOVE CONDOMINIUM SINGAPORE 128044,9.582910349006111,60.0,0,1,1,4,9,2
SEAHILL,1368000.0,861.12,1589.0,2025-08-01,Resale,Strata,80.0,17100.0,Condominium,99 yrs lease commencing from 2011,5,Outside Central Region,16 to 20,1.29865668948901,103.764113587566,119 WEST COAST CRESCENT SEAHILL SINGAPORE 126777,9.82346825611103,60.0,0,1,1,4,10,2
THE ROCHESTER RESIDENCES,2938000.0,1679.18,1750.0,2025-08-01,Resale,Strata,156.0,18833.0,Apartment,99 yrs lease commencing from 2005,5,Rest of Central Region,11 to 15,1.30521073390523,103.788340566447,33 ROCHESTER DRIVE THE ROCHESTER RESIDENCES SINGAPORE 138638,7.393285690030363,60.0,3,3,2,4,9,1
BLOOMSBURY RESIDENCES,1683000.0,678.13,2482.0,2025-08-01,New Sale,Strata,63.0,26714.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,11 to 15,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
BLOSSOMS BY THE PARK,3671000.0,1506.96,2436.0,2025-08-01,New Sale,Strata,140.0,26221.0,Apartment,99 yrs lease commencing from 2022,5,Rest of Central Region,16 to 20,1.30439407816407,103.789298243056,9 SLIM BARRACKS RISE BLOSSOMS BY THE PARK (U/C) SINGAPORE 139742,7.262931573341931,60.0,3,3,2,4,9,1
KENT RIDGE HILL RESIDENCES,1300000.0,645.84,2013.0,2025-08-01,Resale,Strata,60.0,21667.0,Apartment,99 yrs lease commencing from 2018,5,Rest of Central Region,01 to 05,1.28094577183233,103.789866097721,50 SOUTH BUONA VISTA ROAD KENT RIDGE HILL RESIDENCES SINGAPORE 118167,6.80749351601826,60.0,2,1,0,3,0,6
TWIN VEW,2380000.0,1248.62,1906.0,2025-08-01,Resale,Strata,116.0,20517.0,Apartment,99 yrs lease commencing from 2017,5,Outside Central Region,06 to 10,1.32004938238057,103.75216125907,91 WEST COAST VALE TWIN VEW SINGAPORE 126755,11.737976064787937,60.0,0,0,0,4,6,6
VARSITY PARK CONDOMINIUM,2300000.0,1399.32,1644.0,2025-08-01,Resale,Strata,130.0,17692.0,Condominium,99 yrs lease commencing from 2004,5,Outside Central Region,01 to 05,1.29520356745891,103.768206962861,64 WEST COAST ROAD VARSITY PARK CONDOMINIUM SINGAPORE 126832,9.312447388634393,60.0,0,0,1,4,6,2
LE HILL CONDOMINIUM,1552000.0,990.29,1567.0,2025-08-01,Resale,Strata,92.0,16870.0,Condominium,Freehold,5,Rest of Central Region,01 to 05,1.28318454769653,103.784684694019,46 PASIR PANJANG HILL LE HILL CONDOMINIUM SINGAPORE 118896,7.3803756873275645,60.0,1,0,0,3,1,4
CLAVON,1460000.0,678.13,2153.0,2025-08-01,Sub Sale,Strata,63.0,23175.0,Apartment,99 yrs lease commencing from 2019,5,Outside Central Region,31 to 35,1.30851237701867,103.767085975457,8 CLEMENTI AVENUE 1 CLAVON SINGAPORE 129964,9.755671661178775,60.0,1,5,4,4,11,3
BLOOMSBURY RESIDENCES,2808000.0,1097.93,2558.0,2025-08-01,New Sale,Strata,102.0,27529.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,06 to 10,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
BLOOMSBURY RESIDENCES,3092000.0,1205.57,2565.0,2025-08-01,New Sale,Strata,112.0,27607.0,Apartment,99 yrs lease commencing from 2024,5,Rest of Central Region,06 to 10,1.29444235984052,103.79512874632,63 MEDIA CIRCLE BLOOMSBURY RESIDENCES (U/C) SINGAPORE 139816,6.345416409037568,60.0,1,3,0,8,7,0
