Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
ONE BERNAM,1303000.0,462.85,2815.0,2025-01-01,New Sale,Strata,43.0,30302.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1767000.0,731.95,2414.0,2025-01-01,New Sale,Strata,68.0,25985.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1814000.0,699.66,2593.0,2025-01-01,New Sale,Strata,65.0,27908.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1308000.0,462.85,2826.0,2025-01-01,New Sale,Strata,43.0,30419.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1755000.0,699.66,2508.0,2025-01-01,New Sale,Strata,65.0,27000.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,2114000.0,828.83,2551.0,2025-01-01,New Sale,Strata,77.0,27455.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1819000.0,699.66,2600.0,2025-01-01,New Sale,Strata,65.0,27985.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1777000.0,731.95,2428.0,2025-01-01,New Sale,Strata,68.0,26132.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1824000.0,699.66,2607.0,2025-01-01,New Sale,Strata,65.0,28062.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1295000.0,441.32,2934.0,2025-01-01,New Sale,Strata,41.0,31585.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,2124000.0,828.83,2563.0,2025-01-01,New Sale,Strata,77.0,27584.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,3516000.0,1420.85,2475.0,2025-01-01,New Sale,Strata,132.0,26636.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1300000.0,441.32,2946.0,2025-01-01,New Sale,Strata,41.0,31707.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1339000.0,452.09,2962.0,2025-01-01,New Sale,Strata,42.0,31881.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1318000.0,462.85,2848.0,2025-01-01,New Sale,Strata,43.0,30651.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,2016000.0,807.3,2497.0,2025-01-01,New Sale,Strata,75.0,26880.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1775000.0,699.66,2537.0,2025-01-01,New Sale,Strata,65.0,27308.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,2021000.0,807.3,2503.0,2025-01-01,New Sale,Strata,75.0,26947.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,1328000.0,462.85,2869.0,2025-01-01,New Sale,Strata,43.0,30884.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,2026000.0,807.3,2510.0,2025-01-01,New Sale,Strata,75.0,27013.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
ONE BERNAM,2139000.0,828.83,2581.0,2025-01-01,New Sale,Strata,77.0,27779.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,53.0,8,4,3,8,3,6
SKY EVERTON,1400000.0,505.91,2767.0,2025-01-01,Resale,Strata,47.0,29787.0,Apartment,Freehold,2,Rest of Central Region,11 to 15,1.27588976787545,103.838151709122,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,1.6318014192389168,53.0,6,3,2,10,6,6
ICON,1220000.0,656.6,1858.0,2025-01-01,Resale,Strata,61.0,20000.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,26 to 30,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,53.0,9,4,3,9,3,6
SPOTTISWOODE 18,1495000.0,635.08,2354.0,2025-01-01,Resale,Strata,59.0,25339.0,Apartment,Freehold,2,Rest of Central Region,16 to 20,1.27559528527257,103.837559859708,18 SPOTTISWOODE PARK ROAD SPOTTISWOODE 18 SINGAPORE 088642,1.705211965159478,53.0,7,3,2,9,6,5
ALTEZ,2250000.0,1011.82,2224.0,2025-01-01,Resale,Strata,94.0,23936.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,21 to 25,1.27461794103822,103.844319553688,16 ENGGOR STREET ALTEZ SINGAPORE 079717,1.1881933854754845,53.0,9,4,3,8,3,6
SKY EVERTON,1850000.0,645.84,2864.0,2025-01-01,Resale,Strata,60.0,30833.0,Apartment,Freehold,2,Rest of Central Region,31 to 35,1.27588976787545,103.838151709122,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,1.6318014192389168,53.0,6,3,2,10,6,6
SKYSUITES@ANSON,1459000.0,699.66,2085.0,2024-12-01,Resale,Strata,65.0,22446.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,11 to 15,1.27464397804711,103.844741587315,8 ENGGOR STREET SKYSUITES@ANSON SINGAPORE 079718,1.157082586435758,52.0,9,4,3,8,3,6
SKYSUITES@ANSON,1560000.0,699.66,2230.0,2024-12-01,Resale,Strata,65.0,24000.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,41 to 45,1.27464397804711,103.844741587315,8 ENGGOR STREET SKYSUITES@ANSON SINGAPORE 079718,1.157082586435758,52.0,9,4,3,8,3,6
ICON,1225000.0,699.66,1751.0,2024-12-01,Resale,Strata,65.0,18846.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,11 to 15,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,52.0,9,4,3,9,3,6
ONE BERNAM,2345000.0,828.83,2829.0,2024-12-01,New Sale,Strata,77.0,30455.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,52.0,8,4,3,8,3,6
76 SHENTON,1190000.0,592.02,2010.0,2024-12-01,Resale,Strata,55.0,21636.0,Apartment,99 yrs lease commencing from 2007,2,Core Central Region,21 to 25,1.2734661134853,103.845580792511,76 SHENTON WAY 76 SHENTON SINGAPORE 079119,1.214537395836928,52.0,6,3,3,8,3,6
ONE BERNAM,2262820.0,807.3,2803.0,2024-12-01,New Sale,Strata,75.0,30171.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,52.0,8,4,3,8,3,6
SPOTTISWOODE RESIDENCES,1310000.0,592.02,2213.0,2024-12-01,Resale,Strata,55.0,23818.0,Condominium,Freehold,2,Rest of Central Region,26 to 30,1.27527115223131,103.83683222505,48 SPOTTISWOODE PARK ROAD SPOTTISWOODE RESIDENCES SINGAPORE 088660,1.7934708849757457,52.0,6,1,2,9,6,3
SPOTTISWOODE PARK,988000.0,850.36,1162.0,2024-12-01,Resale,Strata,79.0,12506.0,Apartment,93 yrs lease commencing from 1979,2,Rest of Central Region,11 to 15,1.27524141291212,103.836045808088,101 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 080101,1.872386501107952,52.0,5,1,2,9,6,3
CRAIG PLACE,1450000.0,731.95,1981.0,2024-12-01,Resale,Strata,68.0,21324.0,Apartment,99 yrs lease commencing from 1997,2,Rest of Central Region,11 to 15,1.27803124712698,103.84238791264,20 CRAIG ROAD CRAIG PLACE SINGAPORE 089692,1.1047614803766506,52.0,11,6,6,11,6,7
THE BEACON,1420000.0,807.3,1759.0,2024-12-01,Resale,Strata,75.0,18933.0,Apartment,99 yrs lease commencing from 2004,2,Rest of Central Region,16 to 20,1.27587483521415,103.840480994349,130 CANTONMENT ROAD THE BEACON SINGAPORE 089775,1.4111066640715089,52.0,8,4,3,10,5,6
ONE BERNAM,1845000.0,731.95,2521.0,2024-11-01,New Sale,Strata,68.0,27132.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,11 to 15,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ONE BERNAM,1966000.0,731.95,2686.0,2024-11-01,New Sale,Strata,68.0,28912.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ONE BERNAM,3650000.0,1420.85,2569.0,2024-11-01,New Sale,Strata,132.0,27652.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
SPOTTISWOODE PARK,958000.0,850.36,1127.0,2024-11-01,Resale,Strata,79.0,12127.0,Apartment,99 yrs lease commencing from 1973,2,Rest of Central Region,16 to 20,1.27524141291212,103.836045808088,101 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 080101,1.872386501107952,51.0,5,1,2,9,6,3
LUMIERE,1250000.0,678.13,1843.0,2024-11-01,Resale,Strata,63.0,19841.0,Apartment,99 yrs lease commencing from 2006,2,Core Central Region,41 to 45,1.27426245685335,103.846025087372,2 MISTRI ROAD LUMIERE SINGAPORE 079624,1.1135521240097797,51.0,8,4,3,8,3,6
SKYSUITES@ANSON,1400000.0,667.37,2098.0,2024-11-01,Resale,Strata,62.0,22581.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,16 to 20,1.27464397804711,103.844741587315,8 ENGGOR STREET SKYSUITES@ANSON SINGAPORE 079718,1.157082586435758,51.0,9,4,3,8,3,6
ONE BERNAM,1995280.0,731.95,2726.0,2024-11-01,New Sale,Strata,68.0,29342.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
SKYSUITES@ANSON,902888.0,398.27,2267.0,2024-11-01,Resale,Strata,37.0,24402.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,26 to 30,1.27464397804711,103.844741587315,8 ENGGOR STREET SKYSUITES@ANSON SINGAPORE 079718,1.157082586435758,51.0,9,4,3,8,3,6
ONE BERNAM,1970000.0,731.95,2691.0,2024-11-01,New Sale,Strata,68.0,28971.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
SKY EVERTON,1848000.0,624.31,2960.0,2024-11-01,Resale,Strata,58.0,31862.0,Apartment,Freehold,2,Rest of Central Region,16 to 20,1.27588976787545,103.838151709122,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,1.6318014192389168,51.0,6,3,2,10,6,6
ONE BERNAM,1955000.0,731.95,2671.0,2024-11-01,New Sale,Strata,68.0,28750.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ONE BERNAM,3740000.0,1420.85,2632.0,2024-11-01,New Sale,Strata,132.0,28333.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ICON,1150000.0,570.49,2016.0,2024-11-01,Resale,Strata,53.0,21698.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,26 to 30,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,51.0,9,4,3,9,3,6
ONE BERNAM,1484000.0,452.09,3283.0,2024-11-01,New Sale,Strata,42.0,35333.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ONE BERNAM,1968000.0,731.95,2689.0,2024-11-01,New Sale,Strata,68.0,28941.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ONE BERNAM,1989900.0,731.95,2719.0,2024-11-01,New Sale,Strata,68.0,29263.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
DORSETT RESIDENCES,1168000.0,484.38,2411.0,2024-11-01,Resale,Strata,45.0,25956.0,Apartment,99 yrs lease commencing from 2009,2,Rest of Central Region,01 to 05,1.28004529331829,103.840358673254,331 NEW BRIDGE ROAD DORSETT RESIDENCES SINGAPORE 088764,1.2285327893468163,51.0,9,7,5,12,7,7
ONE BERNAM,1493520.0,452.09,3304.0,2024-11-01,New Sale,Strata,42.0,35560.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ONE BERNAM,2003000.0,731.95,2737.0,2024-11-01,New Sale,Strata,68.0,29456.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,51.0,8,4,3,8,3,6
ICON,1200000.0,656.6,1828.0,2024-11-01,Resale,Strata,61.0,19672.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,16 to 20,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,51.0,9,4,3,9,3,6
76 SHENTON,1810000.0,968.76,1868.0,2024-11-01,Resale,Strata,90.0,20111.0,Apartment,99 yrs lease commencing from 2007,2,Core Central Region,11 to 15,1.2734661134853,103.845580792511,76 SHENTON WAY 76 SHENTON SINGAPORE 079119,1.214537395836928,51.0,6,3,3,8,3,6
ONE BERNAM,1138000.0,441.32,2579.0,2024-10-01,Sub Sale,Strata,41.0,27756.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
LUMIERE,1062500.0,678.13,1567.0,2024-10-01,Resale,Strata,63.0,16865.0,Apartment,99 yrs lease commencing from 2006,2,Core Central Region,16 to 20,1.27426245685335,103.846025087372,2 MISTRI ROAD LUMIERE SINGAPORE 079624,1.1135521240097797,50.0,8,4,3,8,3,6
ICON,1100000.0,581.26,1892.0,2024-10-01,Resale,Strata,54.0,20370.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,11 to 15,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,50.0,9,4,3,9,3,6
SKY EVERTON,1370000.0,505.91,2708.0,2024-10-01,Resale,Strata,47.0,29149.0,Apartment,Freehold,2,Rest of Central Region,06 to 10,1.27588976787545,103.838151709122,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,1.6318014192389168,50.0,6,3,2,10,6,6
LUMIERE,1297000.0,678.13,1913.0,2024-10-01,Resale,Strata,63.0,20587.0,Apartment,99 yrs lease commencing from 2006,2,Core Central Region,41 to 45,1.27426245685335,103.846025087372,2 MISTRI ROAD LUMIERE SINGAPORE 079624,1.1135521240097797,50.0,8,4,3,8,3,6
ALTEZ,1530000.0,861.12,1777.0,2024-10-01,Resale,Strata,80.0,19125.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,31 to 35,1.27461794103822,103.844319553688,16 ENGGOR STREET ALTEZ SINGAPORE 079717,1.1881933854754845,50.0,9,4,3,8,3,6
ICON,1890000.0,904.18,2090.0,2024-10-01,Resale,Strata,84.0,22500.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,36 to 40,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,50.0,9,4,3,9,3,6
ONE BERNAM,3430000.0,1420.85,2414.0,2024-10-01,New Sale,Strata,132.0,25985.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,11 to 15,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
SPOTTISWOODE SUITES,1500000.0,581.26,2581.0,2024-10-01,Resale,Strata,54.0,27778.0,Apartment,Freehold,2,Rest of Central Region,16 to 20,1.27603511606189,103.837502046362,16 SPOTTISWOODE PARK ROAD SPOTTISWOODE SUITES SINGAPORE 088661,1.688123616953561,50.0,6,3,2,10,6,5
ONE BERNAM,2012000.0,699.66,2876.0,2024-10-01,New Sale,Strata,65.0,30954.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
ONE BERNAM,1928630.0,699.66,2757.0,2024-10-01,New Sale,Strata,65.0,29671.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
SPOTTISWOODE RESIDENCES,2240000.0,925.7,2420.0,2024-10-01,Resale,Strata,86.0,26047.0,Condominium,Freehold,2,Rest of Central Region,16 to 20,1.27527115223131,103.83683222505,48 SPOTTISWOODE PARK ROAD SPOTTISWOODE RESIDENCES SINGAPORE 088660,1.7934708849757457,50.0,6,1,2,9,6,3
SPOTTISWOODE 18,975000.0,387.5,2516.0,2024-10-01,Resale,Strata,36.0,27083.0,Apartment,Freehold,2,Rest of Central Region,26 to 30,1.27559528527257,103.837559859708,18 SPOTTISWOODE PARK ROAD SPOTTISWOODE 18 SINGAPORE 088642,1.705211965159478,50.0,7,3,2,9,6,5
ONE BERNAM,2400000.0,807.3,2973.0,2024-10-01,New Sale,Strata,75.0,32000.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,26 to 30,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
76 SHENTON,1200000.0,624.31,1922.0,2024-10-01,Resale,Strata,58.0,20690.0,Apartment,99 yrs lease commencing from 2007,2,Core Central Region,06 to 10,1.2734661134853,103.845580792511,76 SHENTON WAY 76 SHENTON SINGAPORE 079119,1.214537395836928,50.0,6,3,3,8,3,6
ICON,1125000.0,699.66,1608.0,2024-10-01,Resale,Strata,65.0,17308.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,06 to 10,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,50.0,9,4,3,9,3,6
EON SHENTON,1650000.0,1130.22,1460.0,2024-10-01,Resale,Strata,105.0,15714.0,Apartment,99 yrs lease commencing from 2011,2,Core Central Region,31 to 35,1.27388660363944,103.846235542245,70 SHENTON WAY EON SHENTON SINGAPORE 079118,1.1387030521425856,50.0,8,4,3,8,2,6
ONE BERNAM,1479000.0,441.32,3351.0,2024-10-01,New Sale,Strata,41.0,36073.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
ICON,1910000.0,925.7,2063.0,2024-10-01,Resale,Strata,86.0,22209.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,36 to 40,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,50.0,9,4,3,9,3,6
ONE BERNAM,2213820.0,828.83,2671.0,2024-10-01,New Sale,Strata,77.0,28751.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,11 to 15,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
ONE BERNAM,4100000.0,1420.85,2886.0,2024-10-01,New Sale,Strata,132.0,31061.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,31 to 35,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,50.0,8,4,3,8,3,6
SKY EVERTON,2062800.0,807.3,2555.0,2024-10-01,Resale,Strata,75.0,27504.0,Apartment,Freehold,2,Rest of Central Region,21 to 25,1.27588976787545,103.838151709122,50 EVERTON ROAD SKY EVERTON SINGAPORE 089396,1.6318014192389168,50.0,6,3,2,10,6,6
INTERNATIONAL PLAZA,1350000.0,1033.34,1306.0,2024-09-01,Resale,Strata,96.0,14063.0,Apartment,99 yrs lease commencing from 1970,2,Core Central Region,46 to 50,1.27588674266836,103.845923793168,10 ANSON ROAD INTERNATIONAL PLAZA SINGAPORE 079903,0.968408308391458,49.0,12,5,4,9,3,8
ONE BERNAM,1974000.0,731.95,2697.0,2024-09-01,New Sale,Strata,68.0,29029.0,Apartment,99 yrs lease commencing from 2019,2,Core Central Region,21 to 25,1.27387393481116,103.84368501577,1 BERNAM STREET ONE BERNAM (U/C) SINGAPORE 078852,1.296559439336173,49.0,8,4,3,8,3,6
ALTEZ,1485000.0,753.48,1971.0,2024-09-01,Resale,Strata,70.0,21214.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,31 to 35,1.27461794103822,103.844319553688,16 ENGGOR STREET ALTEZ SINGAPORE 079717,1.1881933854754845,49.0,9,4,3,8,3,6
76 SHENTON,1865000.0,979.52,1904.0,2024-09-01,Resale,Strata,91.0,20495.0,Apartment,99 yrs lease commencing from 2007,2,Core Central Region,26 to 30,1.2734661134853,103.845580792511,76 SHENTON WAY 76 SHENTON SINGAPORE 079119,1.214537395836928,49.0,6,3,3,8,3,6
76 SHENTON,1890000.0,979.52,1930.0,2024-09-01,Resale,Strata,91.0,20769.0,Apartment,99 yrs lease commencing from 2007,2,Core Central Region,26 to 30,1.2734661134853,103.845580792511,76 SHENTON WAY 76 SHENTON SINGAPORE 079119,1.214537395836928,49.0,6,3,3,8,3,6
SPOTTISWOODE RESIDENCES,1850000.0,796.54,2323.0,2024-09-01,Resale,Strata,74.0,25000.0,Condominium,Freehold,2,Rest of Central Region,16 to 20,1.27527115223131,103.83683222505,48 SPOTTISWOODE PARK ROAD SPOTTISWOODE RESIDENCES SINGAPORE 088660,1.7934708849757457,49.0,6,1,2,9,6,3
ICON,1114500.0,570.49,1954.0,2024-09-01,Resale,Strata,53.0,21028.0,Apartment,99 yrs lease commencing from 2002,2,Core Central Region,26 to 30,1.27516997577919,103.844496312645,10 GOPENG STREET ICON SINGAPORE 078878,1.1285007026643636,49.0,9,4,3,9,3,6
SPOTTISWOODE PARK,858000.0,850.36,1009.0,2024-09-01,Resale,Strata,79.0,10861.0,Apartment,99 yrs lease commencing from 1973,2,Rest of Central Region,01 to 05,1.27524141291212,103.836045808088,101 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 080101,1.872386501107952,49.0,5,1,2,9,6,3
ALTEZ,2200000.0,1184.04,1858.0,2024-09-01,Resale,Strata,110.0,20000.0,Apartment,99 yrs lease commencing from 2008,2,Core Central Region,46 to 50,1.27461794103822,103.844319553688,16 ENGGOR STREET ALTEZ SINGAPORE 079717,1.1881933854754845,49.0,9,4,3,8,3,6
