Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
TURQUOISE,3298000.0,2400.37,1374.0,2025-09-01,Resale,Strata,223.0,14789.0,Condominium,99 yrs lease commencing from 2007,4,Core Central Region,01 to 05,1.24244074668808,103.836755078816,55 COVE DRIVE TURQUOISE SINGAPORE 098395,4.75679171650881,61.0,0,0,0,2,0,0
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,4761600.0,2572.6,1851.0,2025-09-01,Resale,Strata,239.0,19923.0,Condominium,99 yrs lease commencing from 2006,4,Core Central Region,06 to 10,1.2491304624867,103.841532989339,1 OCEAN WAY THE RESIDENCES AT W SINGAPORE SENTOSA COVE SINGAPORE 098367,3.890500818090896,61.0,0,0,0,2,0,0
CARIBBEAN AT KEPPEL BAY,5700000.0,4650.05,1226.0,2025-09-01,Resale,Strata,432.0,13194.0,Condominium,99 yrs lease commencing from 1999,4,Rest of Central Region,06 to 10,1.26736093896244,103.814604704165,44 KEPPEL BAY DRIVE CARIBBEAN AT KEPPEL BAY SINGAPORE 098657,4.4042088670897135,61.0,3,1,0,7,4,2
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,3799600.0,2066.69,1838.0,2025-09-01,Resale,Strata,192.0,19790.0,Condominium,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,1.2491304624867,103.841532989339,1 OCEAN WAY THE RESIDENCES AT W SINGAPORE SENTOSA COVE SINGAPORE 098367,3.890500818090896,61.0,0,0,0,2,0,0
CORALS AT KEPPEL BAY,2825000.0,1420.85,1988.0,2025-09-01,Resale,Strata,132.0,21402.0,Condominium,99 yrs lease commencing from 2007,4,Rest of Central Region,01 to 05,1.26489010829928,103.816454088109,1 KEPPEL BAY DRIVE CORALS AT KEPPEL BAY SINGAPORE 098012,4.3349317198970985,61.0,3,0,0,7,4,1
THE BERTH BY THE COVE,1845000.0,1184.04,1558.0,2025-09-01,Resale,Strata,110.0,16773.0,Condominium,99 yrs lease commencing from 2004,4,Core Central Region,01 to 05,1.25004849376758,103.846319306506,218 OCEAN DRIVE THE BERTH BY THE COVE SINGAPORE 098621,3.680656800305741,61.0,0,0,0,2,0,0
THE REEF AT KING'S DOCK,1300000.0,570.49,2279.0,2025-09-01,Sub Sale,Strata,53.0,24528.0,Condominium,99 yrs lease commencing from 2021,4,Rest of Central Region,01 to 05,1.26592883737334,103.817804068063,10 HARBOURFRONT AVENUE THE REEF AT KING'S DOCK SINGAPORE 097995,4.1487492735944524,61.0,2,1,0,7,4,1
REFLECTIONS AT KEPPEL BAY,2328000.0,1367.03,1703.0,2025-08-01,Resale,Strata,127.0,18331.0,Condominium,99 yrs lease commencing from 2006,4,Rest of Central Region,26 to 30,1.26724954844891,103.810995287893,31 KEPPEL BAY VIEW REFLECTIONS AT KEPPEL BAY SINGAPORE 098418,4.78072644057459,60.0,1,3,0,6,3,5
CORALS AT KEPPEL BAY,9500000.0,4725.4,2010.0,2025-08-01,Resale,Strata,439.0,21640.0,Condominium,99 yrs lease commencing from 2007,4,Rest of Central Region,06 to 10,1.26489010829928,103.816454088109,1 KEPPEL BAY DRIVE CORALS AT KEPPEL BAY SINGAPORE 098012,4.3349317198970985,60.0,3,0,0,7,4,1
THE INTERLACE,2720000.0,1463.9,1858.0,2025-08-01,Resale,Strata,136.0,20000.0,Condominium,99 yrs lease commencing from 2009,4,Rest of Central Region,06 to 10,1.28220135422008,103.803023756097,180 DEPOT ROAD THE INTERLACE SINGAPORE 109684,5.340092151192873,60.0,0,2,3,7,7,2
CARIBBEAN AT KEPPEL BAY,2450000.0,1280.92,1913.0,2025-08-01,Resale,Strata,119.0,20588.0,Condominium,99 yrs lease commencing from 1999,4,Rest of Central Region,06 to 10,1.26736093896244,103.814604704165,44 KEPPEL BAY DRIVE CARIBBEAN AT KEPPEL BAY SINGAPORE 098657,4.4042088670897135,60.0,3,1,0,7,4,2
