Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
PARC VISTA,1230000.0,1054.87,1166.0,2025-09-01,Resale,Strata,98.0,12551.0,Condominium,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10,1.34462755554801,103.71838138374,450 CORPORATION ROAD PARC VISTA SINGAPORE 649810,16.256391577240056,61.0,1,2,1,3,14,2
J'DEN,3423000.0,1485.43,2304.0,2025-09-01,New Sale,Strata,138.0,24804.0,Apartment,99 years leasehold,22,Outside Central Region,06 to 10,1.33335548871256,103.740182040775,2 JURONG EAST CENTRAL 1 J'DEN (U/C) SINGAPORE 609731,13.531673698733478,61.0,1,0,4,3,10,0
J GATEWAY,1430000.0,688.9,2076.0,2025-09-01,Resale,Strata,64.0,22344.0,Condominium,99 yrs lease commencing from 2012,22,Outside Central Region,01 to 05,1.33555731797921,103.742416815373,2 GATEWAY DRIVE J GATEWAY SINGAPORE 608533,13.40909387782868,61.0,1,0,4,3,11,0
PARC OASIS,1688888.0,1377.79,1226.0,2025-09-01,Resale,Strata,128.0,13194.0,Condominium,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05,1.34353903618065,103.734651750221,37 JURONG EAST AVENUE 1 PARC OASIS SINGAPORE 609775,14.576461126397588,61.0,1,2,0,3,17,1
J'DEN,3630000.0,1485.43,2444.0,2025-08-01,New Sale,Strata,138.0,26304.0,Apartment,99 years leasehold,22,Outside Central Region,21 to 25,1.33335548871256,103.740182040775,2 JURONG EAST CENTRAL 1 J'DEN (U/C) SINGAPORE 609731,13.531673698733478,60.0,1,0,4,3,10,0
J'DEN,3451000.0,1485.43,2323.0,2025-08-01,New Sale,Strata,138.0,25007.0,Apartment,99 years leasehold,22,Outside Central Region,11 to 15,1.33335548871256,103.740182040775,2 JURONG EAST CENTRAL 1 J'DEN (U/C) SINGAPORE 609731,13.531673698733478,60.0,1,0,4,3,10,0
J GATEWAY,1428000.0,742.72,1923.0,2025-08-01,Resale,Strata,69.0,20696.0,Condominium,99 yrs lease commencing from 2012,22,Outside Central Region,01 to 05,1.33555731797921,103.742416815373,2 GATEWAY DRIVE J GATEWAY SINGAPORE 608533,13.40909387782868,60.0,1,0,4,3,11,0
LAKEVILLE,2560008.0,1302.44,1966.0,2025-08-01,Resale,Strata,121.0,21157.0,Condominium,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15,1.34598605175358,103.725377841597,1 JURONG LAKE LINK LAKEVILLE SINGAPORE 648160,15.619287426019458,60.0,2,2,0,3,18,2
THE LAKEFRONT RESIDENCES,1748888.0,1001.05,1747.0,2025-08-01,Resale,Strata,93.0,18805.0,Condominium,99 yrs lease commencing from 2010,22,Outside Central Region,11 to 15,1.34261418714372,103.719375567241,46 LAKESIDE DRIVE THE LAKEFRONT RESIDENCES SINGAPORE 648324,16.0633764844925,60.0,1,3,2,3,15,2
THE MAYFAIR,1320000.0,1173.28,1125.0,2025-08-01,Resale,Strata,109.0,12110.0,Condominium,99 yrs lease commencing from 1996,22,Outside Central Region,01 to 05,1.34504179052521,103.733420522484,1 JURONG EAST STREET 32 THE MAYFAIR SINGAPORE 609477,14.774730793307084,60.0,1,2,0,3,16,1
LAKEHOLMZ,1700000.0,1313.21,1295.0,2025-08-01,Resale,Strata,122.0,13934.0,Condominium,99 yrs lease commencing from 2001,22,Outside Central Region,11 to 15,1.34216410436411,103.717086690756,84 CORPORATION ROAD LAKEHOLMZ SINGAPORE 649821,16.27593919168626,60.0,1,3,2,3,16,2
PARC VISTA,1188888.0,1076.4,1105.0,2025-08-01,Resale,Strata,100.0,11889.0,Condominium,99 yrs lease commencing from 1995,22,Outside Central Region,01 to 05,1.34462755554801,103.71838138374,450 CORPORATION ROAD PARC VISTA SINGAPORE 649810,16.256391577240056,60.0,1,2,1,3,14,2
