Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
CARISSA PARK CONDOMINIUM,1130000.0,1033.34,1094.0,2025-08-01,Resale,Strata,96.0,11771.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35917121402077,103.963631516169,2 FLORA DRIVE CARISSA PARK CONDOMINIUM SINGAPORE 507025,60.0,0,0,1,1,17,4
THE INFLORA,940000.0,742.72,1266.0,2025-08-01,Resale,Strata,69.0,13623.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05,1.35585579645519,103.966802887535,65 FLORA DRIVE THE INFLORA SINGAPORE 506849,60.0,0,0,0,1,13,5
THE INFLORA,940000.0,742.72,1266.0,2025-08-01,Resale,Strata,69.0,13623.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05,1.35585579645519,103.966802887535,65 FLORA DRIVE THE INFLORA SINGAPORE 506849,60.0,0,0,0,1,13,5
AVILA GARDENS,1580000.0,1302.44,1213.0,2025-08-01,Resale,Strata,121.0,13058.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.36135616719598,103.966002456249,13 FLORA ROAD AVILA GARDENS SINGAPORE 509733,60.0,0,0,1,1,13,5
HEDGES PARK CONDOMINIUM,1325000.0,1076.4,1231.0,2025-08-01,Resale,Strata,100.0,13250.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,60.0,0,0,0,1,12,4
PALM ISLES,2680000.0,3013.92,889.0,2025-08-01,Resale,Strata,280.0,9571.0,Condominium,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05,1.35688865505981,103.964194147192,32 FLORA DRIVE PALM ISLES SINGAPORE 506892,60.0,0,0,0,1,16,3
CASA AL MARE,2100000.0,1130.22,1858.0,2025-08-01,Resale,Strata,105.0,20000.0,Apartment,Freehold,17,Outside Central Region,01 to 05,1.37785629605717,103.957089619973,75 JALAN LOYANG BESAR CASA AL MARE SINGAPORE 506930,60.0,0,1,1,1,10,2
EDELWEISS PARK CONDOMINIUM,1190000.0,1054.87,1128.0,2025-07-01,Resale,Strata,98.0,12143.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35654031454878,103.967339106267,102 FLORA ROAD EDELWEISS PARK CONDOMINIUM SINGAPORE 509744,59.0,0,0,0,1,12,5
PARC OLYMPIA,1390000.0,1162.51,1196.0,2025-07-01,Resale,Strata,108.0,12870.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10,1.35577257355415,103.964916673398,64 FLORA DRIVE PARC OLYMPIA SINGAPORE 506860,59.0,0,0,0,1,15,4
AZALEA PARK CONDOMINIUM,1850000.0,1679.18,1102.0,2025-07-01,Resale,Strata,156.0,11859.0,Condominium,999 yrs lease commencing from 1885,17,Outside Central Region,06 to 10,1.36024858909181,103.963296618871,14 FLORA ROAD AZALEA PARK CONDOMINIUM SINGAPORE 509731,59.0,0,0,1,1,17,4
PARC OLYMPIA,1250000.0,1140.98,1096.0,2025-07-01,Resale,Strata,106.0,11792.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05,1.35577257355415,103.964916673398,64 FLORA DRIVE PARC OLYMPIA SINGAPORE 506860,59.0,0,0,0,1,15,4
HEDGES PARK CONDOMINIUM,1020000.0,796.54,1281.0,2025-07-01,Resale,Strata,74.0,13784.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,59.0,0,0,0,1,12,4
AVILA GARDENS,1320000.0,1140.98,1157.0,2025-07-01,Resale,Strata,106.0,12453.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.36135616719598,103.966002456249,13 FLORA ROAD AVILA GARDENS SINGAPORE 509733,59.0,0,0,1,1,13,5
PALM ISLES,760000.0,559.73,1358.0,2025-07-01,Resale,Strata,52.0,14615.0,Condominium,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05,1.35688865505981,103.964194147192,32 FLORA DRIVE PALM ISLES SINGAPORE 506892,59.0,0,0,0,1,16,3
HEDGES PARK CONDOMINIUM,1145000.0,871.88,1313.0,2025-07-01,Resale,Strata,81.0,14136.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,59.0,0,0,0,1,12,4
HEDGES PARK CONDOMINIUM,966000.0,764.24,1264.0,2025-07-01,Resale,Strata,71.0,13606.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,59.0,0,0,0,1,12,4
HEDGES PARK CONDOMINIUM,1388000.0,1087.16,1277.0,2025-07-01,Resale,Strata,101.0,13743.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,59.0,0,0,0,1,12,4
PARC OLYMPIA,1191000.0,990.29,1203.0,2025-07-01,Resale,Strata,92.0,12946.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10,1.35577257355415,103.964916673398,64 FLORA DRIVE PARC OLYMPIA SINGAPORE 506860,59.0,0,0,0,1,15,4
ESTELLA GARDENS,810000.0,656.6,1234.0,2025-07-01,Resale,Strata,61.0,13279.0,Condominium,Freehold,17,Outside Central Region,06 to 10,1.36040837316816,103.967088767874,23 FLORA ROAD ESTELLA GARDENS SINGAPORE 509739,59.0,0,0,1,1,11,5
PARC OLYMPIA,1785000.0,1485.43,1202.0,2025-07-01,Resale,Strata,138.0,12935.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05,1.35577257355415,103.964916673398,64 FLORA DRIVE PARC OLYMPIA SINGAPORE 506860,59.0,0,0,0,1,15,4
CASA AL MARE,1400000.0,731.95,1913.0,2025-07-01,Resale,Strata,68.0,20588.0,Apartment,Freehold,17,Outside Central Region,01 to 05,1.37785629605717,103.957089619973,75 JALAN LOYANG BESAR CASA AL MARE SINGAPORE 506930,59.0,0,1,1,1,10,2
BALLOTA PARK CONDOMINIUM,1620000.0,1442.38,1123.0,2025-07-01,Resale,Strata,134.0,12090.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35887799120341,103.96852443877,150 MARIAM WAY BALLOTA PARK CONDOMINIUM SINGAPORE 507079,59.0,0,0,0,1,11,5
CASA AL MARE,1410000.0,785.77,1794.0,2025-07-01,Resale,Strata,73.0,19315.0,Apartment,Freehold,17,Outside Central Region,01 to 05,1.37785629605717,103.957089619973,75 JALAN LOYANG BESAR CASA AL MARE SINGAPORE 506930,59.0,0,1,1,1,10,2
THE GALE,1830000.0,1345.5,1360.0,2025-07-01,Resale,Strata,125.0,14640.0,Condominium,Freehold,17,Outside Central Region,06 to 10,1.35850037030514,103.967530428228,70 FLORA ROAD THE GALE SINGAPORE 506914,59.0,0,0,0,1,12,5
THE GALE,1900000.0,1463.9,1298.0,2025-07-01,Resale,Strata,136.0,13971.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35850037030514,103.967530428228,70 FLORA ROAD THE GALE SINGAPORE 506914,59.0,0,0,0,1,12,5
FERRARIA PARK CONDOMINIUM,1945000.0,1711.48,1136.0,2025-07-01,Resale,Strata,159.0,12233.0,Condominium,Freehold,17,Outside Central Region,06 to 10,1.35834234109182,103.964400016572,28 FLORA DRIVE FERRARIA PARK CONDOMINIUM SINGAPORE 506951,59.0,0,0,1,1,17,4
KASSIA,2534000.0,1345.5,1883.0,2025-07-01,New Sale,Strata,125.0,20272.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35709630624257,103.965501900375,33 FLORA DRIVE KASSIA (U/C) SINGAPORE 509905,59.0,0,0,0,1,16,5
THE JOVELL,1050000.0,721.19,1456.0,2025-07-01,Resale,Strata,67.0,15672.0,Condominium,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05,1.35800736226486,103.966834515637,21 FLORA DRIVE THE JOVELL SINGAPORE 506761,59.0,0,0,0,1,14,5
LOYANG VALLEY,1800000.0,1862.17,967.0,2025-07-01,Resale,Strata,173.0,10405.0,Condominium,99 yrs lease commencing from 1982,17,Outside Central Region,01 to 05,1.36841744191212,103.97067726367,218 LOYANG AVENUE LOYANG VALLEY SINGAPORE 509066,59.0,0,0,1,1,8,4
DAHLIA PARK CONDOMINIUM,1450000.0,1270.15,1142.0,2025-07-01,Resale,Strata,118.0,12288.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.3592743738191,103.965984765475,3 FLORA DRIVE DAHLIA PARK CONDOMINIUM SINGAPORE 507010,59.0,0,0,1,1,16,5
THE INFLORA,1080000.0,818.06,1320.0,2025-07-01,Resale,Strata,76.0,14211.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10,1.35585579645519,103.966802887535,65 FLORA DRIVE THE INFLORA SINGAPORE 506849,59.0,0,0,0,1,13,5
KASSIA,1871000.0,904.18,2069.0,2025-07-01,New Sale,Strata,84.0,22274.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35709630624257,103.965501900375,33 FLORA DRIVE KASSIA (U/C) SINGAPORE 509905,59.0,0,0,0,1,16,5
HEDGES PARK CONDOMINIUM,1008000.0,796.54,1265.0,2025-07-01,Resale,Strata,74.0,13622.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,59.0,0,0,0,1,12,4
BALLOTA PARK CONDOMINIUM,1530000.0,1442.38,1061.0,2025-07-01,Resale,Strata,134.0,11418.0,Condominium,Freehold,17,Outside Central Region,06 to 10,1.35887799120341,103.96852443877,150 MARIAM WAY BALLOTA PARK CONDOMINIUM SINGAPORE 507079,59.0,0,0,0,1,11,5
EDELWEISS PARK CONDOMINIUM,1030000.0,914.94,1126.0,2025-07-01,Resale,Strata,85.0,12118.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35654031454878,103.967339106267,102 FLORA ROAD EDELWEISS PARK CONDOMINIUM SINGAPORE 509744,59.0,0,0,0,1,12,5
PALM ISLES,1470000.0,1119.46,1313.0,2025-07-01,Resale,Strata,104.0,14135.0,Condominium,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05,1.35688865505981,103.964194147192,32 FLORA DRIVE PALM ISLES SINGAPORE 506892,59.0,0,0,0,1,16,3
AZALEA PARK CONDOMINIUM,1560000.0,1334.74,1169.0,2025-06-01,Resale,Strata,124.0,12581.0,Condominium,999 yrs lease commencing from 1885,17,Outside Central Region,06 to 10,1.36024858909181,103.963296618871,14 FLORA ROAD AZALEA PARK CONDOMINIUM SINGAPORE 509731,58.0,0,0,1,1,17,4
ESTELLA GARDENS,1135000.0,936.47,1212.0,2025-06-01,Resale,Strata,87.0,13046.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.36040837316816,103.967088767874,23 FLORA ROAD ESTELLA GARDENS SINGAPORE 509739,58.0,0,0,1,1,11,5
ESTELLA GARDENS,1140000.0,936.47,1217.0,2025-06-01,Resale,Strata,87.0,13103.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.36040837316816,103.967088767874,23 FLORA ROAD ESTELLA GARDENS SINGAPORE 509739,58.0,0,0,1,1,11,5
PARC KOMO,800000.0,473.62,1689.0,2025-06-01,Resale,Strata,44.0,18182.0,Apartment,Freehold,17,Outside Central Region,01 to 05,1.36100611947819,103.969182044532,967 UPPER CHANGI ROAD NORTH PARC KOMO SINGAPORE 507666,58.0,0,0,1,1,11,5
KASSIA,1575000.0,753.48,2090.0,2025-06-01,New Sale,Strata,70.0,22500.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35709630624257,103.965501900375,33 FLORA DRIVE KASSIA (U/C) SINGAPORE 509905,58.0,0,0,0,1,16,5
FERRARIA PARK CONDOMINIUM,1880000.0,1711.48,1098.0,2025-06-01,Resale,Strata,159.0,11824.0,Condominium,Freehold,17,Outside Central Region,06 to 10,1.35834234109182,103.964400016572,28 FLORA DRIVE FERRARIA PARK CONDOMINIUM SINGAPORE 506951,58.0,0,0,1,1,17,4
THE INFLORA,686868.0,473.62,1450.0,2025-06-01,Resale,Strata,44.0,15611.0,Condominium,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05,1.35585579645519,103.966802887535,65 FLORA DRIVE THE INFLORA SINGAPORE 506849,58.0,0,0,0,1,13,5
ESTELLA GARDENS,1140000.0,958.0,1190.0,2025-06-01,Resale,Strata,89.0,12809.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.36040837316816,103.967088767874,23 FLORA ROAD ESTELLA GARDENS SINGAPORE 509739,58.0,0,0,1,1,11,5
KASSIA,1548000.0,753.48,2054.0,2025-06-01,New Sale,Strata,70.0,22114.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35709630624257,103.965501900375,33 FLORA DRIVE KASSIA (U/C) SINGAPORE 509905,58.0,0,0,0,1,16,5
FERRARIA PARK CONDOMINIUM,830000.0,699.66,1186.0,2025-06-01,Resale,Strata,65.0,12769.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35834234109182,103.964400016572,28 FLORA DRIVE FERRARIA PARK CONDOMINIUM SINGAPORE 506951,58.0,0,0,1,1,17,4
HEDGES PARK CONDOMINIUM,1430000.0,1076.4,1329.0,2025-06-01,Resale,Strata,100.0,14300.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,58.0,0,0,0,1,12,4
EDELWEISS PARK CONDOMINIUM,1700000.0,1453.14,1170.0,2025-06-01,Resale,Strata,135.0,12593.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35654031454878,103.967339106267,102 FLORA ROAD EDELWEISS PARK CONDOMINIUM SINGAPORE 509744,58.0,0,0,0,1,12,5
KASSIA,1861000.0,904.18,2058.0,2025-06-01,New Sale,Strata,84.0,22155.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35709630624257,103.965501900375,33 FLORA DRIVE KASSIA (U/C) SINGAPORE 509905,58.0,0,0,0,1,16,5
ESTELLA GARDENS,1950000.0,1593.07,1224.0,2025-06-01,Resale,Strata,148.0,13176.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.36040837316816,103.967088767874,23 FLORA ROAD ESTELLA GARDENS SINGAPORE 509739,58.0,0,0,1,1,11,5
PARC KOMO,775000.0,452.09,1714.0,2025-06-01,Resale,Strata,42.0,18452.0,Apartment,Freehold,17,Outside Central Region,01 to 05,1.36100611947819,103.969182044532,967 UPPER CHANGI ROAD NORTH PARC KOMO SINGAPORE 507666,58.0,0,0,1,1,11,5
HEDGES PARK CONDOMINIUM,670000.0,484.38,1383.0,2025-06-01,Resale,Strata,45.0,14889.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,58.0,0,0,0,1,12,4
HEDGES PARK CONDOMINIUM,2030000.0,1539.25,1319.0,2025-06-01,Resale,Strata,143.0,14196.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,58.0,0,0,0,1,12,4
HEDGES PARK CONDOMINIUM,1680000.0,1345.5,1249.0,2025-06-01,Resale,Strata,125.0,13440.0,Condominium,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05,1.35538559292833,103.966993499552,75 FLORA DRIVE HEDGES PARK CONDOMINIUM SINGAPORE 506883,58.0,0,0,0,1,12,4
EDELWEISS PARK CONDOMINIUM,1030000.0,947.23,1087.0,2025-06-01,Resale,Strata,88.0,11705.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.35654031454878,103.967339106267,102 FLORA ROAD EDELWEISS PARK CONDOMINIUM SINGAPORE 509744,58.0,0,0,0,1,12,5
DAHLIA PARK CONDOMINIUM,1400000.0,1184.04,1182.0,2025-06-01,Resale,Strata,110.0,12727.0,Condominium,Freehold,17,Outside Central Region,01 to 05,1.3592743738191,103.965984765475,3 FLORA DRIVE DAHLIA PARK CONDOMINIUM SINGAPORE 507010,58.0,0,0,1,1,16,5
