Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
MATTAR RESIDENCES,1675000.0,710.42,2358.0,2024-09-01,66.0,25379.0,1.32562146026034,103.881811611954,7 MATTAR ROAD MATTAR RESIDENCES SINGAPORE 387716,5.828331618543042,12.0,3,5,0,8,11,5,1.0,1.0,0,1
VICENTA LODGE,1580000.0,1270.15,1244.0,2024-09-01,118.0,13390.0,1.32059857195485,103.909742944202,22 LORONG MARZUKI VICENTA LODGE SINGAPORE 417067,7.747522741045532,12.0,2,1,0,2,12,15,1.0,1.0,0,2
VACANZA @ EAST,2198000.0,1603.84,1370.0,2024-09-01,149.0,14752.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,12.0,3,1,0,2,8,12,3.0,1.0,1,2
PALMERA EAST,715000.0,430.56,1661.0,2024-09-01,40.0,17875.0,1.32088202092246,103.910092007142,29 LORONG MELAYU PALMERA EAST SINGAPORE 416914,7.797123839454816,12.0,2,1,0,2,12,15,1.0,1.0,0,2
ASTORIA PARK,1240000.0,958.0,1294.0,2024-09-01,89.0,13933.0,1.32177770499303,103.91225216665,34 LORONG MYDIN ASTORIA PARK SINGAPORE 416827,8.053226885077692,12.0,1,1,0,2,12,17,3.0,1.0,1,2
PARC ESTA,1000000.0,452.09,2212.0,2024-09-01,42.0,23810.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,12.0,1,4,0,1,13,16,3.0,1.0,0,1
PARC ESTA,2320000.0,1022.58,2269.0,2024-08-01,95.0,24421.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,3.0,1.0,0,1
WATERBANK AT DAKOTA,2470000.0,1184.04,2086.0,2024-08-01,110.0,22455.0,1.30647833742136,103.888537197136,76 DAKOTA CRESCENT WATERBANK AT DAKOTA SINGAPORE 399944,4.918518965685704,13.0,3,3,0,5,10,6,1.0,1.0,1,1
PENROSE,1835000.0,936.47,1959.0,2024-08-01,87.0,21092.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,2.0,,0,1
PENROSE,1880000.0,936.47,2008.0,2024-08-01,87.0,21609.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,4.0,,0,1
COSMO,1270000.0,710.42,1788.0,2024-08-01,66.0,19242.0,1.30957643997194,103.881039620932,18 GUILLEMARD CRESCENT COSMO SINGAPORE 399914,4.451122722705213,13.0,4,4,1,9,9,1,1.0,1.0,0,1
CENTRAL GROVE,1620000.0,1345.5,1204.0,2024-08-01,125.0,12960.0,1.31623494982413,103.884417981377,3 GEYLANG EAST AVENUE 1 CENTRAL GROVE SINGAPORE 389779,5.228491443172765,13.0,4,5,1,8,9,3,1.0,1.0,1,1
PENROSE,2100000.0,968.76,2168.0,2024-08-01,90.0,23333.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,3.0,,0,1
SIMS URBAN OASIS,859000.0,462.85,1856.0,2024-08-01,43.0,19977.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,1.0,1.0,1,1
THE NAVIAN,1088888.0,656.6,1658.0,2024-08-01,61.0,17851.0,1.32780887766582,103.906399584482,178 JALAN EUNOS THE NAVIAN SINGAPORE 419530,7.909635869494765,13.0,3,1,0,2,6,14,1.0,1.0,0,2
PARC ESTA,2040000.0,914.94,2230.0,2024-08-01,85.0,24000.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,1.0,1.0,0,1
D'WEAVE,900000.0,559.73,1608.0,2024-08-01,52.0,17308.0,1.31554107907724,103.890458266408,5 LORONG 39 GEYLANG D'WEAVE SINGAPORE 387866,5.67725259584862,13.0,4,4,3,5,13,4,2.0,1.0,0,1
THE SUNNY SPRING,1430000.0,1270.15,1126.0,2024-08-01,118.0,12119.0,1.31219203070087,103.889464697147,50 LORONG 40 GEYLANG THE SUNNY SPRING SINGAPORE 398074,5.3613842782215055,13.0,4,4,3,6,11,5,1.0,1.0,0,1
REZI 35,1398000.0,925.7,1510.0,2024-08-01,86.0,16256.0,1.31572120937619,103.888837131268,20 LORONG 35 GEYLANG REZI 35 SINGAPORE 387949,5.551839737035237,13.0,4,4,3,6,13,4,1.0,1.0,0,1
GUILLEMARD SUITES,800000.0,484.38,1652.0,2024-08-01,45.0,17778.0,1.31094521852726,103.882721097721,213 GUILLEMARD ROAD GUILLEMARD SUITES SINGAPORE 399733,4.691609257032653,13.0,3,4,0,8,9,3,1.0,1.0,0,1
PARC ESTA,1360000.0,635.08,2141.0,2024-08-01,59.0,23051.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,2.0,1.0,0,1
THE WATERINA,2630000.0,1302.44,2019.0,2024-08-01,121.0,21736.0,1.3132821071538,103.89085032363,59 LORONG 40 GEYLANG THE WATERINA SINGAPORE 398082,5.55708137380416,13.0,4,4,3,5,12,5,2.0,1.0,0,1
SUNFLOWER VIEW,1270000.0,1011.82,1255.0,2024-08-01,94.0,13511.0,1.31288444198327,103.888327290325,30 LORONG 36 GEYLANG SUNFLOWER VIEW SINGAPORE 398162,5.30818701585947,13.0,5,4,3,6,11,6,1.0,1.0,0,1
SIXTEEN35 RESIDENCES,988000.0,624.31,1583.0,2024-08-01,58.0,17034.0,1.31547407018063,103.888827552085,16 LORONG 35 GEYLANG SIXTEEN35 RESIDENCES SINGAPORE 387946,5.533258263987247,13.0,4,4,3,6,12,4,1.0,1.0,0,1
SKT MANSIONS,1222000.0,1011.82,1208.0,2024-08-01,94.0,13000.0,1.31469684747176,103.882628937424,38 LORONG 25 GEYLANG SKT MANSIONS SINGAPORE 388307,4.967360744758596,13.0,3,4,0,8,9,3,1.0,1.0,0,1
PENROSE,1708888.0,807.3,2117.0,2024-08-01,75.0,22785.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,4.0,,0,1
SIXTEEN35 RESIDENCES,998000.0,624.31,1599.0,2024-08-01,58.0,17207.0,1.31547407018063,103.888827552085,16 LORONG 35 GEYLANG SIXTEEN35 RESIDENCES SINGAPORE 387946,5.533258263987247,13.0,4,4,3,6,12,4,2.0,1.0,0,1
PARC ESTA,1388000.0,635.08,2186.0,2024-08-01,59.0,23525.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,4.0,1.0,0,1
PARC ESTA,1050000.0,452.09,2323.0,2024-08-01,42.0,25000.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,3.0,1.0,0,1
PENROSE,2000000.0,936.47,2136.0,2024-08-01,87.0,22989.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,2.0,,0,1
MILLAGE,710000.0,419.8,1691.0,2024-08-01,39.0,18205.0,1.38854656229022,103.987804503483,1 CHANGI VILLAGE ROAD SINGAPORE 500001,19.183455237444974,13.0,0,1,0,0,0,5,2.0,1.0,0,1
SIMSVILLE,1750000.0,1248.62,1402.0,2024-08-01,116.0,15086.0,1.31703114737635,103.890499582849,2 GEYLANG EAST AVENUE 2 SIMSVILLE SINGAPORE 389754,5.786575389274496,13.0,4,4,3,6,12,4,2.0,1.0,1,1
PRIME RESIDENCE,750000.0,527.44,1422.0,2024-08-01,49.0,15306.0,1.31118981428433,103.882466535926,41 LORONG 22 GEYLANG PRIME RESIDENCE SINGAPORE 398697,4.688267126786674,13.0,3,4,0,8,9,2,1.0,1.0,0,1
CENTRAL GROVE,1468880.0,1022.58,1436.0,2024-08-01,95.0,15462.0,1.31623494982413,103.884417981377,3 GEYLANG EAST AVENUE 1 CENTRAL GROVE SINGAPORE 389779,5.228491443172765,13.0,4,5,1,8,9,3,1.0,1.0,1,1
CASSIA EDGE,1000000.0,710.42,1408.0,2024-08-01,66.0,15152.0,1.3115742491255,103.885828118166,343 GUILLEMARD ROAD CASSIA EDGE SINGAPORE 399764,5.000687919837781,13.0,4,3,1,7,11,5,1.0,1.0,0,1
VACANZA @ EAST,1178000.0,807.3,1459.0,2024-08-01,75.0,15707.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,13.0,3,1,0,2,8,12,1.0,1.0,1,2
PARK PLACE RESIDENCES AT PLQ,1075000.0,484.38,2219.0,2024-08-01,45.0,23889.0,1.31583675363618,103.892746648427,2 PAYA LEBAR ROAD PARK PLACE RESIDENCES AT PLQ SINGAPORE 409053,5.896537427358871,13.0,3,3,3,4,12,6,2.0,1.0,0,1
PARC ESTA,1918888.0,839.59,2286.0,2024-08-01,78.0,24601.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,2.0,1.0,0,1
SIMS URBAN OASIS,2000000.0,1033.34,1935.0,2024-08-01,96.0,20833.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,4.0,1.0,1,1
WING FONG MANSIONS,1120000.0,1130.22,991.0,2024-08-01,105.0,10667.0,1.31057552074486,103.879078933752,12 LORONG 14 GEYLANG WING FONG MANSIONS SINGAPORE 398924,4.366074173360566,13.0,4,4,1,10,9,1,1.0,1.0,0,1
GRANDVIEW SUITES,580000.0,376.74,1540.0,2024-08-01,35.0,16571.0,1.31277604580511,103.882455638462,1 LORONG 22 GEYLANG GRANDVIEW SUITES SINGAPORE 398664,4.805784944271149,13.0,3,3,0,8,9,2,1.0,1.0,0,1
GEMS VILLE,1150000.0,516.67,2226.0,2024-08-01,48.0,23958.0,1.31297838670543,103.877757621351,8 LORONG 13 GEYLANG GEMS VILLE SINGAPORE 389901,4.456014953033219,13.0,3,3,0,10,8,0,1.0,0.0,0,1
CASSIA VIEW,1735000.0,1205.57,1439.0,2024-08-01,112.0,15491.0,1.31103276112231,103.886630140814,320 GUILLEMARD ROAD CASSIA VIEW SINGAPORE 399746,5.033091805099718,13.0,4,2,1,7,11,5,3.0,1.0,0,1
PARC ESTA,2330000.0,958.0,2432.0,2024-08-01,89.0,26180.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,3.0,1.0,0,1
PENROSE,1290000.0,645.84,1997.0,2024-08-01,60.0,21500.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,4.0,,0,1
SIMS URBAN OASIS,1280000.0,667.37,1918.0,2024-08-01,62.0,20645.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,2.0,1.0,1,1
SIXTEEN35 RESIDENCES,1110000.0,742.72,1495.0,2024-08-01,69.0,16087.0,1.31547407018063,103.888827552085,16 LORONG 35 GEYLANG SIXTEEN35 RESIDENCES SINGAPORE 387946,5.533258263987247,13.0,4,4,3,6,12,4,1.0,1.0,0,1
D'GALLERY,850000.0,527.44,1612.0,2024-08-01,49.0,17347.0,1.31999864551861,103.912136345882,15 JALAN MASJID D' GALLERY SINGAPORE 418936,7.939182881901876,13.0,1,1,0,2,12,17,1.0,1.0,0,2
PENROSE,2220000.0,1054.87,2105.0,2024-08-01,98.0,22653.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,1.0,,0,1
SIMS URBAN OASIS,1168000.0,624.31,1871.0,2024-08-01,58.0,20138.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,1.0,1.0,1,1
TRE RESIDENCES,1660000.0,947.23,1752.0,2024-08-01,88.0,18864.0,1.3172278261209,103.885015905304,9 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389783,5.353082321074245,13.0,3,3,2,8,9,3,3.0,1.0,1,1
MATTAR RESIDENCES,1300000.0,559.73,2323.0,2024-08-01,52.0,25000.0,1.32562146026034,103.881811611954,7 MATTAR ROAD MATTAR RESIDENCES SINGAPORE 387716,5.828331618543042,13.0,3,5,0,8,11,5,1.0,1.0,0,1
TRE RESIDENCES,1275000.0,699.66,1822.0,2024-08-01,65.0,19615.0,1.3172278261209,103.885015905304,9 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389783,5.353082321074245,13.0,3,3,2,8,9,3,1.0,1.0,1,1
PARC ESTA,1040000.0,452.09,2300.0,2024-08-01,42.0,24762.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,3.0,1.0,0,1
PARK PLACE RESIDENCES AT PLQ,1460000.0,645.84,2261.0,2024-08-01,60.0,24333.0,1.31583675363618,103.892746648427,2 PAYA LEBAR ROAD PARK PLACE RESIDENCES AT PLQ SINGAPORE 409053,5.896537427358871,13.0,3,3,3,4,12,6,3.0,1.0,0,1
TRE RESIDENCES,1320000.0,699.66,1887.0,2024-08-01,65.0,20308.0,1.3172278261209,103.885015905304,9 GEYLANG EAST AVENUE 1 TRE RESIDENCES SINGAPORE 389783,5.353082321074245,13.0,3,3,2,8,9,3,3.0,1.0,1,1
ARENA RESIDENCES,1740000.0,818.06,2127.0,2024-08-01,76.0,22895.0,1.30967685823486,103.880642764235,20 GUILLEMARD CRESCENT ARENA RESIDENCES SINGAPORE 399915,4.425439723338632,13.0,4,4,1,9,9,1,2.0,1.0,0,1
CASSIA VIEW,1670000.0,1151.75,1450.0,2024-08-01,107.0,15607.0,1.31103276112231,103.886630140814,320 GUILLEMARD ROAD CASSIA VIEW SINGAPORE 399746,5.033091805099718,13.0,4,2,1,7,11,5,3.0,1.0,0,1
SIMS URBAN OASIS,1860000.0,958.0,1942.0,2024-08-01,89.0,20899.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,3.0,1.0,1,1
ARENA RESIDENCES,1265000.0,602.78,2099.0,2024-08-01,56.0,22589.0,1.30967685823486,103.880642764235,20 GUILLEMARD CRESCENT ARENA RESIDENCES SINGAPORE 399915,4.425439723338632,13.0,4,4,1,9,9,1,1.0,1.0,0,1
EUHABITAT,780000.0,538.2,1449.0,2024-08-01,50.0,15600.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,13.0,2,2,0,2,6,15,1.0,1.0,1,2
PARK PLACE RESIDENCES AT PLQ,1070000.0,484.38,2209.0,2024-08-01,45.0,23778.0,1.31583675363618,103.892746648427,2 PAYA LEBAR ROAD PARK PLACE RESIDENCES AT PLQ SINGAPORE 409053,5.896537427358871,13.0,3,3,3,4,12,6,3.0,1.0,0,1
PENROSE,1275000.0,645.84,1974.0,2024-08-01,60.0,21250.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,3.0,,0,1
PARC ESTA,1575000.0,742.72,2121.0,2024-08-01,69.0,22826.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,1.0,1.0,0,1
PARC ESTA,1668000.0,742.72,2246.0,2024-08-01,69.0,24174.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,2.0,1.0,0,1
SIMS URBAN OASIS,1000000.0,656.6,1523.0,2024-08-01,61.0,16393.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,3.0,1.0,1,1
PENROSE,1268000.0,645.84,1963.0,2024-08-01,60.0,21133.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,2.0,,0,1
PARC ESTA,1050000.0,452.09,2323.0,2024-08-01,42.0,25000.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,3.0,1.0,0,1
PARC ESTA,1580000.0,742.72,2127.0,2024-08-01,69.0,22899.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,1.0,1.0,0,1
CENTRA LOFT,660000.0,419.8,1572.0,2024-08-01,39.0,16923.0,1.31481743950624,103.888376977987,3 LORONG 35 GEYLANG CENTRA LOFT SINGAPORE 387935,5.44803594028427,13.0,4,4,3,7,11,4,2.0,1.0,0,1
THE ANTARES,1560000.0,731.95,2131.0,2024-08-01,68.0,22941.0,1.32541778538724,103.883403765337,23 MATTAR ROAD THE ANTARES SINGAPORE 387730,5.916441166611573,13.0,4,4,0,8,9,4,2.0,1.0,0,1
WING FONG COURT,935000.0,958.0,976.0,2024-08-01,89.0,10506.0,1.31173462254903,103.87881521885,10 LORONG 14 GEYLANG WING FONG COURT SINGAPORE 398922,4.435996550952671,13.0,3,4,0,10,9,1,1.0,1.0,0,1
PENROSE,1260000.0,645.84,1951.0,2024-08-01,60.0,21000.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,3.0,,0,1
ASTORIA PARK,1550000.0,1313.21,1180.0,2024-08-01,122.0,12705.0,1.32177770499303,103.91225216665,34 LORONG MYDIN ASTORIA PARK SINGAPORE 416827,8.053226885077692,13.0,1,1,0,2,12,17,1.0,1.0,1,2
VACANZA @ EAST,1971000.0,1323.97,1489.0,2024-08-01,123.0,16024.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,13.0,3,1,0,2,8,12,1.0,1.0,1,2
VACANZA @ EAST,2128000.0,1323.97,1607.0,2024-08-01,123.0,17301.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,13.0,3,1,0,2,8,12,2.0,1.0,1,2
SIMS URBAN OASIS,1800000.0,958.0,1879.0,2024-08-01,89.0,20225.0,1.31926710475553,103.880615863782,6 SIMS DRIVE SIMS URBAN OASIS SINGAPORE 387388,5.190897370243519,13.0,3,4,0,8,9,1,1.0,1.0,1,1
# 1 SUITES,713000.0,559.73,1274.0,2024-08-01,52.0,13712.0,1.31239029325188,103.881504147527,1 LORONG 20 GEYLANG # 1 SUITES SINGAPORE 398721,4.699608709809529,13.0,3,3,0,8,9,2,2.0,1.0,0,1
EUHABITAT,1400000.0,904.18,1548.0,2024-08-01,84.0,16667.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,13.0,2,2,0,2,6,15,1.0,1.0,1,2
PENROSE,1280000.0,645.84,1982.0,2024-08-01,60.0,21333.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,13.0,3,4,0,8,9,1,4.0,,0,1
VACANZA @ EAST,1082000.0,731.95,1478.0,2024-08-01,68.0,15912.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,13.0,3,1,0,2,8,12,2.0,1.0,1,2
PARC ESTA,1650000.0,861.12,1916.0,2024-08-01,80.0,20625.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,4.0,1.0,0,1
DAKOTA RESIDENCES,1820000.0,1044.11,1743.0,2024-08-01,97.0,18763.0,1.30637270876178,103.88708549006,34 DAKOTA CRESCENT DAKOTA RESIDENCES SINGAPORE 399936,4.7757251422267535,13.0,3,3,0,6,10,5,1.0,1.0,1,1
PARC ESTA,2400000.0,1022.58,2347.0,2024-08-01,95.0,25263.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,13.0,1,4,0,1,13,16,4.0,1.0,0,1
VACANZA @ EAST,1315000.0,839.59,1566.0,2024-08-01,78.0,16859.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,13.0,3,1,0,2,8,12,2.0,1.0,1,2
SIMSVILLE,1700000.0,1248.62,1361.0,2024-07-01,116.0,14655.0,1.31703114737635,103.890499582849,2 GEYLANG EAST AVENUE 2 SIMSVILLE SINGAPORE 389754,5.786575389274496,14.0,4,4,3,6,12,4,2.0,1.0,1,1
PARC ESTA,960000.0,452.09,2123.0,2024-07-01,42.0,22857.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,14.0,1,4,0,1,13,16,1.0,1.0,0,1
EUHABITAT,735000.0,538.2,1366.0,2024-07-01,50.0,14700.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,14.0,2,2,0,2,6,15,1.0,1.0,1,2
SUITES 28,656000.0,429.48,1527.0,2024-07-01,39.9,16441.0,1.31268459175571,103.885941111431,28 LORONG 30 GEYLANG SUITES 28 SINGAPORE 398361,5.088755596385559,14.0,5,4,1,7,11,4,2.0,1.0,0,1
EUHABITAT,1288000.0,1011.82,1273.0,2024-07-01,94.0,13702.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,14.0,2,2,0,2,6,15,1.0,1.0,1,2
MATTAR RESIDENCES,1942000.0,893.41,2174.0,2024-07-01,83.0,23398.0,1.32562146026034,103.881811611954,7 MATTAR ROAD MATTAR RESIDENCES SINGAPORE 387716,5.828331618543042,14.0,3,5,0,8,11,5,1.0,1.0,0,1
TREASURES@G6,675888.0,452.09,1495.0,2024-07-01,42.0,16093.0,1.31061812912929,103.876727965474,35 LORONG 6 GEYLANG TREASURES@G6 SINGAPORE 399187,4.186237477544645,14.0,4,3,2,10,8,2,1.0,1.0,0,1
# 1 SUITES,765000.0,602.78,1269.0,2024-07-01,56.0,13661.0,1.31239029325188,103.881504147527,1 LORONG 20 GEYLANG # 1 SUITES SINGAPORE 398721,4.699608709809529,14.0,3,3,0,8,9,2,2.0,1.0,0,1
VACANZA @ EAST,2550000.0,1915.99,1331.0,2024-07-01,178.0,14326.0,1.32901984483655,103.914196223923,36 LENGKONG TUJOH VACANZA @ EAST SINGAPORE 417391,8.680985857703446,14.0,3,1,0,2,8,12,3.0,1.0,1,2
PARC ESTA,2580000.0,1119.46,2305.0,2024-07-01,104.0,24808.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,14.0,1,4,0,1,13,16,1.0,1.0,0,1
PARK PLACE RESIDENCES AT PLQ,1750000.0,742.72,2356.0,2024-07-01,69.0,25362.0,1.31583675363618,103.892746648427,2 PAYA LEBAR ROAD PARK PLACE RESIDENCES AT PLQ SINGAPORE 409053,5.896537427358871,14.0,3,3,3,4,12,6,3.0,1.0,0,1
EUHABITAT,1698888.0,1184.04,1435.0,2024-07-01,110.0,15444.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,14.0,2,2,0,2,6,15,1.0,1.0,1,2
THE HELICONIA,1706900.0,1313.21,1300.0,2024-07-01,122.0,13991.0,1.32635294484067,103.908900244938,30 JALAN DAUD THE HELICONIA SINGAPORE 419572,8.031320801555648,14.0,3,2,0,2,7,16,1.0,1.0,1,2
THE WATERINA,2668888.0,1356.26,1968.0,2024-07-01,126.0,21182.0,1.3132821071538,103.89085032363,59 LORONG 40 GEYLANG THE WATERINA SINGAPORE 398082,5.55708137380416,14.0,4,4,3,5,12,5,2.0,1.0,0,1
CENTRAL GROVE,1600000.0,1205.57,1327.0,2024-07-01,112.0,14286.0,1.31623494982413,103.884417981377,3 GEYLANG EAST AVENUE 1 CENTRAL GROVE SINGAPORE 389779,5.228491443172765,14.0,4,5,1,8,9,3,3.0,1.0,1,1
DAKOTA RESIDENCES,3500000.0,1829.88,1913.0,2024-07-01,170.0,20588.0,1.30637270876178,103.88708549006,34 DAKOTA CRESCENT DAKOTA RESIDENCES SINGAPORE 399936,4.7757251422267535,14.0,3,3,0,6,10,5,2.0,1.0,1,1
PARC ESTA,1055000.0,452.09,2334.0,2024-07-01,42.0,25119.0,1.31786521916555,103.903967184717,904 SIMS AVENUE PARC ESTA SINGAPORE 408968,7.043509290403673,14.0,1,4,0,1,13,16,3.0,1.0,0,1
THE ANTARES,1530000.0,731.95,2090.0,2024-07-01,68.0,22500.0,1.32541778538724,103.883403765337,23 MATTAR ROAD THE ANTARES SINGAPORE 387730,5.916441166611573,14.0,4,4,0,8,9,4,2.0,1.0,0,1
PENROSE,1483000.0,710.42,2087.0,2024-07-01,66.0,22470.0,1.31948983025856,103.879994891095,22 SIMS DRIVE PENROSE SINGAPORE 387396,5.166503889250989,14.0,3,4,0,8,9,1,1.0,,0,1
THE TRUMPS,2300000.0,1270.15,1811.0,2024-07-01,118.0,19492.0,1.32002610262337,103.91348728953,1 JALAN KEMBANGAN THE TRUMPS SINGAPORE 419154,8.069943599460245,14.0,1,0,0,2,12,18,2.0,1.0,1,2
SIMS EDGE,745000.0,409.03,1821.0,2024-07-01,38.0,19605.0,1.31640485669867,103.887906763671,1 GEYLANG EAST AVENUE 2 SIMS EDGE SINGAPORE 389760,5.523980705206435,14.0,4,5,3,7,12,4,1.0,1.0,0,1
PARK PLACE RESIDENCES AT PLQ,1085000.0,484.38,2240.0,2024-07-01,45.0,24111.0,1.31583675363618,103.892746648427,2 PAYA LEBAR ROAD PARK PLACE RESIDENCES AT PLQ SINGAPORE 409053,5.896537427358871,14.0,3,3,3,4,12,6,3.0,1.0,0,1
EUHABITAT,1700000.0,1173.28,1449.0,2024-07-01,109.0,15596.0,1.32795415126263,103.9070014142,196 JALAN EUNOS EUHABITAT SINGAPORE 419542,7.971961203569236,14.0,2,2,0,2,6,15,1.0,1.0,1,2
SIMSVILLE,1275000.0,979.52,1302.0,2024-07-01,91.0,14011.0,1.31703114737635,103.890499582849,2 GEYLANG EAST AVENUE 2 SIMSVILLE SINGAPORE 389754,5.786575389274496,14.0,4,4,3,6,12,4,1.0,1.0,1,1
EAST 25 APARTMENTS,1820000.0,1485.43,1225.0,2024-07-01,138.0,13188.0,1.3142270612182,103.88326759779,10 LORONG 25A GEYLANG EAST 25 APARTMENTS SINGAPORE 388224,4.981834951529755,14.0,3,4,0,8,9,3,1.0,1.0,0,1
