Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
CANNINGHILL PIERS,1230000.0,409.03,3007.0,2025-09-01,Sub Sale,Strata,38.0,32368.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,31 to 35,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,61.0,10,3,7,13,7,13
CANNINGHILL PIERS,3638000.0,1130.22,3219.0,2025-09-01,New Sale,Strata,105.0,34648.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,11 to 15,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,61.0,10,3,7,13,7,13
CANNINGHILL PIERS,7604000.0,2787.88,2728.0,2025-09-01,New Sale,Strata,259.0,29359.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,41 to 45,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,61.0,10,3,7,13,7,13
CANNINGHILL PIERS,8000000.0,2873.99,2784.0,2025-08-01,New Sale,Strata,267.0,29963.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,46 to 50,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,60.0,10,3,7,13,7,13
CANNINGHILL PIERS,8120000.0,2873.99,2825.0,2025-08-01,New Sale,Strata,267.0,30412.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,46 to 50,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,60.0,10,3,7,13,7,13
CANNINGHILL PIERS,3080000.0,882.65,3489.0,2025-08-01,Sub Sale,Strata,82.0,37561.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,16 to 20,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,60.0,10,3,7,13,7,13
CANNINGHILL PIERS,4880000.0,1959.05,2491.0,2025-08-01,New Sale,Strata,182.0,26813.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,01 to 05,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,60.0,10,3,7,13,7,13
CANNINGHILL PIERS,5656000.0,1959.05,2887.0,2025-06-01,New Sale,Strata,182.0,31077.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,11 to 15,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,58.0,10,3,7,13,7,13
CANNINGHILL PIERS,7505000.0,2787.88,2692.0,2025-06-01,New Sale,Strata,259.0,28977.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,36 to 40,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,58.0,10,3,7,13,7,13
CANNINGHILL PIERS,5648000.0,1959.05,2883.0,2025-06-01,New Sale,Strata,182.0,31033.0,Apartment,99 yrs lease commencing from 2021,6,Rest of Central Region,11 to 15,1.29155320677629,103.844671834054,5 CLARKE QUAY CANNINGHILL PIERS (U/C) SINGAPORE 179884,58.0,10,3,7,13,7,13
