Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Market Segment,Floor Level,Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2020,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km
CLYDES RESIDENCE,1850000.0,1119.46,1653.0,2025-08-01,Resale,Strata,104.0,17788.0,Apartment,Freehold,8,Rest of Central Region,11 to 15,1.31734941207477,103.852212921601,78 MERGUI ROAD CLYDES RESIDENCE SINGAPORE 219054,3.800578968347177,60.0,2,3,3,14,11,5
UPTOWN @ FARRER,3380000.0,1646.89,2052.0,2025-08-01,Resale,Strata,153.0,22092.0,Apartment,99 yrs lease commencing from 2017,8,Rest of Central Region,21 to 25,1.31294432373666,103.855634735092,2 PERUMAL ROAD UPTOWN @ FARRER SINGAPORE 218773,3.351024444552695,60.0,5,3,2,14,9,5
HERTFORD COLLECTION,1140000.0,785.77,1451.0,2025-08-01,Resale,Strata,73.0,15616.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31325732047152,103.848953427343,40 HERTFORD ROAD HERTFORD COLLECTION SINGAPORE 219408,3.3534423793419017,60.0,4,2,4,14,12,7
CITYSCAPE @FARRER PARK,1680000.0,1259.39,1334.0,2025-08-01,Resale,Strata,117.0,14359.0,Condominium,Freehold,8,Rest of Central Region,01 to 05,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,60.0,2,3,3,14,13,4
KENTISH LODGE,1650000.0,1356.26,1217.0,2025-08-01,Resale,Strata,126.0,13095.0,Apartment,99 yrs lease commencing from 1995,8,Rest of Central Region,01 to 05,1.3157953905606,103.852804524115,3 OXFORD ROAD KENTISH LODGE SINGAPORE 218814,3.6319019521202582,60.0,1,3,1,14,10,5
CITY SQUARE RESIDENCES,1905000.0,1216.33,1566.0,2025-08-01,Resale,Strata,113.0,16858.0,Condominium,Freehold,8,Rest of Central Region,01 to 05,1.31110535846664,103.857479860813,2 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207229,3.1903200611497726,60.0,6,4,3,13,9,4
KERRISDALE,2130000.0,1259.39,1691.0,2025-08-01,Resale,Strata,117.0,18205.0,Condominium,99 yrs lease commencing from 1998,8,Rest of Central Region,21 to 25,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,3.4121937662420216,60.0,5,3,2,13,9,4
SOHO 188,742000.0,419.8,1768.0,2025-08-01,Resale,Strata,39.0,19026.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31119207325572,103.85327574283,188 RACE COURSE ROAD SOHO 188 SINGAPORE 218612,3.127605755994124,60.0,5,3,3,14,11,6
CITYSCAPE @FARRER PARK,2308000.0,1377.79,1675.0,2025-07-01,Resale,Strata,128.0,18031.0,Condominium,Freehold,8,Rest of Central Region,26 to 30,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,59.0,2,3,3,14,13,4
JOOL SUITES,740000.0,409.03,1809.0,2025-07-01,Resale,Strata,38.0,19474.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31520905789978,103.854919307157,2 SING JOO WALK JOOL SUITES SINGAPORE 217811,3.5881222813412013,59.0,3,4,1,14,8,5
CAMBRIDGE VILLAGE,2250000.0,1550.02,1452.0,2025-07-01,Resale,Strata,144.0,15625.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31319452803722,103.847445951243,2A CAMBRIDGE ROAD CAMBRIDGE VILLAGE SINGAPORE 219679,3.3621026134708063,59.0,4,3,3,14,12,7
CITY SQUARE RESIDENCES,2475000.0,1216.33,2035.0,2025-07-01,Resale,Strata,113.0,21903.0,Condominium,Freehold,8,Rest of Central Region,01 to 05,1.31110535846664,103.857479860813,2 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207229,3.1903200611497726,59.0,6,4,3,13,9,4
PICCADILLY GRAND,2700000.0,1087.16,2484.0,2025-07-01,Sub Sale,Strata,101.0,26733.0,Apartment,99 yrs lease commencing from 2021,8,Rest of Central Region,11 to 15,1.311250279155,103.852455288833,3 NORTHUMBERLAND ROAD PICCADILLY GRAND (U/C) SINGAPORE 219569,3.1279660751289304,59.0,5,3,3,14,11,6
CITYSCAPE @FARRER PARK,1808000.0,1076.4,1680.0,2025-07-01,Resale,Strata,100.0,18080.0,Condominium,Freehold,8,Rest of Central Region,21 to 25,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,59.0,2,3,3,14,13,4
CITYSCAPE @FARRER PARK,1740000.0,1119.46,1554.0,2025-07-01,Resale,Strata,104.0,16731.0,Condominium,Freehold,8,Rest of Central Region,16 to 20,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,59.0,2,3,3,14,13,4
CITYSCAPE @FARRER PARK,1860000.0,1119.46,1662.0,2025-07-01,Resale,Strata,104.0,17885.0,Condominium,Freehold,8,Rest of Central Region,26 to 30,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,59.0,2,3,3,14,13,4
CITYSCAPE @FARRER PARK,2308000.0,1377.79,1675.0,2025-07-01,Resale,Strata,128.0,18031.0,Condominium,Freehold,8,Rest of Central Region,26 to 30,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,59.0,2,3,3,14,13,4
STURDEE RESIDENCES,1251000.0,570.49,2193.0,2025-07-01,Resale,Strata,53.0,23604.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,21 to 25,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,59.0,5,3,2,13,8,3
KENTISH GREEN,1390000.0,1097.93,1266.0,2025-07-01,Resale,Strata,102.0,13627.0,Apartment,99 yrs lease commencing from 1995,8,Rest of Central Region,06 to 10,1.31559997820356,103.851787324083,20 OXFORD ROAD KENTISH GREEN SINGAPORE 218815,3.605802373695685,59.0,1,3,3,14,10,6
KERRISDALE,1635000.0,990.29,1651.0,2025-07-01,Resale,Strata,92.0,17772.0,Condominium,99 yrs lease commencing from 1998,8,Rest of Central Region,16 to 20,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,3.4121937662420216,59.0,5,3,2,13,9,4
CITYLIGHTS,1092000.0,592.02,1845.0,2025-07-01,Resale,Strata,55.0,19855.0,Condominium,99 yrs lease commencing from 2004,8,Rest of Central Region,21 to 25,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,3.103210157430408,59.0,5,3,2,13,7,6
UPTOWN @ FARRER,1125000.0,538.2,2090.0,2025-06-01,Resale,Strata,50.0,22500.0,Apartment,99 yrs lease commencing from 2017,8,Rest of Central Region,16 to 20,1.31294432373666,103.855634735092,2 PERUMAL ROAD UPTOWN @ FARRER SINGAPORE 218773,3.351024444552695,58.0,5,3,2,14,9,5
PARC SOMME,640000.0,355.21,1802.0,2025-06-01,Resale,Strata,33.0,19394.0,Apartment,99 yrs lease commencing from 2008,8,Rest of Central Region,01 to 05,1.3113568841101,103.858599024436,62 SOMME ROAD PARC SOMME SINGAPORE 207877,3.24760526033,58.0,5,2,2,13,9,4
D'CAMBRIDGE,1900000.0,1194.8,1590.0,2025-06-01,Resale,Strata,111.0,17117.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31447986255004,103.848499199492,60 CAMBRIDGE ROAD D' CAMBRIDGE SINGAPORE 219757,3.491989763561456,58.0,4,2,4,14,12,6
JOOL SUITES,759000.0,409.03,1856.0,2025-06-01,Resale,Strata,38.0,19974.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31520905789978,103.854919307157,2 SING JOO WALK JOOL SUITES SINGAPORE 217811,3.5881222813412013,58.0,3,4,1,14,8,5
STURDEE RESIDENCES,2040000.0,936.47,2178.0,2025-06-01,Resale,Strata,87.0,23448.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,26 to 30,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,58.0,5,3,2,13,8,3
R66 APARTMENTS,859888.0,538.2,1598.0,2025-06-01,Resale,Strata,50.0,17198.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31391051715464,103.854392537736,66 RANGOON ROAD R66 APARTMENTS SINGAPORE 218356,3.4387158790534476,58.0,5,3,2,14,9,5
KERRISDALE,1668000.0,990.29,1684.0,2025-06-01,Resale,Strata,92.0,18130.0,Condominium,99 yrs lease commencing from 1998,8,Rest of Central Region,26 to 30,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,3.4121937662420216,58.0,5,3,2,13,9,4
KERRISDALE,1950000.0,1259.39,1548.0,2025-06-01,Resale,Strata,117.0,16667.0,Condominium,99 yrs lease commencing from 1998,8,Rest of Central Region,01 to 05,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,3.4121937662420216,58.0,5,3,2,13,9,4
SUITES @ OWEN,825888.0,516.67,1598.0,2025-06-01,Resale,Strata,48.0,17206.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31409213027808,103.852946523501,122 OWEN ROAD SUITES @ OWEN SINGAPORE 218926,3.4448257689319624,58.0,4,3,2,14,10,5
CITYSCAPE @FARRER PARK,2330888.0,1345.5,1732.0,2025-06-01,Resale,Strata,125.0,18647.0,Condominium,Freehold,8,Rest of Central Region,11 to 15,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,58.0,2,3,3,14,13,4
CITYLIGHTS,2780000.0,1420.85,1957.0,2025-06-01,Resale,Strata,132.0,21061.0,Condominium,99 yrs lease commencing from 2004,8,Rest of Central Region,36 to 40,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,3.103210157430408,58.0,5,3,2,13,7,6
KERRISDALE,1610000.0,990.29,1626.0,2025-06-01,Resale,Strata,92.0,17500.0,Condominium,99 yrs lease commencing from 1998,8,Rest of Central Region,11 to 15,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,3.4121937662420216,58.0,5,3,2,13,9,4
UPTOWN @ FARRER,1080888.0,516.67,2092.0,2025-06-01,Resale,Strata,48.0,22519.0,Apartment,99 yrs lease commencing from 2017,8,Rest of Central Region,11 to 15,1.31294432373666,103.855634735092,2 PERUMAL ROAD UPTOWN @ FARRER SINGAPORE 218773,3.351024444552695,58.0,5,3,2,14,9,5
CITY SQUARE RESIDENCES,1820000.0,861.12,2114.0,2025-06-01,Resale,Strata,80.0,22750.0,Condominium,Freehold,8,Rest of Central Region,16 to 20,1.31110535846664,103.857479860813,2 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207229,3.1903200611497726,58.0,6,4,3,13,9,4
CITY SQUARE RESIDENCES,1185000.0,570.49,2077.0,2025-06-01,Resale,Strata,53.0,22358.0,Condominium,Freehold,8,Rest of Central Region,21 to 25,1.31110535846664,103.857479860813,2 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207229,3.1903200611497726,58.0,6,4,3,13,9,4
LE SOMME,915000.0,581.26,1574.0,2025-06-01,Resale,Strata,54.0,16944.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31119219091346,103.858503929457,60 SOMME ROAD LE SOMME SINGAPORE 207876,3.227271326554619,58.0,5,2,2,13,9,4
CAMBRIDGE VILLAGE,2200000.0,1550.02,1419.0,2025-05-01,Resale,Strata,144.0,15278.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31319452803722,103.847445951243,2A CAMBRIDGE ROAD CAMBRIDGE VILLAGE SINGAPORE 219679,3.3621026134708063,57.0,4,3,3,14,12,7
CITYLIGHTS,1900000.0,925.7,2052.0,2025-05-01,Resale,Strata,86.0,22093.0,Condominium,99 yrs lease commencing from 2004,8,Rest of Central Region,26 to 30,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,3.103210157430408,57.0,5,3,2,13,7,6
CITY STUDIOS,1430000.0,1022.58,1398.0,2025-05-01,Resale,Strata,95.0,15053.0,Apartment,Freehold,8,Rest of Central Region,06 to 10,1.31012233674354,103.852814779279,30 RACE COURSE LANE CITY STUDIOS SINGAPORE 218745,3.005841202301793,57.0,5,3,3,14,11,6
KERRISDALE,2150000.0,1270.15,1693.0,2025-05-01,Resale,Strata,118.0,18220.0,Condominium,99 yrs lease commencing from 1998,8,Rest of Central Region,21 to 25,1.3131227003568,103.857656215109,30 STURDEE ROAD KERRISDALE SINGAPORE 207852,3.4121937662420216,57.0,5,3,2,13,9,4
CAVAN SUITES,820000.0,462.85,1772.0,2025-05-01,Resale,Strata,43.0,19070.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31099855930995,103.861155186704,11 CAVAN ROAD CAVAN SUITES SINGAPORE 209848,3.295775231236245,57.0,5,4,2,13,8,6
STURDEE RESIDENCES,1740000.0,828.83,2099.0,2025-05-01,Resale,Strata,77.0,22597.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,21 to 25,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,57.0,5,3,2,13,8,3
OXFORD SUITES,1550000.0,893.41,1735.0,2025-05-01,Resale,Strata,83.0,18675.0,Apartment,Freehold,8,Rest of Central Region,11 to 15,1.31554373964709,103.852489365428,21 OXFORD ROAD OXFORD SUITES SINGAPORE 218817,3.602334414906891,57.0,1,3,1,14,10,6
RACE COURSE 138,1500008.0,1442.38,1040.0,2025-05-01,Resale,Strata,134.0,11194.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.30981878209749,103.852299645522,138 RACE COURSE ROAD RACE COURSE 138 SINGAPORE 218591,2.969007885902041,57.0,5,4,3,14,11,6
RANGOON VIEW,1585000.0,1334.74,1188.0,2025-05-01,Resale,Strata,124.0,12782.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31782390941569,103.852225092717,223 RANGOON ROAD RANGOON VIEW SINGAPORE 218460,3.853061485626295,57.0,2,3,3,14,11,5
FARRER PARK SUITES,1070000.0,828.83,1291.0,2025-05-01,Resale,Strata,77.0,13896.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31329768304541,103.853633404104,80 OWEN ROAD FARRER PARK SUITES SINGAPORE 218896,3.362956375118091,57.0,4,3,2,14,9,5
CITYSCAPE @FARRER PARK,1900000.0,1162.51,1634.0,2025-05-01,Resale,Strata,108.0,17593.0,Condominium,Freehold,8,Rest of Central Region,11 to 15,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,57.0,2,3,3,14,13,4
CITY LOFT,668888.0,376.74,1775.0,2025-05-01,Resale,Strata,35.0,19111.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31506105973759,103.856679863644,363 RACE COURSE ROAD CITY LOFT SINGAPORE 218636,3.6010607947892415,57.0,3,5,2,14,8,4
STURDEE RESIDENCES,1460000.0,656.6,2224.0,2025-05-01,Resale,Strata,61.0,23934.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,26 to 30,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,57.0,5,3,2,13,8,3
KENT RESIDENCES,895000.0,559.73,1599.0,2025-05-01,Resale,Strata,52.0,17212.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.3160050551377,103.852068216051,23 KENT ROAD KENT RESIDENCES SINGAPORE 219219,3.651464702807417,57.0,1,3,3,14,10,6
VOGX,2180000.0,1550.02,1406.0,2025-05-01,Resale,Strata,144.0,15139.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31387665877617,103.850450616658,109 DORSET ROAD VOGX SINGAPORE 219498,3.4147292084076124,57.0,3,2,4,14,12,7
UPTOWN @ FARRER,1510000.0,731.95,2063.0,2025-04-01,Resale,Strata,68.0,22206.0,Apartment,99 yrs lease commencing from 2017,8,Rest of Central Region,16 to 20,1.31294432373666,103.855634735092,2 PERUMAL ROAD UPTOWN @ FARRER SINGAPORE 218773,3.351024444552695,56.0,5,3,2,14,9,5
FORTE SUITES,1265000.0,624.31,2026.0,2025-04-01,Resale,Strata,58.0,21810.0,Apartment,Freehold,8,Rest of Central Region,16 to 20,1.31782799598861,103.851970497394,88 MERGUI ROAD FORTE SUITES SINGAPORE 219062,3.852614641996327,56.0,2,3,3,14,11,5
JOOL SUITES,750000.0,409.03,1834.0,2025-04-01,Resale,Strata,38.0,19737.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31520905789978,103.854919307157,2 SING JOO WALK JOOL SUITES SINGAPORE 217811,3.5881222813412013,56.0,3,4,1,14,8,5
STURDEE RESIDENCES,868888.0,419.8,2070.0,2025-04-01,Resale,Strata,39.0,22279.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,01 to 05,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,56.0,5,3,2,13,8,3
STURDEE RESIDENCES,1438000.0,656.6,2190.0,2025-04-01,Resale,Strata,61.0,23574.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,21 to 25,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,56.0,5,3,2,13,8,3
CITYLIGHTS,1830000.0,871.88,2099.0,2025-04-01,Resale,Strata,81.0,22593.0,Condominium,99 yrs lease commencing from 2004,8,Rest of Central Region,21 to 25,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,3.103210157430408,56.0,5,3,2,13,7,6
CITYSCAPE @FARRER PARK,2350000.0,1377.79,1706.0,2025-04-01,Resale,Strata,128.0,18359.0,Condominium,Freehold,8,Rest of Central Region,21 to 25,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,56.0,2,3,3,14,13,4
CITY LOFT,720000.0,419.8,1715.0,2025-04-01,Resale,Strata,39.0,18462.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31506105973759,103.856679863644,363 RACE COURSE ROAD CITY LOFT SINGAPORE 218636,3.6010607947892415,56.0,3,5,2,14,8,4
CITYLIGHTS,2560000.0,1313.21,1949.0,2025-04-01,Resale,Strata,122.0,20984.0,Condominium,99 yrs lease commencing from 2004,8,Rest of Central Region,26 to 30,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,3.103210157430408,56.0,5,3,2,13,7,6
LITTLE INDIA CONSERVATION AREA,1050000.0,1151.75,912.0,2025-04-01,Resale,Strata,107.0,9813.0,Apartment,9999 yrs lease commencing from 1958,8,Rest of Central Region,01 to 05,1.30465724451723,103.853472336208,28 PERAK ROAD LITTLE INDIA CONSERVATION AREA SINGAPORE 208145,2.4105015080315617,56.0,9,3,8,13,9,6
STURDEE RESIDENCES,1400000.0,656.6,2132.0,2025-04-01,Resale,Strata,61.0,22951.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,16 to 20,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,56.0,5,3,2,13,8,3
STURDEE RESIDENCES,1705000.0,828.83,2057.0,2025-04-01,Resale,Strata,77.0,22143.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,11 to 15,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,56.0,5,3,2,13,8,3
STURDEE RESIDENCES,1398888.0,656.6,2130.0,2025-04-01,Resale,Strata,61.0,22933.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,21 to 25,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,56.0,5,3,2,13,8,3
RACE COURSE 138,1625000.0,1431.61,1135.0,2025-03-01,Resale,Strata,133.0,12218.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.30981878209749,103.852299645522,138 RACE COURSE ROAD RACE COURSE 138 SINGAPORE 218591,2.969007885902041,55.0,5,4,3,14,11,6
CLYDES RESIDENCE,1820000.0,1119.46,1626.0,2025-03-01,Resale,Strata,104.0,17500.0,Apartment,Freehold,8,Rest of Central Region,11 to 15,1.31734941207477,103.852212921601,78 MERGUI ROAD CLYDES RESIDENCE SINGAPORE 219054,3.800578968347177,55.0,2,3,3,14,11,5
CITYLIGHTS,1320000.0,678.13,1947.0,2025-03-01,Resale,Strata,63.0,20952.0,Condominium,99 yrs lease commencing from 2004,8,Rest of Central Region,06 to 10,1.30827581228578,103.863117419778,80 JELLICOE ROAD CITYLIGHTS SINGAPORE 208766,3.103210157430408,55.0,5,3,2,13,7,6
R66 APARTMENTS,790000.0,473.62,1668.0,2025-03-01,Resale,Strata,44.0,17955.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31391051715464,103.854392537736,66 RANGOON ROAD R66 APARTMENTS SINGAPORE 218356,3.4387158790534476,55.0,5,3,2,14,9,5
CITYSCAPE @FARRER PARK,1843000.0,1162.51,1585.0,2025-03-01,Resale,Strata,108.0,17065.0,Condominium,Freehold,8,Rest of Central Region,16 to 20,1.31802199387753,103.851593706635,101 MERGUI ROAD CITYSCAPE @FARRER PARK SINGAPORE 219067,3.873115287535139,55.0,2,3,3,14,13,4
HOA NAM BUILDING,1200000.0,882.65,1360.0,2025-03-01,Resale,Strata,82.0,14634.0,Apartment,Freehold,8,Rest of Central Region,06 to 10,1.31270184017357,103.859968759019,27 FOCH ROAD HOA NAM BUILDING SINGAPORE 209264,3.4326027088940267,55.0,5,3,2,13,8,4
STURDEE RESIDENCES,1360000.0,656.6,2071.0,2025-03-01,Resale,Strata,61.0,22295.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,06 to 10,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,55.0,5,3,2,13,8,3
SUITES @ OWEN,1265000.0,818.06,1546.0,2025-03-01,Resale,Strata,76.0,16645.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31409213027808,103.852946523501,122 OWEN ROAD SUITES @ OWEN SINGAPORE 218926,3.4448257689319624,55.0,4,3,2,14,10,5
CARLYX GREEN,980000.0,602.78,1626.0,2025-03-01,Resale,Strata,56.0,17500.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.31318091815404,103.847805816417,41 CARLISLE ROAD CARLYX GREEN SINGAPORE 219606,3.3561300722701124,55.0,4,3,3,14,12,7
STURDEE RESIDENCES,2010000.0,947.23,2122.0,2025-03-01,Resale,Strata,88.0,22841.0,Condominium,99 yrs lease commencing from 2015,8,Rest of Central Region,21 to 25,1.31291695250751,103.859047068258,10 BEATTY ROAD STURDEE RESIDENCES SINGAPORE 209955,3.427144221481293,55.0,5,3,2,13,8,3
KENT RESIDENCES,827000.0,505.91,1635.0,2025-03-01,Resale,Strata,47.0,17596.0,Apartment,Freehold,8,Rest of Central Region,01 to 05,1.3160050551377,103.852068216051,23 KENT ROAD KENT RESIDENCES SINGAPORE 219219,3.651464702807417,55.0,1,3,3,14,10,6
CITY SQUARE RESIDENCES,3408000.0,1496.2,2278.0,2025-03-01,Resale,Strata,139.0,24518.0,Condominium,Freehold,8,Rest of Central Region,26 to 30,1.31110535846664,103.857479860813,2 KITCHENER LINK CITY SQUARE RESIDENCES SINGAPORE 207229,3.1903200611497726,55.0,6,4,3,13,9,4
