Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
NEWTON SUITES,1750000.0,796.54,2197.0,2024-08-01,74.0,23649.0,1.31780091416565,103.842313806169,60 NEWTON ROAD NEWTON SUITES SINGAPORE 307994,3.967671598329251,13.0,3,2,3,14,13,7,6.0,1.0,0,0
WATTEN HOUSE,4956000.0,1539.25,3220.0,2024-08-01,143.0,34657.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,13.0,3,1,0,11,6,7,1.0,0.0,1,0
TEN @ SUFFOLK,3510000.0,2195.86,1598.0,2024-08-01,204.0,17206.0,1.3145899979855,103.844453396673,10 SUFFOLK ROAD TEN @ SUFFOLK SINGAPORE 307786,3.5682333304887677,13.0,4,2,2,14,12,6,3.0,1.0,0,0
NEWTON ONE,2700000.0,1216.33,2220.0,2024-08-01,113.0,23894.0,1.31404986796426,103.839452778834,1 NEWTON ROAD NEWTON ONE SINGAPORE 307943,3.665961575873588,13.0,3,1,3,14,10,5,2.0,1.0,1,0
ADRIA,1150000.0,538.2,2137.0,2024-08-01,50.0,23000.0,1.3164463549549,103.846258551824,12 DERBYSHIRE ROAD ADRIA SINGAPORE 309466,3.735780917193752,13.0,3,2,2,14,13,7,2.0,1.0,0,0
WATTEN HOUSE,6135000.0,1851.41,3314.0,2024-08-01,172.0,35669.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,13.0,3,1,0,11,6,7,1.0,0.0,1,0
ADAM PARK CONDOMINIUM,1790000.0,893.41,2004.0,2024-08-01,83.0,21566.0,1.32804489589413,103.813395586111,27A ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289900,6.5056226819707295,13.0,3,1,0,13,7,8,1.0,1.0,1,0
THE SHELFORD,3490000.0,1603.84,2176.0,2024-08-01,149.0,23423.0,1.32561376215123,103.810731205358,1E SHELFORD ROAD THE SHELFORD SINGAPORE 286890,6.502869662773255,13.0,4,1,0,12,7,8,1.0,1.0,1,0
THOMSON 800,2590000.0,1431.61,1809.0,2024-08-01,133.0,19474.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,13.0,4,1,0,13,13,2,1.0,1.0,1,0
SUITES @ SHREWSBURY,700000.0,365.98,1913.0,2024-08-01,34.0,20588.0,1.31819899592367,103.848906082215,84 SHREWSBURY ROAD SUITES @ SHREWSBURY SINGAPORE 307842,3.899093640567353,13.0,2,3,2,14,13,7,1.0,1.0,0,0
LUCIDA,1065000.0,624.31,1706.0,2024-08-01,58.0,18362.0,1.31464830253379,103.844819093226,2 SUFFOLK ROAD LUCIDA SINGAPORE 307780,3.566471950535546,13.0,4,2,2,14,11,6,2.0,1.0,0,0
368 THOMSON,1630000.0,882.65,1847.0,2024-08-01,82.0,19878.0,1.3270913316471,103.841978573745,368 THOMSON ROAD 368 THOMSON SINGAPORE 298127,4.977697388092409,13.0,3,0,3,12,16,4,3.0,1.0,1,0
THOMSON 800,2938000.0,1625.36,1808.0,2024-08-01,151.0,19457.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,13.0,4,1,0,13,13,2,2.0,1.0,1,0
AMARYLLIS VILLE,2500000.0,1259.39,1985.0,2024-08-01,117.0,21368.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,13.0,3,2,2,14,13,6,1.0,1.0,1,0
SUITES @ NEWTON,1088000.0,559.73,1944.0,2024-08-01,52.0,20923.0,1.31640035574617,103.841671833933,1 SURREY ROAD SUITES @ NEWTON SINGAPORE 307740,3.8363724273902986,13.0,3,2,2,14,13,7,4.0,1.0,0,0
ROCHELLE AT NEWTON,3450000.0,2292.73,1505.0,2024-08-01,213.0,16197.0,1.31404425678498,103.841922909924,188 KENG LEE ROAD ROCHELLE AT NEWTON SINGAPORE 308414,3.578271566582672,13.0,3,2,2,14,11,6,6.0,1.0,1,0
KHEAM HOCK GARDENS,2300000.0,1377.79,1669.0,2024-08-01,128.0,17969.0,1.32865923404591,103.820422048241,38 KHEAM HOCK ROAD KHEAM HOCK GARDENS SINGAPORE 298808,6.088572564604005,13.0,2,1,0,11,7,5,1.0,1.0,1,0
PARK INFINIA AT WEE NAM,2620000.0,1130.22,2318.0,2024-08-01,105.0,24952.0,1.31441386999901,103.843291191875,2A LINCOLN ROAD PARK INFINIA AT WEE NAM SINGAPORE 308364,3.57796230174373,13.0,3,2,2,14,11,6,1.0,1.0,1,0
6 DERBYSHIRE,1600000.0,731.95,2186.0,2024-07-01,68.0,23529.0,1.31568172551155,103.845880417376,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,3.6584167943606625,14.0,3,2,2,14,13,6,4.0,1.0,1,0
APLETON VIEW,2250000.0,1227.1,1834.0,2024-07-01,114.0,19737.0,1.31906972390327,103.846101471001,71 SINARAN DRIVE APLETON VIEW SINGAPORE 308323,4.025490053197462,14.0,1,1,4,14,12,7,2.0,1.0,0,0
RESIDENCES @ EVELYN,3828000.0,1528.49,2504.0,2024-07-01,142.0,26958.0,1.31548497427322,103.839467418834,17 EVELYN ROAD RESIDENCES @ EVELYN SINGAPORE 309306,3.814435565431148,14.0,3,1,2,14,12,6,7.0,1.0,1,0
26 NEWTON,1040000.0,484.38,2147.0,2024-07-01,45.0,23111.0,1.3156928164724,103.841615456446,26 NEWTON ROAD 26 NEWTON SINGAPORE 307957,3.762851610410245,14.0,3,2,2,14,13,6,4.0,1.0,0,0
TEN @ SUFFOLK,1980000.0,1119.46,1769.0,2024-07-01,104.0,19038.0,1.3145899979855,103.844453396673,10 SUFFOLK ROAD TEN @ SUFFOLK SINGAPORE 307786,3.5682333304887677,14.0,4,2,2,14,12,6,2.0,1.0,0,0
NEWTON 18,1750000.0,807.3,2168.0,2024-07-01,75.0,23333.0,1.31429426375311,103.841150697585,18 NEWTON ROAD NEWTON 18 SINGAPORE 307989,3.6298212404791177,14.0,3,1,2,14,10,6,2.0,1.0,0,0
WATTEN HOUSE,4945000.0,1539.25,3213.0,2024-07-01,143.0,34580.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,14.0,3,1,0,11,6,7,1.0,0.0,1,0
THE ARCADIA,5200000.0,3821.22,1361.0,2024-07-01,355.0,14648.0,1.33337474399547,103.811275631559,235 ARCADIA ROAD THE ARCADIA SINGAPORE 289843,7.111379394487015,14.0,1,0,0,9,6,5,1.0,1.0,1,0
SOLEIL @ SINARAN,1088000.0,581.26,1872.0,2024-07-01,54.0,20148.0,1.31960020004528,103.845271738384,2 SINARAN DRIVE SOLEIL @ SINARAN SINGAPORE 307467,4.096964545722665,14.0,1,1,4,14,14,7,2.0,1.0,1,0
MONTEBLEU,1620000.0,807.3,2007.0,2024-07-01,75.0,21600.0,1.32378273509884,103.850102052541,8 MINBU ROAD MONTEBLEU SINGAPORE 308162,4.510651977234295,14.0,1,3,4,12,18,4,6.0,1.0,1,0
6 DERBYSHIRE,1070000.0,527.44,2029.0,2024-07-01,49.0,21837.0,1.31568172551155,103.845880417376,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,3.6584167943606625,14.0,3,2,2,14,13,6,6.0,1.0,1,0
SHELFORD REGENCY,2530000.0,1151.75,2197.0,2024-07-01,107.0,23645.0,1.32659730501812,103.811332907782,65 SHELFORD ROAD SHELFORD REGENCY SINGAPORE 288455,6.53669061517323,14.0,3,1,0,13,7,8,1.0,1.0,1,0
MULBERRY TREE,1090000.0,635.08,1716.0,2024-07-01,59.0,18475.0,1.31818439913906,103.846394220029,167 MOULMEIN ROAD MULBERRY TREE SINGAPORE 308092,3.9241311123236895,14.0,1,1,4,14,13,7,1.0,1.0,0,0
NOVENA COURT,1350000.0,828.83,1629.0,2024-07-01,77.0,17532.0,1.32292732467511,103.842114483993,2E JALAN NOVENA BARAT NOVENA COURT SINGAPORE 308603,4.524348727321245,14.0,1,0,4,13,13,4,1.0,1.0,0,0
VIVA,3650000.0,1517.72,2405.0,2024-07-01,141.0,25887.0,1.31565586377638,103.844444721095,2 SUFFOLK WALK VIVA SINGAPORE 307462,3.683877967605451,14.0,3,2,2,14,13,6,2.0,1.0,1,0
DUNEARN SUITES,900000.0,409.03,2200.0,2024-07-01,38.0,23684.0,1.32473351341035,103.810724749056,404 DUNEARN ROAD DUNEARN SUITES SINGAPORE 289609,6.433192326543688,14.0,4,1,0,13,7,8,1.0,1.0,0,0
THE PARK VALE,2450000.0,1356.26,1806.0,2024-07-01,126.0,19444.0,1.32999513668172,103.811623198198,4B PARK VALE THE PARK VALE SINGAPORE 288564,6.797626695790571,14.0,3,1,0,11,6,7,1.0,1.0,1,0
AMARYLLIS VILLE,1945000.0,979.52,1986.0,2024-07-01,91.0,21374.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,14.0,3,2,2,14,13,6,3.0,1.0,1,0
TRILIGHT,4680000.0,2109.74,2218.0,2024-07-01,196.0,23878.0,1.31447883237245,103.839899712589,7 NEWTON ROAD TRILIGHT SINGAPORE 307945,3.693489005647367,14.0,3,1,2,14,10,5,3.0,1.0,1,0
VIVA,4050000.0,1528.49,2650.0,2024-07-01,142.0,28521.0,1.31565586377638,103.844444721095,2 SUFFOLK WALK VIVA SINGAPORE 307462,3.683877967605451,14.0,3,2,2,14,13,6,2.0,1.0,1,0
THE SHELFORD,1590000.0,775.01,2052.0,2024-07-01,72.0,22083.0,1.32561376215123,103.810731205358,1E SHELFORD ROAD THE SHELFORD SINGAPORE 286890,6.502869662773255,14.0,4,1,0,12,7,8,1.0,1.0,1,0
THOMSON 800,2620000.0,1399.32,1872.0,2024-07-01,130.0,20154.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,14.0,4,1,0,13,13,2,2.0,1.0,1,0
SKY@ELEVEN,4100000.0,1851.41,2215.0,2024-07-01,172.0,23837.0,1.33127079751604,103.841021896647,7 THOMSON LANE SKY@ELEVEN SINGAPORE 297725,5.451828930281204,14.0,4,1,3,12,15,2,4.0,1.0,1,0
AMARYLLIS VILLE,2510000.0,1237.86,2028.0,2024-07-01,115.0,21826.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,14.0,3,2,2,14,13,6,2.0,1.0,1,0
ENCHANTÉ,2928888.0,1001.05,2926.0,2024-07-01,93.0,31493.0,1.31585875980621,103.84033274534,3 EVELYN ROAD ENCHANTÉ (U/C) SINGAPORE 309727,3.822384309299648,14.0,3,1,2,14,12,7,1.0,0.0,0,0
MONTEBLEU,3050000.0,1474.67,2068.0,2024-07-01,137.0,22263.0,1.32378273509884,103.850102052541,8 MINBU ROAD MONTEBLEU SINGAPORE 308162,4.510651977234295,14.0,1,3,4,12,18,4,5.0,1.0,1,0
SANCTUARY@NEWTON,2731300.0,1054.87,2589.0,2024-07-01,98.0,27870.0,1.31602422236802,103.84157165109,2 SURREY ROAD SANCTUARY@NEWTON (U/C) SINGAPORE 307742,3.799414011967981,14.0,3,2,2,14,13,7,2.0,0.0,0,0
NEWTON SUITES,3030000.0,1237.86,2448.0,2024-07-01,115.0,26348.0,1.31780091416565,103.842313806169,60 NEWTON ROAD NEWTON SUITES SINGAPORE 307994,3.967671598329251,14.0,3,2,3,14,13,7,6.0,1.0,0,0
10 SHELFORD,1080000.0,818.06,1320.0,2024-07-01,76.0,14211.0,1.32580825364563,103.812516919467,10 SHELFORD ROAD 10 SHELFORD SINGAPORE 288353,6.383468750218335,14.0,3,1,0,13,7,8,1.0,1.0,0,0
SANCTUARY@NEWTON,3448000.0,1216.33,2835.0,2024-07-01,113.0,30513.0,1.31602422236802,103.84157165109,2 SURREY ROAD SANCTUARY@NEWTON (U/C) SINGAPORE 307742,3.799414011967981,14.0,3,2,2,14,13,7,3.0,0.0,0,0
STRATA,2038000.0,1065.64,1912.0,2024-07-01,99.0,20586.0,1.31740976334811,103.844913840423,1 ESSEX ROAD STRATA SINGAPORE 309329,3.864673219206803,14.0,3,2,3,14,14,7,4.0,1.0,0,0
WATTEN HOUSE,4976000.0,1539.25,3233.0,2024-06-01,143.0,34797.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,15.0,3,1,0,11,6,7,1.0,0.0,1,0
LINCOLN SUITES,1168000.0,462.85,2523.0,2024-06-01,43.0,27163.0,1.31710864002609,103.842743087159,3 KHIANG GUAN AVENUE LINCOLN SUITES SINGAPORE 308381,3.881888940990309,15.0,3,2,3,14,13,7,5.0,1.0,1,0
MONTEBLEU,1708000.0,850.36,2009.0,2024-06-01,79.0,21620.0,1.32378273509884,103.850102052541,8 MINBU ROAD MONTEBLEU SINGAPORE 308162,4.510651977234295,15.0,1,3,4,12,18,4,6.0,1.0,1,0
DUNEARN SUITES,890000.0,419.8,2120.0,2024-06-01,39.0,22821.0,1.32473351341035,103.810724749056,404 DUNEARN ROAD DUNEARN SUITES SINGAPORE 289609,6.433192326543688,15.0,4,1,0,13,7,8,1.0,1.0,0,0
ENCHANTÉ,2764100.0,1001.05,2761.0,2024-06-01,93.0,29722.0,1.31585875980621,103.84033274534,3 EVELYN ROAD ENCHANTÉ (U/C) SINGAPORE 309727,3.822384309299648,15.0,3,1,2,14,12,7,2.0,0.0,0,0
THOMSON 800,2720000.0,1410.08,1929.0,2024-06-01,131.0,20763.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,15.0,4,1,0,13,13,2,3.0,1.0,1,0
THE AXIS,1850000.0,1140.98,1621.0,2024-06-01,106.0,17453.0,1.32462194319897,103.849957588255,47 MANDALAY ROAD THE AXIS SINGAPORE 308227,4.6038020641452535,15.0,2,3,4,12,19,4,1.0,1.0,0,0
AMARYLLIS VILLE,1860000.0,979.52,1899.0,2024-06-01,91.0,20440.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,15.0,3,2,2,14,13,6,1.0,1.0,1,0
MOUNT ROSIE GARDEN,2380000.0,1410.08,1688.0,2024-06-01,131.0,18168.0,1.32151951282408,103.833947029498,50 GOLDHILL AVENUE MOUNT ROSIE GARDEN SINGAPORE 309031,4.662976062716815,15.0,4,0,0,14,8,4,1.0,1.0,1,0
368 THOMSON,1258000.0,688.9,1826.0,2024-06-01,64.0,19656.0,1.3270913316471,103.841978573745,368 THOMSON ROAD 368 THOMSON SINGAPORE 298127,4.977697388092409,15.0,3,0,3,12,16,4,4.0,1.0,1,0
THE TREVOSE,2580000.0,1474.67,1750.0,2024-06-01,137.0,18832.0,1.32302176043306,103.82529938582,60 TREVOSE CRESCENT THE TREVOSE SINGAPORE 298090,5.269266023284268,15.0,3,0,0,13,6,5,1.0,1.0,1,0
SOLEIL @ SINARAN,1050000.0,505.91,2075.0,2024-06-01,47.0,22340.0,1.31960020004528,103.845271738384,2 SINARAN DRIVE SOLEIL @ SINARAN SINGAPORE 307467,4.096964545722665,15.0,1,1,4,14,14,7,2.0,1.0,1,0
WATTEN HOUSE,6026000.0,1851.41,3255.0,2024-06-01,172.0,35035.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,15.0,3,1,0,11,6,7,1.0,0.0,1,0
THE LINCOLN MODERN,2108000.0,1108.69,1901.0,2024-06-01,103.0,20466.0,1.31532312585557,103.843055868846,20 LINCOLN ROAD THE LINCOLN MODERN SINGAPORE 308353,3.681849969048285,15.0,3,2,2,14,13,6,2.0,1.0,0,0
BASSEIN COURT,2100000.0,1399.32,1501.0,2024-06-01,130.0,16154.0,1.32276560882225,103.848248500031,5 BASSEIN ROAD BASSEIN COURT SINGAPORE 309836,4.407725960777773,15.0,1,3,4,12,14,6,1.0,1.0,0,0
LINCOLN SUITES,2225000.0,1033.34,2153.0,2024-06-01,96.0,23177.0,1.31710864002609,103.842743087159,3 KHIANG GUAN AVENUE LINCOLN SUITES SINGAPORE 308381,3.881888940990309,15.0,3,2,3,14,13,7,2.0,1.0,1,0
WATTEN HOUSE,4884000.0,1539.25,3173.0,2024-06-01,143.0,34154.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,15.0,3,1,0,11,6,7,1.0,0.0,1,0
SKY@ELEVEN,5900000.0,2820.17,2092.0,2024-06-01,262.0,22519.0,1.33127079751604,103.841021896647,7 THOMSON LANE SKY@ELEVEN SINGAPORE 297725,5.451828930281204,15.0,4,1,3,12,15,2,3.0,1.0,1,0
IKIGAI,3635800.0,1571.54,2314.0,2024-06-01,146.0,24903.0,1.31790382404123,103.847428354915,38 SHREWSBURY ROAD IKIGAI SINGAPORE 307818,3.879900072370961,15.0,2,2,2,14,13,7,1.0,0.0,0,0
368 THOMSON,1200000.0,688.9,1742.0,2024-06-01,64.0,18750.0,1.3270913316471,103.841978573745,368 THOMSON ROAD 368 THOMSON SINGAPORE 298127,4.977697388092409,15.0,3,0,3,12,16,4,2.0,1.0,1,0
GILSTEAD TWO,2060000.0,904.18,2278.0,2024-06-01,84.0,24524.0,1.31496035037871,103.838459402687,2 GILSTEAD ROAD GILSTEAD TWO SINGAPORE 309061,3.799617052654486,15.0,3,1,3,14,10,6,5.0,1.0,0,0
GILSTEAD TWO,1650000.0,775.01,2129.0,2024-06-01,72.0,22917.0,1.31496035037871,103.838459402687,2 GILSTEAD ROAD GILSTEAD TWO SINGAPORE 309061,3.799617052654486,15.0,3,1,3,14,10,6,2.0,1.0,0,0
SANCTUARY@NEWTON,2687160.0,1022.58,2628.0,2024-06-01,95.0,28286.0,1.31602422236802,103.84157165109,2 SURREY ROAD SANCTUARY@NEWTON (U/C) SINGAPORE 307742,3.799414011967981,15.0,3,2,2,14,13,7,1.0,0.0,0,0
WATTEN HOUSE,4996000.0,1539.25,3246.0,2024-06-01,143.0,34937.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,15.0,3,1,0,11,6,7,1.0,0.0,1,0
THE SHELFORD,1430000.0,775.01,1845.0,2024-06-01,72.0,19861.0,1.32561376215123,103.810731205358,1E SHELFORD ROAD THE SHELFORD SINGAPORE 286890,6.502869662773255,15.0,4,1,0,12,7,8,1.0,1.0,1,0
PARK INFINIA AT WEE NAM,2300000.0,1001.05,2298.0,2024-06-01,93.0,24731.0,1.31441386999901,103.843291191875,2A LINCOLN ROAD PARK INFINIA AT WEE NAM SINGAPORE 308364,3.57796230174373,15.0,3,2,2,14,11,6,5.0,1.0,1,0
M21,1750000.0,1065.64,1642.0,2024-06-01,99.0,17677.0,1.32252212187302,103.848891107309,21 MANDALAY ROAD M21 SINGAPORE 308208,4.376450490663607,15.0,1,3,4,12,14,6,2.0,1.0,0,0
THE ARMADALE,2100000.0,1033.34,2032.0,2024-06-01,96.0,21875.0,1.31856765330093,103.840268808403,60 GILSTEAD ROAD THE ARMADALE SINGAPORE 309104,4.1102218338608845,15.0,3,1,3,14,13,7,1.0,1.0,0,0
6 DERBYSHIRE,2268000.0,1011.82,2242.0,2024-06-01,94.0,24128.0,1.31568172551155,103.845880417376,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,3.6584167943606625,15.0,3,2,2,14,13,6,4.0,1.0,1,0
AMARYLLIS VILLE,1950000.0,958.0,2035.0,2024-06-01,89.0,21910.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,15.0,3,2,2,14,13,6,6.0,1.0,1,0
WATTEN HOUSE,4981000.0,1539.25,3236.0,2024-06-01,143.0,34832.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,15.0,3,1,0,11,6,7,1.0,0.0,1,0
NEWTON SUITES,1680000.0,796.54,2109.0,2024-05-01,74.0,22703.0,1.31780091416565,103.842313806169,60 NEWTON ROAD NEWTON SUITES SINGAPORE 307994,3.967671598329251,16.0,3,2,3,14,13,7,3.0,1.0,0,0
LA MAISON,2530000.0,1291.68,1959.0,2024-05-01,120.0,21083.0,1.31953348960235,103.847029859453,10 MOULMEIN RISE LA MAISON SINGAPORE 308125,4.063776423393345,16.0,1,3,4,14,13,7,2.0,1.0,0,0
26 NEWTON,1080000.0,484.38,2230.0,2024-05-01,45.0,24000.0,1.3156928164724,103.841615456446,26 NEWTON ROAD 26 NEWTON SINGAPORE 307957,3.762851610410245,16.0,3,2,2,14,13,6,5.0,1.0,0,0
6 DERBYSHIRE,2300000.0,1011.82,2273.0,2024-05-01,94.0,24468.0,1.31568172551155,103.845880417376,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,3.6584167943606625,16.0,3,2,2,14,13,6,5.0,1.0,1,0
10 EVELYN,2335620.0,1162.51,2009.0,2024-05-01,108.0,21626.0,1.31615491830399,103.840533848314,10 EVELYN ROAD 10 EVELYN SINGAPORE 309312,3.846689837882823,16.0,3,1,2,14,13,8,1.0,0.0,0,0
THOMSON 800,2850000.0,1625.36,1753.0,2024-05-01,151.0,18874.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,16.0,4,1,0,13,13,2,3.0,1.0,1,0
ADAM PARK CONDOMINIUM,2230000.0,1140.98,1954.0,2024-05-01,106.0,21038.0,1.32804489589413,103.813395586111,27A ADAM ROAD ADAM PARK CONDOMINIUM SINGAPORE 289900,6.5056226819707295,16.0,3,1,0,13,7,8,1.0,1.0,1,0
MEDGE,1450000.0,861.12,1684.0,2024-05-01,80.0,18125.0,1.32337432256355,103.850380826925,2 MINBU ROAD MEDGE SINGAPORE 308186,4.464916441227247,16.0,1,3,4,12,18,4,2.0,1.0,0,0
SOLEIL @ SINARAN,3850000.0,1722.24,2235.0,2024-05-01,160.0,24063.0,1.31960020004528,103.845271738384,2 SINARAN DRIVE SOLEIL @ SINARAN SINGAPORE 307467,4.096964545722665,16.0,1,1,4,14,14,7,4.0,1.0,1,0
368 THOMSON,1250000.0,688.9,1814.0,2024-05-01,64.0,19531.0,1.3270913316471,103.841978573745,368 THOMSON ROAD 368 THOMSON SINGAPORE 298127,4.977697388092409,16.0,3,0,3,12,16,4,4.0,1.0,1,0
WATTEN HOUSE,4799000.0,1539.25,3118.0,2024-05-01,143.0,33559.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,16.0,3,1,0,11,6,7,1.0,0.0,1,0
AMANINDA,1260000.0,796.54,1582.0,2024-05-01,74.0,17027.0,1.32478729402026,103.840864419636,331 THOMSON ROAD AMANINDA SINGAPORE 307687,4.756316064412432,16.0,2,0,4,12,14,5,1.0,1.0,1,0
STRATA,980000.0,505.91,1937.0,2024-05-01,47.0,20851.0,1.31740976334811,103.844913840423,1 ESSEX ROAD STRATA SINGAPORE 309329,3.864673219206803,16.0,3,2,3,14,14,7,1.0,1.0,0,0
ENCHANTÉ,2900000.0,1001.05,2897.0,2024-05-01,93.0,31183.0,1.31585875980621,103.84033274534,3 EVELYN ROAD ENCHANTÉ (U/C) SINGAPORE 309727,3.822384309299648,16.0,3,1,2,14,12,7,2.0,0.0,0,0
6 DERBYSHIRE,980000.0,473.62,2069.0,2024-05-01,44.0,22273.0,1.31568172551155,103.845880417376,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,3.6584167943606625,16.0,3,2,2,14,13,6,2.0,1.0,1,0
ENCHANTÉ,3163000.0,1087.16,2909.0,2024-05-01,101.0,31317.0,1.31585875980621,103.84033274534,3 EVELYN ROAD ENCHANTÉ (U/C) SINGAPORE 309727,3.822384309299648,16.0,3,1,2,14,12,7,1.0,0.0,0,0
SANCTUARY@NEWTON,2755760.0,1022.58,2695.0,2024-05-01,95.0,29008.0,1.31602422236802,103.84157165109,2 SURREY ROAD SANCTUARY@NEWTON (U/C) SINGAPORE 307742,3.799414011967981,16.0,3,2,2,14,13,7,2.0,0.0,0,0
SANCTUARY@NEWTON,2755760.0,1022.58,2695.0,2024-05-01,95.0,29008.0,1.31602422236802,103.84157165109,2 SURREY ROAD SANCTUARY@NEWTON (U/C) SINGAPORE 307742,3.799414011967981,16.0,3,2,2,14,13,7,2.0,0.0,0,0
SKY@ELEVEN,4900000.0,2271.2,2157.0,2024-05-01,211.0,23223.0,1.33127079751604,103.841021896647,7 THOMSON LANE SKY@ELEVEN SINGAPORE 297725,5.451828930281204,16.0,4,1,3,12,15,2,6.0,1.0,1,0
SANCTUARY@NEWTON,2763600.0,1054.87,2620.0,2024-05-01,98.0,28200.0,1.31602422236802,103.84157165109,2 SURREY ROAD SANCTUARY@NEWTON (U/C) SINGAPORE 307742,3.799414011967981,16.0,3,2,2,14,13,7,2.0,0.0,0,0
AMARYLLIS VILLE,2550000.0,1237.86,2060.0,2024-05-01,115.0,22174.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,16.0,3,2,2,14,13,6,4.0,1.0,1,0
D' IXORAS,1580000.0,979.52,1613.0,2024-05-01,91.0,17363.0,1.32411334495333,103.849040669227,23 MINBU ROAD D' IXORAS SINGAPORE 308172,4.551328531254225,16.0,2,3,5,12,18,4,3.0,1.0,0,0
368 THOMSON,1588000.0,882.65,1799.0,2024-05-01,82.0,19366.0,1.3270913316471,103.841978573745,368 THOMSON ROAD 368 THOMSON SINGAPORE 298127,4.977697388092409,16.0,3,0,3,12,16,4,3.0,1.0,1,0
GILSTEAD TWO,1730000.0,775.01,2232.0,2024-05-01,72.0,24028.0,1.31496035037871,103.838459402687,2 GILSTEAD ROAD GILSTEAD TWO SINGAPORE 309061,3.799617052654486,16.0,3,1,3,14,10,6,3.0,1.0,0,0
WATTEN HOUSE,7678000.0,2368.08,3242.0,2024-05-01,220.0,34900.0,1.32924471287251,103.81094165707,36 SHELFORD ROAD WATTEN HOUSE (U/C) SINGAPORE 288429,6.784008389875134,16.0,3,1,0,11,6,7,1.0,0.0,1,0
PARK INFINIA AT WEE NAM,3700000.0,1463.9,2527.0,2024-05-01,136.0,27206.0,1.31441386999901,103.843291191875,2A LINCOLN ROAD PARK INFINIA AT WEE NAM SINGAPORE 308364,3.57796230174373,16.0,3,2,2,14,11,6,4.0,1.0,1,0
AMARYLLIS VILLE,1888000.0,958.0,1971.0,2024-05-01,89.0,21213.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,16.0,3,2,2,14,13,6,2.0,1.0,1,0
MONTEBLEU,1710000.0,850.36,2011.0,2024-05-01,79.0,21646.0,1.32378273509884,103.850102052541,8 MINBU ROAD MONTEBLEU SINGAPORE 308162,4.510651977234295,16.0,1,3,4,12,18,4,5.0,1.0,1,0
