Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Area (SQM),Unit Price ($ PSM),Latitude,Longitude,Full Address,Dist to CBD in Km,Sale Months Since Sep 2025,Num MRT Within 1km,Num Hawker Within 1km,Num Malls Within 1km,Num Hospitals Within 5km,Num Schools Within 2km,Num Parks Within 1km,Floor_Level_Category,Type_of_Sale_Encoded,Property_Type_Encoded,Market_Segment_Encoded
PEAK RESIDENCE,1958200.0,807.3,2426.0,2023-03-01,75.0,26109.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,30.0,2,0,4,12,14,5,1.0,0.0,1,0
ENCHANTÉ,3021742.0,1087.16,2779.0,2023-03-01,101.0,29918.0,1.31585875980621,103.84033274534,3 EVELYN ROAD ENCHANTÉ (U/C) SINGAPORE 309727,3.822384309299648,30.0,3,1,2,14,12,7,2.0,0.0,0,0
35 GILSTEAD,1578000.0,710.42,2221.0,2023-03-01,66.0,23909.0,1.31711023904743,103.837956844749,35 GILSTEAD ROAD 35 GILSTEAD SINGAPORE 309079,4.041420945749914,30.0,3,1,2,14,12,6,1.0,0.0,0,0
PARK INFINIA AT WEE NAM,6628000.0,3315.31,1999.0,2023-03-01,308.0,21519.0,1.31441386999901,103.843291191875,2A LINCOLN ROAD PARK INFINIA AT WEE NAM SINGAPORE 308364,3.57796230174373,30.0,3,2,2,14,11,6,6.0,1.0,1,0
ZEDGE,860000.0,484.38,1775.0,2023-03-01,45.0,19111.0,1.32242172407521,103.848172032797,2 AKYAB ROAD ZEDGE SINGAPORE 309973,4.370398222376426,30.0,1,3,4,12,14,7,4.0,1.0,0,0
STRATA,2810000.0,1636.13,1717.0,2023-03-01,152.0,18487.0,1.31740976334811,103.844913840423,1 ESSEX ROAD STRATA SINGAPORE 309329,3.864673219206803,30.0,3,2,3,14,14,7,6.0,1.0,0,0
PULLMAN RESIDENCES NEWTON,1543000.0,462.85,3334.0,2023-03-01,43.0,35884.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1553000.0,462.85,3355.0,2023-03-01,43.0,36116.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,5.0,0.0,0,0
NEU AT NOVENA,1788363.0,645.84,2769.0,2023-03-01,60.0,29806.0,1.31961486592659,103.845969245127,27 MOULMEIN RISE NEU AT NOVENA SINGAPORE 308140,4.087211641971712,30.0,1,2,4,14,13,7,2.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1434000.0,462.85,3098.0,2023-03-01,43.0,33349.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1525000.0,462.85,3295.0,2023-03-01,43.0,35465.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,5.0,0.0,0,0
PEAK RESIDENCE,1957000.0,807.3,2424.0,2023-03-01,75.0,26093.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,30.0,2,0,4,12,14,5,1.0,0.0,1,0
TREVOSE PARK,3220000.0,1679.18,1918.0,2023-03-01,156.0,20641.0,1.32530422394989,103.825473045143,68 TREVOSE CRESCENT TREVOSE PARK SINGAPORE 298069,5.472884262180392,30.0,2,0,0,12,6,5,1.0,1.0,1,0
LA SUISSE,3320000.0,2098.98,1582.0,2023-03-01,195.0,17026.0,1.34663071510795,103.789436674932,1 SWISS VIEW LA SUISSE SINGAPORE 288007,9.820715471095133,30.0,0,0,0,1,1,2,1.0,1.0,1,0
CITY EDGE,1460000.0,828.83,1762.0,2023-03-01,77.0,18961.0,1.31953328897071,103.84662602278,18 MOULMEIN RISE CITY EDGE SINGAPORE 308133,4.068886226265154,30.0,1,2,4,14,13,7,2.0,1.0,0,0
SKY@ELEVEN,5750000.0,2712.53,2120.0,2023-03-01,252.0,22817.0,1.33127079751604,103.841021896647,7 THOMSON LANE SKY@ELEVEN SINGAPORE 297725,5.451828930281204,30.0,4,1,3,12,15,2,8.0,1.0,1,0
TREVOSE PARK,3470000.0,1636.13,2121.0,2023-03-01,152.0,22829.0,1.32530422394989,103.825473045143,68 TREVOSE CRESCENT TREVOSE PARK SINGAPORE 298069,5.472884262180392,30.0,2,0,0,12,6,5,1.0,1.0,1,0
PEAK RESIDENCE,1976200.0,807.3,2448.0,2023-03-01,75.0,26349.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,30.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,1533000.0,462.85,3312.0,2023-03-01,43.0,35651.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2158000.0,667.37,3234.0,2023-03-01,62.0,34806.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,5.0,0.0,0,0
PEAK RESIDENCE,1858400.0,807.3,2302.0,2023-03-01,75.0,24779.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,30.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,2219000.0,667.37,3325.0,2023-03-01,62.0,35790.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,6.0,0.0,0,0
THE SHELFORD,3180000.0,1399.32,2273.0,2023-03-01,130.0,24462.0,1.32561376215123,103.810731205358,1E SHELFORD ROAD THE SHELFORD SINGAPORE 286890,6.502869662773255,30.0,4,1,0,12,7,8,1.0,1.0,1,0
1 MOULMEIN RISE,2600000.0,1237.86,2100.0,2023-03-01,115.0,22609.0,1.31908636997896,103.847053580169,1 MOULMEIN RISE 1 MOULMEIN RISE SINGAPORE 308143,4.014343248034238,30.0,1,3,4,14,12,7,5.0,1.0,0,0
THE ARMADALE,1350000.0,742.72,1818.0,2023-03-01,69.0,19565.0,1.31856765330093,103.840268808403,60 GILSTEAD ROAD THE ARMADALE SINGAPORE 309104,4.1102218338608845,30.0,3,1,3,14,13,7,1.0,1.0,0,0
PULLMAN RESIDENCES NEWTON,2051000.0,667.37,3073.0,2023-03-01,62.0,33081.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,30.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,3442000.0,1162.51,2961.0,2023-02-01,108.0,31870.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,3.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2098000.0,667.37,3144.0,2023-02-01,62.0,33839.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1501000.0,462.85,3243.0,2023-02-01,43.0,34907.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
THE ARCADIA,4300000.0,3756.64,1145.0,2023-02-01,349.0,12321.0,1.33337474399547,103.811275631559,235 ARCADIA ROAD THE ARCADIA SINGAPORE 289843,7.111379394487015,31.0,1,0,0,9,6,5,1.0,1.0,1,0
PEAK RESIDENCE,2653300.0,1065.64,2490.0,2023-02-01,99.0,26801.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
IKIGAI,1421200.0,635.08,2238.0,2023-02-01,59.0,24088.0,1.31790382404123,103.847428354915,38 SHREWSBURY ROAD IKIGAI SINGAPORE 307818,3.879900072370961,31.0,2,2,2,14,13,7,1.0,0.0,0,0
SKY@ELEVEN,5500000.0,2712.53,2028.0,2023-02-01,252.0,21825.0,1.33127079751604,103.841021896647,7 THOMSON LANE SKY@ELEVEN SINGAPORE 297725,5.451828930281204,31.0,4,1,3,12,15,2,2.0,1.0,1,0
1 MOULMEIN RISE,2446500.0,1237.86,1976.0,2023-02-01,115.0,21274.0,1.31908636997896,103.847053580169,1 MOULMEIN RISE 1 MOULMEIN RISE SINGAPORE 308143,4.014343248034238,31.0,1,3,4,14,12,7,4.0,1.0,0,0
PULLMAN RESIDENCES NEWTON,1498000.0,462.85,3236.0,2023-02-01,43.0,34837.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1499000.0,462.85,3239.0,2023-02-01,43.0,34860.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1493000.0,462.85,3226.0,2023-02-01,43.0,34721.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PEAK RESIDENCE,1891800.0,807.3,2343.0,2023-02-01,75.0,25224.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,1473120.0,462.85,3183.0,2023-02-01,43.0,34259.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1493000.0,462.85,3226.0,2023-02-01,43.0,34721.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
AMARYLLIS VILLE,2388000.0,1237.86,1929.0,2023-02-01,115.0,20765.0,1.31478233515073,103.841958399488,22 NEWTON ROAD AMARYLLIS VILLE SINGAPORE 307990,3.655547978307824,31.0,3,2,2,14,13,6,5.0,1.0,1,0
PULLMAN RESIDENCES NEWTON,3550000.0,1162.51,3054.0,2023-02-01,108.0,32870.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1468000.0,462.85,3172.0,2023-02-01,43.0,34140.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,3572000.0,1162.51,3073.0,2023-02-01,108.0,33074.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1485000.0,462.85,3208.0,2023-02-01,43.0,34535.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2129000.0,667.37,3190.0,2023-02-01,62.0,34339.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,6.0,0.0,0,0
NEWTON 18,2880000.0,1248.62,2307.0,2023-02-01,116.0,24828.0,1.31429426375311,103.841150697585,18 NEWTON ROAD NEWTON 18 SINGAPORE 307989,3.6298212404791177,31.0,3,1,2,14,10,6,6.0,1.0,0,0
THOMSON 800,3060000.0,1625.36,1883.0,2023-02-01,151.0,20265.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,31.0,4,1,0,13,13,2,4.0,1.0,1,0
SOLEIL @ SINARAN,2290000.0,1097.93,2086.0,2023-02-01,102.0,22451.0,1.31960020004528,103.845271738384,2 SINARAN DRIVE SOLEIL @ SINARAN SINGAPORE 307467,4.096964545722665,31.0,1,1,4,14,14,7,6.0,1.0,1,0
PULLMAN RESIDENCES NEWTON,1450000.0,462.85,3133.0,2023-02-01,43.0,33721.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1485000.0,462.85,3208.0,2023-02-01,43.0,34535.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
BUCKLEY CLASSIQUE,6480000.0,3562.88,1819.0,2023-02-01,331.0,19577.0,1.3179599892541,103.840328123302,11 BUCKLEY ROAD BUCKLEY CLASSIQUE SINGAPORE 309767,4.044031983866686,31.0,3,1,3,14,13,7,1.0,1.0,1,0
10 SHELFORD,1230000.0,947.23,1299.0,2023-02-01,88.0,13977.0,1.32580825364563,103.812516919467,10 SHELFORD ROAD 10 SHELFORD SINGAPORE 288353,6.383468750218335,31.0,3,1,0,13,7,8,1.0,1.0,0,0
PEAK RESIDENCE,1854000.0,775.01,2392.0,2023-02-01,72.0,25750.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,2068000.0,667.37,3099.0,2023-02-01,62.0,33355.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
ADRIA,2608000.0,1302.44,2002.0,2023-02-01,121.0,21554.0,1.3164463549549,103.846258551824,12 DERBYSHIRE ROAD ADRIA SINGAPORE 309466,3.735780917193752,31.0,3,2,2,14,13,7,5.0,1.0,0,0
6 DERBYSHIRE,2200000.0,1011.82,2174.0,2023-02-01,94.0,23404.0,1.31568172551155,103.845880417376,6 DERBYSHIRE ROAD 6 DERBYSHIRE SINGAPORE 309462,3.6584167943606625,31.0,3,2,2,14,13,6,2.0,1.0,1,0
IRIDIUM,2100000.0,1065.64,1971.0,2023-02-01,99.0,21212.0,1.31513812749678,103.842640203235,11 LINCOLN ROAD IRIDIUM SINGAPORE 308349,3.673438389333036,31.0,3,2,2,14,13,6,1.0,1.0,0,0
THE AXIS,700000.0,398.27,1758.0,2023-02-01,37.0,18919.0,1.32462194319897,103.849957588255,47 MANDALAY ROAD THE AXIS SINGAPORE 308227,4.6038020641452535,31.0,2,3,4,12,19,4,3.0,1.0,0,0
PULLMAN RESIDENCES NEWTON,3509000.0,1162.51,3018.0,2023-02-01,108.0,32491.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,1477000.0,462.85,3191.0,2023-02-01,43.0,34349.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,3910000.0,1280.92,3053.0,2023-02-01,119.0,32857.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2171070.0,667.37,3253.0,2023-02-01,62.0,35017.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,6.0,0.0,0,0
PEAK RESIDENCE,3306000.0,1388.56,2381.0,2023-02-01,129.0,25628.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,1865500.0,807.3,2311.0,2023-02-01,75.0,24873.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,2728100.0,1065.64,2560.0,2023-02-01,99.0,27557.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,2556800.0,1087.16,2352.0,2023-02-01,101.0,25315.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,1902000.0,828.83,2295.0,2023-02-01,77.0,24701.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,2866900.0,1087.16,2637.0,2023-02-01,101.0,28385.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,2248888.0,828.83,2713.0,2023-02-01,77.0,29206.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,2166000.0,667.37,3246.0,2023-02-01,62.0,34935.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,6.0,0.0,0,0
SUITES @ SHREWSBURY,690000.0,333.68,2068.0,2023-02-01,31.0,22258.0,1.31819899592367,103.848906082215,84 SHREWSBURY ROAD SUITES @ SHREWSBURY SINGAPORE 307842,3.899093640567353,31.0,2,3,2,14,13,7,1.0,1.0,0,0
ZEDGE,865000.0,495.14,1747.0,2023-02-01,46.0,18804.0,1.32242172407521,103.848172032797,2 AKYAB ROAD ZEDGE SINGAPORE 309973,4.370398222376426,31.0,1,3,4,12,14,7,3.0,1.0,0,0
PEAK RESIDENCE,2800000.0,1065.64,2628.0,2023-02-01,99.0,28283.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
SHELFORD REGENCY,2600000.0,1280.92,2030.0,2023-02-01,119.0,21849.0,1.32659730501812,103.811332907782,65 SHELFORD ROAD SHELFORD REGENCY SINGAPORE 288455,6.53669061517323,31.0,3,1,0,13,7,8,1.0,1.0,1,0
PULLMAN RESIDENCES NEWTON,3443220.0,1162.51,2962.0,2023-02-01,108.0,31882.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,3458070.0,1162.51,2975.0,2023-02-01,108.0,32019.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2089000.0,667.37,3130.0,2023-02-01,62.0,33694.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
35 GILSTEAD,1760000.0,699.66,2516.0,2023-02-01,65.0,27077.0,1.31711023904743,103.837956844749,35 GILSTEAD ROAD 35 GILSTEAD SINGAPORE 309079,4.041420945749914,31.0,3,1,2,14,12,6,1.0,0.0,0,0
PEAK RESIDENCE,1877300.0,796.54,2357.0,2023-02-01,74.0,25369.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,1957000.0,807.3,2424.0,2023-02-01,75.0,26093.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,31.0,2,0,4,12,14,5,1.0,0.0,1,0
NOVENA SUITES,2000000.0,947.23,2111.0,2023-02-01,88.0,22727.0,1.32005187342709,103.852519734445,201 BALESTIER ROAD HOLIDAY INN EXPRESS & SUITES SINGAPORE NOVENA SINGAPORE 329926,4.100494883617021,31.0,2,3,1,13,16,3,2.0,1.0,0,0
PULLMAN RESIDENCES NEWTON,2098800.0,667.37,3145.0,2023-02-01,62.0,33852.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2098000.0,667.37,3144.0,2023-02-01,62.0,33839.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2133000.0,667.37,3196.0,2023-02-01,62.0,34403.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,5.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,3385800.0,1162.51,2912.0,2023-02-01,108.0,31350.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,31.0,3,1,2,14,10,6,3.0,0.0,0,0
NEWTON 21,2380000.0,1065.64,2233.0,2023-02-01,99.0,24040.0,1.31490075979298,103.840460862924,21 NEWTON ROAD NEWTON 21 SINGAPORE 307954,3.7173142928382856,31.0,3,1,2,14,12,6,2.0,1.0,0,0
THOMSON 800,2600000.0,1399.32,1858.0,2023-02-01,130.0,20000.0,1.3411028334318,103.838741075921,808 THOMSON ROAD THOMSON 800 SINGAPORE 298190,6.567971581242121,31.0,4,1,0,13,13,2,4.0,1.0,1,0
L'VIV,1355000.0,613.55,2208.0,2023-01-01,57.0,23772.0,1.31544838531983,103.840354841468,23 NEWTON ROAD L'VIV SINGAPORE 307955,3.778505845346688,32.0,3,1,2,14,12,6,3.0,1.0,0,0
LINCOLN SUITES,1052988.0,462.85,2275.0,2023-01-01,43.0,24488.0,1.31710864002609,103.842743087159,3 KHIANG GUAN AVENUE LINCOLN SUITES SINGAPORE 308381,3.881888940990309,32.0,3,2,3,14,13,7,4.0,1.0,1,0
ZEDGE,1950000.0,1302.44,1497.0,2023-01-01,121.0,16116.0,1.32242172407521,103.848172032797,2 AKYAB ROAD ZEDGE SINGAPORE 309973,4.370398222376426,32.0,1,3,4,12,14,7,4.0,1.0,0,0
TREVOSE PARK,3250000.0,1657.66,1961.0,2023-01-01,154.0,21104.0,1.32530422394989,103.825473045143,68 TREVOSE CRESCENT TREVOSE PARK SINGAPORE 298069,5.472884262180392,32.0,2,0,0,12,6,5,1.0,1.0,1,0
PEAK RESIDENCE,3759653.0,1388.56,2708.0,2023-01-01,129.0,29145.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,32.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,2860000.0,1087.16,2631.0,2023-01-01,101.0,28317.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,32.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,2140000.0,667.37,3207.0,2023-01-01,62.0,34516.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,32.0,3,1,2,14,10,6,5.0,0.0,0,0
NEWTON 21,3300000.0,1539.25,2144.0,2023-01-01,143.0,23077.0,1.31490075979298,103.840460862924,21 NEWTON ROAD NEWTON 21 SINGAPORE 307954,3.7173142928382856,32.0,3,1,2,14,12,6,2.0,1.0,0,0
NEU AT NOVENA,1950000.0,656.6,2970.0,2023-01-01,61.0,31967.0,1.31961486592659,103.845969245127,27 MOULMEIN RISE NEU AT NOVENA SINGAPORE 308140,4.087211641971712,32.0,1,2,4,14,13,7,4.0,0.0,0,0
10 EVELYN,2225000.0,807.3,2756.0,2023-01-01,75.0,29667.0,1.31615491830399,103.840533848314,10 EVELYN ROAD 10 EVELYN SINGAPORE 309312,3.846689837882823,32.0,3,1,2,14,13,8,1.0,0.0,0,0
HILLCREST ARCADIA,2280000.0,1711.48,1332.0,2023-01-01,159.0,14340.0,1.33377798542711,103.808806606762,255 ARCADIA ROAD HILLCREST ARCADIA SINGAPORE 289850,7.319529262671842,32.0,1,0,0,9,6,5,1.0,1.0,1,0
PEAK RESIDENCE,2030000.0,828.83,2449.0,2023-01-01,77.0,26364.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,32.0,2,0,4,12,14,5,1.0,0.0,1,0
PEAK RESIDENCE,2060000.0,828.83,2485.0,2023-01-01,77.0,26753.0,1.32534460429599,103.840724426138,333 THOMSON ROAD PEAK RESIDENCE SINGAPORE 307675,4.8198774142707626,32.0,2,0,4,12,14,5,1.0,0.0,1,0
PULLMAN RESIDENCES NEWTON,3471930.0,1162.51,2987.0,2023-01-01,108.0,32148.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,32.0,3,1,2,14,10,6,4.0,0.0,0,0
PULLMAN RESIDENCES NEWTON,2068000.0,667.37,3099.0,2023-01-01,62.0,33355.0,1.31467262956125,103.839010845653,"18 DUNEARN ROAD PULLMAN RESIDENCES, NEWTON SINGAPORE 309421",3.747758902511321,32.0,3,1,2,14,10,6,5.0,0.0,0,0
