District,Property_Index,Actual_Price,Area_SQFT,Floor_Level,Young_Adults_20_35_Predicted,Young_Adults_20_35_Difference,Young_Adults_20_35_Percent_Diff,Families_36_59_Predicted,Families_36_59_Difference,Families_36_59_Percent_Diff,Retirees_60_Plus_Predicted,Retirees_60_Plus_Difference,Retirees_60_Plus_Percent_Diff
3,0,0.6932184297773761,1.1268493964245578,-0.6407242050344467,1.0056909632830102,0.3124725335056341,45.07562408662204,1.0056909665212272,0.3124725367438511,45.075624553749996,1.0056909766086435,0.31247254683126735,45.07562600890695
3,1,-0.30764344858362225,-0.4910870528841614,0.4663312612816988,-0.38083515184133376,-0.07319170325771152,23.791081394608955,-0.38083515313264155,-0.0731917045490193,23.791081814350633,-0.3808351523013838,-0.07319170371776157,23.791081544148966
3,2,1.2190950099331548,1.510780337755158,-1.0097426938064953,1.1550938230841556,-0.06400118684899914,-5.249893267343325,1.1550938276947762,-0.06400118223837858,-5.249892889143061,1.1550938409535259,-0.06400116897962893,-5.249891801553534
3,3,0.26912441352271577,0.167047519603787,-0.6407242050344467,0.3769557953640619,0.10783138184134611,40.06748419063232,0.3769557913796682,0.10783137785695246,40.06748271012984,0.37695579273427754,0.10783137921156177,40.06748321346927
3,4,-0.36418931741757693,-0.5459379697179227,1.2043682388257957,-0.2428986090250795,0.12129070839249742,-33.30430152442565,-0.24289860837409802,0.12129070904347891,-33.30430170317374,-0.2428986052720783,0.12129071214549864,-33.30430255493396
3,5,0.680778338633906,0.9897348425930194,-1.3787611825785435,0.8599777048222865,0.1791993661883805,26.32271857356296,0.859977701508874,0.17919936287496796,26.322718086853502,0.859977706008138,0.17919936737423203,26.322718747753505
3,6,-0.46597188131869544,-0.2991215822188617,-0.2717057162623982,-0.15444456808744056,0.3115273132312549,-66.85538885943845,-0.15444456932885814,0.3115273119898373,-66.85538859302376,-0.15444456558479622,0.31152731573389925,-66.855389396519
3,7,0.19900753616861191,0.0847838826060096,-0.2717057162623982,-0.005756667763633913,-0.20476420393224581,-102.89268832450469,-0.005756668207629573,-0.2047642043762415,-102.89268854760965,-0.005756664018450651,-0.20476420018706257,-102.89268644257434
3,8,1.1611920402471851,0.3041620734353255,0.4663312612816988,0.936978235737638,-0.2242138045095471,-19.308933986648604,0.936978238634629,-0.2242138016125561,-19.30893373716438,0.9369782508116923,-0.22421378943549286,-19.30893268849518
3,9,-0.48892950406528096,-0.9846943513765548,0.4663312612816988,-0.11572580483227043,0.37320369923301056,-76.33077900391568,-0.11572580342329128,0.3732037006419897,-76.33077929209202,-0.1157257962489546,0.3732037078163264,-76.33078075944807
