,avg_cbd_dist,avg_mrt,avg_hawker,avg_malls,avg_hospitals,avg_schools,avg_parks,avg_area,median_area,avg_floor,avg_sale_type,avg_property_type,avg_market_segment,avg_months_since
Young_Adults_20_35,0.18134837678098326,0.024038393835536097,-0.06791489745274702,-0.01829243309244622,0.020482774615143903,0.02045634211615145,0.02727587046436394,0.12154309994823753,0.19836371659566732,-0.013600028442134236,0.017635713377093305,0.15663101314210867,-0.07118572829465436,-0.061231611842732486
Families_36_59,0.18735191508546378,0.02214991585899798,-0.06419242972376493,-0.021519007931479307,0.019302137937384802,0.017608321689636268,0.023776130437231226,0.12414170228717024,0.21149539493196054,-0.013006406104683187,0.021646170693740037,0.1536922197994036,-0.06691954601653292,-0.053198701502551377
Retirees_60_Plus,0.19367165493390498,0.023246515262117413,-0.06675297404018993,-0.0285518166692119,0.025232619193193105,0.010248770825856865,0.021513473257230152,0.13693090675813993,0.21078179466426997,-0.018098110853693568,0.032509759942189,0.1610329188528721,-0.04874177623541767,-0.02268690851171337
